participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,133.532929925237,"[2.0256012606989633, 0.8247601544490178]",[0.67112378 0.19795356],[0.76630713 0.10602664 0.61142829 0.27068937],271.065859850474,277.6624945835701
2,137.11747088678632,"[0.28164107437403285, 0.8564195707905736]",[0.16744107 0.9999    ],[ 0.78270537 -0.96287737  0.96450339 -0.50156714],278.23494177357264,284.83157650666874
3,69.71862776713677,"[0.06643365530468207, 0.08741842056120981]",[3.21923479 0.03251336],[0.73266437 0.75273832 0.89844489 0.78613102],143.43725553427353,150.0338902673696
4,137.16788703057676,"[2.998572496397849, 0.02453396323350361]",[4.71474632e+00 1.00000000e-04],[0.05865879 0.05808687 0.05960217 0.05752156],278.33577406115353,284.9324087942496
5,129.78831727936605,"[1.6488744344767334, 0.689602582401112]",[4.99990000e+00 5.01462002e-04],[0.65187096 0.65042095 0.65446159 0.64975186],263.5766345587321,270.1732692918282
6,134.91897801452572,"[1.9628609923273326, 0.330971703346151]",[0.43018207 0.9999    ],[0.82218893 0.44395317 0.19201187 0.38540987],273.83795602905144,280.43459076214754
7,115.70671441463449,"[4.984733985649531, 0.9272576059246287]",[4.9999000e+00 8.2264782e-04],[0.67584219 0.67173442 0.67487865 0.66823067],235.41342882926898,242.01006356236505
8,137.93629940214797,"[3.0486869091682016, 0.25603194246354466]",[0.0001 0.0001],[1.05026051 1.05333218 1.05121542 1.05333218],279.87259880429593,286.46923353739203
9,131.33909343660702,"[0.6249703543081567, 0.3767724667670356]",[0.42932632 0.9999    ],[ 0.43207191  0.06443493  0.77758507 -1.0760716 ],266.67818687321403,273.2748216063101
10,112.16723354893668,"[0.30027752479512027, 0.6198187842763644]",[0.84535605 0.9999    ],[ 1.17150366 -0.399209    0.8319686  -0.06602212],228.33446709787336,234.93110183096942
11,110.5172445558511,"[3.614592138525814, 0.3527030331976539]",[1.02540026 0.39295649],[ 0.36546429 -0.09476569  0.89244275 -0.15080941],225.0344891117022,231.63112384479825
12,137.9362896808663,"[3.059534499109622, 0.09809138941155428]",[0.0001 0.0001],[0.35492612 0.35390607 0.35494634 0.35334376],279.8725793617326,286.4692140948287
13,114.88857585105478,"[0.4709582078802595, 0.31064163030937725]",[1.05332221 0.41097557],[0.73002788 0.19032761 0.86815629 0.24222194],233.77715170210956,240.37378643520563
14,118.68032512847606,"[3.9695574281086596, 0.4959745587180643]",[4.99990000e+00 6.15426432e-04],[0.41265161 0.40668045 0.41441715 0.4063137 ],241.3606502569521,247.95728499004818
15,136.07002404438745,"[1.8979672203399762, 0.1873301238566078]",[4.99990000e+00 1.21204756e-04],[0.28850468 0.28699489 0.28884084 0.28663683],276.1400480887749,282.736682821871
16,133.58234808930666,"[0.7973075395067869, 0.8392342768922989]",[1.00992465 0.06400834],[0.56815437 0.37345965 0.77495683 0.36866034],271.1646961786133,277.7613309117094
17,127.33780591608217,"[2.086409613549209, 0.7123679895114322]",[0.69345664 0.58311959],[ 0.73039652  0.34126534  0.90732036 -0.15400407],258.67561183216435,265.27224656526045
18,136.68526200824684,"[0.009566934036275608, 0.7044334842790051]",[0.37887377 0.24672339],[1.07546824 0.37087327 0.9321211  0.45888882],277.3705240164937,283.96715874958977
19,137.35258744044063,"[4.699601721010999, 0.8092043483736828]",[0.25504777 0.70134517],[0.4576172  0.67442635 0.77166016 0.31259267],278.70517488088126,285.30180961397735
20,137.93629021350986,"[3.4353088334119035, 0.007720040079710691]",[0.0001 0.0001],[1.16107187 1.16112381 1.16166983 1.15995637],279.8725804270197,286.4692151601158
