participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,131.85294884544047,"[1.9644355029143665, 0.6199066717636706, 0.15864497597452107]",[0.77310226 0.04281876 0.60624553],[ 0.24953865 -0.37452922  0.09049256 -0.15249075],269.70589769088093,279.60084979052505
2,134.16442215370657,"[4.613640374723031, 0.525277574123537, 0.591226744870791]",[0.5639983  0.00539723 0.9999    ],[ 0.02140981 -0.96302022 -0.10668624 -0.50166016],274.32884430741314,284.22379640705725
3,69.70267434927864,"[4.082909335902693, 0.1141257161133524, 0.6694982116653]",[3.22660807 0.03449386 0.02986131],[0.75440779 0.77535189 0.92207107 0.8082467 ],145.40534869855728,155.3003007982014
4,136.78278321712364,"[1.4642251233300814, 0.21733913227914303, 0.9130806943169271]",[3.23225129e+00 1.00000000e-04 2.84390434e-03],[0.05865865 0.04977483 0.05905715 0.04759697],279.5655664342473,289.4605185338914
5,125.58321929650343,"[2.7458944966086696, 0.7501369437110512, 0.9193803752571396]",[1.07790087e+00 7.08657719e-01 1.00000000e-04],[1.2496749  1.41060848 1.62888303 1.45193869],257.1664385930069,267.06139069265095
6,133.62556928935888,"[4.753109889360573, 0.018198224862877768, 0.16978351324444468]",[2.97161728e+00 1.00000000e-04 1.05612607e-02],[0.34158401 0.31279298 0.33392502 0.32320494],273.25113857871776,283.1460906783619
7,100.75808140261735,"[1.9528337843952914, 0.38545483827290017, 0.2089577989199213]",[3.00476415e+00 1.04604221e-02 1.00000000e-04],[0.77109973 0.68115928 0.77041339 0.67231383],207.5161628052347,217.41111490487881
9,130.15056497707047,"[4.572511566584265, 0.5886156026810019, 0.7686450914403413]",[2.79095042e+00 4.32206512e-03 1.00000000e-04],[0.55601144 0.54429166 0.59317959 0.53992886],266.30112995414095,276.19608205378506
10,104.65701304021268,"[3.4161862845201023, 0.3021047131693095, 0.16040718539771007]",[1.1646749  0.28503209 0.9999    ],[ 0.5057624  -0.39921371  0.60167747 -0.06603857],215.31402608042535,225.20897818006947
11,104.56849885217099,"[1.7849182606098049, 0.6967837776504772, 0.003952400184400021]",[1.20781142 0.00935554 0.95302042],[-0.01049168 -0.81675534  0.05977857 -0.49632372],215.13699770434198,225.0319498039861
12,137.28089171224104,"[0.2818424229880224, 0.6213883127331654, 0.4788070445982818]",[4.22436422e-01 1.00000000e-04 9.99900000e-01],[-0.16717935 -0.22285927 -0.39213638 -0.37837636],280.5617834244821,290.4567355241262
13,110.72436663702646,"[3.993121985240988, 0.5976797363618854, 0.08844929323391064]",[1.14863331 0.9999     0.04084178],[1.40329746 0.80747041 1.60862385 1.00749917],227.44873327405293,237.34368537369704
14,118.2088884671048,"[4.010615607642635, 0.045505561892501774, 0.052459022887561775]",[4.99990000e+00 3.89579793e-04 1.07498670e-03],[0.40920092 0.40286443 0.4103964  0.40322143],242.4177769342096,252.3127290338537
15,131.77963907008942,"[2.157928591178371, 0.9145267959356485, 0.12622867585753206]",[9.36192311e-01 5.59576780e-01 1.00000000e-04],[1.39561137 1.20057371 1.34014427 0.87176264],269.55927814017883,279.45423023982295
