participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,135.53982090013767,"[3.944750118987949, 0.07087709193204125, 0.19648189896860743, 3.727474641307314]",[0.13526884 0.06502503 0.9999     4.9999    ],"[np.float64(2.415701753210964), np.float64(0.5664188766162527), np.float64(3.052400571572607), np.float64(0.8064416864281176)]",279.07964180027534,292.2729112664675
2,137.7026046931793,"[0.32806484046328793, 0.5121493701704668, 0.3972759611430561, 1.5215282973168767]",[2.10738416e-01 9.99900000e-01 1.00000000e-04 4.99990000e+00],"[np.float64(9.999755091405871e-05), np.float64(0.20001514344336427), np.float64(9.999963892337972e-81), np.float64(2.000105025445957e-09)]",283.4052093863586,296.5984788525507
3,103.43294004651646,"[1.9269928829421255, 0.808832865662745, 0.3377137434823848, 2.8533643060330296]",[0.43059063 0.08911271 0.9999     4.9999    ],"[np.float64(1.4497213462865024), np.float64(0.010517511708100663), np.float64(3.955969315965249), np.float64(0.009952933496955908)]",214.86588009303293,228.05914955922506
4,136.46530406793556,"[0.057087666724839045, 0.09595224018836511, 0.7318228194420707, 4.914427460534857]",[5.24624437e-02 1.54210078e-02 1.00000000e-04 4.99590014e+00],"[np.float64(7.11378687489694), np.float64(7.676347663600569), np.float64(8.138914684938202), np.float64(4.125849321041001)]",280.9306081358711,294.12387760206326
5,113.13748431248388,"[1.9594035380232007, 0.9518636500561519, 0.28311242317078844, 1.4724391568348578]",[9.94132295e-01 7.76433732e-01 3.05313913e-04 4.99990000e+00],"[np.float64(5.313506310482953e-05), np.float64(0.0022356315013898264), np.float64(1.097052013081088), np.float64(0.00011169163528617254)]",234.27496862496776,247.4682380911599
6,136.78141527917342,"[1.620950016878422, 0.9805181489364895, 0.7662840029957031, 4.788683445251067]",[0.04175478 0.03878354 0.9999     4.9999    ],"[np.float64(8.130060058618056), np.float64(0.491992857584604), np.float64(6.454645011112821), np.float64(0.42692256459270433)]",281.56283055834683,294.75610002453897
7,94.04531987708503,"[0.7369196740944871, 0.8812131369240204, 0.646045776689592, 2.134527608688523]",[0.211062   0.03630283 0.9999     0.72577268],"[np.float64(9.336118200749176), np.float64(0.15482447040644431), np.float64(10.90588663196746), np.float64(0.2910697327141008)]",196.09063975417007,209.2839092203622
8,87.46659785247954,"[0.7743684287671001, 0.6894465286793043, 0.44138942497207284, 1.0425118177664119]",[0.45535072 0.0643089  0.9999     4.9999    ],"[np.float64(2.8700169421794945), np.float64(0.00038666100221544474), np.float64(2.6964043956168635), np.float64(0.00038666100221544474)]",182.93319570495908,196.1264651711512
9,112.14856969071108,"[3.734037945252342, 0.18717285901328976, 0.15907742952569248, 0.5212009291716261]",[7.55727030e-01 2.44774479e-01 1.00000000e-04 4.99990000e+00],"[np.float64(0.015078971670323727), np.float64(0.8944652827167358), np.float64(1.3332064130321928), np.float64(0.04810604821601719)]",232.29713938142217,245.4904088476143
10,107.3210809986449,"[1.4065514789801437, 0.14304241956199945, 0.7924309415961548, 1.2770182342980074]",[5.65919067e-01 1.22050335e-01 1.00000000e-04 4.99990000e+00],"[np.float64(2.8688127655226845), np.float64(0.3114674244437419), np.float64(2.46745401427608), np.float64(0.4903950697356364)]",222.6421619972898,235.83543146348194
11,108.86683436850642,"[0.43852869600086364, 0.0412393132523361, 0.8980743975566375, 2.8044886789297903]",[1.25550454e-01 1.00000000e-04 8.27425653e-03 1.92421360e+00],"[np.float64(25.373220437923788), np.float64(9.699792765225281), np.float64(24.822799622314406), np.float64(11.298229258353906)]",225.73366873701283,238.92693820320497
12,128.09473768675224,"[0.4009951353481741, 0.6118438359084338, 0.5660471324353029, 3.0862625224084717]",[5.11016770e-02 1.00000000e-04 7.75079584e-01 2.23203209e-01],"[np.float64(39.959228865656485), np.float64(22.430703183917853), np.float64(31.968065234148114), np.float64(49.42481265932189)]",264.1894753735045,277.3827448396966
13,111.80112156781482,"[1.7744228782747336, 0.5492574819768569, 0.5747615379884318, 0.06141623430368801]",[3.84024653e-01 1.05397912e-01 1.00000000e-04 1.84951223e+00],"[np.float64(1.7997546678810612), np.float64(0.919577166540819), np.float64(3.724656184546764), np.float64(0.7813529186718715)]",231.60224313562964,244.79551260182177
14,121.07454222584279,"[2.4529117122653497, 0.35024963400673875, 0.6718217257433587, 0.5388939207079477]",[8.92443771e-02 1.00000000e-04 9.99900000e-01 4.99990000e+00],"[np.float64(21.991807899420813), np.float64(10.247287332680152), np.float64(26.38422065629301), np.float64(6.989931192912419)]",250.14908445168558,263.34235391787774
15,130.44263661289654,"[2.4889950740836717, 0.4905480381539367, 0.828308276853436, 1.7407894301768856]",[0.92255866 0.9999     0.9999     4.9999    ],"[np.float64(0.11630908610434215), np.float64(1.6693406986548421e-21), np.float64(8.680345449777877e-26), np.float64(2.4536727040168564e-13)]",268.88527322579307,282.0785426919852
16,129.31920700167177,"[1.757398065279142, 0.036235152643397835, 0.17742115165153519, 3.4856673275548355]",[4.64274981e-01 2.74091205e-01 1.00000000e-04 2.82694123e+00],"[np.float64(1.3722455090518937), np.float64(0.0007221159694385319), np.float64(1.217192373148232), np.float64(0.0016354734288431272)]",266.63841400334354,279.8316834695357
17,130.27994138671167,"[1.4810859506247769, 0.9844044103054311, 0.48173744086169984, 1.3516275140386507]",[1.58888178e-01 1.01046384e-01 1.00000000e-04 4.77942321e-01],"[np.float64(4.862709698455689), np.float64(3.7893752797004843), np.float64(4.834153922113878), np.float64(0.5254092322903884)]",268.55988277342334,281.7531522396155
18,136.95122377535992,"[2.1880395242511015, 0.9849714653965268, 0.4406852887976782, 1.3122181285680632]",[1.76435347e-02 1.00000000e-04 7.51913829e-01 4.99990000e+00],"[np.float64(26.280052989693353), np.float64(4.826878104407169), np.float64(19.817445431400508), np.float64(8.652143615867463)]",281.90244755071984,295.095717016912
19,137.93669738163013,"[1.5517797130054825, 0.47015550811457385, 0.20966344528631378, 0.872334888979182]",[1.00000000e-04 5.38368346e-01 9.99899949e-01 4.99990000e+00],"[np.float64(0.053761184914550175), np.float64(0.38041227357895185), np.float64(0.20553359222277467), np.float64(0.09110068614195764)]",283.87339476326025,297.0666642294524
20,134.05215149620082,"[2.698748463744094, 0.6516567075130264, 0.1214408749951379, 1.986486252586422]",[0.13821552 0.0028826  0.99946718 2.52158506],"[np.float64(10.987348484028075), np.float64(6.782711143851419), np.float64(8.619335674893415), np.float64(11.112625748527073)]",276.10430299240164,289.2975724585938
21,136.29294877686215,"[0.008040979159305609, 0.25840898409914076, 0.13103601030184542, 2.239649665412842]",[2.55010610e-02 1.27044054e-03 6.53615956e-01 4.99990000e+00],"[np.float64(20.777363167032533), np.float64(7.817255699919802), np.float64(20.89925304792078), np.float64(9.143035500437817)]",280.5858975537243,293.77916701991643
22,114.3694906935253,"[1.4745421698539558, 0.785356928109021, 0.8562676532692232, 0.7046375429556665]",[5.64731659e-01 1.32556038e-01 1.00000000e-04 4.99990000e+00],"[np.float64(1.890322528523441), np.float64(0.37931601085395117), np.float64(1.090599381836874), np.float64(0.5788798371005504)]",236.7389813870506,249.93225085324272
23,87.4516958298814,"[0.6210303664265147, 0.30746738303942156, 0.0474431111002491, 1.004418685078339]",[1.48398765e-04 1.94782986e-01 1.00000000e-04 1.00000000e-04],"[np.float64(0.04330902201924109), np.float64(22213.728255753063), np.float64(3388.317236960242), np.float64(0.005080975435221015)]",182.9033916597628,196.09666112595494
24,132.75466830630086,"[1.4161837509302884, 0.27914217342863523, 0.48166270896954927, 1.744887689870172]",[0.24296159 0.08464299 0.9999     4.9999    ],"[np.float64(1.563492677540628), np.float64(0.17232121469487482), np.float64(2.262628669168847), np.float64(0.2892823542252797)]",273.5093366126017,286.70260607879385
25,9.412248656408108,"[1.2706742643054503, 0.9462088804563709, 0.06797562959443657, 2.4909303556030618]",[2.80691262e+00 1.00000000e-04 7.08159521e-01 1.13004887e+00],"[np.float64(0.5492401217679089), np.float64(38.17229837321286), np.float64(0.692019590833318), np.float64(33.44917484719236)]",26.824497312816217,40.01776677900836
26,96.11068938796815,"[2.5174283995650315, 0.4820866474914018, 0.5502625658096141, 3.188372010091725]",[0.39839005 0.04557187 0.9999     2.91182744],"[np.float64(4.422210808377369), np.float64(0.2736809345775945), np.float64(6.857091649759762), np.float64(0.7245035264656826)]",200.2213787759363,213.41464824212844
27,134.39882957559152,"[4.604458693445536, 0.09448520017056666, 0.6723390855189647, 1.3343907443210345]",[1.00000000e-04 3.51224529e-01 1.00000000e-04 1.72210237e-04],"[np.float64(1028.8119116214143), np.float64(704.5311484249441), np.float64(1662.2616516058342), np.float64(639.0148240094434)]",276.79765915118304,289.9909286173752
28,117.11278655758504,"[1.9970368374134266, 0.020776846438769214, 0.06938936648381658, 4.212756292879249]",[0.4130375  0.12285126 0.23595663 1.4785429 ],"[np.float64(2.7695997426611507), np.float64(0.5427622195045149), np.float64(1.261840982954925), np.float64(1.1423058526187186)]",242.22557311517008,255.4188425813622
29,102.54124700217747,"[1.374271665648826, 0.02989989974739679, 0.2882143854589482, 3.8446739425135643]",[0.02527841 0.04788352 0.65469134 0.07222647],"[np.float64(11.747371479690901), np.float64(28.07600044937511), np.float64(18.25745842651362), np.float64(21.90444067699743)]",213.08249400435494,226.27576347054708
30,124.00263331276093,"[3.161430358862013, 0.48477042362063677, 0.26444482771598443, 1.8422735696748986]",[0.41704347 0.17379477 0.04523967 1.17473622],"[np.float64(1.9709034697209358), np.float64(0.7096531307094837), np.float64(1.820053029572224), np.float64(0.8022093492020368)]",256.00526662552187,269.198536091714
31,83.78626793985278,"[0.15295879243240412, 0.1965295509422008, 0.600618637333678, 0.9337642188663101]",[0.00026042 0.07124345 0.16940914 0.00087343],"[np.float64(5135.248168721626), np.float64(2.2350669672596424), np.float64(5267.784373697602), np.float64(5.265718725665364)]",175.57253587970555,188.7658053458977
32,125.21155269271654,"[4.78566818193984, 0.23688092183497636, 0.1824959925954964, 4.682146650651394]",[0.17163502 0.02506473 0.37169562 3.4231381 ],"[np.float64(9.03123419661551), np.float64(4.2680346273154335), np.float64(8.15658515535912), np.float64(1.4712214095736023)]",258.4231053854331,271.6163748516252
33,129.9816342231729,"[4.323116757103562, 0.08521383887965413, 0.10130487002226182, 1.310921236890029]",[3.87441176e-03 1.00000000e-04 3.45735840e-01 3.17336526e-02],"[np.float64(162.2801767131715), np.float64(356.9875940131403), np.float64(192.41652702957998), np.float64(435.06312787618583)]",267.9632684463458,281.15653791253794
34,108.56938653778784,"[2.179729598568416, 0.1319715817019026, 0.7733306756358289, 4.928596085123722]",[0.12370662 0.01351559 0.9999     4.9999    ],"[np.float64(13.020572261604434), np.float64(2.0116562485729492), np.float64(14.4561790005039), np.float64(2.758900888438968)]",225.13877307557567,238.3320425417678
35,120.31796030919266,"[0.23407959854724508, 0.024223778261643278, 0.6267584566203616, 1.1538365681271483]",[7.49153344e-02 1.00000000e-04 3.26122509e-01 6.89214517e-01],"[np.float64(16.43287772282567), np.float64(39.88094391220907), np.float64(32.40921369944032), np.float64(23.72419302303414)]",248.6359206183853,261.8291900845775
36,133.89098578844627,"[4.456105635498351, 0.10533515172870508, 0.9324367747218232, 3.481298630628041]",[7.14222712e-02 1.00000000e-04 7.05284068e-01 2.26428670e-01],"[np.float64(33.521411425322476), np.float64(24.63500888947826), np.float64(25.29753184447694), np.float64(31.07201464527233)]",275.78197157689254,288.9752410430847
37,115.70185300704809,"[1.4303389696974624, 0.10835702454267426, 0.5579741037255861, 1.8330065561994138]",[1.18589345e-01 1.00000002e-04 3.79260368e-01 2.75090902e+00],"[np.float64(13.61488534688786), np.float64(15.464625322830965), np.float64(25.453128060703428), np.float64(8.818251868605044)]",239.40370601409617,252.5969754802883
38,129.81219656893816,"[0.13971945478005937, 0.38595514907744993, 0.20530370779565163, 0.6665740508632342]",[0.29416247 0.10828316 0.9999     2.34835955],"[np.float64(3.0485139939119166), np.float64(0.35258051592177336), np.float64(0.26529359257017554), np.float64(0.650028662619771)]",267.6243931378763,280.81766260406846
39,135.04827420836452,"[0.6033281682580521, 0.9424704558142071, 0.8149486657590685, 2.9861076664226975]",[5.11267810e-01 9.99900000e-01 1.00000000e-04 1.97589788e+00],"[np.float64(9.9997555412814e-09), np.float64(0.5059678040841304), np.float64(9.999727030798143e-17), np.float64(5.0606722233124045e-05)]",278.09654841672904,291.28981788292117
40,134.52149635813458,"[0.6002966259277385, 0.133508584855414, 0.3373156910410233, 1.4323412323816993]",[8.86106774e-02 8.13896072e-04 9.99900000e-01 4.99990000e+00],"[np.float64(18.655005307688153), np.float64(11.598141397452197), np.float64(15.624855303755588), np.float64(10.253373021824688)]",277.04299271626917,290.2362621824613
41,104.56951507267024,"[4.403175434103657, 0.27018458062749984, 0.6416153319984419, 0.7712463677738562]",[8.87308754e-02 1.00000000e-04 6.79988528e-01 4.99742814e+00],"[np.float64(27.503663597554112), np.float64(8.423059745289496), np.float64(32.54837411931447), np.float64(5.463162981015673)]",217.13903014534048,230.33229961153262
42,125.79758736375216,"[4.444828381420706, 0.4854560776039364, 0.5517826873793343, 0.546140730100596]",[3.52957515e-01 1.14133109e-01 1.00000000e-04 4.99990000e+00],"[np.float64(0.7798549164413507), np.float64(3.121304296275636), np.float64(0.44373804211417944), np.float64(0.6034015043598489)]",259.5951747275043,272.7884441936965
43,79.25567320255072,"[1.1506255340795137, 0.697928509173898, 0.9662578274265207, 0.1617140638684324]",[9.64427432e-01 7.79058370e-01 1.00000000e-04 4.15297764e-01],"[np.float64(1.0122285061017805e-37), np.float64(0.23237060947151073), np.float64(1.5356714937692044e-40), np.float64(2.5310019295121724)]",166.51134640510145,179.70461587129358
44,117.36422462529269,"[2.3973703721895636, 0.6559592038383474, 0.6688579987462895, 2.0966361603847257]",[4.33171124e-01 7.97381093e-02 1.00000000e-04 4.99990000e+00],"[np.float64(2.3214455600408703), np.float64(2.3372512077485), np.float64(1.9887842252232624), np.float64(0.971662205677116)]",242.72844925058538,255.92171871677752
45,135.5203496400908,"[0.35901144161321524, 0.041785474931703474, 0.08215432260284923, 2.862549170567613]",[0.1229007  0.0354643  0.57316256 2.85329945],"[np.float64(3.6917985486231433), np.float64(3.2857219499133445), np.float64(5.432323780270371), np.float64(2.486069470246056)]",279.0406992801816,292.23396874637376
46,130.3208920086546,"[1.406705376350932, 0.7342362479023036, 0.19414899761750185, 1.007531867783483]",[1.02925191e-01 1.00000000e-04 9.99900000e-01 6.37022678e-01],"[np.float64(23.560198170084462), np.float64(14.168874996725384), np.float64(23.490556475914797), np.float64(21.373876646517868)]",268.6417840173092,281.8350534835013
47,112.4830626759884,"[0.6180140431891952, 0.9900275676919967, 0.3249722604398178, 2.2294985950080095]",[0.1116627  0.02491509 0.0516925  0.98066722],"[np.float64(12.880176307566863), np.float64(5.88604645330677), np.float64(16.908030357338085), np.float64(1.4183141330584526)]",232.9661253519768,246.15939481816895
48,58.667772681494924,"[3.713219009597882, 0.06448107450305693, 0.916629820857783, 0.4724308303653354]",[8.32500948e-01 1.24519014e-01 1.00000000e-04 4.99990000e+00],"[np.float64(1.8161536542592631), np.float64(1.4473532445168464e-05), np.float64(3.2907052800430794), np.float64(2.0166039998570157e-05)]",125.33554536298985,138.52881482918198
49,119.50433372936878,"[4.041256267393048, 0.6535918431845474, 0.5125694483273572, 0.45703300754178805]",[0.68428607 0.33767503 0.31575996 1.32274875],"[np.float64(1.4974022096888402), np.float64(0.010596292308784927), np.float64(0.8788181535885892), np.float64(0.011512689237714209)]",247.00866745873756,260.2019369249297
50,115.45975076988442,"[1.1243351736351044, 0.07235452716538554, 0.8052746149663579, 4.95495815619865]",[1.16903214e-01 1.00000000e-04 5.77821449e-02 4.56457747e+00],"[np.float64(24.45365234126154), np.float64(5.849764232206761), np.float64(12.583189175830887), np.float64(7.867661088665794)]",238.91950153976885,252.11277100596098
51,116.99130290733851,"[1.8841693923149598, 0.12719641710896112, 0.6023402254939075, 3.269415379934231]",[0.09644935 0.0419229  0.9999     0.16932652],"[np.float64(4.186405216968767), np.float64(11.624947109328579), np.float64(7.344657444070561), np.float64(10.260715112334793)]",241.98260581467702,255.17587528086915
52,125.40925637359071,"[2.505977652740509, 0.19741611421003064, 0.890577844594347, 2.391953918850845]",[0.73163588 0.38043771 0.9999     4.9999    ],"[np.float64(0.6044203902244434), np.float64(0.3908598237078857), np.float64(0.020340226617637038), np.float64(0.05211458202998941)]",258.81851274718144,272.0117822133736
53,133.8735528544838,"[1.0891289344868185, 0.06390385984899896, 0.965196530318479, 2.0888597340523534]",[1.00000000e-04 6.75336052e-02 9.99900000e-01 2.81344614e-04],"[np.float64(916.3497314227938), np.float64(2891.885547018934), np.float64(441.44495006458806), np.float64(4576.35019186677)]",275.7471057089676,288.9403751751597
54,127.6994788284436,"[2.443451249267355, 0.3676378043524653, 0.056421973589630296, 1.04600566115844]",[0.12294781 0.03816759 0.73498712 4.9999    ],"[np.float64(7.74502843413971), np.float64(0.2053167260887841), np.float64(6.133909900852213), np.float64(0.9414771137953523)]",263.3989576568872,276.59222712307934
55,123.61809168316974,"[3.4463248166211784, 0.15928972852005274, 0.5702760298236023, 4.660107495112469]",[1.93214156e-01 1.01114044e-04 1.50170369e-01 1.75211981e+00],"[np.float64(22.120740870128127), np.float64(14.231600584883688), np.float64(18.067486752774055), np.float64(20.56158827663392)]",255.23618336633947,268.42945283253164
56,130.8347431686584,"[4.633698744939683, 0.09073070124546588, 0.43989196328041774, 4.260173812715611]",[1.00000000e-04 1.00002130e-04 3.65662194e-01 1.58792583e-03],"[np.float64(6159.473566269057), np.float64(14354.039491736206), np.float64(8554.104024975619), np.float64(14699.789503741504)]",269.6694863373168,282.86275580350895
57,129.61552779945606,"[2.184519742342005, 0.8649526421633856, 0.3723768667334544, 1.9917977449026587]",[0.30082381 0.11237983 0.9999     0.54758911],"[np.float64(1.8815223853724672), np.float64(2.0040342404444678), np.float64(1.0016848230080195), np.float64(1.504349595500947)]",267.2310555989121,280.42432506510426
58,117.00096246330344,"[4.638066676113919, 0.07928819802389572, 0.8251421562237058, 1.940165654277477]",[0.00033094 0.07958106 0.0001     0.00090155],"[np.float64(144.32676442147647), np.float64(2524.0054181508754), np.float64(853.4662275435131), np.float64(4445.0893478078415)]",242.00192492660688,255.195194392799
59,72.98434979057045,"[0.5249888236637528, 0.11315400982724856, 0.551761730234042, 3.4617327406738263]",[0.17002465 0.00628151 0.17135395 3.32330581],"[np.float64(18.08544001048962), np.float64(3.3616269841422186), np.float64(21.945007662725285), np.float64(1.1240697269792534)]",153.9686995811409,167.16196904733303
60,94.33294664915354,"[3.8575969351405517, 0.010561286657122422, 0.10967919032135431, 3.566797953705242]",[0.24065988 0.02838661 0.3703559  4.93262314],"[np.float64(6.598349961544846), np.float64(1.274507490706911), np.float64(10.32410991998261), np.float64(0.2174317882239542)]",196.66589329830708,209.85916276449922
61,133.21868203591688,"[4.11789780078006, 0.08945302200000714, 0.9216393055968748, 3.726524474553729]",[1.28353956e-02 1.40315799e-03 1.00000000e-04 2.76213114e-01],"[np.float64(64.24667477121469), np.float64(122.54219670526909), np.float64(93.3942498895317), np.float64(61.764830222556256)]",274.43736407183377,287.6306335380259
62,133.6807474749524,"[3.985999235704423, 0.12966131390924954, 0.3788762040885354, 4.74123284101604]",[0.05239102 0.01025689 0.99906371 4.9999    ],"[np.float64(10.7542116877116), np.float64(5.117556619008084), np.float64(16.129523571304873), np.float64(5.28283859743315)]",275.3614949499048,288.55476441609693
63,128.4772483024687,"[3.657908296543454, 0.5173436264026908, 0.8288871334219936, 4.717159586628217]",[1.00110863 0.84678304 0.99988915 1.03220035],"[np.float64(0.03210727748173918), np.float64(0.002900424638796151), np.float64(0.0012991966797908988), np.float64(0.00013326042504713118)]",264.9544966049374,278.1477660711295
64,135.83641969860474,"[4.9031900702925695, 0.9362723609372136, 0.7168222413702471, 0.28534211388246905]",[0.53021165 0.88174416 0.29829846 4.9999    ],"[np.float64(0.0027001590101142802), np.float64(0.17263168064876633), np.float64(0.0002848397122105615), np.float64(0.12063925168294846)]",279.6728393972095,292.8661088634016
65,127.23334340874861,"[4.340437338836094, 0.3145053448028799, 0.278035679274236, 0.9674255123445604]",[0.68265933 0.20484199 0.9999     4.9999    ],"[np.float64(0.7886468468414966), np.float64(0.28387416215291184), np.float64(0.8459274421878911), np.float64(0.1555427164927066)]",262.46668681749725,275.6599562836894
66,85.41888179604805,"[0.9790217708223994, 0.2920415306776333, 0.1820863344138078, 3.328285862507654]",[1.27085143e-01 1.24792404e-04 5.30654276e-01 3.12374905e+00],"[np.float64(22.635611595782212), np.float64(4.366869221466211), np.float64(30.3297426063023), np.float64(3.7773892198634873)]",178.8377635920961,192.03103305828824
67,125.60037377704221,"[4.416188153981034, 0.03983089262346499, 0.7089178699044135, 1.5076214316480976]",[0.00358985 0.34938003 0.58084114 0.00383186],"[np.float64(0.004099860367304688), np.float64(50.09818434953999), np.float64(154.78748107209617), np.float64(0.019141492073469244)]",259.2007475540844,272.3940170202766
68,136.13246366369611,"[3.612850767557388, 0.0333061468766876, 0.32825230896452695, 3.327588614821255]",[1.00000000e-04 6.50813267e-03 9.99900000e-01 1.33340766e-03],"[np.float64(944.4987428929148), np.float64(3269.589095094937), np.float64(585.4673178057135), np.float64(5210.876147216713)]",280.26492732739223,293.45819679358436
69,132.99591788668863,"[2.9339797825030938, 0.37250030737185685, 0.9938152743024403, 4.157148023759145]",[0.56659296 0.94794724 0.9999     4.84425658],"[np.float64(0.047170504398293574), np.float64(3.5958300515860786e-10), np.float64(0.9166258666176741), np.float64(3.261646477617928e-05)]",273.99183577337726,287.1851052395694
70,32.73981835740186,"[1.2233724441055145, 0.18580912882755904, 0.9897622410048306, 0.4727941596586407]",[1.13654663 0.15313146 0.27135265 4.9999    ],"[np.float64(2.869175319802994), np.float64(7.701995592136435e-05), np.float64(1.4317534378345806), np.float64(5.715458420104302e-06)]",73.47963671480372,86.67290618099587
71,134.88421737067966,"[0.29792125719327517, 0.8783894498887823, 0.5939808788670122, 2.141969605259269]",[0.05124631 0.01205741 0.76247673 2.12897603],"[np.float64(11.94179419988686), np.float64(6.494079200462541), np.float64(14.71303695535563), np.float64(5.207248407343673)]",277.76843474135933,290.96170420755146
72,137.48300237184162,"[1.6640754487790568, 0.7851724182385702, 0.15929167407513883, 1.5243268614194587]",[3.49339268e-02 1.00000000e-04 4.82513536e-01 4.99990000e+00],"[np.float64(16.724346938601077), np.float64(12.78167519439924), np.float64(16.17066327785156), np.float64(9.558583914892493)]",282.96600474368324,296.1592742098754
