participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_nll,AIC,BIC
104,"[0.07364201837021438, 0.4131482959307473, 0.3204495637305182]",[0.60357451 0.15685458 0.23861127],[0.71627833 0.15397729 0.59036448 0.25831096],[0.63618527 0.15361619 0.20268135 0.00751719],271.89810126407144,549.7962025281429,561.7705961694668
105,"[1.054432979403756, 0.5497527847397862, 0.07500659132658975]",[1.26384736 0.00547504 0.9999    ],[1.23863392 1.19713471 1.3303816  1.26766677],[0.30072056 0.31265452 0.29224557 0.09437936],258.2622851294789,522.5245702589579,534.4989639002818
106,"[0.6853231672384527, 0.12114565551482016, 0.8524804475149222]",[6.00845827e-01 2.22976091e-01 1.00000000e-04],[0.63957194 0.41450771 0.57749082 0.05570557],[0.49519742 0.24488748 0.03147411 0.22844099],269.18410050950206,544.3682010190041,556.342594660328
107,"[2.6365164624886295, 0.16765465166339494, 0.9523376607770734]",[4.99990000e+00 7.84549833e-04 9.39316649e-01],[0.57103486 0.56621404 0.57047984 0.56421963],[0.44354698 0.23827565 0.25818782 0.05998955],214.24429998208163,434.48859996416326,446.4629936054872
108,"[3.836377673695177, 0.697036768585444, 0.9676522919817057]",[2.84036361e+00 1.11940283e-03 9.91397575e-01],[1.03202945 1.0552972  1.05245486 1.05360158],[0.56011582 0.06300277 0.31763584 0.05924557],129.311921844424,264.623843688848,276.59823733017197
109,"[1.9584140693813907, 0.16207276528344633, 0.5553314496858431]",[2.02739135 0.07432161 0.54724533],[0.59395455 0.33757859 0.70342244 0.33827765],[6.22028376e-01 1.99696254e-02 3.57953562e-01 4.84370831e-05],145.86727949616443,297.73455899232886,309.7089526336528
110,"[0.7556038801969333, 0.6189740199408085, 0.04946059925621745]",[1.21036897 0.02439152 0.99621468],[0.34954621 0.22877581 0.43377257 0.21247083],[0.20725398 0.39533665 0.25605426 0.14135511],262.40528257432334,530.8105651486467,542.7849587899706
111,"[2.5468451191453965, 0.9506230613346937, 0.869881419999285]",[2.96918176e+00 1.00000000e-04 9.49816468e-01],[0.5806109  0.57934625 0.58035251 0.57918746],[0.61442714 0.10500891 0.17512853 0.10543542],255.4857113146065,516.9714226292131,528.945816270537
112,"[1.5088429047210765, 0.3215810581698392, 0.46509325162825355]",[1.44869815 0.08046272 0.61169865],[0.53191015 0.31396435 0.73008158 0.33238348],[0.40328971 0.15897469 0.16291237 0.27482322],225.90048405520753,457.80096811041506,469.775361751739
113,"[1.0939578303510016, 0.6664741647099443, 0.01633826327050427]",[1.08754426 0.15767119 0.9999    ],[0.62020118 0.28968409 0.97842566 0.28863278],[0.15708112 0.52739214 0.00738932 0.30813743],244.87679211134528,495.75358422269056,507.7279778640145
114,"[1.4053362037522494, 0.10800974781927014, 0.44679815466585493]",[9.75335831e-01 1.61051924e-04 9.99900000e-01],[0.41996482 0.41745833 0.41809104 0.41712947],[0.54260372 0.14273732 0.20060606 0.1140529 ],267.9747470258358,541.9494940516716,553.9238876929955
115,"[4.672627085221256, 0.01731728165740122, 0.02051493452004777]",[2.58494994e+00 1.00000000e-04 9.33083766e-01],[0.19453287 0.19607317 0.1965983  0.19453287],[0.01117452 0.58447532 0.39317563 0.01117452],150.65037061513468,307.30074123026935,319.2751348715933
116,"[0.29469174833761563, 0.27383353000861727, 0.8582673923850898]",[5.33456434e-01 1.21230670e-01 1.00000000e-04],[0.67476498 0.38261503 0.7458423  0.43695039],[0.17323138 0.49293471 0.16501008 0.16882383],273.8288989958045,553.657797991609,565.6321916329329
117,"[0.3880233133314489, 0.8424078687296842, 0.3986831356548052]",[1.99054098e+00 1.00000000e-04 9.98373358e-01],[0.93471862 0.9361715  0.93572316 0.9362305 ],[0.62108642 0.03428274 0.3103481  0.03428274],187.45275072012637,380.90550144025275,392.8798950815767
118,"[0.6213109190370207, 0.2325455893866542, 0.5111824948188095]",[4.99990000e+00 1.64124474e-04 9.95419842e-01],[0.68644096 0.68596216 0.68618811 0.68630794],[0.62773208 0.0336044  0.32188063 0.01678289],152.52208118401134,311.0441623680227,323.01855600934664
119,"[3.4741433761460607, 0.02951410599744462, 0.5499224235044015]",[4.10554128e+00 2.09074127e-04 9.76021946e-01],[0.76063465 0.75872347 0.76135495 0.75907145],[0.41871361 0.20945365 0.27850858 0.09332416],243.77667712891557,493.55335425783113,505.5277478991551
120,"[1.2942262452308184, 0.038609695023743694, 0.24797181504118895]",[2.59046463e+00 1.00000000e-04 9.44362093e-01],[0.69339834 0.6921078  0.69386616 0.69324064],[0.40811465 0.12260732 0.3676406  0.10163743],270.57591071045,547.1518214209,559.1262150622239
121,"[3.201617586361307, 0.12037164209479596, 0.11183565186846627]",[8.01656397e-01 1.00000000e-04 9.99406171e-01],[1.01089186 1.00997493 1.01209533 1.01080803],[0.53406439 0.19959043 0.13326277 0.1330824 ],273.81509717481936,553.6301943496387,565.6045879909626
122,"[0.7079826400802465, 0.2318479092252143, 0.8797654869701628]",[1.39660675 0.05273695 0.90310275],[0.43070981 0.3425708  0.540525   0.02151822],[0.26514542 0.44106513 0.22620221 0.06758723],234.88811942675127,475.77623885350255,487.7506324948265
123,"[0.9670706278173328, 0.8833167938515838, 0.9877862417096314]",[1.58848726e+00 1.00000000e-04 9.99900000e-01],[0.22280813 0.22288644 0.22394495 0.22215644],[0.21805148 0.39107884 0.34490526 0.04596442],252.71560313880093,511.43120627760186,523.4055999189258
124,"[3.818749956357469, 0.039742755551754744, 0.9201794018562716]",[1.92905401 0.01892964 0.57079395],[0.55049255 0.40001459 0.55797716 0.40884347],[0.48647955 0.13024947 0.37540255 0.00786842],205.01965990190348,416.03931980380696,428.0137134451309
125,"[4.7607605348183, 0.13726423193662254, 0.6278688458779237]",[0.40992445 0.01296234 0.9999    ],[0.67585916 0.62211865 0.72723222 0.57513894],[0.52098271 0.1976269  0.20972544 0.07166496],275.73782671474225,557.4756534294845,569.4500470708084
126,"[2.0483572515250748, 0.2128317701385184, 0.3690299501865755]",[1.12863114 0.06777345 0.9999    ],[0.71926732 0.26286793 0.74245427 0.39719749],[0.5710418  0.09299717 0.31834299 0.01761805],242.8750261981159,491.7500523962318,503.72444603755577
127,"[1.6290130793767377, 0.6426995611618977, 0.7353790572246559]",[1.74987837 0.11615892 0.14748921],[0.53124354 0.43852663 0.79236261 0.35244874],[5.86852786e-01 9.60268410e-05 4.12452976e-01 5.98211680e-04],159.54099486376268,325.08198972752535,337.0563833688493
128,"[4.517059943033839, 0.29892240597742775, 0.16523305290091347]",[1.4288379  0.04743796 0.05401785],[0.64570519 0.41923019 0.61761006 0.34069593],[0.67381805 0.09239124 0.22065024 0.01314047],246.00911774250963,498.01823548501926,509.9926291263432
129,"[0.02007283462214002, 0.6396233633615246, 0.9124533297923433]",[1.13866312 0.08575353 0.89210064],[0.55360999 0.35503479 0.8224361  0.23297053],[0.33939265 0.15725374 0.47583657 0.02751705],252.3014213037554,510.6028426075108,522.5772362488348
130,"[0.5046899190083985, 0.08529695429785517, 0.8892110361792035]",[2.24733875e+00 1.91265182e-04 9.44723424e-01],[0.38839228 0.38588252 0.38801466 0.38613146],[0.43797156 0.2081439  0.25596648 0.09791806],264.2280987173303,534.4561974346606,546.4305910759845
131,"[3.650701009656935, 0.19640175556464975, 0.024406597639247823]",[4.46278977e+00 1.00000000e-04 6.62152297e-01],[1.04440485 1.04327263 1.04556128 1.04460535],[0.52368576 0.09510933 0.28612422 0.09508069],275.16963298624404,556.3392659724881,568.313659613812
132,"[0.14046281945765618, 0.25836100708580717, 0.4894638643223336]",[0.74251443 0.0841066  0.98949016],[0.66624509 0.35722159 0.8176524  0.30758814],[0.34729818 0.31468007 0.18724502 0.15077673],270.0288408084997,546.0576816169994,558.0320752583233
133,"[0.7714086676378926, 0.5669264617641075, 0.4193562042267552]",[1.76132593 0.0027682  0.93076811],[-0.05871087 -0.01341063 -0.00943164 -0.08161278],[0.11533731 0.54751597 0.30372736 0.03341936],228.32463641070794,462.6492728214159,474.62366646273983
134,"[2.4271769339937457, 0.31815317845296204, 0.7540970079131505]",[1.88288941e+00 1.00000000e-04 9.81534568e-01],[0.7940478  0.79515399 0.7955844  0.79335586],[0.76748454 0.02312355 0.13970798 0.06968393],230.62522158664095,467.2504431732819,479.22483681460585
135,"[3.1146021420251673, 0.06077059841475757, 0.1443950249725143]",[1.08220303e+00 2.47253662e-04 9.99900000e-01],[-0.62389124 -0.63647683 -0.63614495 -0.63647722],[0.48366242 0.18033297 0.12289755 0.21310706],264.799857609925,535.59971521985,547.574108861174
136,"[1.4105346376486214, 0.5477894923060712, 0.3473185964289334]",[1.1273927  0.17132272 0.92690791],[0.6386974  0.42831714 0.7678077  0.32742418],[2.90980263e-07 6.60275236e-01 4.43253175e-06 3.39720040e-01],227.61133120779647,461.22266241559294,473.1970560569169
137,"[4.865089779167581, 0.345549000696529, 0.09722037704237926]",[3.57589709e+00 1.00000000e-04 9.64848923e-01],[-0.14630676 -0.14302556 -0.14601638 -0.14488598],[0.02906528 0.6311129  0.05811992 0.28170189],226.25733529898224,458.5146705979645,470.48906423928844
138,"[2.4215459006114504, 0.8046242444520483, 0.8515842688286372]",[6.94224942e-01 1.02071211e-01 1.00000000e-04],[0.72825971 0.2071382  0.87175176 0.11808834],[0.46366983 0.00978243 0.52553373 0.00101402],266.39877230369234,538.7975446073847,550.7719382487086
139,"[3.4366963594058384, 0.2424926442858252, 0.38608304898937135]",[0.71450133 0.03150016 0.99924807],[ 0.39960093  0.14666202 -0.01469726  0.06712251],[0.41635447 0.30603225 0.07145303 0.20616026],270.9794179471,547.9588358942,559.9332295355239
140,"[1.1715713815827746, 0.08800472498000135, 0.27153275501230967]",[1.70249948 0.01329996 0.11811794],[0.74578625 0.71197133 0.92371643 0.77511353],[0.39593365 0.19310635 0.31999953 0.09096046],266.6724428801249,539.3448857602498,551.3192794015737
141,"[0.48660119950439545, 0.06803411078929583, 0.7374470579361578]",[0.7436925  0.02060368 0.9999    ],[0.71698165 0.45034138 0.68546221 0.62093954],[0.4175686  0.22730014 0.1829978  0.17213346],274.71346072928003,555.4269214585601,567.401315099884
142,"[4.360804320610698, 0.9753336788373423, 0.5424074992717883]",[3.01148281e+00 1.00000000e-04 8.70768797e-01],[1.47720427 1.47574335 1.4794446  1.47811928],[0.24925181 0.25059307 0.37557906 0.12457605],275.04489205073116,556.0897841014623,568.0641777427862
143,"[3.6780855710192126, 0.6261660217489967, 0.5393932731934046]",[1.73270556 0.17000502 0.52587828],[0.47660469 0.42927648 0.32436935 0.36426838],[8.18175868e-01 5.48617213e-04 4.93048124e-04 1.80782467e-01],149.30186036901577,304.60372073803154,316.5781143793555
144,"[0.6046541219304056, 0.6358305292205328, 0.5848760957911521]",[1.18047513 0.04309094 0.9999    ],[0.71284668 0.6507358  0.78187468 0.80289683],[0.69329032 0.00110158 0.30365978 0.00194833],232.15778341832916,470.3155668366583,482.2899604779823
145,"[1.542266921999049, 0.31039340360044165, 0.3233619846144952]",[1.68008262 0.05654433 0.3388361 ],[0.6835616  1.07387086 0.88579515 0.6099855 ],[6.62404207e-01 1.43884465e-04 3.37308024e-01 1.43884465e-04],165.6187487330557,337.2374974661114,349.21189110743535
146,"[1.4164743459362947, 0.5579422927856892, 0.8480117339897615]",[8.20878020e-01 1.94711575e-01 1.00000000e-04],[0.53216933 0.44754907 0.93761994 0.43690419],[0.85977145 0.04638863 0.05496493 0.03887499],264.56579807632755,535.1315961526551,547.105989793979
147,"[3.7799724321907804, 0.16250794037298172, 0.6221079337730081]",[2.1824832  0.02125662 0.30286525],[0.61571061 0.50529265 0.66342916 0.53675312],[0.53447783 0.08460291 0.27947468 0.10144458],233.57932738347645,473.1586547669529,485.13304840827686
148,"[2.816737001902475, 0.672287705698498, 0.950385050266544]",[0.72495376 0.60766003 0.02350995],[ 0.14633469  0.10207693  0.63875625 -0.16766336],[7.01607119e-02 9.29634447e-33 9.29839288e-01 9.29634447e-33],249.99465781864708,505.98931563729417,517.9637092786181
149,"[2.92072259772336, 0.09600670805161586, 0.5987393252386742]",[1.33532276 0.11532113 0.9999    ],[0.75741007 0.52073882 0.55472404 0.19752249],[0.41411855 0.33001464 0.15800731 0.0978595 ],223.54503839502502,453.09007679005003,465.064470431374
150,"[1.4558588665899408, 0.5094374724238422, 0.4194271516844563]",[1.30917951e+00 1.00000000e-04 9.99900000e-01],[-0.13269766 -0.13472842 -0.13469866 -0.13533443],[0.39675188 0.27000498 0.16198888 0.17125425],245.35885632459727,496.71771264919454,508.6921062905185
151,"[1.202081790493109, 0.17123335639036358, 0.5072363106654145]",[4.75086639e+00 5.30913625e-04 9.15297433e-01],[ 0.00772912 -0.01356273 -0.00416783 -0.01539667],[0.59373184 0.09113381 0.25154335 0.063591  ],189.00593964487896,384.0118792897579,395.9862729310819
152,"[3.273704250513707, 0.3698199796763344, 0.6887950246236638]",[2.06820682e+00 2.92497483e-04 9.79722980e-01],[-0.00208088 -0.01160102 -0.0110487  -0.01349659],[0.56925925 0.16610129 0.11764754 0.14699192],242.0344404707237,490.0688809414474,502.04327458277135
153,"[2.580557950156363, 0.04693557222033081, 0.5353034647034636]",[0.85846128 0.09943961 0.9999    ],[0.74567444 0.16776802 0.55989993 0.42079842],[1.63060232e-01 2.21439094e-01 1.00276486e-06 6.15499671e-01],263.94603996364333,533.8920799272867,545.8664735686106
154,"[0.6289881945747531, 0.9335015886652547, 0.8979060718860016]",[0.78314849 0.92116906 0.89786892],[-0.00096643  0.14090172  0.84779594  0.3078117 ],[3.06904324e-06 9.26473678e-33 7.35232529e-02 9.26473678e-01],236.466331490844,478.932662981688,490.90705662301195
155,"[2.78307871753518, 0.23462833915629977, 0.7896037626587561]",[4.82552177e+00 5.65555025e-04 5.93898936e-01],[-0.32799667 -0.32538114 -0.33391851 -0.33937783],[0.26917542 0.38315933 0.17334391 0.17432134],225.74193225299828,457.48386450599656,469.4582581473205
156,"[1.788947428571819, 0.2979723723160502, 0.1317428170213185]",[4.74411786e+00 2.26504566e-04 9.60316827e-01],[0.56638837 0.56249889 0.56516585 0.56381258],[0.53341039 0.1125643  0.25723784 0.09678747],256.0800664271719,518.1601328543438,530.1345264956677
157,"[1.849303456390071, 0.5959673245118194, 0.8705310382885457]",[2.24453217e+00 1.00000000e-04 9.67299123e-01],[0.9737854  0.97593268 0.97536355 0.97546766],[0.51704199 0.06889792 0.34506515 0.06899494],246.9759533915901,499.9519067831802,511.9263004245042
158,"[2.7615354157830785, 0.06380990419897606, 0.6251107676398234]",[1.21785063 0.04587789 0.9999    ],[0.56397053 0.20354811 0.10716153 0.17005933],[0.27501206 0.41993817 0.00661317 0.29843659],239.48114122705815,484.9622824541163,496.93667609544025
159,"[2.4827336844433305, 0.15642637781083246, 0.7288444175437089]",[1.78969362 0.00281256 0.96968769],[0.89109409 0.86914496 0.9176172  0.89010831],[0.46147153 0.12541207 0.29048566 0.12263074],227.56757049983185,461.1351409996637,473.10953464098765
160,"[3.0127896297318393, 0.5103641781419541, 0.5241564957638597]",[1.45315055 0.75658286 0.00581693],[ 0.69730611  1.24800138  1.24800138 -0.3088459 ],[1.00000000e+00 1.11984802e-29 1.11984802e-29 1.11984802e-29],154.5100679903853,315.0201359807706,326.99452962209455
161,"[1.1323297413816764, 0.8686439372341009, 0.9361236034874324]",[1.25621415 0.0441868  0.9999    ],[0.61751772 0.32725658 0.84485292 0.31787909],[0.54832511 0.00884212 0.441992   0.00084078],247.1515728606032,500.3031457212064,512.2775393625303
162,"[0.7130573326102111, 0.7791812245589981, 0.8648833979744911]",[2.39952677e+00 2.82912347e-02 1.00000000e-04],[0.62166129 0.43231978 0.66026162 0.44926711],[0.65091951 0.01425553 0.33061219 0.00421276],204.93284165202988,415.86568330405976,427.8400769453837
163,"[0.061023931333557165, 0.039917633794375997, 0.7841619748702393]",[1.2222653  0.21074608 0.80670014],[0.12092551 0.20742891 0.43394273 0.33973049],[5.65696582e-07 2.56032317e-01 5.88150732e-02 6.85152044e-01],225.56678332630415,457.1335666526083,469.10796029393225
164,"[3.013803428956791, 0.17261967224062325, 0.19967437180244307]",[3.19169016e+00 6.78663773e-04 9.90913154e-01],[0.39798741 0.38466811 0.39426907 0.38466811],[0.636079   0.00999571 0.34392957 0.00999571],130.8732250697237,267.7464501394474,279.72084378077136
165,"[2.813641849178327, 0.15311054659083545, 0.5953709914958678]",[0.81824857 0.05664694 0.99498354],[0.7602464  0.34657483 0.58287298 0.33252976],[0.4080049  0.24238578 0.34858349 0.00102583],267.2545571473366,540.5091142946732,552.4835079359971
166,"[1.9782947442202097, 0.3555462100246798, 0.5074757697830884]",[3.01904698e+00 1.77963690e-03 6.21581256e-01],[-0.05481877 -0.06671889 -0.0533342  -0.09650518],[0.30717352 0.35540175 0.27587047 0.06155427],258.0216565163088,522.0433130326176,534.0177066739415
167,"[2.9102226228890498, 0.0759198255216027, 0.3318245733984475]",[1.00000000e-04 3.52997444e-03 9.99900000e-01],[0.42526338 0.37029854 0.38686506 0.36094761],[0.59287346 0.15027235 0.14740802 0.10944617],276.5657242934212,559.1314485868425,571.1058422281664
168,"[3.4419548751865308, 0.13061592124926685, 0.05051357339742811]",[1.70829873 0.05972239 0.51211391],[0.6111649  0.25656743 0.53374195 0.10277768],[0.60935061 0.00986403 0.31833401 0.06245135],187.1752360498653,380.3504720997306,392.32486574105457
169,"[2.554360326334315, 0.10652116774622013, 0.433492456902149]",[0.78316551 0.2660343  0.13514   ],[0.51374088 0.50344059 0.7822928  0.05790007],[3.08033378e-01 6.13540682e-02 6.30598371e-01 1.41830743e-05],262.39493098451857,530.7898619690371,542.764255610361
170,"[3.996546765672339, 0.7001085698852845, 0.6569873368613146]",[1.69609641 0.03184033 0.9517701 ],[0.64360129 0.54810479 0.7507445  0.50171891],[0.57648529 0.00714917 0.41311906 0.00324648],194.6040688298983,395.2081376597966,407.18253130112055
171,"[4.698186884794412, 0.4549118188233103, 0.07812750489331048]",[0.6781821  0.26887612 0.9999    ],[0.44891822 0.57109597 0.8469847  0.49413049],[0.12254383 0.51674048 0.08357885 0.27713684],269.43078788112183,544.8615757622437,556.8359694035676
172,"[1.1328315328784178, 0.9398376102698843, 0.9796657941383363]",[9.08397707e-01 2.90926854e-01 1.00000000e-04],[0.52091965 0.38763128 0.71469986 0.35017344],[0.7427094  0.16488828 0.09106356 0.00133876],245.8062785609312,497.6125571218624,509.58695076318634
173,"[3.684638635703092, 0.2677324320551553, 0.15866560504717978]",[2.07949567e+00 1.39909822e-04 9.85676837e-01],[0.29276227 0.29084433 0.29116874 0.29102031],[0.48928832 0.15182075 0.16309745 0.19579349],265.7525112031052,537.5050224062104,549.4794160475343
174,"[0.06543917290087037, 0.6499453676857182, 0.5068284823903498]",[1.26144558 0.04903416 0.94747952],[0.92086916 0.40881155 0.79156567 0.93168931],[3.14107910e-01 2.48295898e-01 4.37200614e-01 3.95578537e-04],237.73626554466475,481.4725310893295,493.44692473065345
175,"[0.9556762069651242, 0.24191420710983091, 0.7690116296092343]",[0.55618535 0.33628502 0.91012177],[0.14590591 0.46370306 0.62148422 0.30005989],[6.35419194e-01 2.47742561e-01 1.16735411e-01 1.02834152e-04],267.80339067784274,541.6067813556855,553.5811749970094
176,"[0.718113667093713, 0.3255235508591059, 0.454267627278707]",[1.56809658 0.0375773  0.53473562],[0.6127786  0.39272195 0.70031965 0.34474542],[0.54160439 0.09821897 0.34164708 0.01852956],225.34117383415935,456.6823476683187,468.65674130964265
177,"[4.5428965059778506, 0.10371915789342036, 0.28237033345339063]",[1.89042092 0.05983045 0.37220344],[0.53879427 0.69538188 0.71030987 0.74678362],[5.28626425e-01 9.12366624e-05 4.71191101e-01 9.12366624e-05],146.13212799662648,298.26425599325296,310.2386496345769
178,"[2.073612846018116, 0.9257278322517853, 0.38409076214647997]",[2.61909661e+00 1.80950571e-04 9.89415926e-01],[0.89199021 0.89334097 0.89267777 0.89308926],[0.69794397 0.04636363 0.2326658  0.0230266 ],190.6246299711501,387.2492599423002,399.2236535836242
179,"[4.029782180198966, 0.3883965747696077, 0.10982166813881526]",[1.67486822 0.13393757 0.9999    ],[0.65627807 0.18479199 0.18479199 0.25226589],[7.29838447e-01 6.96058029e-09 6.96058029e-09 2.70161539e-01],133.96426555019983,273.92853110039965,285.9029247417236
180,"[2.4659106841971945, 0.5707883522738558, 0.41425619857940704]",[0.0001 0.0001 0.0001],[0.99821687 0.99671759 0.9990835  0.99733606],[0.45002369 0.30017342 0.20007699 0.0497259 ],276.56572748394944,559.1314549678989,571.1058486092228
181,"[0.4118508903664589, 0.011662035965021116, 0.04015632010021165]",[1.27223374 0.12956442 0.9999    ],[ 0.09189705  0.25762167  0.64330513 -0.02266255],[1.65438243e-04 4.00077864e-01 5.99756658e-01 3.96282507e-08],217.9836348483504,441.9672696967008,453.94166333802474
182,"[0.7903462873354956, 0.7486174851282613, 0.7563870266776586]",[1.25224137e+00 1.11164582e-03 9.99494658e-01],[0.77241508 0.77485873 0.77997685 0.76667716],[0.63002688 0.10843091 0.24109762 0.02044459],248.38471461256646,502.7694292251329,514.7438228664569
183,"[4.382501565457987, 0.6162920658597567, 0.196855554646503]",[3.76048084e-01 8.92220323e-01 1.00000000e-04],[ 0.28840619  0.28195182 -0.1885807  -0.22795227],[1.17254090e-32 1.00000000e+00 2.19512277e-12 8.93218250e-33],271.0012985735481,548.0025971470963,559.9769907884202
184,"[2.2337747713661456, 0.876696973419979, 0.21110057932234327]",[9.96822045e-01 1.00000000e-04 9.98529749e-01],[1.03721117 1.03775982 1.03851605 1.03881533],[0.33401677 0.11112093 0.44428051 0.11058178],273.4933071265914,552.9866142531828,564.9610078945067
185,"[0.006433250353127725, 0.8730672630948956, 0.9725588504834699]",[0.5846432  0.32900455 0.97740093],[0.60716218 0.21696946 1.13014498 0.19944235],[6.53915266e-04 1.71425792e-01 8.27920293e-01 2.18977077e-10],262.34699479561647,530.6939895912329,542.6683832325568
186,"[1.4739374894939699, 0.5760951485711018, 0.6030567490106725]",[1.36425164e+00 1.15290182e-01 1.00000000e-04],[0.81818204 0.54359856 0.8164341  0.37822297],[5.50767722e-01 8.91200542e-02 3.59600377e-01 5.11846818e-04],223.14670339857392,452.29340679714784,464.2678004384718
187,"[0.5143597258208635, 0.06798257973509446, 0.6456600562973847]",[1.1833895  0.19753281 0.00200575],[0.38175046 0.4103987  0.55250669 0.05402607],[7.41575151e-01 1.99386464e-01 5.90324572e-02 5.92787685e-06],233.7246128097119,473.4492256194238,485.4236192607478
188,"[3.4515932479775016, 0.25528997477401655, 0.5671291039692793]",[0.0001     0.0001     0.00010002],[1.07533441 1.0743602  1.07697731 1.07565906],[0.25008103 0.15009619 0.50022714 0.09959563],276.56572733943085,559.1314546788617,571.1058483201856
189,"[0.5293073314800845, 0.17534399253548136, 0.4942929103365117]",[1.50445003 0.0057765  0.9999    ],[0.35041798 0.3427784  0.33201203 0.32168073],[0.19110545 0.49670732 0.07081956 0.24136766],239.36719245384802,484.73438490769604,496.70877854902
190,"[2.813842090916361, 0.7202416297475731, 0.7125920313381368]",[1.21902067 0.05129915 0.9999    ],[0.72490378 0.43166997 0.70945276 0.61256219],[7.17905938e-01 3.98476918e-03 2.77419936e-01 6.89356557e-04],236.69819950678462,479.39639901356924,491.3707926548932
191,"[4.060546357389086, 0.32058470726813637, 0.2990311462647514]",[1.60841933 0.05690556 0.99073719],[0.63015536 0.36761825 0.85648662 0.54051989],[0.03805306 0.45327805 0.13830687 0.37036202],214.01991943425057,434.03983886850114,446.0142325098251
192,"[3.354669438446092, 0.3496686333484672, 0.7413352091531216]",[0.96974481 0.21284482 0.00142358],[0.63269719 0.29452323 0.74208886 0.11319089],[4.07784856e-01 3.06699132e-01 2.85515834e-01 1.78684061e-07],249.85003681110146,505.7000736222029,517.6744672635268
193,"[3.4172397581348903, 0.17286100915545652, 0.03870124255264732]",[1.44576913e+00 1.00000000e-04 9.99418199e-01],[-0.3732217  -0.37962896 -0.37825739 -0.37845   ],[0.59525782 0.0659562  0.13240674 0.20637924],210.41692456157804,426.8338491231561,438.80824276448004
194,"[0.08971586108558299, 0.7285580193579837, 0.9730779468275]",[1.41742108 0.74124546 0.9999    ],[0.4790556  0.11584336 0.36526327 0.19604831],[7.9740997e-01 7.8287773e-33 2.0259003e-01 7.8287773e-33],164.84984128099182,335.69968256198365,347.6740762033076
195,"[3.443566151435231, 0.2552235830798273, 0.23084520309847226]",[1.24003561 0.0135142  0.9999    ],[0.25088739 0.2320835  0.30174836 0.05816915],[0.2655989  0.39384173 0.24564297 0.09491639],255.46985171685782,516.9397034337156,528.9140970750395
196,"[1.293750358546702, 0.4883600064790171, 0.9009200683259602]",[1.32447216 0.19849518 0.21720717],[0.63892198 0.38491587 0.71253265 0.43675727],[6.58294951e-04 1.76835890e-01 8.22505628e-01 1.87163367e-07],214.8920395076103,435.7840790152206,447.75847265654454
197,"[0.17051546095542144, 0.913205595124732, 0.5693308464710964]",[1.39582012 0.0567159  0.48434719],[0.75687627 0.47560534 0.86509141 0.6282767 ],[0.52723482 0.14968939 0.24221653 0.08085926],229.20038895627445,464.4007779125489,476.37517155387286
198,"[3.4124807763009994, 0.24624415637858277, 0.13225154298081537]",[1.98374071 0.53347752 0.9999    ],[ 0.30107882 -0.04536465  0.30107882  0.5074271 ],[3.58188488e-32 9.54837243e-01 3.58188488e-32 4.51627565e-02],124.16948198463236,254.3389639692647,266.31335761058864
199,"[3.530658933495383, 0.26031185333922413, 0.4877558734285219]",[4.15891921e+00 2.25834493e-04 7.78549682e-01],[0.63459084 0.63378369 0.63675869 0.63391265],[0.32607181 0.36956269 0.2608903  0.0434752 ],273.97016652641184,553.9403330528237,565.9147266941476
200,"[4.331286636722741, 0.7870423031823418, 0.7221662627872316]",[1.72102205 0.07100436 0.69609129],[ 0.58639604 -0.05703377  0.55946219 -0.14988812],[6.27683934e-01 9.18734341e-02 2.80068251e-01 3.74381717e-04],161.87796371142048,329.75592742284095,341.7303210641649
201,"[3.1851114479585716, 0.984023901800442, 0.00796025744925406]",[1.71197327e+00 1.00000000e-04 9.75792015e-01],[-0.09701193 -0.10291528 -0.10291528 -0.10101806],[0.67270274 0.0087992  0.0087992  0.30969886],201.19791585312103,408.39583170624206,420.370225347566
202,"[4.316880158965017, 0.7565067121591279, 0.30239131622902804]",[2.05268308 0.02053734 0.71576515],[0.75579216 0.66332897 0.80755121 0.87958834],[0.52840845 0.00475419 0.46208317 0.00475419],179.26265711788847,364.52531423577693,376.4997078771009
203,"[0.6542091053578281, 0.3597259997413292, 0.9599040379838287]",[0.92305727 0.33295418 0.9999    ],[0.95803858 0.32332547 0.65863823 0.19364919],[9.83109782e-01 1.72014944e-05 1.68730168e-02 1.47215559e-16],241.84942967945238,489.69885935890477,501.6732530002287
204,"[3.867766588281264, 0.2748010738139157, 0.6971382682935213]",[1.43947039 0.0071368  0.9999    ],[0.24555371 0.29312004 0.34846593 0.24342678],[0.00796652 0.62248211 0.36158486 0.00796652],207.80547250502053,421.61094501004106,433.585338651365
205,"[1.8051662219684326, 0.8217221841626325, 0.7344956410600412]",[4.64435238e+00 1.00000000e-04 1.00000000e-04],[0.90587149 0.9055934  0.90721391 0.90528709],[0.41383127 0.17242288 0.34509097 0.06865487],275.22900938624105,556.4580187724821,568.432412413806
206,"[2.44987304827606, 0.5712953671455651, 0.9125233067389177]",[2.22823236 0.0137344  0.51468595],[0.43301383 0.3014861  0.38363681 0.25815772],[0.45789541 0.20754412 0.24669987 0.0878606 ],227.2141231915567,460.4282463831134,472.40264002443735
