participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,273.055702488802,"[1.5426237776368885, 0.6823597440478739, 0.07984470675830264, 2.9735709912988932]",[0.49935827 0.62465965 0.78404367 0.32609839],"[np.float64(-0.01534658686887761), np.float64(0.0049187878371876785), np.float64(-0.39143344114857614), np.float64(9.936930653923692e-10)]",554.111404977604,570.077263166036
2,271.09763473453546,"[0.007310907623090287, 0.1639497777160584, 0.6809430621844897, 2.712577619826566]",[4.08005212e-01 4.52936800e-01 1.00000000e-04 3.96058125e-01],"[np.float64(0.5318728657928734), np.float64(-0.11711893194800288), np.float64(0.027769096759699262), np.float64(-0.06497808910755844)]",550.1952694690709,566.1611276575029
3,193.61021732120102,"[0.6460756207299176, 0.5097997147538019, 0.4509448977188311, 0.01534159178213814]",[1.09972075e+00 1.02501589e-01 9.52231992e-01 1.00000000e-04],"[np.float64(1.0781560113648428e-06), np.float64(0.311394759004286), np.float64(0.4586175691370167), np.float64(1.0781560113648428e-06)]",395.22043464240204,411.18629283083396
4,267.94342950659757,"[3.800587941519602, 0.1088081842852094, 0.9190404383526859, 4.874780589115987]",[0.07924406 0.00998902 0.0001     0.0001    ],"[np.float64(10.511024878777517), np.float64(1.7080719119197494), np.float64(9.247756608634868), np.float64(1.5586807085689423)]",543.8868590131951,559.8527172016271
5,228.2951796545695,"[3.4826575556027612, 0.968773543073342, 0.08134190022093388, 0.8735190917360096]",[1.12998029e+00 2.43483638e-01 7.77988276e-01 1.00000000e-04],"[np.float64(0.6561689290490945), np.float64(0.16731840884544597), np.float64(-2.066307849316192e-05), np.float64(0.1748942165269556)]",464.590359309139,480.5562174975709
6,267.2221146010685,"[1.8238061644007724, 0.12718366687634194, 0.22888050930966336, 1.2686619358198112]",[2.22929195e-02 3.09410939e-03 3.32824159e-01 4.99990000e+00],"[np.float64(5.822860931676644), np.float64(-32.794758053669746), np.float64(6.3552178580017), np.float64(-16.50884631471382)]",542.444229202137,558.410087390569
7,183.83092535214,"[1.69019093765052, 0.23461090650866293, 0.7126906679382153, 2.197521452342337]",[3.71302087e-01 4.94414500e-02 1.00000000e-04 1.00000000e-04],"[np.float64(0.002395905473024839), np.float64(4.8637184215389855), np.float64(3.239137287862503), np.float64(0.002395905473024839)]",375.66185070428,391.62770889271195
8,168.07607800990252,"[0.4439631920954378, 0.9445335458084522, 0.975607493717941, 0.8312123203395932]",[1.18860473e+00 8.34435191e-02 9.99900000e-01 1.00000000e-04],"[np.float64(0.992862945859663), np.float64(2.687958998440336e-05), np.float64(0.6794979570571005), np.float64(2.687958998440336e-05)]",344.15215601980503,360.11801420823696
9,257.2345279078967,"[2.5900558033034753, 0.4454719703416774, 0.3120763627701182, 3.1364512712695665]",[5.66572657e-01 3.91044693e-01 1.00000000e-04 1.00000000e-04],"[np.float64(1.5089107109811017), np.float64(0.03400413072043909), np.float64(0.0005103532826036489), np.float64(4.479832663513131e-06)]",522.4690558157934,538.4349140042253
10,213.43668026328908,"[0.8647326643905793, 0.5712010483734081, 0.8681291642659505, 3.824531824354849]",[4.85090264e-01 9.05967873e-02 1.00000000e-04 2.53098107e-01],"[np.float64(-0.06768374572605398), np.float64(0.9892686674027126), np.float64(2.2829219245600947), np.float64(-0.0017560510663825635)]",434.87336052657815,450.8392187150101
11,215.29422062697955,"[3.0175479234893303, 0.4345309452099485, 0.14268105229048886, 0.6423236620182871]",[1.18974733e-01 1.00000000e-04 7.59943194e-01 1.59267476e+00],"[np.float64(1.9516916559232982), np.float64(-9.886313759256485), np.float64(3.1210560770882263), np.float64(-1.8747061520879391)]",438.5884412539591,454.554299442391
12,262.9732017444131,"[2.1047814704250207, 0.8209763855908915, 0.2081978686495532, 0.6106975071447927]",[4.50603445e-02 1.00000000e-04 7.98953008e-01 1.00000000e-04],"[np.float64(28.712748552330044), np.float64(5.003695675651033), np.float64(2.017272803263994), np.float64(5.488732720789403)]",533.9464034888261,549.9122616772581
13,240.25379997720452,"[0.676127855204762, 0.26918028015846684, 0.9478922554714606, 1.658564137747904]",[3.61345021e-01 8.90798892e-02 1.00000000e-04 6.46544507e-01],"[np.float64(-0.17636470864154233), np.float64(-2.237539993174024), np.float64(1.1265417701746951), np.float64(-0.4592664776221006)]",488.50759995440905,504.47345814284097
14,258.99715191653524,"[3.843756756280041, 0.4198757029790269, 0.26549704679979846, 2.056064084675419]",[0.27061348 0.66243986 0.41834104 4.9999    ],"[np.float64(0.1251285664409931), np.float64(-1.4022996570286892), np.float64(0.344258636439936), np.float64(-0.14301721381662205)]",525.9943038330705,541.9601620215025
15,269.8532237798824,"[3.106992750643252, 0.8020447133084604, 0.5735901739103226, 0.28803639457113045]",[6.90902920e-01 9.93152921e-01 9.99900000e-01 1.00000000e-04],"[np.float64(0.003754857338411535), np.float64(2.656178497566033e-05), np.float64(0.5444557789715453), np.float64(-2.6958704610273362e-11)]",547.7064475597648,563.6723057481968
16,234.09190756352447,"[3.73009927254051, 0.3834097217206286, 0.7697050856412452, 1.2761305108263623]",[6.43569668e-01 2.05724398e-01 1.00000000e-04 8.88832797e-02],"[np.float64(0.9015719486453913), np.float64(0.009456339975709362), np.float64(0.01286486273051641), np.float64(-0.28334390788030855)]",476.18381512704894,492.14967331548087
17,267.57955486294014,"[4.702180350760613, 0.6509872932010563, 0.4458587174122759, 2.8419810724977803]",[0.72304033 0.36496036 0.9999     0.19985118],"[np.float64(-0.01415826049818565), np.float64(0.46296802536177395), np.float64(-0.0008936990073931331), np.float64(-0.09486135457528275)]",543.1591097258803,559.1249679143123
18,273.4120925911341,"[1.7324010235946334, 0.6857348219986622, 0.7925151193527392, 4.139940940112885]",[0.03564536 0.0001     0.0001     0.0001    ],"[np.float64(13.899643062094832), np.float64(3.9762515359278177), np.float64(5.94751973557961), np.float64(0.9870772365808773)]",554.8241851822683,570.7900433707002
