participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,275.18379135211956,"[0.04335841646164952, 0.7214637593711972, 0.26877486559792896, 4.830194206683442]",[5.02813206e-02 6.23899298e-01 1.00000000e-04 4.83734272e+00],[-3.42357156  0.20325732 -2.6425869  -1.15584651],558.3675827042391,574.3334408926711
2,274.921751121324,"[0.06474410183261373, 0.14751245249538994, 0.43457847503683, 2.401140384726784]",[0.14390447 0.17072814 0.9999     4.9999    ],[-0.58805173 -1.67668561  0.09648825 -1.58751156],557.843502242648,573.80936043108
3,276.5657395749579,"[0.3508415341304467, 0.01966597663154714, 0.15679175717182786, 1.0031351678823988]",[1.000e-04 1.000e-04 9.999e-01 1.000e-04],[0.40062117 0.39830076 0.40031284 0.40062117],561.1314791499158,577.0973373383478
4,273.93091430478654,"[4.41224454274338, 0.2666142917624051, 0.4997833468713543, 1.9348781536290538]",[0.12966004 0.35540389 0.9999     4.9999    ],[-0.87976587 -1.49635933  0.1567783  -1.94292919],555.8618286095731,571.8276867980051
5,250.8513341909898,"[1.8691574792796155, 0.23347068208596228, 0.5760835153830761, 0.384298803066123]",[1.78841311e+00 2.00025519e-01 9.21473123e-01 1.00000000e-04],[0.34791776 0.17873993 0.11762985 0.16278531],509.7026683819796,525.6685265704116
6,266.6170802170091,"[3.6387116978069374, 0.3095750099039787, 0.7314002907270449, 0.5821823710505657]",[4.9999000e+00 1.0298230e-04 4.1157089e-01 4.9999000e+00],[0.14739212 0.14300806 0.14682149 0.14532284],541.2341604340182,557.2000186224502
7,276.5657463708215,"[2.213684087784663, 0.3939600826252034, 0.3464175703077559, 0.24780999616791466]",[1.000e-04 1.000e-04 9.999e-01 1.000e-04],[0.68942014 0.68424743 0.68775194 0.68942014],561.131492741643,577.097350930075
8,276.56576491009616,"[0.003985582327374336, 0.6892475763667922, 0.7337505793684258, 1.6597652294711458]",[0.0001 0.0001 0.0001 0.0001],[0.99400801 0.99998445 0.99708954 0.99998445],561.1315298201923,577.0973880086243
9,266.51008432456666,"[1.4092546166979083, 0.8589841360130199, 0.655038079465532, 3.0888472734643093]",[7.90655085e-01 1.82044882e-01 1.00000000e-04 1.00000000e-04],[0.62949164 0.60292286 0.75049558 0.26318393],541.0201686491333,556.9860268375653
10,243.79544843601573,"[3.513434400185782, 0.310530948406583, 0.22494316181925625, 2.54329539771392]",[8.18908098e-01 4.25450087e-01 1.00000000e-04 1.67895088e-01],[-0.11211901  0.33690836  0.95080012 -0.16298533],495.59089687203146,511.5567550604634
11,217.5289556427062,"[4.9750093936760456, 0.9248618480865474, 0.36427417062916856, 0.18215757324056808]",[0.59488369 0.20910462 0.9999     4.9999    ],[-1.0596295  -1.96974856 -0.47184232 -1.11226953],443.0579112854124,459.0237694738443
12,269.65969356103636,"[0.08035208545551578, 0.4569018799487707, 0.1605132823568096, 1.814811698305665]",[4.99990000e+00 1.78754863e-04 9.99900000e-01 1.00000000e-04],[0.18620022 0.18285674 0.1828981  0.18258081],547.3193871220727,563.2852453105047
13,248.05028682027432,"[3.328045495646746, 0.7778746718500841, 0.640124119640657, 1.550121643789899]",[9.42425555e-01 2.91203998e-01 1.00000000e-04 1.00000000e-04],[0.33888145 0.04069466 0.97971173 0.31839978],504.10057364054865,520.0664318289806
14,264.73007723942004,"[1.6606750833724342, 0.19535530910976262, 0.2580874645999778, 4.340998486688572]",[0.1768176  0.67523603 0.69461987 4.9999    ],[ 0.66030937 -2.9424428   0.1657645  -1.9512444 ],537.4601544788401,553.4260126672721
15,269.958160908816,"[1.1878900488905686, 0.8905861166010157, 0.955329211817224, 4.605221150680125]",[0.19384622 0.9999     0.9999     2.30360684],[ 0.54446769  0.57202594  0.54060368 -1.92450181],547.916321817632,563.882180006064
16,276.25348205978975,"[0.06257527668039634, 0.6097835077347746, 0.6690621339619544, 3.3438372052297622]",[2.32714282e-02 9.99900000e-01 1.00000000e-04 3.83084000e+00],[0.99949036 0.99937057 0.99999776 0.99931406],560.5069641195795,576.4728223080115
17,264.26903479337204,"[3.2917568345031536, 0.46453056920949487, 0.2168708066214129, 4.456355244600907]",[6.64271439e-01 7.97749913e-01 8.29695592e-01 1.00000000e-04],[0.04867736 0.98383611 0.11387996 0.06358062],536.5380695867441,552.5039277751761
18,276.22562267850043,"[3.513859532456481, 0.7232656403787673, 0.6238818573220162, 4.5728121126662415]",[0.12810504 0.11906578 0.98204873 3.03696775],[-0.29322675 -0.50671938 -0.04560279 -0.39489514],560.4512453570009,576.4171035454328
19,275.82197151562934,"[4.175386456238074, 0.7941297065402563, 0.13801333948573016, 0.310217929901709]",[1.39403601e-01 8.90876263e-01 1.00000000e-04 8.13257165e-02],[ 0.88205604 -0.06845646 -0.07980935  0.89328739],559.6439430312587,575.6098012196907
20,270.8648788107316,"[1.9246761680062963, 0.6570499041492622, 0.8093944113429016, 0.1382174074053123]",[0.88909158 0.00487636 0.04074862 3.96014422],[0.46066354 0.2111259  0.6863193  0.70030801],549.7297576214632,565.6956158098952
21,273.1452750165062,"[3.508713215548494, 0.4749657513009766, 0.5452208691224216, 0.7021211330011479]",[8.03354313e-01 7.99965857e-02 9.99900000e-01 1.00000000e-04],[0.22183894 0.11747953 0.59496698 0.23505092],554.2905500330124,570.2564082214444
22,263.62231691958925,"[0.3393711236771677, 0.38201992321813494, 0.8852052901334387, 3.316152679112404]",[0.37573536 0.1077528  0.9999     4.9999    ],[ 0.02507712 -1.61599018 -1.05238971 -1.53481595],535.2446338391785,551.2104920276105
23,276.5657288079324,"[3.078815273435055, 0.6587781718551494, 0.3916312417625729, 4.239176029212655]",[1.00000000e-04 1.00000000e-04 9.69094506e-01 1.00000000e-04],[0.00224151 0.00224378 0.00136845 0.00070119],561.1314576158647,577.0973158042967
24,257.1492244501404,"[1.5681124176699204, 0.6782213485979066, 0.8932886638568098, 4.886027664814409]",[2.47413240e-01 2.02275659e-01 1.00000000e-04 4.99990000e+00],[-1.51823788 -3.32063953 -0.90267283 -3.57561399],522.2984489002808,538.2643070887128
25,268.17712399868856,"[4.374706267592441, 0.2512603313025108, 0.2692677735041919, 0.6748879241858006]",[0.09004887 0.9999     0.07253176 4.9999    ],[ 0.81878604 -4.81943089 -4.54251335  0.89235322],544.3542479973771,560.3201061858091
26,196.5695043593776,"[1.1619870664608971, 0.42951172005146804, 0.6212434698304968, 4.036056293248389]",[3.30683642e+00 6.36016956e-03 9.99900000e-01 1.00000000e-04],[0.22748205 0.14332813 0.1897553  0.14944075],401.1390087187552,417.1048669071871
27,230.5198448837484,"[2.3140087312225863, 0.37499016520730594, 0.021494021809483104, 1.9478825047456758]",[4.99990000e+00 2.25756516e-04 1.00000000e-04 1.84548006e-03],[0.01184965 0.00063878 0.00379361 0.00131628],469.0396897674968,485.0055479559287
28,262.04985519944006,"[1.692163012947221, 0.001042970326968985, 0.690478441366577, 2.9929788634829673]",[1.96771816e+00 4.26351456e-03 8.09867080e-01 4.41983414e+00],[0.46419134 0.4129488  0.54254387 0.55038863],532.0997103988801,548.0655685873121
29,276.5365160303781,"[4.109990633988861, 0.8469262262361944, 0.523831821706911, 4.7716663067949]",[1.06435399e-01 3.06842491e-03 1.00000000e-04 1.48457562e+00],[0.9255672  0.59523864 0.99995567 0.76830048],561.0730320607562,577.0388902491882
30,248.98835088236228,"[4.859073510544466, 0.03490137029006388, 0.9724846813766852, 4.372092957681505]",[4.11570453e-01 1.86642478e-02 1.00000000e-04 4.99990000e+00],[-1.82360838 -1.87741244 -2.21038723 -4.46002497],505.97670176472457,521.9425599531565
