participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_weight,best_obj_weight,best_nll,AIC,BIC
178,"[0.37681835156506804, 0.8606951478266488, 0.15479845062355996, 1.6993362332856448]",[2.63723209e+00 1.00000000e-04 9.85179678e-01 8.58181286e-01],[0.8928554  0.89360391 0.89323656 0.89346478],[0.69782318 0.0464298  0.23261802 0.023129  ],[],[],190.57062473551156,389.1412494710231,405.10710765945504
179,"[3.0539910594100292, 0.5117512643216519, 0.018659809512301718, 3.6478558898253377]",[4.99990000e+00 3.76809948e-04 9.99810127e-01 3.99990000e+00],[0.19856899 0.18479199 0.18479199 0.18489765],[0.73257459 0.01008944 0.01008944 0.24724653],[],[],130.13388242751523,268.26776485503046,284.2336230434624
180,"[4.650432430829561, 0.0701339478502997, 0.8726595702959781, 2.390987628925862]",[1.0000e-04 1.0000e-04 1.0000e-04 3.9999e+00],[0.99821687 0.99671759 0.9990835  0.99733606],[0.45002369 0.30017342 0.20007699 0.0497259 ],[],[],276.5657274836229,561.1314549672458,577.0973131556777
181,"[2.89580395858406, 0.8466796945855612, 0.7620717361020193, 3.8890814512832983]",[1.19087078e+00 1.72890111e-01 9.99790765e-01 1.00000000e-04],[ 0.13701999  0.24157174  0.60872994 -0.01578138],[1.53887873e-05 3.86565864e-01 6.13418747e-01 1.37508643e-10],[],[],218.07250210007916,444.1450042001583,460.11086238859025
182,"[1.5581900076804793, 0.7652993367789591, 0.3319580088517241, 1.6215035512354663]",[1.25732514e+00 1.11164614e-03 9.99851001e-01 1.43403695e+00],[0.77241507 0.77485873 0.77997685 0.76667715],[0.63002688 0.10843091 0.24109762 0.02044459],[],[],248.37685620036288,504.75371240072576,520.7195705891577
183,"[3.298686152497574, 0.907676164051825, 0.5930991843991317, 3.211203666215132]",[3.73116739e-01 8.92220933e-01 8.81906443e-04 3.99990000e+00],[ 0.28840616  0.28195178 -0.18858089 -0.2279525 ],[1.17232198e-32 1.00000000e+00 2.19497509e-12 8.93218845e-33],[],[],271.0008445316427,550.0016890632854,565.9675472517174
184,"[0.3087307053515781, 0.3917830616745534, 0.8651964219060438, 1.866975632334675]",[1.10079669e+00 1.65617908e-04 9.99900000e-01 1.87109864e+00],[1.03564046 1.03654478 1.03779589 1.03829043],[0.33446533 0.11112799 0.4441719  0.11023478],[],[],273.45076590305683,554.9015318061137,570.8673899945456
185,"[3.904324601481411, 0.6560669024720839, 0.0726664839805096, 1.7169449518392126]",[5.98014792e-01 3.28937092e-01 9.99900000e-01 1.00003432e-04],[0.6071624  0.2169697  1.13014472 0.19944241],[6.53925633e-04 1.71426070e-01 8.27920004e-01 2.18986790e-10],[],[],262.29800096321236,532.5960019264247,548.5618601148567
186,"[4.0939448654487185, 0.19778748210418357, 0.789760249426878, 2.397593502119438]",[1.38141586e+00 1.22667128e-01 1.00000000e-04 3.99990000e+00],[0.8314126  0.55018666 0.8219691  0.36687353],[5.56542460e-01 8.62451079e-02 3.56850942e-01 3.61490573e-04],[],[],222.89011945143122,453.78023890286244,469.74609709129436
187,"[4.6816837954459904, 0.3472827748933198, 0.8268514290292446, 1.4247633567406104]",[1.18579241 0.19570428 0.00927122 3.9999    ],[0.38349625 0.41055487 0.55364504 0.05645091],[7.38269996e-01 2.01293182e-01 6.04301842e-02 6.63749446e-06],[],[],233.68694828288992,475.37389656577983,491.33975475421175
188,"[2.4357646987028216, 0.7442519069986506, 0.6729424330037971, 1.1754142320826966]",[1.00000000e-04 1.00000000e-04 1.00016088e-04 2.67578492e+00],[1.07533441 1.0743602  1.07697731 1.07565906],[0.25008103 0.15009619 0.50022714 0.09959563],[],[],276.5657273392206,561.1314546784412,577.0973128668732
189,"[2.4296959727958196, 0.31740171694558905, 0.2807798475294345, 1.088303812661188]",[3.06295834e+00 1.00000000e-04 3.20273507e-01 1.00000000e-04],[0.3320576  0.33193992 0.33172006 0.33148173],[0.20562119 0.48549705 0.07345096 0.2354308 ],[],[],234.68773540411132,477.37547080822264,493.34132899665457
190,"[1.1096804334197232, 0.4031329986674529, 0.6685399592096112, 2.415089540814825]",[1.22170128 0.05129914 0.9999     2.30494417],[0.72490378 0.43166998 0.70945276 0.61256219],[7.17905934e-01 3.98477015e-03 2.77419939e-01 6.89356789e-04],[],[],236.69818850105298,481.39637700210596,497.3622351905379
191,"[4.06738906649809, 0.06347994700503011, 0.6047090999507507, 2.1263091773365397]",[1.51960556 0.05690557 0.9999     0.010208  ],[0.63015388 0.36761732 0.8564861  0.54051785],[0.0379181  0.4552096  0.13781701 0.3690553 ],[],[],214.03824291578601,436.07648583157203,452.04234402000395
192,"[1.2500351607277536, 0.8352077989038259, 0.9188683149265621, 1.6596423278702628]",[0.97865545 0.2117676  0.00484823 3.9999    ],[0.63261444 0.29339337 0.74215275 0.11428211],[4.08032069e-01 3.05431598e-01 2.86536140e-01 1.93187234e-07],[],[],249.27086329123156,506.5417265824631,522.507584770895
193,"[0.3041781768266386, 0.8588759740476934, 0.9169916601811586, 0.07928372558784078]",[1.49576222e+00 1.76672431e-03 9.99900000e-01 2.75433276e+00],[-0.2662543  -0.3726945  -0.34884038 -0.35241308],[0.59885229 0.06330067 0.13536337 0.20248367],[],[],209.64156948069999,427.28313896139997,443.2489971498319
194,"[2.289514136988015, 0.8185974479443499, 0.42730604135106137, 3.696405071908167]",[1.41850609 0.74124282 0.9999     3.6364253 ],[0.47905522 0.11584372 0.36526227 0.19604732],[7.97408689e-01 7.82876096e-33 2.02591311e-01 7.82876096e-33],[],[],164.84994702336888,337.69989404673777,353.6657522351697
195,"[1.6750413049417536, 0.3635304313472331, 0.3935145960295319, 0.09428674897703797]",[1.33897178 0.01390005 0.65301625 0.06410636],[0.2557934  0.23552216 0.30790131 0.058371  ],[0.26570257 0.3932966  0.24594609 0.09505473],[],[],255.3965405601167,518.7930811202334,534.7589393086654
196,"[4.012231453111455, 0.9981067074231221, 0.04321982574107386, 0.6917574567467131]",[2.32395264e+00 3.36315477e-03 4.72985327e-01 1.00000000e-04],[1.06249186 0.97453177 1.08223883 1.08277895],[0.07875832 0.2426247  0.63996737 0.03864961],[],[],214.4842078357314,436.9684156714628,452.93427385989474
197,"[3.3158427715812153, 0.19246676802551302, 0.2560574467594174, 3.90041170552932]",[2.54274359e+00 2.28732400e-03 9.99900000e-01 3.75381018e+00],[0.93359713 0.9350109  0.95762656 0.95000602],[0.48387484 0.10475376 0.38134815 0.03002325],[],[],222.1264010790249,452.2528021580498,468.2186603464817
198,"[3.405798433566557, 0.21777099413117573, 0.6065505817234376, 1.6141945288284663]",[2.06841908e+00 5.33476784e-01 9.99900000e-01 1.00000000e-04],[ 0.30107882 -0.04536422  0.30107882  0.50742702],[3.58187399e-32 9.54837041e-01 3.58187399e-32 4.51629594e-02],[],[],124.14325014026134,256.28650028052266,272.25235846895464
199,"[2.333846903280909, 0.0872731060731222, 0.5569385905161468, 2.2512056472211395]",[4.83779251e+00 1.00000000e-04 4.29113678e-02 1.00000000e-04],[0.63532143 0.63496326 0.63628303 0.63502152],[0.32607993 0.36956441 0.26087911 0.04347656],[],[],273.4165352372099,554.8330704744199,570.7989286628518
200,"[1.6023308244862708, 0.4781346842820937, 0.31081574655578015, 3.9477377444129855]",[1.79111005 0.11294941 0.7663579  3.94292303],[ 0.58960447  0.05249045  0.58726067 -0.08129613],[6.49797555e-01 7.63282054e-02 2.73870837e-01 3.40288038e-06],[],[],161.06961212811964,330.1392242562393,346.1050824446712
201,"[4.289836129597939, 0.004271839564569496, 0.9936412769472411, 3.202245442024091]",[1.70212893e+00 2.49106025e-04 9.99900000e-01 2.49489479e+00],[-0.08829341 -0.10291528 -0.10291528 -0.0982025 ],[0.67290534 0.00872443 0.00872443 0.3096458 ],[],[],196.4422329378327,400.8844658756654,416.8503240640973
202,"[2.014183285473926, 0.6834545738678914, 0.7005057055583715, 0.6268796783501698]",[2.05611799 0.02053543 0.77402488 1.22593024],[0.75579557 0.6633371  0.80755386 0.87958987],[0.52840873 0.00475452 0.46208223 0.00475452],[],[],179.2229851050041,366.4459702100082,382.41182839844015
203,"[0.07322929867493075, 0.5608462386299458, 0.514420435239032, 2.5086051161120357]",[0.92611175 0.332679   0.9999     2.45705416],[0.95803587 0.32333249 0.6586486  0.19366339],[9.83106917e-01 1.72118736e-05 1.68758713e-02 1.47543673e-16],[],[],241.8513011714148,491.7026023428296,507.66846053126153
204,"[2.778966034366242, 0.25194981431318536, 0.3238211342073434, 2.561696591560396]",[1.44136425e+00 7.13676905e-03 9.99900000e-01 1.00000000e-04],[0.24555372 0.29312002 0.34846587 0.24342679],[0.00796652 0.62248211 0.36158485 0.00796652],[],[],207.780821374546,423.561642749092,439.52750093752394
205,"[3.0369875391915166, 0.9087233383567135, 0.05919258517844368, 3.1826001718623353]",[4.64435883e+00 1.00000000e-04 1.00000000e-04 3.99831185e+00],[0.90587149 0.9055934  0.90721391 0.90528709],[0.41383127 0.17242288 0.34509097 0.06865487],[],[],275.2289985536159,558.4579971072318,574.4238552956638
206,"[0.8970814499634725, 0.44956187998468583, 0.4745360057472076, 3.97648600498484]",[2.1487632  0.01693045 0.8925511  3.92690347],[0.46384326 0.31221898 0.41096877 0.26161105],[0.46217806 0.19914579 0.25191462 0.08676152],[],[],227.0359034124624,462.0718068249248,478.03766501335673
207,"[0.8155980943011281, 0.11369517178572343, 0.40989377773220353, 3.456648488244702]",[0.7992793  0.07485574 0.99986867 3.04168028],[0.69800863 0.37862469 0.75553686 0.91454644],[1.93673857e-01 6.08811524e-01 1.97490408e-01 2.42106413e-05],[],[],266.5503721505443,541.1007443010886,557.0666024895206
208,"[0.22857553284366525, 0.7132371518177415, 0.4195686330051868, 3.2251813554923365]",[1.32686479e+00 7.39961322e-02 9.99900000e-01 1.00000000e-04],[0.83668862 0.15546839 0.52478328 0.20711349],[9.32876047e-01 1.36038850e-05 4.59283507e-03 6.25175141e-02],[],[],203.1098055753921,414.2196111507842,430.1854693392161
209,"[0.1908470083864304, 0.6788419243945751, 0.03857970442900195, 0.5727004581103129]",[1.42980403 0.28416052 0.03800371 0.56321857],[ 0.6593584  -0.02654521  0.82651871  0.26620176],[5.00947854e-01 1.89533404e-07 2.23903893e-12 4.99051956e-01],[],[],186.9706782915605,381.941356583121,397.9072147715529
210,"[2.5119168252311557, 0.39713627242975685, 0.8446609952255022, 3.65887937837231]",[1.49524526 0.02194862 0.9999     3.23868749],[0.46564317 0.37166549 0.4470544  0.20273926],[0.32063272 0.32981935 0.27443163 0.0751163 ],[],[],231.23633751891003,470.47267503782007,486.438533226252
211,"[2.690753392745793, 0.19960773006632251, 0.1894499155983167, 0.03249844526840225]",[1.17193995 0.38518674 0.9999     0.32937339],[0.68492012 0.37207999 0.52878841 0.02702704],[8.70000170e-01 4.78437930e-07 1.29999351e-01 2.85403275e-26],[],[],206.32090643488877,420.64181286977754,436.60767105820946
212,"[2.4503103198212046, 0.8229827579803456, 0.6178496489251343, 3.627941009870186]",[1.0000e-04 1.0000e-04 1.0000e-04 3.9999e+00],[0.58828011 0.58731398 0.58910029 0.58822849],[0.36003608 0.22022783 0.29981666 0.11991943],[],[],276.56572611719974,561.1314522343995,577.0973104228315
213,"[0.12093487502099054, 0.4024234020398247, 0.28336746032424465, 1.550180014463388]",[0.89446245 0.53656587 0.29694506 1.54955303],[ 0.9855328   0.11214705  0.1235747  -0.4757359 ],[7.40388522e-01 2.57003754e-01 1.14983317e-04 2.49274065e-03],[],[],242.67229310418367,493.34458620836733,509.31044439679926
214,"[3.5626926700193966, 0.4033921459450667, 0.33593992150459007, 0.6659202911490496]",[9.30003064e-01 1.60737782e-01 9.99900000e-01 1.00000000e-04],[0.48563919 0.39078292 0.63596621 0.29751636],[0.38905807 0.51749102 0.03325632 0.06019459],[],[],258.20554643565896,524.4110928713179,540.3769510597499
215,"[3.812371751530045, 0.4110838127151291, 0.2708182358881085, 0.9887950238125837]",[1.23985948e+00 8.27729541e-01 9.99900000e-01 1.00000000e-04],[-0.28520059  0.50957973 -0.28520059  0.0940026 ],[8.31352121e-33 1.68647879e-01 8.31352121e-33 8.31352121e-01],[],[],183.60036591317962,375.20073182635923,391.16659001479115
216,"[3.3325497445701617, 0.5370300120847399, 0.018788501272350152, 1.0372828294983285]",[4.99990000e+00 1.65921070e-04 9.99900000e-01 2.87764539e+00],[0.95196323 0.95630125 0.95483819 0.95591857],[0.60800967 0.03540609 0.32117815 0.03540609],[],[],205.02810209804645,418.0562041960929,434.0220623845248
217,"[3.570990205823916, 0.8399825821809592, 0.4518452161864844, 2.2577784925532143]",[1.59486287 0.0409268  0.99880551 3.98925713],[0.59895832 0.13913573 0.17397841 0.19640341],[8.44972597e-01 4.50977989e-04 9.62188867e-04 1.53614236e-01],[],[],199.4493586767536,406.8987173535072,422.86457554193913
218,"[1.313858817727383, 0.8364250917836189, 0.5267124488501987, 1.9960477947518462]",[1.67412836e+00 6.69386688e-02 1.00000000e-04 3.99990000e+00],[0.66727847 0.25270714 0.60799437 0.34733199],[0.79203177 0.01523085 0.17835945 0.01437792],[],[],202.39978916797725,412.7995783359545,428.7654365243864
219,"[3.825375114936265, 0.1666255830723291, 0.9420191932928639, 1.160946734638095]",[4.99990000e+00 1.08453997e-04 1.00000000e-04 3.99927071e+00],[0.9048313  0.90394682 0.90556798 0.90474009],[0.46669732 0.23319184 0.23359634 0.06651449],[],[],273.82575993804255,555.6515198760851,571.6173780645171
220,"[4.907211418110668, 0.24052231392180057, 0.9247553436674942, 0.30723272521021505]",[4.99903673e+00 1.86312602e-04 9.97551811e-01 3.99990000e+00],[0.74857587 0.74561897 0.74856473 0.74795847],[0.41872117 0.13909444 0.37245962 0.06972476],[],[],268.0549753272458,544.1099506544916,560.0758088429236
221,"[2.19460579120658, 0.42975214944582096, 0.06124641574034438, 0.9487063846802223]",[3.59707305e+00 1.00000000e-04 5.38649301e-01 2.57093364e-01],[0.51795705 0.51663726 0.5180168  0.51733797],[0.45316689 0.14059774 0.32818017 0.0780552 ],[],[],248.01305801115862,504.02611602231724,519.9919742107492
222,"[3.6715319417174763, 0.03155301412363075, 0.2644587094779553, 2.020234095231113]",[1.07960316e+00 7.65239010e-01 3.53890970e-01 1.00000000e-04],[0.24997613 0.72859353 0.58617138 0.30752241],[3.29452005e-32 9.57374454e-01 3.29452005e-32 4.26255457e-02],[],[],211.3740911658753,430.7481823317506,446.71404052018255
223,"[2.359808675202987, 0.8518568528165593, 0.3002782384679621, 0.5004673700999962]",[1.98691406e+00 5.12710796e-03 4.85221476e-01 1.00000000e-04],[-0.06747533 -0.14103711 -0.13494047 -0.20109278],[0.35340953 0.30892293 0.22131481 0.11635274],[],[],230.2948810288703,468.5897620577406,484.5556202461725
224,"[0.8575987296710234, 0.18203249111191616, 0.4216030277782965, 2.9932517073241884]",[1.69514885e+00 1.00000000e-04 9.99900000e-01 2.35069487e+00],[0.86900717 0.86679013 0.86952704 0.86868672],[0.38530978 0.15350676 0.38454771 0.07663576],[],[],274.6147900996857,557.2295801993714,573.1954383878034
225,"[4.878327748285783, 0.1426353941413187, 0.6274199188087263, 2.180477299204159]",[0.36781811 0.33001881 0.00189265 0.28068671],[ 0.63061344  0.24376147  0.81403188 -0.16335043],[4.90948426e-01 1.58780622e-04 5.08892794e-01 3.93062521e-16],[],[],273.2059853470314,554.4119706940628,570.3778288824948
226,"[2.180932891658573, 0.7734594369231205, 0.3872508234907576, 2.347964942386191]",[1.55995867e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[-0.42639696 -0.42054991 -0.42211602 -0.42633285],[0.02550478 0.62401437 0.32497097 0.02550988],[],[],178.85397148746793,365.70794297493586,381.6738011633678
227,"[1.6203393726648176, 0.11821884665570004, 0.9834336866783853, 2.1499532601484246]",[1.26916919 0.24487406 0.99427959 2.04476542],[0.61095518 0.3980784  1.0646323  0.19686217],[1.34648179e-03 1.54417717e-01 8.44232187e-01 3.61410853e-06],[],[],191.04057029064273,390.08114058128547,406.0469987697174
228,"[1.240599675075549, 0.1335548460633839, 0.52255213866054, 2.675373735873001]",[1.34749717 0.02600505 0.99794171 2.52508967],[0.63122771 0.51388103 0.831591   0.64921744],[0.3925575  0.17369335 0.43090152 0.00284763],[],[],243.14243206650772,494.28486413301545,510.25072232144737
229,"[3.8319762214825293, 0.0017852910119419366, 0.7544013210316586, 2.6480384854775996]",[1.72410738 0.02225925 0.99086788 3.9999    ],[0.358304   0.37063244 0.54015219 0.29315689],[0.00273055 0.59352135 0.36474268 0.03900542],[],[],169.474971486376,346.949942972752,362.91580116118394
230,"[0.5577209447870841, 0.9909136400888526, 0.3379186085711705, 0.8888667592787518]",[2.32303162e+00 2.30715675e-03 9.97151643e-01 3.99990000e+00],[0.18148216 0.16209905 0.16868784 0.14799608],[0.3231407  0.31750108 0.24319364 0.11616458],[],[],265.84986450678895,539.6997290135779,555.6655872020099
231,"[2.0093809027269605, 0.27332979201692875, 0.6046195155292647, 1.252905425620146]",[2.01031820e+00 2.51002684e-04 9.99900000e-01 2.57951715e+00],[-0.03170232 -0.03947837 -0.03549693 -0.04108273],[0.47232392 0.18533596 0.26846663 0.07387349],[],[],271.37394682359553,550.7478936471911,566.713751835623
232,"[3.694761162444224, 0.7631560104373429, 0.625729297941949, 2.8160281256106607]",[0.89596988 0.99989086 0.88862712 2.79489487],[ 0.36244563 -0.09320742  0.6167631   0.36246479],[1.69037979e-24 1.00000000e-32 1.00000000e-32 1.00000000e+00],[],[],224.3101016260431,456.6202032520862,472.5860614405181
233,"[2.9042474263919678, 0.9780977950798185, 0.6854982963430393, 0.1550465267621174]",[1.94463949e+00 2.83912100e-02 9.99900000e-01 1.00000000e-04],[-0.10288256  0.27268333  0.4694967  -0.10288256],[0.00117666 0.62875216 0.36889451 0.00117666],[],[],148.19961509922362,304.39923019844724,320.36508838687917
234,"[2.6561754689095407, 0.5445639269799134, 0.7799851162262462, 1.553459704507975]",[2.84750197e+00 1.00000000e-04 4.90334419e-01 4.14970178e-02],[1.05282383 1.05298862 1.05489536 1.05242407],[0.64370638 0.07105179 0.21419004 0.07105179],[],[],232.9085087736971,473.8170175473942,489.7828757358261
235,"[4.2878707853032, 0.5876362366381943, 0.08737030938260908, 3.2053971828379986]",[2.38635696e+00 1.04613397e-04 9.99829273e-01 2.33121088e+00],[-0.41525775 -0.41902499 -0.42062337 -0.41844023],[0.4795611  0.19279838 0.04193555 0.28570496],[],[],200.44172184738204,408.8834436947641,424.849301883196
236,"[0.8986451555418142, 0.4878800172971037, 0.7583328573345114, 3.684373479093888]",[1.62915534 0.07879072 0.99988284 3.66954876],[0.6537219  0.23945735 0.83411451 0.74172645],[6.28423873e-01 3.57830940e-02 3.35607214e-01 1.85818509e-04],[],[],188.2970812014364,384.5941624028728,400.56002059130475
237,"[1.4268124236853637, 0.6198571874453683, 0.4448506180752563, 0.7177511159327185]",[1.15280642 0.03798084 0.9999     0.79101587],[0.66446978 0.8191725  0.89572383 0.64072049],[0.51008892 0.25936401 0.14862651 0.08192056],[],[],241.3596923859411,490.7193847718822,506.6852429603141
238,"[0.017245295975035692, 0.03904175072405471, 0.8162705091473018, 0.9624866438298513]",[2.21408076 0.00397903 0.64115993 0.51811425],[0.36640225 0.27813434 0.31708272 0.27644207],[0.52849941 0.16285305 0.22327816 0.08536938],[],[],227.9432423217231,463.8864846434462,479.8523428318781
239,"[3.929234770345271, 0.8236021150126625, 0.4159212114623929, 3.6324048752499976]",[4.30885334e+00 4.24096777e-04 8.56532846e-01 1.27137753e+00],[-0.18141371 -0.19171323 -0.19163568 -0.19651328],[0.4408537  0.22620875 0.1823586  0.15057895],[],[],247.87706634661978,503.75413269323957,519.7199908816715
240,"[0.05499234528490147, 0.8579969631339127, 0.6438220274264611, 0.0012060890771595075]",[1.29971222e+00 1.51111788e-01 1.00000000e-04 3.99990000e+00],[0.3367491  0.05199739 0.26344955 0.19640993],[8.15490202e-01 2.65719649e-06 2.47718237e-02 1.59735317e-01],[],[],225.78882529128617,459.57765058257235,475.54350877100427
241,"[4.172844312118745, 0.1827751108648269, 0.4379112698134375, 1.3706070369465029]",[2.05952940e+00 1.14444389e-02 4.77823113e-01 1.00000000e-04],[ 0.14337924 -0.62673067 -0.2620503  -0.6241978 ],[0.6452931  0.02044653 0.29158219 0.04267818],[],[],169.74166252996753,347.48332505993505,363.449183248367
242,"[0.38609404697101146, 0.5828435653308783, 0.5656762994651713, 3.6616472255560804]",[1.49432686 0.15487695 0.94772061 3.97841154],[0.54036332 0.20360193 0.83041594 0.40992827],[5.02638980e-01 2.39939210e-04 4.97121081e-01 3.87613541e-10],[],[],191.08524002924443,390.17048005848886,406.1363382469208
243,"[0.39587490568773825, 0.60991970878276, 0.7429747642702383, 2.695037117007247]",[2.76714907e+00 1.00000000e-04 9.99900000e-01 3.16590306e+00],[0.73491435 0.73561751 0.73575435 0.73566146],[0.55956018 0.01685007 0.40673968 0.01685007],[],[],225.97260819251701,459.94521638503403,475.91107457346595
244,"[4.97154195517623, 0.1426950401212689, 0.8191977951149645, 1.9937301962128036]",[2.46512874e-01 1.66369247e-01 7.82155870e-04 3.99659375e+00],[0.74017379 0.1505225  0.72659521 0.22413283],[0.62562962 0.06752052 0.28636662 0.02048324],[],[],275.6746211111636,559.3492422223272,575.3151004107592
245,"[0.49642313963648105, 0.6333479989994558, 0.4504219442728598, 0.21117680831285163]",[4.54762418e+00 1.00000000e-04 2.03991682e-02 1.00000000e-04],[-0.01685418 -0.01745785 -0.01658681 -0.01901385],[0.28960436 0.38341658 0.26163161 0.06534745],[],[],274.84587496544833,557.6917499308967,573.6576081193286
246,"[2.580673384602411, 0.48053656944119333, 0.4756198369386032, 0.011939351965285764]",[1.27796928e+00 1.12949878e-01 9.99900000e-01 1.00000000e-04],[0.69779563 0.22855643 0.64030762 0.17526879],[7.08309922e-02 5.80681414e-01 1.77206988e-05 3.48469873e-01],[],[],238.59555254620213,485.19110509240426,501.1569632808362
247,"[4.98125786512272, 0.3292850595752565, 0.15474294148643425, 0.3653785245551797]",[1.14226262 0.05251973 0.99229594 3.9901603 ],[0.67412203 0.6681645  0.88741769 0.27556488],[0.61532635 0.09059326 0.2420384  0.05204198],[],[],245.06017049439936,498.1203409887987,514.0861991772307
248,"[0.9811841459110267, 0.15392152301145448, 0.5289986876094724, 2.4272915244114754]",[1.74634082e+00 8.35782936e-02 1.08647274e-01 1.00000000e-04],[0.63328507 0.41529433 0.54037717 0.52406963],[0.36848465 0.06418843 0.50904302 0.0582839 ],[],[],226.5869057325288,461.1738114650576,477.13966965348953
249,"[3.64562441316419, 0.28552748129965344, 0.9808521694979683, 2.276130458079319]",[1.14674937e+00 1.54015097e-02 1.00000000e-04 3.99981559e+00],[0.46179219 0.25331506 0.51062239 0.28076681],[0.32970778 0.10798386 0.42485008 0.13745828],[],[],270.97452269512127,549.9490453902425,565.9149035786745
250,"[1.2594389615578556, 0.8738617422110685, 0.596156946469521, 1.3213232333034748]",[6.59843491e-01 2.04417910e-01 1.00000000e-04 1.00000000e-04],[0.65359747 0.66183144 0.81161863 0.22840942],[0.19270271 0.41726347 0.38219367 0.00784015],[],[],267.60695578511,543.21391157022,559.179769758652
251,"[2.8999323394174166, 0.5690011159432358, 0.561086337866379, 2.666291777180427]",[1.35174694 0.01575547 0.9970019  3.9999    ],[0.25939254 0.24363383 0.33196112 0.12079529],[0.16142625 0.34553393 0.32560579 0.16743403],[],[],261.07816899113965,530.1563379822793,546.1221961707113
252,"[2.7567561448908875, 0.0883964800402276, 0.6037365493141943, 2.144061640936091]",[2.66552848e+00 1.08415408e-03 2.19365345e-01 1.00000000e-04],[0.08661346 0.08045014 0.09419899 0.08069549],[0.26010683 0.18989021 0.28011489 0.26988807],[],[],263.1839620870073,534.3679241740145,550.3337823624465
253,"[3.8786111502682328, 0.7698643180076632, 0.7515821167826138, 2.668905836345283]",[0.16137438 0.52891931 0.06870617 3.9999    ],[0.70990719 0.14468126 0.95443113 0.15719261],[4.16770628e-02 1.96083857e-02 9.38477853e-01 2.36698462e-04],[],[],276.0147705933437,560.0295411866874,575.9953993751194
254,"[1.56175631430471, 0.6245587927507902, 0.5141821438920391, 0.8289975559781632]",[4.49613872e+00 1.00000000e-04 6.82437952e-01 2.97999400e-01],[-0.29759263 -0.30269428 -0.29677381 -0.30276496],[0.466813   0.02486818 0.4668298  0.04148902],[],[],203.27635378474193,414.55270756948386,430.5185657579158
255,"[1.2840400997083483, 0.9251841598573961, 0.027686052191707465, 0.2493703193106929]",[0.93681154 0.32892463 0.00097191 0.2709416 ],[ 0.26646556  0.36505534  0.71558152 -0.0090867 ],[1.53478781e-05 4.95525286e-01 4.92643202e-01 1.18161641e-02],[],[],241.2483859426928,490.4967718853856,506.46263007381754
256,"[4.609490540455002, 0.050795310381110764, 0.004895461637584997, 0.5723269133841709]",[0.41931352 0.91028767 0.9999     3.96099969],[0.03146667 0.37400153 1.31434032 0.58282034],[2.43520513e-14 2.71439389e-13 9.99278623e-01 7.21376665e-04],[],[],269.0059990001877,546.0119980003755,561.9778561888074
257,"[2.520442950821015, 0.2856554457392067, 0.20970162254082514, 1.5985318870634433]",[2.87426552e+00 1.03671114e-03 8.36572371e-01 1.04453365e+00],[-0.51212795 -0.50157414 -0.47046071 -0.53177699],[0.20162731 0.29881664 0.41093626 0.08861979],[],[],240.805115233938,489.610230467876,505.57608865630795
258,"[3.022343146095673, 0.2534372641227841, 0.7951299560148986, 2.3813088948352155]",[1.27736326 0.02545165 0.9999     2.5288933 ],[0.42098038 0.21493382 0.50289164 0.17654524],[0.47211387 0.02885144 0.48994114 0.00909356],[],[],239.7228329609828,487.4456659219656,503.4115241103975
259,"[2.6367152774282605, 0.32833847547113937, 0.8017799730484075, 2.7864046965413594]",[9.83061769e-01 1.22272379e-01 1.91005810e-02 1.00000000e-04],[0.67324121 0.1929609  0.83825119 0.15125057],[0.17294289 0.14653317 0.67970466 0.00081928],[],[],256.3335373292895,520.667074658579,536.632932847011
260,"[3.8187258800546804, 0.4769272857585211, 0.944374593252416, 3.4101765081755517]",[1.66145941 0.08769149 0.99257956 3.33334368],[0.71323083 0.59959052 0.70132659 0.4659934 ],[6.30161995e-01 2.13733609e-06 3.69815959e-01 1.99084610e-05],[],[],161.12403062329398,330.24806124658795,346.2139194350199
261,"[4.297572798441183, 0.14636371955376545, 0.11611354677085202, 3.747714535708926]",[1.41171616e+00 7.30564082e-02 9.99900000e-01 1.00000000e-04],[0.56406195 0.19891863 0.78538012 0.00251416],[0.45261781 0.01760937 0.52669884 0.00307398],[],[],236.08698138153824,480.1739627630765,496.1398209515084
262,"[2.6413565436484765, 0.6172583147338269, 0.5970865657186174, 0.03658321143949413]",[4.52553261e+00 1.00000000e-04 3.02400037e-01 5.07577143e-01],[0.51825255 0.51730837 0.51822612 0.51760656],[0.30002003 0.1833003  0.23326991 0.28340976],[],[],275.06380942408794,558.1276188481759,574.0934770366079
263,"[3.427716447139584, 0.6259124162015198, 0.7934088035428744, 1.8489158282091713]",[1.80509208e+00 1.20092570e-01 1.00000000e-04 3.99990000e+00],[0.55105122 0.54176719 0.65711495 0.58042191],[0.11268616 0.49422265 0.38040024 0.01269095],[],[],175.3003429969591,358.6006859939182,374.5665441823501
264,"[3.563302371383279, 0.23653220694389704, 0.5596837396326935, 1.923053820677585]",[8.41100241e-01 7.20467590e-02 1.00000000e-04 3.99990000e+00],[0.64144361 0.48781201 0.80600685 0.48556756],[0.13500778 0.20956207 0.46378438 0.19164576],[],[],270.9128038348823,549.8256076697646,565.7914658581966
