participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_nll,AIC,BIC
49,"[4.7328569447651985, 0.16953473997874638, 0.607643684889759, 2.986358989815369]",[1.54219034e+00 3.48695965e-01 3.22807827e-01 1.00000000e-04],[0.57995877 0.25257594 0.54779668 0.4331173 ],[9.40352989e-02 1.48767139e-12 3.65840149e-01 5.40124552e-01],105.14736056576929,218.29472113153858,232.38056480298758
50,"[2.6051561199099185, 0.7012899812324741, 0.4523452520046419, 1.6924130810436584]",[4.99990000e+00 2.89074354e-04 1.00000000e-04 2.14318890e+00],[0.00903088 0.00356123 0.00781595 0.0041953 ],[0.34086175 0.15171573 0.29745573 0.20996679],158.48445160880655,324.9689032176131,339.0547468890621
51,"[0.5658052127755192, 0.7948499717721785, 0.8399427374606542, 1.9049255499108428]",[4.99990000e+00 6.96869487e-04 1.00000000e-04 1.96384002e+00],[0.02771593 0.00865932 0.01255258 0.00414243],[0.50404347 0.18498643 0.21023627 0.10073383],108.47936222065961,224.95872444131922,239.04456811276822
52,"[3.572238778930166, 0.6719683382569348, 0.11473135909547524, 2.3170998900989814]",[1.15139604e+00 5.51455716e-01 9.99900000e-01 1.00000000e-04],[0.37067897 0.38808385 0.54529195 0.29479277],[1.91176501e-14 8.79032952e-01 1.18810602e-01 2.15644594e-03],130.5264062914046,269.0528125828092,283.1386562542582
53,"[4.126060839326516, 0.02679770337699366, 0.31222586563630383, 2.709525458452042]",[8.77754664e-01 7.31615447e-01 1.00000000e-04 1.00000000e-04],[0.4711453  0.41658782 0.56105239 0.32967824],[2.36008587e-02 6.57997354e-06 9.76392561e-01 9.10765250e-33],146.9210663328943,301.8421326657886,315.92797633723757
54,"[4.821220874907812, 0.6196761219719512, 0.8944227027050101, 3.723907130949389]",[2.26690860e+00 3.98930119e-02 1.00000000e-04 3.99990000e+00],[0.51787755 0.12264701 0.49574875 0.02135939],[0.63316911 0.00190595 0.34370648 0.02121846],69.64988176834795,147.2997635366959,161.3856072081449
55,"[3.9564882849736853, 0.1883749895476515, 0.2247176497029646, 1.419062830196618]",[3.66406039e+00 1.00000000e-04 8.59009930e-01 5.39378892e-01],[0.00382389 0.00053859 0.00226135 0.00010926],[0.5645811  0.09960433 0.31444612 0.02136845],137.01925856837326,282.0385171367465,296.1243608081955
56,"[3.168417719409979, 0.8760927647531067, 0.013443597729168512, 2.290790288570782]",[1.42446866e+00 6.57705474e-02 9.99900000e-01 1.00000000e-04],[0.56256065 0.40857528 0.55710287 0.29463753],[0.54352575 0.01065102 0.39403731 0.05178592],141.51627118939788,291.03254237879577,305.11838605024474
57,"[0.9888748435637768, 0.35622546087897383, 0.09298429849303555, 3.3644258409237775]",[1.60889176 0.04374673 0.98590665 3.9999    ],[0.38364882 0.46573157 0.57251717 0.34232851],[0.21886057 0.30620268 0.42445891 0.05047784],153.0477188876054,314.0954377752108,328.1812814466598
58,"[3.7315469894905147, 0.04278900031850699, 0.668476539692244, 1.3235999694864873]",[1.42054459e+00 9.33164946e-02 9.99900000e-01 1.00000000e-04],[0.41919107 0.52292881 0.69684208 0.10558351],[1.63357709e-06 5.56880703e-01 4.43117233e-01 4.29735031e-07],120.04810652519001,248.09621305038002,262.182056721829
59,"[0.13226176223279482, 0.8393120405817832, 0.4864290363829999, 1.828620728813046]",[2.17751918e+00 5.78796165e-02 1.00000000e-04 3.99990000e+00],[0.47133145 0.17743676 0.49457199 0.09310122],[0.45484209 0.00545711 0.52705528 0.01264552],78.60689563002526,165.21379126005053,179.2996349314995
60,"[4.15433333737942, 0.7036584838816157, 0.4220010035049944, 1.9446194828190349]",[1.14430348 0.08237981 0.99208198 3.97979455],[0.62692422 0.35874151 0.61580168 0.37452076],[0.58744479 0.10082045 0.22093153 0.09080322],154.32282131858506,316.6456426371701,330.7314863086191
61,"[3.259765281904744, 0.6141801947730321, 0.13649981095196215, 3.2730154773906945]",[1.91558724e+00 5.19133968e-02 7.38848156e-01 1.00000000e-04],[0.43552423 0.10177745 0.44970939 0.05956432],[0.76490626 0.00209525 0.23222022 0.00077827],71.58991228678948,151.17982457357897,165.26566824502794
62,"[4.218133216948659, 0.46823517193986197, 0.5820913951941867, 3.697350129340278]",[1.25720116e+00 6.04056327e-02 4.61715505e-01 1.00000000e-04],[0.50419227 0.32916415 0.54029203 0.20250355],[0.55665435 0.01191545 0.3608018  0.0706284 ],155.0911343225392,318.1822686450784,332.2681123165274
63,"[4.043758218925723, 0.006697806634661207, 0.6098276760759007, 1.5237039195548723]",[1.35625767e+00 7.26118503e-02 1.00000000e-04 3.99990000e+00],[0.47844715 0.38987278 0.53385113 0.29581457],[0.42241383 0.08153678 0.37340092 0.12264847],163.49454164608144,334.9890832921629,349.07492696361186
64,"[3.9049115181356, 0.5856588166549312, 0.9509559568111895, 0.319280127926855]",[1.85386054e+00 5.24460158e-02 9.99900000e-01 1.00000000e-04],[0.52923771 0.16654149 0.50522093 0.06949111],[7.07345431e-01 2.03812518e-03 2.90018303e-01 5.98140064e-04],76.75848253086544,161.51696506173087,175.60280873317987
65,"[4.7007244920274776, 0.5802209987346606, 0.6128889922105959, 2.1423665274091093]",[1.02145943e-04 9.88826400e-02 1.00000000e-04 3.99990000e+00],[0.55573725 0.49940894 0.61703487 0.48410736],[0.10026184 0.18388291 0.33878319 0.37707206],172.59364251683695,353.1872850336739,367.2731287051229
66,"[2.6967228390629883, 0.8598783944643612, 0.6068827650228181, 0.5698241078748222]",[1.64953716e+00 1.00405965e-01 8.58587987e-01 1.00000000e-04],[0.59206302 0.22673062 0.60494949 0.16589366],[0.5189763  0.00348532 0.44790615 0.02963223],103.00873910465467,214.01747820930933,228.1033218807583
67,"[3.114907883117558, 0.4034200514535597, 0.7613403718847561, 3.4169426353499373]",[2.46868742e+00 1.34280145e-02 1.00000000e-04 3.99990000e+00],[0.33178475 0.20914099 0.2242866  0.10410681],[0.42556915 0.23178224 0.24830385 0.09434476],135.57506709149683,279.15013418299367,293.23597785444264
68,"[3.6177138154606756, 0.30188739385425223, 0.2827382493342488, 1.9916508558049772]",[3.46922300e+00 1.73541184e-03 2.32481624e-01 4.54032929e-01],[0.06929352 0.01929001 0.01764351 0.01916011],[0.51764215 0.16386527 0.14491835 0.17357423],131.40446339884718,270.80892679769437,284.89477046914334
69,"[4.176858945919321, 0.760473884389229, 0.2687484492876949, 1.7300333565002248]",[1.37352437 0.11801888 0.9999     0.49724182],[0.54319663 0.38910182 0.50167483 0.28722049],[0.49725679 0.0805871  0.41481911 0.00733701],146.78949356985353,301.57898713970707,315.66483081115604
70,"[1.521632128014118, 0.21248171968430044, 0.05874877238268691, 0.41086499594893283]",[4.86309723e+00 1.00000000e-04 7.99868608e-01 7.11878378e-01],[0.00268168 0.00214992 0.00220581 0.00033404],[0.35297303 0.29401935 0.28692798 0.06607965],165.0211368678259,338.0422737356518,352.1281174071008
71,"[2.9200188832876224, 0.3354614989516521, 0.14705738906763458, 3.034853233041407]",[1.1178262  0.19033286 0.99508829 3.9999    ],[0.64789531 0.36678796 0.66757137 0.42984697],[7.12951304e-01 4.16019630e-08 2.87048249e-01 4.04935922e-07],144.75667170669405,297.5133434133881,311.59918708483707
72,"[3.2056696837079572, 0.042282577795523586, 0.011658831362794088, 2.995078742197927]",[9.43577362e-01 1.00000000e-04 9.99900000e-01 3.23500886e+00],[0.00223173 0.00157055 0.00228874 0.00148558],[0.26547622 0.23454135 0.28144171 0.21854072],172.45515663952264,352.9103132790453,366.99615695049425
73,"[3.147825673857556, 0.497239722043006, 0.40498903816304554, 3.9851374440368996]",[1.8762113  0.21942095 0.9999     0.47456585],[0.53181465 0.25646161 0.64020256 0.26841445],[6.52228741e-01 8.66630746e-13 3.47771259e-01 1.44238442e-14],68.04626466681358,144.09252933362717,158.17837300507614
74,"[0.12720122740779025, 0.39045907506155075, 0.44205718095790597, 2.71661586473752]",[1.68735560e+00 1.04521898e-01 1.00000000e-04 3.99990000e+00],[0.62302043 0.33915573 0.62962189 0.4660226 ],[0.44717808 0.00415621 0.39258712 0.15607859],143.17586962311285,294.3517392462257,308.43758291767466
75,"[4.5390342230292475, 0.10409824184558093, 0.9865166990830831, 0.5077624488857136]",[2.63706889 0.00505216 0.42450767 0.65184742],[0.13124648 0.11021665 0.07792466 0.03920893],[0.38917611 0.30154364 0.20612038 0.10315987],151.34537886577257,310.69075773154515,324.7766014029941
76,"[1.8064887483681575, 0.7156326645703519, 0.3126897900399372, 1.1989039182444643]",[1.64521578e+00 4.07954084e-01 6.67351961e-01 1.00000000e-04],[0.39753749 0.17853002 0.45750247 0.35717543],[1.55516730e-01 1.06920385e-06 8.44482198e-01 3.15632580e-09],90.87857704849803,189.75715409699606,203.84299776844506
77,"[4.712484991847285, 0.7506035580950224, 0.8821383450084961, 3.585503625368731]",[1.2693831  0.56731186 0.9999     3.72335785],[0.57465078 0.4360104  0.44942653 0.309575  ],[7.83380868e-01 2.44653228e-20 2.16604800e-01 1.43313505e-05],119.86045084724023,247.72090169448046,261.80674536592943
78,"[3.647404555809634, 0.3194057669351643, 0.6928426461138387, 3.7780900675907225]",[1.92581518e+00 2.24730323e-02 1.00000000e-04 3.99990000e+00],[0.44487972 0.20475182 0.25049267 0.14759718],[0.53523296 0.14045722 0.21090618 0.11340365],141.67400987771006,291.3480197554201,305.4338634268691
79,"[2.192492151075237, 0.03907468933512002, 0.5560288312505558, 0.2664399843871948]",[1.87412556e+00 7.98879424e-03 1.00000000e-04 2.88320947e+00],[0.21655571 0.11263046 0.12543788 0.06696691],[0.43736157 0.24294769 0.18027889 0.13941185],165.41895036750776,338.8379007350155,352.9237444064645
80,"[4.59272331435435, 0.6852935526165432, 0.4068459020214516, 0.13604757759435393]",[4.35395396e+00 1.00000000e-04 9.99671788e-01 3.99990000e+00],[0.0027578  0.00214782 0.00161929 0.00081432],[0.35678472 0.31783094 0.21691064 0.1084737 ],171.09410060739654,350.1882012147931,364.27404488624205
81,"[1.71107340101, 0.473236191359248, 0.7659304944125745, 0.019370870811291237]",[1.44706177e+00 8.73231209e-01 9.99900000e-01 1.00000000e-04],[0.42056891 0.55272964 0.45655711 0.36307043],[8.85659823e-33 1.12502752e-01 8.87497248e-01 8.85659823e-33],103.53942697722795,215.0788539544559,229.16469762590486
82,"[3.2292607940935043, 0.10577197604015356, 0.2804912670806694, 0.2180038674462115]",[1.64548208 0.11788072 0.98012976 3.9999    ],[0.58626047 0.38988809 0.62540089 0.29332874],[0.33735295 0.06488651 0.59255925 0.00520128],108.85666287555624,225.71332575111248,239.79916942256148
83,"[3.0691474810642676, 0.17726781575974587, 0.6807367677929882, 3.000136460005725]",[3.87864428e+00 1.00000000e-04 1.00000000e-04 3.99990000e+00],[0.0024127  0.00165668 0.00251391 0.00156888],[0.28328228 0.22511777 0.30850283 0.18309712],172.55301605462932,353.10603210925865,367.1918757807076
84,"[1.2637608598390742, 0.3826000141345914, 0.5384436432396861, 2.7182519523299677]",[1.58076636 0.17240085 0.95451697 3.9999    ],[0.58875721 0.43739558 0.53344709 0.37103318],[6.36922816e-01 5.51962120e-05 3.63021915e-01 7.27102877e-08],116.86282055412818,241.72564110825635,255.81148477970532
85,"[1.9675304736578993, 0.17943053449263316, 0.3947089229036493, 1.3925417954192585]",[2.26423046 0.03263309 0.06440064 3.9999    ],[0.51270268 0.06401876 0.48501203 0.04263417],[0.66360074 0.00893625 0.32606419 0.00139883],67.72630498076401,143.45260996152803,157.538453632977
86,"[3.810967340778008, 0.9512077919704391, 0.1280366998609022, 1.3185866173685439]",[1.3608865e+00 1.0000000e-04 9.9990000e-01 1.0000000e-04],[3.22421598e-03 8.66775777e-05 3.62627933e-03 1.13418852e-05],[0.46531216 0.02079395 0.50700018 0.00689371],127.46245037309329,262.9249007461866,277.0107444176356
87,"[1.8271272720710328, 0.9361839339728053, 0.47338773335586065, 0.7889999043525345]",[1.74846176e+00 6.06346814e-02 2.31472443e-02 1.00000000e-04],[0.54757607 0.22992475 0.61363596 0.27557048],[4.39573627e-01 4.34764574e-04 5.59432015e-01 5.59593187e-04],112.79475180066147,233.58950360132295,247.67534727277194
88,"[2.372878936108814, 0.7517716390748147, 0.10459336725703565, 1.9179103281487733]",[1.934626   0.16911344 0.94392715 2.21684481],[0.4844009  0.31564676 0.61946266 0.20241735],[6.61311436e-01 8.47982645e-09 3.38688546e-01 8.75341154e-09],73.62401801377182,155.24803602754363,169.33387969899263
89,"[3.3321141474126605, 0.7996223066545142, 0.0665939918024928, 3.693273310445754]",[2.01018925e+00 4.06818710e-02 1.00000000e-04 3.99990000e+00],[0.56575165 0.27171007 0.5118154  0.11126442],[0.56158635 0.04065144 0.39539334 0.00236887],106.36486018796235,220.7297203759247,234.8155640473737
