participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_weight,best_obj_weight,best_nll,AIC,BIC
100,"[1.230555960534939, 0.5925619810209446, 0.970447425595026]",[2.76383535e-01 9.99900000e-01 1.00000000e-04],[ 0.79369705 -0.38750006  1.01503205 -0.02337774],[1.000e-04 9.999e-25 9.999e-01 9.999e-33],[],[],170.56485438907904,347.1297087781581,357.69409153174485
101,"[2.8828497224972582, 0.11211478902651818, 0.11568167677751792]",[1.24036485 0.00220534 0.98431224],[0.41045336 0.39107282 0.41489496 0.37639777],[0.39603696 0.24696906 0.31109908 0.0458949 ],[],[],165.95886249680885,337.9177249936177,348.48210774720445
102,"[3.017745444429853, 0.15354603811949172, 0.49865812066181964]",[4.67210142e+00 1.00000000e-04 1.00000000e-04],[0.79372405 0.79229454 0.79427656 0.79271223],[0.52168847 0.19559174 0.23947109 0.04324869],[],[],171.65115124276477,349.30230248552954,359.8666852391163
103,"[1.001992345848103, 0.42559479900922115, 0.6223380244409104]",[1.00143125 0.15089507 0.99468538],[0.48121639 0.37850179 0.67905046 0.3359685 ],[0.10707043 0.68735497 0.00291444 0.20266015],[],[],154.94128620131454,315.8825724026291,326.44695515621584
104,"[1.1428378385993216, 0.8053962913769246, 0.13219685664029926]",[3.38295834e+00 1.00000000e-04 9.86634165e-01],[0.66032921 0.65986926 0.66025181 0.65782346],[0.66080109 0.03754487 0.05633422 0.24531982],[],[],157.2076131016279,320.4152262032558,330.9796089568426
105,"[2.631851021392253, 0.6195600614686955, 0.7265582037417834]",[2.99757070e+00 9.55304629e-03 1.00000000e-04],[0.37101288 0.10387628 0.30961679 0.10462251],[0.58676302 0.03439512 0.35490833 0.02393353],[],[],68.07766875978176,142.15533751956352,152.71972027315024
106,"[3.9875328973908206, 0.9393033201602996, 0.7860320318475233]",[1.89030803 0.08720299 0.9999    ],[0.74295381 0.29282556 0.71326314 0.28062568],[2.43981177e-01 7.43184908e-02 6.81699062e-01 1.27009715e-06],[],[],78.99105100510376,163.9821020102075,174.54648476379424
107,"[2.269921124486163, 0.008799635140662966, 0.6782538875124705]",[4.2570133  0.0106762  0.78985897],[1.1257301  1.25839294 1.15063223 1.18744197],[0.35999747 0.02748764 0.58502725 0.02748764],[],[],112.80727656633763,231.61455313267527,242.178935886262
108,"[2.5648373232768336, 0.0010707746290720813, 0.29725428876171395]",[1.76694236 0.03252791 0.89582824],[0.73970996 0.85664433 0.83839797 1.0060401 ],[0.47327305 0.00117188 0.52431816 0.00123692],[],[],101.4395651665112,208.8791303330224,219.44351308660913
109,"[1.4989063954597879, 0.5032513950839979, 0.831808047531758]",[1.01174770e+00 4.99439251e-01 4.29568780e-04],[ 0.57051208  0.38183858  0.79679888 -0.14250263],[1.60166541e-02 1.39423298e-12 9.83983346e-01 5.22710936e-27],[],[],139.7324434773757,285.4648869547514,296.0292697083382
110,"[3.9059728487253738, 0.5493981092939713, 0.3067662343616577]",[4.99990000e+00 4.72465120e-04 9.28086965e-01],[0.65879706 0.65337819 0.66261986 0.65375826],[0.29898163 0.13245853 0.4511581  0.11740174],[],[],128.0531200168905,262.106240033781,272.67062278736773
111,"[3.245715782938947, 0.39493709908087243, 0.2765489118422428]",[4.99990000e+00 1.37124469e-04 9.95130035e-01],[0.48442453 0.48256232 0.48394713 0.48170073],[0.49476948 0.06420038 0.35522425 0.08580588],[],[],97.51152527980477,201.02305055960954,211.58743331319627
112,"[2.113690272174538, 0.7850530691385227, 0.9072116215848252]",[1.46981276 0.16948802 0.26440634],[0.69499102 0.43236683 0.62111257 0.21368474],[0.67230189 0.22365578 0.09258552 0.0114568 ],[],[],128.7004316410867,263.4008632821734,273.9652460357602
113,"[0.1936002862146489, 0.7266921405544297, 0.746108098282039]",[9.62521134e-01 3.37248471e-02 1.00000000e-04],[0.61614902 0.38979175 0.72083202 0.40369708],[0.34831838 0.13209504 0.38453876 0.13504781],[],[],168.45511087522166,342.9102217504433,353.4746045040301
114,"[4.020257685153297, 0.48803005767010527, 0.37785855899901066]",[1.67369075 0.14680874 0.00934172],[0.88874497 0.37007768 0.87277331 0.30348973],[0.57820838 0.00176601 0.3892535  0.03077211],[],[],95.81315429103103,197.62630858206205,208.19069133564878
115,"[3.467063348231751, 0.9731827200543386, 0.9245546688195321]",[4.29754450e+00 1.00000000e-04 9.90546523e-01],[0.85327408 0.85419667 0.85427541 0.85425438],[0.41506072 0.05658162 0.50963395 0.01872371],[],[],125.47196976518477,256.94393953036956,267.50832228395626
116,"[2.9698247144882264, 0.04496303368809154, 0.3325723184076897]",[1.50453397 0.14477126 0.4558198 ],[0.82048579 0.36321176 0.5802093  0.1131582 ],[0.52513868 0.1215264  0.34088961 0.01244531],[],[],119.59477731883997,245.18955463767995,255.75393739126667
117,"[0.5988247720945562, 0.6689204235975382, 0.8503118209319538]",[3.05125323e+00 1.00000000e-04 9.81464314e-01],[1.00061451 1.00281148 1.00224145 1.00298621],[0.21371209 0.03546092 0.71536606 0.03546092],[],[],156.4133542586351,318.8267085172702,329.391091270857
118,"[0.3403888941097101, 0.5826150918132548, 0.49604125128671095]",[1.46492184 0.45520243 0.62310074],[0.62411679 0.40162044 0.86552073 0.23328073],[6.94682875e-01 1.55161989e-07 3.05286216e-01 3.07541089e-05],[],[],116.3045285802699,238.6090571605398,249.17343991412653
119,"[0.43178575698063726, 0.7520818273622093, 0.8827406823480876]",[4.99990000e+00 2.61141503e-04 1.00000000e-04],[-0.08230541 -0.08342338 -0.0792109  -0.08494528],[0.25406083 0.2528273  0.29652169 0.19659018],[],[],163.73832558893375,333.4766511778675,344.04103393145425
120,"[1.6901153046029642, 0.13801357214940754, 0.9151948513118208]",[1.22194422e+00 1.58962522e-01 1.11212629e-04],[0.60172206 0.26259655 0.62354908 0.48255152],[0.27497319 0.02496916 0.55583621 0.14422143],[],[],144.5108726269103,295.0217452538206,305.58612800740735
121,"[1.8580651867213251, 0.1860842595672971, 0.11979812282163704]",[2.99553346e+00 1.00000000e-04 9.71632370e-01],[1.32438103 1.32007589 1.32244741 1.32321573],[0.09055254 0.27272222 0.5461727  0.09055254],[],[],159.9417753715184,325.8835507430368,336.44793349662353
122,"[4.122208220967252, 0.7338019860807916, 0.9538209574319099]",[0.61510572 0.64136494 0.09025107],[0.81994634 0.08787273 0.34158742 0.47628379],[9.83810745e-01 1.54641357e-02 1.18005040e-05 7.13319123e-04],[],[],161.12618666104228,328.25237332208457,338.8167560756713
123,"[0.4481680872578369, 0.09849208420198655, 0.30368023797965804]",[0.72409909 0.00950261 0.99775419],[0.87715792 0.96015053 1.08904555 0.94174075],[0.48643352 0.05875145 0.36419914 0.09061589],[],[],167.5677492852338,341.1354985704676,351.69988132405433
124,"[4.085778893574728, 0.6754114824315812, 0.2583679953284982]",[4.65894149e+00 1.00000000e-04 9.98438985e-01],[1.12050833 1.12325103 1.1207906  1.12352625],[0.41412567 0.06900316 0.4826249  0.03424626],[],[],43.03124374305668,92.06248748611335,102.6268702397001
125,"[0.5215424109509597, 0.8945427397679724, 0.26753267750453585]",[1.20844312 0.1260084  0.93740017],[0.5868569  0.35520691 0.75833421 0.22074263],[0.27430163 0.44301297 0.17180218 0.11088322],[],[],151.74095719933564,309.4819143986713,320.04629715225803
126,"[2.152446436260445, 0.8882746377429217, 0.3147623811800728]",[4.99990000e+00 9.49301696e-04 1.00000000e-04],[0.29903026 0.27725242 0.30650516 0.27859734],[0.43792732 0.04632666 0.46159577 0.05415025],[],[],74.47785088825803,154.95570177651607,165.5200845301028
127,"[3.8915425163683124, 0.21923356291301524, 0.9813681259523506]",[4.57275774e+00 1.00000000e-04 9.92014599e-01],[0.42787329 0.42626201 0.42782893 0.42631679],[0.57416987 0.03687214 0.37976344 0.00919455],[],[],81.64052772347515,169.2810554469503,179.84543820053702
128,"[0.9621782630929457, 0.0986783032625029, 0.21481104382021418]",[1.34245797e+00 1.00000000e-04 9.99684589e-01],[0.46820264 0.46619566 0.46754372 0.46639256],[0.6207463  0.04587589 0.26443584 0.06894197],[],[],133.02167160816813,272.04334321633627,282.607725969923
129,"[4.8332315877920236, 0.8852075304987923, 0.6243803053142173]",[1.78648705e+00 1.51992088e-01 1.00000000e-04],[0.65098664 0.46452237 0.70633137 0.19591011],[6.12474008e-01 2.82481905e-05 3.87497613e-01 1.30754397e-07],[],[],99.01634263373509,204.03268526747019,214.5970680210569
130,"[0.20116632440522073, 0.6772749347108935, 0.7869877288437304]",[2.31190045e-01 9.33299564e-01 1.00000000e-04],[ 1.29933488 -0.35586137  0.94331458  0.59215059],[6.66831127e-02 9.33316887e-33 9.33316887e-01 1.43247764e-19],[],[],171.6282558876407,349.2565117752814,359.82089452886817
131,"[1.8026889092461988, 0.4406492537751981, 0.1882132442667417]",[2.72438097 0.09342926 0.94464834],[0.78363427 0.6845956  0.82779257 0.54981996],[6.02592403e-01 5.88604931e-08 3.97407479e-01 5.88604931e-08],[],[],31.969247510740136,69.93849502148026,80.502877775067
132,"[2.3958500915675085, 0.09657237086866591, 0.7322893216972679]",[0.71712436 0.01130324 0.99979178],[1.14737567 1.04743922 1.14606834 1.1277967 ],[0.18255872 0.19187251 0.60361553 0.02195323],[],[],169.15375390354134,344.3075078070827,354.87189056066944
133,"[0.3811040649374894, 0.38608601904543877, 0.13004126468579]",[1.5208701  0.10566811 0.85275004],[0.8467213  0.60514029 0.80382065 0.73723755],[6.64560254e-01 1.00048374e-04 3.35243738e-01 9.59591683e-05],[],[],107.41625370541097,220.83250741082193,231.39689016440866
134,"[4.232363072658231, 0.627768639593132, 0.7350237795727083]",[1.63866685e-01 3.03074758e-01 1.00000000e-04],[0.57517072 0.39082497 0.83411357 0.05979538],[0.02648714 0.37273003 0.55824903 0.0425338 ],[],[],172.39696377011785,350.7939275402357,361.35831029382246
135,"[3.9999829016225137, 0.2694592835422865, 0.8565804342446974]",[4.99990000e+00 1.85190389e-04 9.95991104e-01],[0.49631897 0.4946158  0.49831123 0.49469305],[0.42017563 0.01995985 0.52994603 0.02991849],[],[],63.41781187845584,132.83562375691167,143.4000065104984
136,"[3.039391239045898, 0.34358676777612845, 0.8339438700448611]",[4.99990000e+00 4.20296564e-04 1.00000000e-04],[1.03577708 1.03285544 1.03618104 1.03332973],[0.26707481 0.16617628 0.53438322 0.03236569],[],[],166.87954149975906,339.7590829995181,350.32346575310487
137,"[3.5032474791789094, 0.9655526085947217, 0.24259234623083079]",[1.22574825e+00 7.03538672e-02 1.00000000e-04],[0.58200582 0.31385915 0.66640286 0.35927531],[0.41190241 0.38946779 0.18996183 0.00866796],[],[],155.9287250215806,317.8574500431612,328.42183279674794
138,"[0.14642597445792735, 0.2627822693539666, 0.7729438755333452]",[2.03986536e+00 6.39212440e-02 1.00000000e-04],[0.6358082  0.32439277 0.85120154 0.23022959],[4.79850290e-01 7.84223340e-03 5.12272706e-01 3.47711909e-05],[],[],71.33541061374807,148.67082122749613,159.23520398108286
139,"[3.1102410121250896, 0.5164120503442097, 0.5881436920338922]",[2.16318544 0.0125742  0.85034348],[0.86110315 0.89824619 0.90168919 1.05237506],[0.34686804 0.00884371 0.63544453 0.00884371],[],[],89.16048918878687,184.32097837757374,194.88536113116047
140,"[4.997403597826839, 0.23991470652875535, 0.29678401374018487]",[7.21875042e-01 6.60848028e-02 1.00000000e-04],[0.66354794 0.43719601 0.74141456 0.27335965],[0.52346637 0.26244375 0.20681107 0.0072788 ],[],[],169.50928298819406,345.0185659763881,355.5829487299749
141,"[3.9553054158785637, 0.0420771438213341, 0.323944733614131]",[1.49774051 0.17550047 0.9999    ],[0.41976929 0.56655868 0.60178199 0.0799255 ],[2.79069376e-01 3.36258203e-03 7.17568039e-01 2.64208788e-09],[],[],103.37556377907782,212.75112755815564,223.31551031174237
142,"[4.357239678631782, 0.5514100309165839, 0.7370287022957923]",[1.18411296 0.11594466 0.9999    ],[0.53784354 0.35379304 0.92665912 0.01189748],[3.51421976e-01 1.69780952e-04 6.48306826e-01 1.01416929e-04],[],[],143.57747746444207,293.15495492888414,303.7193376824709
143,"[0.46620996755052424, 0.16175981054773797, 0.1642251319045118]",[0.99979827 0.33117346 0.48082149],[0.62151482 0.13009233 0.49658003 0.24893334],[0.06031614 0.69656244 0.2152492  0.02787222],[],[],151.74807835048603,309.49615670097205,320.0605394545588
144,"[4.81287183990877, 0.2273052875456323, 0.4911726334089963]",[1.44317058 0.0748173  0.89669332],[0.63168674 0.34926207 0.90672747 0.20967527],[5.05124912e-01 1.39945226e-05 4.94850814e-01 1.02802128e-05],[],[],117.07562147243262,240.15124294486523,250.71562569845196
145,"[2.188703394192735, 0.6308947283573024, 0.6615818231964008]",[1.03071148 0.04306004 0.9999    ],[0.63895521 0.47684601 0.70325875 0.40138604],[0.52816329 0.13998592 0.16326935 0.16858144],[],[],166.51707515672163,339.03415031344326,349.59853306703
146,"[2.6224982973633284, 0.55098101137422, 0.9711876221692933]",[1.78220199e+00 8.72226849e-02 1.92697821e-04],[0.549822   0.34454302 0.7743724  0.17555522],[4.16615227e-01 4.77617963e-02 5.35496344e-01 1.26633009e-04],[],[],109.8324544164782,225.6649088329564,236.22929158654313
147,"[4.962837063519306, 0.4871964712375246, 0.09472177238898342]",[1.25328645 0.08453671 0.8722633 ],[0.62360928 0.26379622 0.64950504 0.34313372],[8.54308125e-01 4.64085686e-05 5.70683396e-04 1.45074783e-01],[],[],130.8782015081031,267.7564030162062,278.32078576979296
148,"[4.385316785320743, 0.36222208855214527, 0.9422667185583046]",[4.99990000e+00 3.56777161e-04 9.50028065e-01],[0.96042074 0.95972728 0.96446281 0.96512893],[0.39289956 0.13057654 0.39012775 0.08639614],[],[],156.06471148836027,318.12942297672055,328.6938057303073
149,"[3.4123051096598975, 0.2210996593765872, 0.6085789138104679]",[2.93178001e+00 1.00000000e-04 9.80407238e-01],[0.44224861 0.44118761 0.44140322 0.44007368],[0.53281804 0.17798243 0.15569906 0.13350046],[],[],155.03210710569653,316.06421421139305,326.6285969649798
150,"[0.36333383036488115, 0.19794939712700202, 0.8077553889295082]",[1.3966531  0.02700305 0.60344862],[0.66896874 0.58698592 0.72975543 0.63929462],[0.2226713  0.33430971 0.43106396 0.01195503],[],[],157.6376454928404,321.2752909856808,331.83967373926754
151,"[4.948608138787695, 0.6047103841481197, 0.28822740200083596]",[0.0001 0.0001 0.0001],[0.60460182 0.60387618 0.60527332 0.60301367],[0.37735247 0.163656   0.39353841 0.06545313],[],[],172.59364858468206,351.1872971693641,361.75167992295087
152,"[2.6910109486677216, 0.12120771237258483, 0.5311591451279815]",[6.92449803e-01 5.41935647e-02 1.00000000e-04],[0.62465418 0.22555791 0.43364405 0.15488652],[0.60597357 0.16271064 0.14827884 0.08303694],[],[],169.3233108278024,344.6466216556048,355.21100440919156
153,"[3.819316818739611, 0.18860987157556314, 0.3141832009008458]",[3.03615707e+00 3.46056053e-02 1.00000000e-04],[0.66681779 0.65881393 0.73296925 0.59228201],[0.35772632 0.09251062 0.5458561  0.00390695],[],[],90.62561116508851,187.25122233017703,197.81560508376376
154,"[1.5462872410627628, 0.46930212395935467, 0.918168749051449]",[1.50111027 0.13485789 0.9999    ],[0.44701183 0.42940281 0.82672052 0.38071681],[2.18475184e-04 3.56499433e-01 6.43273929e-01 8.16276462e-06],[],[],116.51170671573236,239.02341343146472,249.58779618505145
155,"[1.061532761704003, 0.21914806693036293, 0.557505929073044]",[1.53226877 0.65596269 0.9999    ],[0.83776634 0.23315558 0.63777718 0.01753908],[1.16872583e-01 6.56662744e-33 8.83127417e-01 7.83010774e-21],[],[],98.57600721646627,203.15201443293253,213.71639718651926
156,"[2.6409967467042255, 0.12732850059052003, 0.14594382446615653]",[2.95538825e+00 3.61764925e-04 9.76801025e-01],[0.25881417 0.26234366 0.25896653 0.25959605],[0.0233265  0.63241152 0.02333923 0.32092275],[],[],123.04259667519435,252.0851933503887,262.64957610397545
157,"[1.5522752043582058, 0.7002547675477557, 0.9964618053053266]",[7.72049405e-01 3.84215508e-01 1.00000000e-04],[0.95666288 0.09287205 0.95907443 0.29915133],[6.71903093e-01 7.56621352e-14 3.28096907e-01 4.12459283e-15],[],[],161.44817934143452,328.89635868286905,339.4607414364558
158,"[0.3686255150483569, 0.7634474829312258, 0.5474537228783288]",[0.30994158 0.97468011 0.71618003],[ 0.74281215  0.86291771  0.26712259 -0.66087915],[1.03997698e-08 6.56897395e-04 1.68814326e-13 9.99343092e-01],[],[],170.19863873297496,346.3972774659499,356.96166021953667
159,"[2.7966614050303695, 0.8802402682609298, 0.5306152570923748]",[1.40174773 0.12675388 0.9999    ],[0.77150181 0.47502443 0.77174071 0.13248463],[0.89281161 0.00165199 0.00995188 0.09558451],[],[],119.73218831953527,245.46437663907054,256.02875939265726
160,"[2.1614104189896177, 0.16906492421680067, 0.8959278011546385]",[1.62542114e+00 1.85613087e-01 1.00000000e-04],[0.87114693 0.31711784 0.86238956 0.23995513],[4.43821656e-01 2.23335297e-04 5.55834745e-01 1.20263500e-04],[],[],109.61377353325925,225.2275470665185,235.79192982010522
161,"[3.9693216495770556, 0.9370818837814331, 0.8548322875257298]",[3.16569233e-01 7.71674070e-01 1.00000000e-04],[0.23128803 0.02809309 0.51008044 0.43827679],[1.31635415e-06 7.80504506e-01 4.06898309e-02 1.78804346e-01],[],[],170.80541997783817,347.61083995567634,358.1752227092631
162,"[4.0860858166317575, 0.624964983088343, 0.9353719576469123]",[1.4601036  0.10423524 0.15475251],[ 0.62993845  0.52588653  0.53143761 -0.01593002],[6.63433205e-02 3.13515138e-01 6.20118100e-01 2.34417061e-05],[],[],138.59699003861095,283.1939800772219,293.75836283080866
163,"[1.5110675637525655, 0.2391790061493778, 0.15622945933829574]",[2.93703382e+00 5.84953592e-03 1.00000000e-04],[0.47012527 0.42826621 0.49214378 0.40332942],[0.32420341 0.13034854 0.45051399 0.09493406],[],[],145.23088422517128,296.46176845034256,307.0261512039293
164,"[3.962269031755839, 0.48402592597643834, 0.5200725069806187]",[1.5458534  0.12464094 0.9999    ],[0.52850051 0.26596736 0.86670874 0.50476202],[5.33299187e-01 2.47481248e-04 3.43238194e-01 1.23215138e-01],[],[],117.9910792040196,241.9821584080392,252.54654116162592
165,"[4.574831292649324, 0.8223919351302184, 0.17931958957281546]",[4.99990000e+00 4.63026405e-03 8.00063700e-01],[0.47431254 0.36757601 0.36621937 0.3613972 ],[0.73707926 0.02033255 0.01348557 0.22910262],[],[],58.94651823268255,123.8930364653651,134.45741921895183
166,"[0.37494271199204304, 0.8269534020267857, 0.21337030713321187]",[1.80979984 0.23787656 0.9999    ],[0.52526152 0.1566498  0.83253597 0.39480843],[5.74457584e-01 6.67804149e-07 4.25541747e-01 5.71885115e-10],[],[],83.68346162870378,173.36692325740756,183.9313060109943
167,"[1.9095348902933067, 0.13404256530100733, 0.306886756943191]",[3.2100778  0.01358091 0.83768202],[0.70265258 0.69835651 0.76905162 0.72474362],[0.43233108 0.22844019 0.32938837 0.00984037],[],[],105.94332339672857,217.88664679345715,228.45102954704387
168,"[1.233060984364787, 0.32531456929724245, 0.8889546712772128]",[1.96822919e+00 1.23327461e-04 9.90181358e-01],[0.26919965 0.26670981 0.26820891 0.26689096],[0.50452618 0.15347817 0.21542443 0.12657122],[],[],146.9449772891482,299.8899545782964,310.45433733188315
169,"[0.8384421006920363, 0.8820612066839162, 0.15917848671854956]",[1.66313064 0.16377485 0.02687478],[0.67722529 0.46266979 0.8267512  0.91528825],[5.20872125e-01 9.10774947e-13 4.79127875e-01 9.10774947e-13],[],[],97.40903031040972,200.81806062081944,211.38244337440617
170,"[1.5056433956716249, 0.6240065900466024, 0.7913848735350788]",[3.46303729e+00 1.00000000e-04 9.86579909e-01],[0.21360056 0.21444723 0.21413188 0.21402231],[0.01045314 0.49507662 0.11532703 0.37914321],[],[],84.43840250177573,174.87680500355145,185.44118775713818
171,"[2.6788102651485173, 0.6401251607905291, 0.7791808041668024]",[1.15777346 0.15282507 0.29839191],[0.48346113 0.38226322 0.883049   0.23626875],[4.72477150e-01 1.84294347e-01 3.43227918e-01 5.85984835e-07],[],[],145.45944867881502,296.91889735763004,307.4832801112168
172,"[1.3154422917262356, 0.6827587757215761, 0.19492137766645448]",[2.91821129 0.00406582 0.67968925],[0.40378593 0.37108222 0.45042339 0.35261197],[0.28951581 0.19605663 0.44536528 0.06906228],[],[],136.1198658316591,278.2397316633182,288.80411441690495
173,"[4.749433810782211, 0.22295519396447044, 0.36817242545092443]",[2.01824869e+00 1.00000000e-04 9.78393510e-01],[0.55472179 0.55289112 0.55418318 0.55292774],[0.66699204 0.03691875 0.22225509 0.07383411],[],[],160.23655068285942,326.47310136571883,337.0374841193056
174,"[2.879123252521917, 0.8687471776491064, 0.06863846406338756]",[4.99990000e+00 1.43065479e-04 1.00000000e-04],[1.05432487 1.05404972 1.05503891 1.05223841],[0.4157439  0.12482846 0.33383069 0.12559695],[],[],169.547513635908,345.095027271816,355.65941002540274
175,"[0.010315034956286854, 0.6200677221563456, 0.7608153000162544]",[0.40751761 0.88961558 0.77158436],[ 1.00736302  0.84629092  0.7239299  -0.03742288],[1.58111626e-06 9.01041125e-01 9.89572938e-02 3.67589149e-15],[],[],169.2816514632763,344.5633029265526,355.12768568013934
176,"[2.1167326125152632, 0.33637918663863753, 0.07725627075976804]",[4.99990000e+00 2.66357904e-04 1.00000000e-04],[0.76567929 0.76431745 0.76588242 0.76238493],[0.3597133  0.18001947 0.40044862 0.05981861],[],[],164.3569730245554,334.7139460491108,345.27832880269756
177,"[0.22369533818649953, 0.968307041105492, 0.5652463423562882]",[4.99990000e+00 3.44716010e-04 9.36370215e-01],[0.0403164  0.03145393 0.0411953  0.03001665],[0.36362982 0.14727811 0.3715961  0.11749597],[],[],114.39587142324783,234.79174284649565,245.35612560008238
178,"[1.6328732653307783, 0.3248921665869681, 0.13715519698896217]",[8.12577443e-01 4.41994511e-02 1.00000000e-04],[0.66296109 0.39253289 0.65585997 0.23315897],[0.4149081  0.24306259 0.18789215 0.15413716],[],[],168.0898973290811,342.1797946581622,352.744177411749
179,"[3.0468184234670415, 0.3423990753581644, 0.6670065627430217]",[1.27129220e+00 2.37499522e-01 1.00000000e-04],[0.49326348 0.57039518 0.74291244 0.2107435 ],[0.29939944 0.008132   0.69116412 0.00130444],[],[],133.3474920901691,272.6949841803382,283.259366933925
180,"[3.765119698698065, 0.22131420616576575, 0.17989737580879686]",[1.36426697e+00 6.30273369e-01 1.00000000e-04],[0.94683053 0.36848423 1.16162425 0.50125949],[0.35124197 0.00161031 0.63101224 0.01613548],[],[],125.39392150962834,256.7878430192567,267.35222577284344
181,"[1.4163943032959831, 0.07000042490411769, 0.9201499944080684]",[1.70109424 0.32799883 0.94422362],[0.74866471 0.33492016 0.92291141 0.08417457],[5.90938758e-07 4.94777883e-01 5.05220416e-01 1.11012815e-06],[],[],97.75665520688207,201.51331041376415,212.07769316735087
182,"[3.2727475415373553, 0.36712978467348695, 0.6246039041628042]",[1.21750699 0.05398658 0.3136155 ],[0.51174049 0.24241511 0.68711695 0.23995143],[0.35676545 0.1401964  0.42697101 0.07606714],[],[],153.19248823704774,312.3849764740955,322.94935922768224
183,"[3.0482115406914243, 0.9120538656903946, 0.5309024000688831]",[1.67815951 0.0468724  0.9999    ],[0.78442056 0.34382244 0.63716611 0.08441644],[0.60113316 0.04869409 0.33726549 0.01290726],[],[],129.69082316042548,265.38164632085096,275.9460290744377
184,"[1.8391629995474452, 0.420864541328215, 0.06228743990943268]",[6.94138706e-01 1.17194138e-01 2.26794142e-04],[0.68208893 0.33843625 0.88532054 0.22714921],[0.41744409 0.27971444 0.29335089 0.00949058],[],[],167.82475738485218,341.64951476970435,352.2138975232911
185,"[4.520458200979251, 0.1110980037496125, 0.6150235797611372]",[1.92265176 0.17775504 0.82597757],[0.72906508 0.16064622 0.76830263 0.1583247 ],[3.72203385e-01 2.17512432e-10 6.27796615e-01 1.45790630e-10],[],[],71.00058790993928,148.00117581987857,158.5655585734653
186,"[2.314702072797775, 0.9217094836579193, 0.24016558155751946]",[1.14582298e+00 3.43245408e-02 1.00000000e-04],[0.58223391 0.30862179 0.64754666 0.32319517],[0.35898494 0.17093608 0.31383564 0.15624333],[],[],164.69413541660134,335.3882708332027,345.95265358678944
187,"[2.6873001208214014, 0.5892226871657333, 0.9330909855383437]",[2.34714408 0.00638619 0.94484903],[0.7291018  0.70625725 0.76817802 0.74836822],[0.58242187 0.054899   0.3183288  0.04435033],[],[],111.14439851922245,228.2887970384449,238.85317979203163
188,"[1.8462319118542478, 0.10933927427242048, 0.5996276157736924]",[1.4921811  0.08197397 0.01437209],[0.50933765 0.23335413 0.74878448 0.24082515],[6.31797618e-01 3.82978853e-07 2.70738151e-01 9.74638475e-02],[],[],117.64378646191057,241.28757292382113,251.85195567740786
189,"[0.28087492877705345, 0.8382873694304931, 0.8359863314714312]",[0.17881447 0.91111962 0.89930462],[0.08333374 0.38885572 0.63195933 0.01764961],[1.90583472e-15 9.92735917e-01 6.19510481e-05 7.20213236e-03],[],[],171.8291695106642,349.6583390213284,360.22272177491516
190,"[2.398118059377379, 0.02747430045175663, 0.8198090993022366]",[1.84522657 0.1790402  0.9999    ],[ 0.61531925  0.3496108   0.66473909 -0.03488905],[3.87233846e-01 7.56314314e-02 5.37134723e-01 8.10429425e-12],[],[],88.24944112914397,182.49888225828795,193.06326501187468
191,"[3.3002963990276104, 0.3399326766298948, 0.5255011295465076]",[1.35503260e+00 1.00000000e-04 9.90092346e-01],[0.21115238 0.21090948 0.21221566 0.21029625],[0.19855596 0.30612217 0.36007614 0.13524573],[],[],168.31342955721044,342.6268591144209,353.19124186800764
192,"[3.696682680056246, 0.6794162623500839, 0.8302400071453631]",[1.23654748e+00 5.36317982e-01 1.00000000e-04],[0.31832045 0.40772483 1.07283513 0.26175541],[1.16552354e-03 8.03319151e-01 1.95344208e-01 1.71117897e-04],[],[],124.92777808709238,255.85555617418476,266.4199389277715
193,"[2.5698675122870758, 0.7017858090679596, 0.7257552959484416]",[0.32394454 0.49712605 0.27329941],[0.94453094 0.390545   0.76324877 0.03519497],[8.69134847e-01 7.47047623e-02 5.61579453e-02 2.44562081e-06],[],[],170.85312486473654,347.7062497294731,358.27063248305984
194,"[2.1324600405332217, 0.07884493312318745, 0.43955642915458176]",[4.99990000e+00 3.79027923e-04 1.00000000e-04],[0.27195603 0.26324298 0.27335534 0.26268626],[0.39968175 0.10467119 0.38236728 0.11327978],[],[],131.4861885781988,268.9723771563976,279.53675990998437
195,"[2.342069305157823, 0.378341481311078, 0.11531572062232658]",[1.15944378 0.31107491 0.9999    ],[0.56334868 0.3086115  0.75317459 0.28269957],[8.09792510e-01 1.22896454e-02 1.77917845e-01 5.76914121e-13],[],[],138.6187124844826,283.2374249689652,293.8018077225519
196,"[3.4100674394018453, 0.9475661405107435, 0.30470710182702265]",[0.5991182  0.80007002 0.9999    ],[ 0.49821403  0.0498309   0.79490481 -0.0310069 ],[9.99999899e-01 8.67451905e-29 1.01226643e-07 8.00070344e-33],[],[],159.26326466285138,324.52652932570277,335.0909120792895
197,"[3.77727308401807, 0.6319928018590432, 0.5838814069373022]",[1.06810583 0.05252604 0.00120806],[ 0.51839606  0.03760572  0.68387973 -0.1453013 ],[0.51405556 0.03582811 0.44722416 0.00289217],[],[],146.59341200129003,299.18682400258007,309.7512067561668
198,"[1.4412110493505923, 0.897115205160399, 0.388742391173799]",[1.28207332e+00 1.15124339e-01 1.00000000e-04],[0.81401647 0.40507291 0.72491675 0.33078823],[0.44468109 0.12254074 0.29389745 0.13888073],[],[],149.34945950884358,304.69891901768716,315.2633017712739
