participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,125.3442394778364,"[4.989991488930272, 0.4042720392768458]",[0.14140582 0.00060748],"[np.float64(13.258233021139768), np.float64(1.8302062274351878), np.float64(17.078476189713935), np.float64(0.913434866496763)]",254.6884789556728,261.7314007913973
2,142.0465547902874,"[3.918807211532488, 0.608825304045546]",[0.84350644 0.63041395],"[np.float64(1.3699259537786408), np.float64(1.214704334536372e-06), np.float64(6.51106752530421e-05), np.float64(0.0785793391879324)]",288.0931095805748,295.13603141629926
3,162.45745918507362,"[4.691876094351722, 0.9493874847105691]",[0.16233456 0.05295007],"[np.float64(3.391991961813804), np.float64(0.5877704181174986), np.float64(4.987287481428865), np.float64(0.6041299595672931)]",328.91491837014723,335.9578402058717
4,147.06918670838655,"[1.4369881290118254, 0.6283319726304245]",[0.20449052 0.03592344],"[np.float64(4.609269177112582), np.float64(1.7593094342125757), np.float64(5.5952407877906865), np.float64(1.459628041781174)]",298.1383734167731,305.1812952524976
5,101.13142041359467,"[2.5959224979147413, 0.19052275588272508]",[0.2762054  0.02915321],"[np.float64(7.710484887036521), np.float64(0.20542689869615552), np.float64(10.57376555350915), np.float64(0.10203348430076448)]",206.26284082718934,213.30576266291382
6,140.89447468903447,"[1.7399562542610227, 0.9503948813540547]",[0.06791181 0.0059422 ],"[np.float64(34.209548634919315), np.float64(4.951521573300602), np.float64(32.25711663182687), np.float64(9.381169595186838)]",285.78894937806893,292.8318712137934
7,158.69419082529535,"[4.980474088938866, 0.3923085049139793]",[0.57035449 0.24060816],"[np.float64(0.8896224638496419), np.float64(7.996269094565745e-08), np.float64(5.080541429568752e-05), np.float64(1.015103289533629)]",321.3883816505907,328.4313034863152
8,171.58870831865238,"[2.8018923579387836, 0.059149712291606725]",[0.08139467 0.04655518],"[np.float64(4.787621473867215), np.float64(3.7002805066807904), np.float64(1.8103594693897942), np.float64(1.6619534576320647)]",347.17741663730476,354.22033847302924
9,81.81325538930142,"[4.445853107108432, 0.8660037132381875]",[0.3775479  0.03691102],"[np.float64(5.14785982118434), np.float64(0.0036838073768624756), np.float64(9.152067345184888), np.float64(0.0036838073768624756)]",167.62651077860284,174.66943261432732
10,149.50049776776535,"[0.3507781535146262, 0.059377859218480405]",[0.38454007 0.03286724],"[np.float64(6.59257372447125), np.float64(3.8540794103910723), np.float64(2.0099195101924234), np.float64(3.138012467613192)]",303.0009955355307,310.0439173712552
11,112.65130499996236,"[3.0675392393791796, 0.16792551813837794]",[1.93567739e-01 1.00000000e-04],"[np.float64(16.86887109287885), np.float64(2.971078369689108), np.float64(9.916233752830399), np.float64(0.9852082535840793)]",229.30260999992473,236.3455318356492
12,122.89992494765691,"[4.1142012561794905, 0.5168046461171439]",[0.6251402  0.12788379],"[np.float64(2.4381277936265406), np.float64(0.0859929063605698), np.float64(1.9128017410447076), np.float64(0.0007509690156571687)]",249.79984989531383,256.84277173103834
13,42.946762933824985,"[0.8126119080159985, 0.08822771319720739]",[0.61330569 0.02923969],"[np.float64(11.07586760006883), np.float64(0.01201403573485227), np.float64(7.534324710979622), np.float64(0.08765281947209551)]",89.89352586764997,96.93644770337445
14,169.6890585582384,"[1.0345371718216527, 0.11149882004023588]",[0.13831331 0.07428991],"[np.float64(1.0449654892744282), np.float64(1.3146490913953637), np.float64(1.5996968509609015), np.float64(1.7669160057338138)]",343.3781171164768,350.4210389522013
15,109.94145113303571,"[3.7245321297637677, 0.14448057696054567]",[0.23297362 0.03358239],"[np.float64(5.951633388187308), np.float64(2.7861329366440737), np.float64(8.682485652024253), np.float64(0.014385256603666503)]",223.88290226607143,230.9258241017959
16,172.0397735705449,"[4.935222011832355, 0.20838457292415405]",[0.01112491 0.00108405],"[np.float64(25.08651230625333), np.float64(31.112096283680984), np.float64(40.67140232588398), np.float64(18.588562954678725)]",348.0795471410898,355.1224689768143
17,160.7696387172063,"[0.27330452797060484, 0.5297636179037531]",[0.45862699 0.14162516],"[np.float64(1.2374656593852074), np.float64(0.03322762960356177), np.float64(0.7457253619645929), np.float64(1.5674360047595899)]",325.5392774344126,332.5821992701371
18,168.9817163538205,"[0.8017942509445508, 0.9876233911199573]",[0.60530323 0.9949016 ],"[np.float64(0.0050983878190391544), np.float64(3.6790158847279023e-51), np.float64(6.756650740417254e-10), np.float64(1.7562939505674842e-14)]",341.963432707641,349.0063545433655
19,66.86680219453014,"[2.669580918465733, 0.15074584935021462]",[0.41451518 0.02217654],"[np.float64(8.845295319770688), np.float64(0.03538399775596928), np.float64(11.89202622856662), np.float64(0.03538399775596928)]",137.73360438906028,144.77652622478476
