participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,136.60630550419532,"[2.3456585451936234, 0.6958659331553984, 0.08616739526047971]",[0.43153752 0.9999     0.11348044],[0. 0. 0. 0.],279.21261100839064,289.10756310803475
2,117.11713602669694,"[3.9106717833393136, 0.9100274190374953, 0.46649295617516917]",[0.06158857 0.0001     0.0001    ],[0. 0. 0. 0.],240.23427205339388,250.129224153038
3,77.77303954082032,"[4.2289367925049515, 0.26049375822968857, 0.12469179882331478]",[1.58490709e+00 1.00000000e-04 2.26599023e-01],[0. 0. 0. 0.],161.54607908164064,171.44103118128476
4,107.78978207784509,"[0.48235028018771275, 0.9806251612129101, 0.42067556921561267]",[0.07880049 0.0001     0.0001    ],[0. 0. 0. 0.],221.57956415569018,231.4745162553343
5,104.51896033854732,"[1.4007134547406999, 0.07801806951022656, 0.8391049336184818]",[4.99990000e+00 5.53983304e-04 9.99900000e-01],[0. 0. 0. 0.],215.03792067709463,224.93287277673875
6,134.07916786576638,"[1.0343188747025507, 0.421887393380784, 0.22427245829443487]",[0.72434857 0.15147133 0.9999    ],[0. 0. 0. 0.],274.15833573153276,284.0532878311769
7,70.91842614388379,"[3.4148534266871593, 0.3938239923811722, 0.6538098562580953]",[1.59196804 0.25685648 0.55261276],[0. 0. 0. 0.],147.83685228776758,157.7318043874117
9,130.95766716435452,"[3.9585013802626703, 0.3306526488592292, 0.047985526508249075]",[5.66107409e-01 7.95755174e-01 1.00000000e-04],[0. 0. 0. 0.],267.91533432870904,277.81028642835315
10,109.64738358478091,"[3.137654931581064, 0.0827367669848689, 0.5679494620288812]",[2.96981970e+00 1.00000000e-04 4.29737241e-01],[0. 0. 0. 0.],225.29476716956182,235.18971926920594
11,97.14306426653893,"[4.125746986676648, 0.9631472931994196, 0.7490853099894854]",[1.59870497 0.10860337 0.9999    ],[0. 0. 0. 0.],200.28612853307786,210.18108063272197
12,108.82871019382083,"[1.4180324957015804, 0.43769306733742513, 0.5946658361732533]",[3.88082955e+00 8.26388458e-04 5.39945152e-01],[0. 0. 0. 0.],223.65742038764165,233.55237248728577
13,126.88312345678237,"[3.323099595915011, 0.6550995980707385, 0.08573059686254036]",[0.9140692  0.9999     0.57425796],[0. 0. 0. 0.],259.7662469135647,269.66119901320883
14,137.66983296546786,"[2.9626195427701805, 0.3709470804073388, 0.15518768168683425]",[0.16997377 0.55401031 0.9771441 ],[0. 0. 0. 0.],281.3396659309357,291.23461803057984
15,131.44891646278916,"[0.46658123791016515, 0.08720736493877553, 0.6229122192186953]",[4.49584299e-01 3.10735000e-01 1.00000000e-04],[0. 0. 0. 0.],268.8978329255783,278.79278502522243
16,90.45281812147309,"[0.35332595034267233, 0.5231458360473568, 0.21317758721841223]",[1.15692402 0.27634157 0.02180597],[0. 0. 0. 0.],186.90563624294617,196.8005883425903
