participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,134.38783253757663,"[3.962822053809593, 0.8920190038725659, 0.11914531391154502, 1.1359518296927367, 0.6975699625328408]","[4.79292575e-01 9.99900000e-01 1.00000000e-04 5.36015389e-01
 1.00000000e-04]","[np.float64(0.0002000012700487056), np.float64(0.00010001019024481879), np.float64(-0.5359744245384006), np.float64(9.997297449408758e-05)]",278.77566507515326,295.2672519078934
2,117.07087856718918,"[2.583821090479365, 0.39928854065368274, 0.32730476894018296, 3.384115474884576, 0.7913935026170522]",[0.06630008 0.0001     0.08656576 0.0001     0.0001    ],"[np.float64(41.77598861772557), np.float64(24.308186729923065), np.float64(23.683042197914027), np.float64(11.03925556223693)]",244.14175713437837,260.63334396711855
3,74.7783892205233,"[1.7406544862988715, 0.9695407911244656, 0.7735490619572782, 1.4657553122943936, 0.19433022207011735]","[4.99990000e+00 9.92820479e-01 9.99900000e-01 1.00000000e-04
 2.28268958e-03]","[np.float64(0.0009144977757976146), np.float64(0.04808652347046367), np.float64(0.002743230567635583), np.float64(0.0009144977757976146)]",159.5567784410466,176.04836527378677
4,107.79041967470383,"[4.537077787973292, 0.1259162134006224, 0.2274638514643077, 4.974635437256277, 0.6755389676026692]",[0.07879496 0.0001     0.0001     0.0001     0.0001    ],"[np.float64(46.72562812471657), np.float64(26.8104007318041), np.float64(29.827949951060194), np.float64(7.934943184976561)]",225.58083934940765,242.07242618214784
5,104.1509883786365,"[1.5384208828114325, 0.5154227754725221, 0.23693318817621017, 2.2858077986348033, 0.9198632225075357]","[1.47615922e+00 3.08627995e-01 9.99900000e-01 1.00000000e-04
 6.32404087e-01]","[np.float64(0.8141976967927653), np.float64(0.4737160490046337), np.float64(0.6174483938070014), np.float64(0.46217604484925834)]",218.301976757273,234.79356359001318
6,133.61613093582352,"[0.842518567787176, 0.4221592919531166, 0.03675047013918591, 4.870396953257042, 0.9791906657226999]",[0.62264844 0.15603201 0.42819165 2.05878915 0.9999    ],"[np.float64(0.6472313628469878), np.float64(-0.09716355385959508), np.float64(0.6935308584081358), np.float64(0.354073372658139)]",277.23226187164704,293.72384870438725
7,78.59036029204185,"[0.9005104071342829, 0.2933515589170961, 0.747564262783576, 4.179504109813083, 0.7900406476165637]","[1.11132003e+00 5.43168511e-02 9.99900000e-01 1.00000000e-04
 7.71705399e-01]","[np.float64(0.5322337598069898), np.float64(1.7363825199660128), np.float64(1.2601974968076548), np.float64(0.5322337598069898)]",167.1807205840837,183.67230741682388
9,126.28235614242755,"[3.743105299704062, 0.1474989769949516, 0.8729850925304183, 4.324781076782577, 0.5385126242341184]","[6.11169404e-01 6.27226154e-01 1.00000000e-04 1.00000000e-04
 1.00000000e-04]","[np.float64(1.1609733338501107), np.float64(0.0006417843598645063), np.float64(0.37277601684881717), np.float64(0.0010232642271630044)]",262.5647122848551,279.05629911759524
10,104.44723982749365,"[0.21310575417040137, 0.5164572112468705, 0.5601769501506916, 1.7656264237190087, 0.44058448594486316]","[3.17315420e+00 3.02136259e-03 1.00000000e-04 4.99990000e+00
 9.99900000e-01]","[np.float64(0.9541263978607106), np.float64(0.9271527224719385), np.float64(1.0022634426938), np.float64(0.9272341575160804)]",218.8944796549873,235.38606648772748
11,92.84648878942143,"[2.703613945482228, 0.11431684853583841, 0.1887593184293581, 2.368181177335202, 0.7153767414451507]",[1.94404623 0.06854963 0.9999     0.98607158 0.9999    ],"[np.float64(0.5933649465473875), np.float64(0.28620208921928775), np.float64(0.6600239094630055), np.float64(0.48181209084083704)]",195.69297757884286,212.18456441158304
