participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,134.3877002526538,"[4.19550375051295, 0.2066914283189142, 0.8054531363402617, 2.4820110210482826]",[4.79263820e-01 9.99900000e-01 1.00000000e-04 5.36169031e-01],"[np.float64(0.00010000563630616897), np.float64(1.0001019178071732e-16), np.float64(-0.5361280802149615), np.float64(9.997297449334494e-73)]",276.7754005053076,289.9686699714997
2,117.07087852454288,"[4.980856851451067, 0.6101950011452687, 0.7813005530097847, 3.5894921120091885]",[0.06629369 0.0001     0.08656579 0.0001    ],"[np.float64(41.780074871880224), np.float64(24.310526247049726), np.float64(23.685319309644417), np.float64(11.040268124647355)]",242.14175704908575,255.3350265152779
3,75.21615151807529,"[2.876118399424272, 0.5644088936749195, 0.30729679983288066, 4.6593124422112036]",[4.99990000e+00 9.93067042e-01 9.99900000e-01 1.00000000e-04],"[np.float64(4.699445321344318e-258), np.float64(0.04808731195540395), np.float64(0.0020117307801828872), np.float64(4.699445321344318e-258)]",158.43230303615059,171.62557250234272
4,107.79041963888233,"[0.9205862315688373, 0.3345610792908567, 0.43987724313643217, 4.183781587258703]",[0.07878742 0.0001     0.0001     0.0001    ],"[np.float64(46.73020160522517), np.float64(26.81298229144502), np.float64(29.830833325669573), np.float64(7.935636821186676)]",223.58083927776465,236.7741087439568
5,104.21929874540712,"[4.71566745647024, 0.18270652632977066, 0.1630664388576184, 4.235987714621037]",[1.16624459e-01 1.00000000e-04 9.54711239e-01 1.00000000e-04],"[np.float64(35.96564853089239), np.float64(13.543948712580496), np.float64(15.928673061908018), np.float64(10.615280711234426)]",216.43859749081423,229.63186695700637
6,133.73137127195494,"[4.439676679472842, 0.351392106993144, 0.9860906252590487, 4.593048203343491]",[6.11929277e-02 5.38895299e-02 1.00000000e-04 4.45739971e+00],"[np.float64(2.2846512912455714), np.float64(-7.508583872069198), np.float64(2.087560447701148), np.float64(0.817203688511113)]",275.4627425439099,288.656012010102
7,79.22999130714598,"[0.4878918764285515, 0.20764215135181108, 0.36457852465915724, 2.2791264632686206]",[3.51805273e-01 5.27006746e-02 9.99900000e-01 1.00000000e-04],"[np.float64(0.001097650559556294), np.float64(6.228896553368111), np.float64(3.241413245615079), np.float64(0.001097650559556294)]",166.45998261429196,179.6532520804841
8,15.249237972495813,"[0.17741716796301066, 0.9013504508521273, 0.08343695493756458, 3.886111205979791]",[4.80570129e+00 7.92985842e-02 1.00000000e-04 3.64636386e+00],"[np.float64(7.234602851228804), np.float64(5.3719474128037976e-05), np.float64(-0.14821351561143503), np.float64(5.3719474128037976e-05)]",38.498475944991625,51.691745411183774
9,126.28159118948098,"[0.46793194681410394, 0.23715139978515515, 0.3461500520195412, 1.8329801310756124]",[6.11160061e-01 6.27249949e-01 1.00000000e-04 1.00000000e-04],"[np.float64(1.1609691535450786), np.float64(0.0005417711320995589), np.float64(0.3726895016517374), np.float64(0.0009945400842831917)]",260.563182378962,273.7564518451541
10,115.52580152528145,"[4.52222986568934, 0.23143973771482507, 0.5482709402499644, 4.280184175169077]",[1.51661976e-01 6.82500065e-02 1.00000000e-04 4.99990000e+00],"[np.float64(6.11867013178125), np.float64(0.9659944693985913), np.float64(3.8296239670705514), np.float64(-0.10177870421823325)]",239.0516030505629,252.24487251675504
11,115.37069409565584,"[0.6836651319852663, 0.9408811136916851, 0.31973448422710726, 2.684964811039268]",[0.14285512 0.03168836 0.9999     4.9999    ],"[np.float64(10.552469933746307), np.float64(0.2583175919185582), np.float64(3.9180909704557325), np.float64(1.7838842652064018)]",238.74138819131167,251.9346576575038
12,116.03463237707976,"[4.37069757100653, 0.8849308720977703, 0.3876778324234636, 1.3201626483979707]",[0.04509924 0.0001     0.0001     0.0001    ],"[np.float64(53.682718706633004), np.float64(18.86933412305529), np.float64(5.954276631029446), np.float64(24.866889729508205)]",240.06926475415952,253.26253422035165
13,126.16027709803838,"[2.178979860411879, 0.3090126280216253, 0.44925708027484645, 3.3621875273573933]",[6.16118458e-01 9.99900000e-01 1.00000000e-04 4.99990000e+00],"[np.float64(9.998414828621323e-05), np.float64(9.996871635378016e-09), np.float64(1.0000029464658376e-24), np.float64(0.9996977847552762)]",260.3205541960767,273.5138236622689
