participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,135.44521938925328,"[2.8803064253530883, 0.4718650951108278, 0.812294124848324, 0.31275556781350705]",[5.53568063e-01 8.21638144e-01 1.00000000e-04 2.37845576e-01],"[np.float64(-0.011959769599159934), np.float64(-6.180476932621221e-05), np.float64(-0.237817538395169), np.float64(3.195544096040632e-14)]",278.89043877850656,292.0837082446987
2,118.6980709398034,"[1.2535254784567251, 0.5313053528955899, 0.7707443660808504, 0.8274926938861373]",[1.96920372e-01 1.22845772e-02 1.00000000e-04 1.00000000e-04],"[np.float64(9.835699127269322), np.float64(4.31011261195051), np.float64(5.618314987906564), np.float64(0.5193467243855607)]",245.3961418796068,258.58941134579896
3,89.90681972796736,"[4.731357292576939, 0.1791502738096755, 0.6151812428783523, 3.488951300000879]",[1.36664387e+00 1.09200468e-01 9.99900000e-01 1.00000000e-04],"[np.float64(4.2320574303100644e-07), np.float64(0.27009904057661777), np.float64(0.40123536351509337), np.float64(4.2320574303100644e-07)]",187.81363945593472,201.00690892212685
4,128.79905883095648,"[4.394847693021873, 0.9916415940436392, 0.6547977895737969, 2.713776480177483]",[1.36309399e-01 1.00000000e-04 9.99900000e-01 1.00000000e-04],"[np.float64(8.326845653656111), np.float64(1.1384462949013878), np.float64(6.1105894364668245), np.float64(1.5885659742367275)]",265.59811766191297,278.7913871281051
5,104.14394820158775,"[3.0127452591969863, 0.935683408062662, 0.4851907278537043, 0.06515258648336301]",[9.15317283e-01 1.32878945e-01 7.04826268e-01 1.00000000e-04],"[np.float64(1.2363241264899878), np.float64(0.34390489707897715), np.float64(0.0017843267706095297), np.float64(0.23103087535467906)]",216.2878964031755,229.48116586936763
6,133.62836836175637,"[3.027221438539497, 0.07595181325114389, 0.6746920515761592, 0.09939352174691811]",[0.11826093 0.95950415 0.23033604 4.9999    ],"[np.float64(0.03989487010892802), np.float64(-5.515823982012782), np.float64(9.947687153765041e-08), np.float64(-7.519514817533203e-17)]",275.25673672351274,288.4500061897049
7,85.88867422320286,"[0.22920758507352065, 0.6531515211406743, 0.47058311405361275, 1.130245086325271]",[4.21478502e-01 5.07728391e-02 1.00000000e-04 1.00000000e-04],"[np.float64(0.002027834329856839), np.float64(4.76603526271984), np.float64(3.126338984889963), np.float64(0.002027834329856839)]",179.7773484464057,192.97061791259785
8,77.91799317412708,"[4.669330643706265, 0.2902727588769727, 0.13145525536602773, 0.9885242123360618]",[1.02870414e+00 7.03882494e-02 9.99900000e-01 1.00000000e-04],"[np.float64(1.3492452631817886), np.float64(0.0001446654818926095), np.float64(0.8330813497002133), np.float64(0.0001446654818926095)]",163.83598634825415,177.0292558144463
9,129.4669678666335,"[2.0635276797353903, 0.03591211200251809, 0.21747882082646186, 1.679771035101881]",[6.44932833e-01 9.65127241e-01 1.00000000e-04 1.00000000e-04],"[np.float64(1.0012419704310942), np.float64(2.2630398179459426e-12), np.float64(-3.4875116034047936e-06), np.float64(-4.241416714259134e-09)]",266.933935733267,280.1272051994591
10,96.27812066281597,"[3.2520986587019913, 0.39011536882993336, 0.275202760964451, 3.1027404255396096]",[0.41307362 0.03212526 0.9999     1.04522406],"[np.float64(-0.8835031090542306), np.float64(-0.25526128299832845), np.float64(2.2367623737683027), np.float64(-0.3987416757490925)]",200.55624132563193,213.74951079182406
