participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,136.26436124726408,"[4.996197078633347, 0.5675026810098647, 0.6024456366648633, 1.012114353826501]",[4.96495955e-01 9.99900000e-01 1.00000000e-04 4.99990000e+00],"[np.float64(2.0009527432243884e-05), np.float64(2.0002438444947962e-17), np.float64(0.19998872124744424), np.float64(9.998033517509641e-73)]",280.52872249452815,293.7219919607203
2,113.02449980437743,"[0.4094073495207485, 0.3125351353655658, 0.8793895852462377, 2.1565324552639042]",[5.12180572e-02 1.00000000e-04 1.54477378e-01 5.33313183e-01],"[np.float64(64.99462933886238), np.float64(52.07636322126791), np.float64(33.31074869197037), np.float64(23.322105521269496)]",234.04899960875485,247.242269074947
3,40.92299771022962,"[2.798127456765139, 0.887696688808292, 0.6215071368355124, 0.4923135368346049]",[1.01713724e+00 7.79535307e-01 7.82105311e-01 1.00000000e-04],"[np.float64(3.520662571687117e-79), np.float64(1182.9402627304514), np.float64(0.09038972764547572), np.float64(3.520662571687117e-79)]",89.84599542045925,103.0392648866514
4,102.76803022381266,"[3.0430869754908283, 0.03721882449390338, 0.2715471829812471, 2.62880780612068]",[1.59732598e-02 1.00000000e-04 4.28251708e-01 1.08771492e-01],"[np.float64(255.31322198648533), np.float64(163.8209983692409), np.float64(118.58609092455892), np.float64(34.727422869371516)]",213.53606044762532,226.72932991381745
5,102.61009813103954,"[1.9844016396346773, 0.9764342519727219, 0.3378905983514652, 4.786036704096408]",[0.80941869 0.20094136 0.9999     1.65667688],"[np.float64(1.5329321374947986), np.float64(0.41550484427608714), np.float64(0.5612636739393925), np.float64(0.5496968990840039)]",213.22019626207907,226.4134657282712
6,135.9522262438268,"[1.035413434618075, 0.9791321455814691, 0.3673250389181882, 4.072809502522846]",[0.05303474 0.01955782 0.9999     4.99576454],"[np.float64(9.743229150698449), np.float64(3.834629241138605), np.float64(5.602627769624414), np.float64(1.3531490206397416)]",279.9044524876536,293.09772195384573
7,78.9166628970967,"[2.60192164429152, 0.6847581056863341, 0.5881823821446778, 0.9261851078287037]",[0.35297421 0.05549471 0.9999     0.96526503],"[np.float64(0.0007723368856682421), np.float64(6.217944099548101), np.float64(3.2642332944226706), np.float64(0.0007723368856682421)]",165.8333257941934,179.02659526038553
9,121.35467558664172,"[0.8118582416155818, 0.43479525755304776, 0.3345535679094109, 0.5310249201686077]",[5.24874111e-01 6.02141770e-01 1.00000000e-04 4.79100737e-01],"[np.float64(1.2124701098298307), np.float64(0.0009941040533690939), np.float64(0.830292356570369), np.float64(0.13493207997850498)]",250.70935117328344,263.9026206394756
10,111.12947461806048,"[0.14131050670266215, 0.9347746519263372, 0.5976112062273036, 0.9797830696266012]",[0.35140986 0.08068996 0.9999     4.9999    ],"[np.float64(2.0122719192689082), np.float64(0.697926774132794), np.float64(2.4328288345460662), np.float64(0.00156200425593407)]",230.25894923612097,243.4522187023131
11,114.7249387655621,"[0.12547572134692564, 0.704717061417272, 0.028403596987954294, 2.5689034761853575]",[0.14884854 0.02235336 0.80100608 4.9999    ],"[np.float64(13.104516754238114), np.float64(0.4740926740018217), np.float64(5.564461235213103), np.float64(3.8711804926633553)]",237.4498775311242,250.64314699731634
12,113.07276817611046,"[2.7087529142572007, 0.5121058976982548, 0.6511227449162795, 0.3462267211445828]",[0.03061174 0.00164426 0.14017217 0.38660007],"[np.float64(87.53066170573064), np.float64(43.196159894099985), np.float64(8.050002503301203), np.float64(60.89001187595171)]",234.14553635222092,247.33880581841305
13,129.22516252478397,"[4.82358727179703, 0.9618861480361173, 0.2384767084361829, 2.596895831319558]",[3.75604028e-01 9.99900000e-01 1.00000000e-04 4.92030397e-01],"[np.float64(9.998414828621323e-05), np.float64(2.0317590333435604e-08), np.float64(1.0000029464658376e-24), np.float64(2.031780497939382)]",266.45032504956794,279.64359451576007
14,137.83009807628673,"[1.5217057481798038, 0.8852804038029698, 0.7932361517046915, 1.303499952924735]",[0.1176483  0.9999     0.49463879 4.9999    ],"[np.float64(1.1888600480604964e-08), np.float64(1.2461382284780036e-05), np.float64(0.8171989857632145), np.float64(3.736793638565432e-14)]",283.66019615257346,296.8534656187656
15,132.4669342944242,"[0.7278839104297283, 0.9041300516671166, 0.2523828709137745, 1.2034732441103946]",[0.51897038 0.36957586 0.9999     1.13312395],"[np.float64(0.13759673268679057), np.float64(0.22577960846687073), np.float64(0.7767640804040671), np.float64(0.23493865492762014)]",272.9338685888484,286.1271380550405
16,103.36671016561034,"[0.09635594434416504, 0.790285928782192, 0.9950115815660874, 2.626755341154059]",[0.97683786 0.24245745 0.801878   4.9999    ],"[np.float64(0.5599455388062865), np.float64(0.0030429305826489357), np.float64(0.004893186411796029), np.float64(0.187275441643928)]",214.73342033122069,227.92668979741282
17,132.1048285624949,"[3.9023684101679836, 0.1562307270961101, 0.22194485683954818, 1.0800468056740409]",[0.00446077 0.0081892  0.01365035 0.06829393],"[np.float64(270.9360499798063), np.float64(272.1785800136442), np.float64(65.1383179536125), np.float64(232.10175548374804)]",272.2096571249898,285.40292659118194
18,133.48399756823108,"[1.0188340488820755, 0.0420515872047488, 0.24741232003606878, 2.791255174136165]",[2.20431032e-02 3.59343373e-01 1.00000000e-04 4.25330105e-02],"[np.float64(8.253089616863777), np.float64(24.211822573781912), np.float64(0.22133747043301769), np.float64(2.959747975951162)]",274.96799513646215,288.1612646026543
19,137.93628893142935,"[4.738579818428289, 0.008456100481059632, 0.6829673396915116, 1.590434578096875]",[4.9999e+00 1.0000e-04 1.0000e-04 1.0000e-04],"[np.float64(407360.0496938355), np.float64(397562.21331959165), np.float64(208671.1677200714), np.float64(208696.82705023527)]",283.8725778628587,297.0658473290508
20,115.5047625293012,"[0.0707915329351472, 0.8603517102275194, 0.7979546640447022, 0.38400222168807235]",[1.01781426 0.9999     0.9999     0.76098189],"[np.float64(1.491984842304414e-09), np.float64(9.36409555766588e-13), np.float64(0.8703589198843183), np.float64(2.169298295878364e-29)]",239.0095250586024,252.20279452479454
21,137.60159804757785,"[4.046742015045862, 0.1944295708045156, 0.9390609156450788, 1.3323496342783916]",[0.04013804 0.01153924 0.9999     4.9999    ],"[np.float64(8.289281984868639), np.float64(3.4749026779598933), np.float64(7.988562517036451), np.float64(1.994957258156559)]",283.2031960951557,296.39646556134784
22,137.9367580368301,"[0.15118595655301806, 0.5609788055034008, 0.7791355424873816, 4.393954289161335]",[1.00000000e-04 6.98474040e-01 5.86635675e-01 4.40725059e+00],"[np.float64(0.022022924655984464), np.float64(0.04170558572260687), np.float64(0.0010506911962699361), np.float64(0.00012197149791778155)]",283.8735160736602,297.06678553985233
23,111.37674477149264,"[2.6476334348604014, 0.8755055859474946, 0.8800476624489556, 2.1060503086526916]",[7.32378503e-01 1.87033360e-01 1.00000000e-04 4.99990000e+00],"[np.float64(1.5212733734162802), np.float64(0.2807102236966729), np.float64(0.6210299808322989), np.float64(1.1151228963149042)]",230.75348954298528,243.9467590091774
24,137.0763084600878,"[1.7521234860985642, 0.21803674344071045, 0.9190486043335397, 2.5052970633913363]",[0.06959927 0.08888695 0.93661786 0.16877278],"[np.float64(3.413770364000453), np.float64(4.230006098077867), np.float64(4.234367097235948), np.float64(1.3873647645523968)]",282.1526169201756,295.34588638636774
25,101.4912487398781,"[4.392961675540781, 0.3867705104968189, 0.9071199605309889, 0.5375512895311995]",[0.10295341 0.00686343 0.99978508 4.97468818],"[np.float64(25.56421961728977), np.float64(1.8696525295899489), np.float64(9.939111078591322), np.float64(1.959899789034218)]",210.9824974797562,224.17576694594834
26,89.76174145862662,"[0.18410941556499397, 0.5520710929138998, 0.20490393278376523, 2.5968824438894416]",[0.34675156 0.047931   0.9999     0.63188429],"[np.float64(10.034043731492295), np.float64(0.29511267645798656), np.float64(6.22507418208096), np.float64(0.3441577895109496)]",187.52348291725323,200.71675238344537
