participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC
1,137.74822781465593,"[4.74251252536685, 0.2108774423464536, 0.24329307030984573]",[0.08435678 0.9999     0.9999    ],[ 0.64635135  1.01936118 -0.46563527  0.11452034],281.49645562931187,291.391407728956
2,126.14008366699528,"[0.5575243765559388, 0.4461369550905339, 0.06908810860169076]",[3.24494608e+00 4.63088821e-03 1.00000000e-04],[0.40733951 0.3755325  0.39630908 0.35995478],258.28016733399056,268.1751194336347
3,122.27817739983854,"[0.4733383396515672, 0.5266248657495068, 0.07318816297948269]",[7.49436656e-01 6.30639520e-01 1.00000000e-04],[0.40058452 0.94690706 1.4972895  0.40058452],250.55635479967708,260.4513068993212
4,129.1211878441675,"[1.5479495718597924, 0.28292207260741603, 0.20776536287319955]",[6.12073971e-01 8.11061197e-01 1.00000000e-04],[1.9935653  0.9083923  1.41147324 1.12685793],264.242375688335,274.13732778797913
5,105.0450240780417,"[4.099740640896496, 0.8783650850017587, 0.7763533568547542]",[4.62326388e+00 1.20353333e-03 1.00000000e-04],[0.29538159 0.27662254 0.28086561 0.27541763],216.0900481560834,225.98500025572753
6,134.0531306113522,"[4.101186730790549, 0.1327266282372115, 0.604863144079829]",[0.66417111 0.33596442 0.04803323],[1.08847496 0.45744221 1.00163114 0.55046015],274.1062612227044,284.0012133223485
7,99.23918956466702,"[0.6662096769355577, 0.5041572247201657, 0.4398678323462131]",[1.49592612 0.9999     0.03262389],[0.6893945  1.06319045 1.24185367 0.6893945 ],204.47837912933403,214.37333122897815
9,130.4434106338914,"[4.479750786286762, 0.0692399669946823, 0.7184906951871638]",[3.83698442e+00 1.00000000e-04 1.36136088e-03],[0.58107196 0.57033519 0.58851599 0.57636079],266.8868212677828,276.7817733674269
10,101.33239071908484,"[3.978228927241789, 0.8461781947442569, 0.5094254250303466]",[1.08345926 0.9999     0.0318899 ],[0.90329445 0.69277544 1.38303842 0.66260445],208.66478143816968,218.5597335378138
11,91.43952227209222,"[2.7884344796411353, 0.024013558557087245, 0.02292646083066155]",[4.99990000e+00 6.56176839e-04 2.93448958e-03],[0.44409142 0.43461017 0.44720498 0.44007371],188.87904454418444,198.77399664382855
12,118.32877197539234,"[4.786875590678497, 0.8881818082798971, 0.5270040026040476]",[1.26186221e+00 6.01542343e-02 1.00000000e-04],[0.91243939 0.40688413 0.29572583 0.43968277],242.65754395078469,252.5524960504288
13,128.92625999785352,"[0.8297005606321671, 0.8372930120610967, 0.7816013332673021]",[0.6041275  0.9999     0.97857941],[0.20661484 0.04377867 1.02985861 0.04861445],263.85251999570704,273.74747209535116
14,136.5597311678349,"[3.968240380758007, 0.8033599932220803, 0.7627307219001589]",[4.26793069e-01 1.00000000e-04 9.07206563e-01],[-0.37369892 -0.55387372 -0.10695938 -0.3524154 ],279.1194623356698,289.01441443531394
15,133.67244401397298,"[1.9154017579059388, 0.5588383089328239, 0.7989793785481517]",[0.50478209 0.9999     0.41531799],[0.35613973 0.0514889  0.85056389 0.15994849],273.34488802794596,283.23984012759007
