participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC
1,149.11681975890698,"[4.466453450267433, 0.05573368184520511]",[0.06181666 0.00121761],149.11681975890698,302.23363951781397,309.27656135353845
2,166.02573947105958,"[0.9588055733947409, 0.455421187241984]",[0.58888356 0.27683424],315.14255922996654,336.05147894211916,343.09440077784365
3,123.15181468310077,"[2.634304358257578, 0.8213616752928358]",[0.280465   0.03803497],438.2943739130673,250.30362936620153,257.34655120192605
4,170.11839435704607,"[0.1779259476202133, 0.26828193977378745]",[0.07341382 0.0206775 ],608.4127682701134,344.23678871409214,351.2797105498166
5,142.86725482196482,"[0.6812713520777997, 0.9250235074006902]",[0.05848753 0.        ],751.2800230920782,289.73450964392964,296.7774314796541
6,173.2239640870702,"[0.007288142860151781, 0.2929713960869049]",[0.08048706 0.30339622],924.5039871791483,350.4479281741404,357.49085000986486
7,170.96544919569644,"[1.708499475173163, 0.856879966863684]",[3.16593562 0.9782658 ],1095.4694363748447,345.9308983913929,352.97382022711736
8,173.14127081125307,"[0.2465746408699565, 0.7361344049584001]",[0.51891509 0.81546408],1268.6107071860977,350.28254162250613,357.3254634582306
9,164.87711554526982,"[2.412316621302506, 0.979588373145194]",[0.02747401 0.00013371],1433.4878227313675,333.75423109053963,340.7971529262641
10,172.15968975200406,"[0.040676529269107475, 0.6728261064089506]",[0.44009739 0.55918334],1605.6475124833714,348.3193795040081,355.3623013397326
11,166.26891729604844,"[0.32499224268733196, 0.19138713591386958]",[0.69139941 0.4725908 ],1771.9164297794198,336.5378345920969,343.58075642782137
12,122.29671105937753,"[0.11622595089047283, 0.030700855857553]",[0.91012208 0.18410713],1894.2131408387972,248.59342211875506,255.63634395447954
13,173.28679513998665,"[0.050100898078875855, 0.6301205162857322]",[0. 1.],2067.499935978784,350.5735902799733,357.6165121156978
14,122.99422146049179,"[0.8347612002090304, 0.7152480751750874]",[0.34410105 0.06180517],2190.4941574392756,249.98844292098357,257.03136475670806
15,153.82851085570024,"[0.6814781133342518, 0.6972719731716034]",[0.65893951 0.2149426 ],2344.3226682949758,311.6570217114005,318.699943547125
16,164.76122244777903,"[0.8803479280104914, 0.6124172933873587]",[1.4868101  0.78422377],2509.0838907427546,333.52244489555807,340.56536673128255
17,100.45720790258153,"[1.9035166619224808, 0.9830769408872349]",[0.48886277 0.05158006],2609.541098645336,204.91441580516306,211.95733764088754
18,169.29763032056573,"[1.8707073825488858, 0.9107350337167738]",[5.        0.9959748],2778.8387289659017,342.59526064113146,349.63818247685595
19,117.89065582545037,"[0.7031404303748257, 0.3510350778708704]",[0.30927892 0.04948916],2896.729384791352,239.78131165090073,246.82423348662522
20,166.1648119720241,"[0.268615794792465, 0.22175354679668424]",[0.08895872 0.04569756],3062.894196763376,336.3296239440482,343.3725457797727
21,161.46218548252222,"[1.0848155545995153, 0.571581082842985]",[0.03970731 0.        ],3224.356382245898,326.92437096504443,333.9672928007689
22,130.7862639412449,"[1.5470269858608143, 0.3007816900987573]",[0.56747983 0.10278004],3355.1426461871433,265.5725278824898,272.6154497182143
23,102.35697449961134,"[3.071767209056471, 0.7004106141029239]",[0.95514166 0.15534297],3457.4996206867545,208.71394899922268,215.75687083494716
24,163.9126475118472,"[0.23416850469618833, 0.07798816856679813]",[0.46561399 0.1704832 ],3621.412268198602,331.8252950236944,338.8682168594189
25,126.78647574929455,"[1.9100331537268744, 0.6858125681000972]",[0.4446537  0.07135704],3748.198743947896,257.5729514985891,264.6158733343136
26,102.00463275634407,"[0.7927988631996669, 0.1843878434125219]",[0.17190528 0.02063855],3850.2033767042403,208.00926551268813,215.05218734841262
27,171.2900963598589,"[3.1193206171859593, 0.9744551948238932]",[5.         0.99825004],4021.4934730640994,346.5801927197178,353.62311455544227
28,158.24477753865418,"[0.5819541683184981, 0.4266677246469661]",[0.34407316 0.13645402],4179.738250602753,320.48955507730835,327.53247691303284
29,144.34991155313062,"[2.718833227487893, 0.7259593467294917]",[0.23950925 0.04344161],4324.088162155884,292.69982310626125,299.74274494198573
30,172.63037941217974,"[1.3081933518700084, 0.8959979994847682]",[1.16665193 0.90513521],4496.718541568063,349.26075882435947,356.30368066008396
31,171.01249417834035,"[0.23673318970282686, 0.4380701468062519]",[0.04589845 0.03042591],4667.731035746404,346.0249883566807,353.0679101924052
32,161.9962150228803,"[0.9763504486469854, 0.956750361642138]",[0.93602783 0.42878602],4829.727250769284,327.9924300457606,335.0353518814851
33,165.27993107019432,"[0.14656596605999161, 0.04926848054645261]",[0.02373368 0.        ],4995.007181839478,334.55986214038865,341.60278397611313
34,157.606385762707,"[1.7699304607795092, 0.8228468943301355]",[0.57425044 0.18909424],5152.613567602185,319.212771525414,326.25569336113847
35,169.74005359657463,"[0.5617494033652198, 0.6421623662028683]",[2.69768503 0.95246057],5322.353621198759,343.48010719314925,350.52302902887374
36,168.70410646966383,"[0.046896133650446425, 0.38265149179717073]",[0.16528105 0.05091974],5491.0577276684235,341.40821293932765,348.45113477505214
37,156.7675482285932,"[0.1420826831118721, 0.11651215383384117]",[0.10269784 0.01155575],5647.825275897017,317.5350964571864,324.5780182929109
38,166.2067776468489,"[1.865567461777301, 0.8277607981303213]",[0.24383361 0.109907  ],5814.032053543866,336.4135552936978,343.4564771294223
39,133.818459093059,"[1.579633166065892, 0.6241872271236024]",[0.54591599 0.10886019],5947.850512636925,271.636918186118,278.6798400218425
40,173.28679513998665,"[3.995520217987716, 0.03608685535322553]",[0. 1.],6121.137307776911,350.5735902799733,357.6165121156978
41,173.23918324079372,"[0.923987159154494, 0.9941574467973895]",[3.20486129 0.99709587],6294.376491017705,350.47836648158744,357.5212883173119
42,141.64543463184444,"[1.1060469894370168, 0.7833366263310958]",[0.23561521 0.04030305],6436.021925649549,287.2908692636889,294.33379109941336
43,161.28119360379173,"[1.3796329137544605, 0.8512703244458267]",[0.14664007 0.04310622],6597.303119253341,326.56238720758347,333.60530904330795
44,146.11580889402742,"[1.045175408170203, 0.5650154856977999]",[0.47483067 0.12421187],6743.418928147368,296.23161778805485,303.27453962377933
45,163.23593196082206,"[1.473811584914198, 0.7848644489660284]",[0.33018326 0.13794464],6906.65486010819,330.4718639216441,337.5147857573686
46,173.28679513998665,"[2.621892200288713, 0.9426066181617292]",[0. 1.],7079.941655248177,350.5735902799733,357.6165121156978
47,156.66861895141452,"[0.2759809974864669, 0.5987470781870134]",[0.22179085 0.05057688],7236.610274199592,317.33723790282903,324.3801597385535
48,113.89061274221694,"[0.1791488082342957, 0.7859779867460389]",[0.08231252 0.00215296],7350.500886941809,231.7812254844339,238.82414732015837
49,173.28679513998665,"[1.2498853229951696, 0.35134157133776955]",[0. 1.],7523.7876820817955,350.5735902799733,357.6165121156978
50,58.63912612232126,"[0.7915665841280256, 0.003335500297437677]",[0.15865403 0.00259762],7582.426808204117,121.27825224464252,128.321174080367
51,165.74571559375303,"[0.38019104473051013, 0.08194039389448604]",[0.16588259 0.05700417],7748.17252379787,335.49143118750607,342.53435302323055
52,173.27406428653032,"[0.643036486839173, 0.9068602593735182]",[5.         0.99978954],7921.4465880844,350.54812857306064,357.5910504087851
53,159.53341049306817,"[1.4348122442641675, 0.564089958471507]",[1.85780726 0.82718625],8080.979998577468,323.06682098613635,330.10974282186083
54,126.0398138957223,"[0.41166430296905976, 0.6344397765791675]",[0.05917672 0.00096184],8207.01981247319,256.07962779144464,263.1225496271691
55,168.5503600418022,"[0.26724384500318665, 0.8111776243854083]",[0.1410546  0.10754286],8375.570172514992,341.1007200836044,348.1436419193289
56,95.71203389217165,"[3.772638621265703, 0.9248652505025441]",[0.25039825 0.02275206],8471.282206407164,195.4240677843433,202.46698962006778
57,172.42853071692846,"[0.03973031627112711, 0.22605601574444734]",[0.02118268 0.03987044],8643.710737124093,348.8570614338569,355.8999832695814
58,167.19150477344056,"[0.18425407080490286, 0.5300205619682896]",[0.03065684 0.        ],8810.902241897533,338.3830095468811,345.4259313826056
59,153.29093158259494,"[3.996260357486212, 0.962753806951715]",[2.51657356 0.9029259 ],8964.193173480127,310.5818631651899,317.62478500091436
60,95.55588478227784,"[2.5114616551477065, 0.8699312134285331]",[0.31256028 0.02776643],9059.749058262405,195.1117695645557,202.15469140028017
61,114.27523976559435,"[1.0547276793432587, 0.25468134443552715]",[0.09584547 0.00665624],9174.024298028,232.5504795311887,239.59340136691318
62,107.13247211824317,"[1.3377732942043559, 0.9167918417749399]",[0.45548276 0.04947658],9281.156770146243,218.26494423648634,225.30786607221083
63,173.28679513998665,"[4.814181148830781, 0.3903920009487428]",[0. 1.],9454.443565286228,350.5735902799733,357.6165121156978
