Subnum,Condition,Phase,Option,Value,err,abs_err,BestOption,Confidence,CA_diff,CA_diff_normalized,Value_normalized,BestOption_CA,training_accuracy
18,Baseline,6,A,1.6,0.9500000000000001,0.9500000000000001,0.7,8.0,-1.1,-1.3154960981047938,1.4269788182831662,0.3,0.6000000000000001
19,Baseline,6,A,0.82,0.16999999999999993,0.16999999999999993,0.55,1.0,0.0,0.0,0.7192982456140351,0.65,0.5416666666666667
21,Frequency,6,A,1.8,1.15,1.15,0.5,2.0,-1.08,-0.2285714285714286,0.5714285714285715,0.7,0.4916666666666666
23,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.5,1.0,0.0,0.6896551724137931,0.1149425287356322,0.0,0.5833333333333333
23,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.5,10.0,-0.30000000000000004,-1.4285714285714284,1.6326530612244896,0.3,0.4166666666666666
24,Baseline,6,A,0.82,0.16999999999999993,0.16999999999999993,0.7,8.0,0.58,0.04621848739495804,0.6890756302521008,0.95,0.575
24,Frequency,6,A,1.02,0.37,0.37,0.55,5.0,0.10000000000000009,-0.24733475479744127,0.7249466950959488,0.85,0.4999999999999999
26,Baseline,6,A,0.7,0.04999999999999993,0.04999999999999993,1.0,10.0,0.30000000000000004,0.25531914893617025,0.5957446808510638,0.95,0.625
26,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,1.0,10.0,0.19999999999999996,0.16000000000000003,0.64,0.15,0.6416666666666666
27,Baseline,6,A,1.2,0.5499999999999999,0.5499999999999999,0.4,5.0,0.0,0.1578947368421052,0.7894736842105263,0.05,0.3333333333333333
27,Frequency,6,A,1.0,0.35,0.35,0.8,4.0,-0.19999999999999996,0.25396825396825395,0.6349206349206349,0.05,0.7416666666666667
28,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.55,7.0,0.0,-0.28301886792452835,0.6603773584905661,0.05,0.675
29,Baseline,6,A,0.83,0.17999999999999994,0.17999999999999994,0.65,8.0,0.63,0.296849087893864,0.5505804311774462,0.3,0.4083333333333333
29,Frequency,6,A,0.56,-0.08999999999999997,0.08999999999999997,0.4,7.0,0.21999999999999997,0.3109919571045576,0.5254691689008043,0.65,0.1999999999999999
30,Baseline,6,A,0.44,-0.21000000000000002,0.21000000000000002,0.7,2.0,0.27999999999999997,0.20143884892086322,0.31654676258992803,0.6,0.7333333333333334
30,Frequency,6,A,0.66,0.010000000000000009,0.010000000000000009,0.55,2.0,0.44000000000000006,0.37130801687763715,0.5569620253164557,0.3,0.625
31,Baseline,6,A,1.2,0.5499999999999999,0.5499999999999999,1.0,10.0,-0.3999999999999999,-0.42328042328042326,1.2698412698412698,0.9,0.9333333333333332
31,Frequency,6,A,0.0,-0.65,0.65,0.4,1.0,0.98,1.5076923076923079,0.0,0.85,0.3333333333333333
32,Baseline,6,A,1.25,0.6,0.6,0.6,9.0,-0.050000000000000044,-0.03314917127071826,0.8287292817679558,0.2,0.55
32,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.65,7.0,0.19999999999999996,0.22748815165876768,0.5308056872037915,0.4,0.65
33,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.45,3.0,0.30000000000000004,0.2608695652173914,0.43478260869565216,0.75,0.4583333333333333
34,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.55,5.0,0.25,0.24630541871921185,0.4926108374384237,0.75,0.75
34,Frequency,6,A,0.85,0.19999999999999996,0.19999999999999996,0.8,7.0,-0.25,-0.6378378378378378,1.2864864864864864,0.15,0.7999999999999999
35,Frequency,6,A,0.75,0.09999999999999998,0.09999999999999998,0.5,3.0,-0.09999999999999998,,,0.1,0.5416666666666666
36,Baseline,6,A,0.98,0.32999999999999996,0.32999999999999996,0.5,1.0,0.24,0.1428571428571428,0.5833333333333334,0.2,0.5083333333333333
37,Baseline,6,A,0.1,-0.55,0.55,0.6,2.0,1.7999999999999998,1.0776361529548089,0.023174971031286216,0.95,0.5416666666666667
37,Frequency,6,A,0.4,-0.25,0.25,0.35,2.0,0.6,1.3125,0.25,0.2,0.5666666666666667
41,Baseline,6,A,0.35,-0.30000000000000004,0.30000000000000004,0.7,1.0,-0.14999999999999997,-0.21276595744680848,0.49645390070921985,1.0,0.6916666666666667
41,Frequency,6,A,0.2,-0.45,0.45,0.6,1.0,-0.25,-0.5494505494505495,0.43956043956043955,0.95,0.5583333333333333
42,Baseline,6,A,0.18,-0.47000000000000003,0.47000000000000003,0.3,1.0,0.05000000000000002,,,0.0,0.525
42,Frequency,6,A,0.35,-0.30000000000000004,0.30000000000000004,0.55,1.0,-0.14999999999999997,-0.6666666666666664,1.5555555555555554,0.0,0.6083333333333334
44,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.45,8.0,-0.2,-0.336283185840708,0.7079646017699115,0.0,0.6499999999999999
44,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.45,7.0,0.09999999999999998,0.10526315789473673,0.631578947368421,1.0,0.4916666666666666
45,Baseline,6,A,-0.13,-0.78,0.78,0.5,3.0,0.88,2.138801261829653,-0.24605678233438488,0.65,0.5166666666666666
45,Frequency,6,A,1.2,0.5499999999999999,0.5499999999999999,0.65,4.0,-0.5199999999999999,-0.7938931297709924,1.83206106870229,0.4,0.5333333333333333
46,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.45,6.0,0.25,0.14563106796116498,0.5825242718446602,0.85,0.4916666666666667
46,Frequency,6,A,0.4,-0.25,0.25,0.6,4.0,0.09999999999999998,0.2608695652173913,0.463768115942029,0.4,0.5083333333333333
47,Baseline,6,A,1.54,0.89,0.89,0.9,7.0,-0.43999999999999995,-0.2677096914385051,0.9369839200347677,0.6,0.65
47,Frequency,6,A,0.86,0.20999999999999996,0.20999999999999996,0.45,5.0,-1.1099999999999999,-1.7114568599717113,1.2164073550212162,0.55,0.7416666666666667
49,Frequency,6,A,1.7,1.0499999999999998,1.0499999999999998,0.75,4.0,-1.2,-0.47777777777777775,0.7555555555555555,0.0,0.5583333333333333
51,Baseline,6,A,0.65,0.0,0.0,0.55,1.0,-0.21000000000000002,-0.20192307692307693,0.625,0.6,0.2333333333333333
51,Frequency,6,A,0.77,0.12,0.12,0.55,1.0,-0.32,-0.2735042735042736,0.6581196581196582,0.6,0.5333333333333333
52,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.55,7.0,0.19999999999999996,0.5330102967898241,0.6783767413688674,0.95,0.5583333333333333
53,Baseline,6,A,0.67,0.020000000000000018,0.020000000000000018,0.5,1.0,0.22999999999999998,0.9185520361990949,0.3031674208144796,0.2,0.3833333333333333
54,Baseline,6,A,1.2,0.5499999999999999,0.5499999999999999,0.9,9.0,-0.5,-0.7021276595744682,1.148936170212766,0.45,0.7916666666666667
54,Frequency,6,A,0.7,0.04999999999999993,0.04999999999999993,0.15,4.0,-0.39999999999999997,-0.59375,0.8749999999999999,0.2,0.2083333333333333
55,Baseline,6,A,0.9,0.25,0.25,0.5,7.0,-0.09999999999999998,-0.2541436464088397,0.6961325966850828,0.1,0.5083333333333333
55,Frequency,6,A,0.9,0.25,0.25,0.5,4.0,-0.30000000000000004,-0.13043478260869568,0.782608695652174,0.05,0.5
57,Frequency,6,A,1.0,0.35,0.35,0.55,9.0,0.0,0.0,0.5294117647058824,0.15,0.5916666666666666
58,Baseline,6,A,0.2,-0.45,0.45,0.1,1.0,0.09999999999999998,0.1951219512195122,0.09756097560975611,0.6,0.225
58,Frequency,6,A,0.4,-0.25,0.25,0.5,1.0,0.09999999999999998,0.16000000000000003,0.64,0.25,0.525
59,Baseline,6,A,1.28,0.63,0.63,0.9,1.0,-1.22,-0.4258289703315882,0.44677137870855155,0.9,0.875
59,Frequency,6,A,0.9,0.25,0.25,1.0,2.0,-0.8400000000000001,-0.7219917012448133,0.7468879668049793,0.0,0.975
60,Baseline,6,A,0.89,0.24,0.24,0.85,5.0,0.21000000000000008,0.27129337539432186,0.5615141955835962,0.8,0.7749999999999999
60,Frequency,6,A,1.2,0.5499999999999999,0.5499999999999999,0.85,6.0,-0.6599999999999999,-0.5247813411078716,0.8396501457725946,0.25,0.7083333333333333
62,Baseline,6,A,0.34,-0.31,0.31,0.4,1.0,0.0,0.0,0.6666666666666667,0.9,0.5583333333333333
62,Frequency,6,A,1.2,0.5499999999999999,0.5499999999999999,0.8,3.0,-0.29999999999999993,-0.9230769230769229,1.2307692307692306,0.05,0.6583333333333333
63,Baseline,6,A,1.2,0.5499999999999999,0.5499999999999999,0.6,1.0,-0.21999999999999997,-0.16176470588235292,0.8823529411764707,0.15,0.575
64,Frequency,6,A,0.76,0.10999999999999999,0.10999999999999999,0.65,3.0,-0.14,-0.16666666666666685,0.9047619047619049,0.15,0.5583333333333333
65,Baseline,6,A,1.0,0.35,0.35,0.4,3.0,1.0,0.6060606060606062,0.6060606060606062,0.9,0.4166666666666666
65,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.55,1.0,0.4,0.2857142857142857,0.4285714285714285,1.0,0.6333333333333333
66,Baseline,6,A,0.95,0.29999999999999993,0.29999999999999993,0.9,8.0,0.050000000000000044,0.0449438202247191,0.8539325842696629,0.95,0.7916666666666667
66,Frequency,6,A,0.81,0.16000000000000003,0.16000000000000003,0.45,8.0,-0.26,-0.3236641221374046,0.6595419847328244,0.2,0.4833333333333333
67,Baseline,6,A,0.75,0.09999999999999998,0.09999999999999998,0.65,10.0,-0.15000000000000002,-0.8745247148288974,0.9505703422053232,0.35,0.5333333333333333
67,Frequency,6,A,0.46,-0.19,0.19,0.65,1.0,0.33,1.1179564237415478,0.06912096168294517,0.85,0.5583333333333333
68,Baseline,6,A,0.95,0.29999999999999993,0.29999999999999993,0.5,8.0,-0.05999999999999994,-0.04123711340206182,0.6529209621993126,0.6,0.3999999999999999
68,Frequency,6,A,0.89,0.24,0.24,0.45,6.0,-0.66,-0.5505535055350554,0.7881918819188193,0.15,0.5
70,Baseline,6,A,1.0,0.35,0.35,1.0,10.0,0.0,-0.07936507936507942,0.7936507936507937,0.0,0.975
71,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.45,8.0,0.30000000000000004,0.1875000000000001,0.3125,0.5,0.6000000000000001
71,Frequency,6,A,1.0,0.35,0.35,0.45,1.0,-0.4,-0.2857142857142857,0.7142857142857143,0.35,0.3333333333333333
72,Baseline,6,A,0.2,-0.45,0.45,0.55,4.0,0.6000000000000001,0.808080808080808,0.1616161616161616,0.8,0.4666666666666667
72,Frequency,6,A,0.87,0.21999999999999997,0.21999999999999997,0.6,7.0,-0.47,-0.9522700814901048,1.4179278230500583,0.1,0.6749999999999999
73,Baseline,6,A,0.46,-0.19,0.19,0.1,10.0,0.75,0.7075471698113206,0.4339622641509434,0.7,0.425
73,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.65,7.0,-0.19999999999999996,-0.6593406593406592,0.923076923076923,0.4,0.7083333333333334
75,Baseline,6,A,0.68,0.030000000000000027,0.030000000000000027,0.5,2.0,0.039999999999999925,0.01851851851851849,0.3148148148148148,0.0,0.4416666666666666
75,Frequency,6,A,0.77,0.12,0.12,0.5,2.0,0.09999999999999998,-0.28693790149892934,0.6595289079229122,0.15,0.4916666666666666
77,Baseline,6,A,1.24,0.59,0.59,0.6,2.0,-0.24,-0.13186813186813195,0.6813186813186813,0.6,0.5333333333333334
77,Frequency,6,A,1.5,0.85,0.85,0.45,1.0,-0.72,-0.45714285714285713,0.9523809523809523,0.2,0.5083333333333333
78,Baseline,6,A,0.41,-0.24000000000000005,0.24000000000000005,0.65,10.0,0.030000000000000027,-0.47263681592039775,1.0199004975124375,0.4,0.6000000000000001
78,Frequency,6,A,1.15,0.4999999999999999,0.4999999999999999,0.6,9.0,-0.5499999999999999,-0.451948051948052,1.0753246753246755,0.3,0.5166666666666666
79,Baseline,6,A,0.2,-0.45,0.45,0.5,7.0,0.9000000000000001,0.6904109589041096,0.15342465753424658,0.5,0.5083333333333333
79,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.7,10.0,0.20000000000000007,0.05797101449275366,0.8695652173913043,0.45,0.525
80,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.8,8.0,-0.30000000000000004,-0.2410848819688599,0.6428930185836264,0.2,0.525
80,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.25,9.0,0.22999999999999998,0.1749049429657794,0.6083650190114069,0.6,0.4333333333333333
82,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.55,5.0,-0.7000000000000001,-0.6903553299492388,0.8121827411167515,0.25,0.5916666666666667
82,Frequency,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.35,5.0,0.2,0.38167938931297707,0.22900763358778622,0.95,0.4333333333333333
84,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.45,3.0,0.30000000000000004,0.8354430379746837,0.3797468354430379,0.45,0.4499999999999999
84,Frequency,6,A,0.9,0.25,0.25,0.65,2.0,-0.09999999999999998,0.23931623931623935,0.3076923076923077,0.2,0.5583333333333333
85,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.4,,-0.4,,,0.0,0.4833333333333333
88,Baseline,6,A,0.56,-0.08999999999999997,0.08999999999999997,0.45,7.0,0.32999999999999996,-0.061962134251290824,0.6746987951807228,0.2,0.3749999999999999
88,Frequency,6,A,0.57,-0.08000000000000007,0.08000000000000007,0.8,3.0,0.33000000000000007,0.6686088856518573,0.2490895848506919,0.05,0.6583333333333332
89,Baseline,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.65,1.0,0.0,0.0,0.5454545454545455,1.0,0.5583333333333333
90,Baseline,6,A,0.7,0.04999999999999993,0.04999999999999993,0.45,6.0,0.20000000000000007,0.14814814814814825,0.5185185185185185,0.55,0.5166666666666667
90,Frequency,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.5,6.0,-0.09999999999999998,-0.09090909090909088,0.4545454545454546,0.65,0.3999999999999999
91,Baseline,6,A,0.3,-0.35000000000000003,0.35000000000000003,1.0,3.0,0.39999999999999997,1.0,0.3461538461538461,0.0,0.875
93,Baseline,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.65,5.0,0.5,0.6666666666666666,0.4,0.85,0.7583333333333333
93,Frequency,6,A,0.06,-0.5900000000000001,0.5900000000000001,0.55,3.0,0.6399999999999999,0.6018808777429467,0.056426332288401264,0.45,0.6083333333333334
94,Baseline,6,A,1.0,0.35,0.35,0.55,1.0,-0.5,-0.4,0.8,0.6,0.525
94,Frequency,6,A,0.1,-0.55,0.55,0.65,1.0,0.9,,,0.4,0.65
96,Baseline,6,A,0.46,-0.19,0.19,0.7,6.0,0.8600000000000001,-0.4451313755795982,0.8531684698608965,0.1,0.6
97,Baseline,6,A,0.99,0.33999999999999997,0.33999999999999997,0.7,7.0,0.44999999999999996,-0.1582150101419878,0.9371196754563893,0.0,0.5833333333333333
97,Frequency,6,A,0.32,-0.33,0.33,0.6,2.0,0.48000000000000004,0.6693227091633466,0.12749003984063745,0.3,0.625
100,Baseline,6,A,0.7,0.04999999999999993,0.04999999999999993,0.85,1.0,-1.52,-1.5353535353535355,0.7070707070707071,0.55,0.8833333333333333
100,Frequency,6,A,-0.7,-1.35,1.35,0.65,1.0,1.8,1.7142857142857144,-0.6666666666666666,0.35,0.5916666666666667
101,Baseline,6,A,-0.2,-0.8500000000000001,0.8500000000000001,0.4,2.0,1.3,1.7948717948717952,-0.10256410256410257,0.8,0.5333333333333333
101,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.45,1.0,0.0,0.0,0.5217391304347826,0.3,0.4833333333333333
102,Baseline,6,A,0.57,-0.08000000000000007,0.08000000000000007,0.6,2.0,0.42000000000000004,0.8847926267281105,0.21013824884792626,0.95,0.6416666666666666
102,Frequency,6,A,0.48,-0.17000000000000004,0.17000000000000004,0.4,2.0,0.06000000000000005,0.037854889589905405,0.3028391167192429,1.0,0.3583333333333333
103,Baseline,6,A,0.74,0.08999999999999997,0.08999999999999997,0.45,6.0,0.26,-0.2550930026572187,0.7865367581930912,0.75,0.5
103,Frequency,6,A,0.78,0.13,0.13,0.65,4.0,0.33000000000000007,0.21657095980311736,0.5118949958982772,0.25,0.625
104,Baseline,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.55,5.0,0.20000000000000007,0.16438356164383566,0.27397260273972607,0.2,0.5916666666666667
104,Frequency,6,A,0.9,0.25,0.25,0.65,7.0,-0.30000000000000004,-0.38848920863309355,0.9064748201438849,0.95,0.4333333333333333
105,Baseline,6,A,0.45,-0.2,0.2,0.7,5.0,0.31,0.20945945945945943,0.30405405405405406,0.95,0.6416666666666666
105,Frequency,6,A,0.2,-0.45,0.45,0.6,5.0,0.15999999999999998,0.32630098452883266,0.2812939521800281,0.3,0.4833333333333333
106,Baseline,6,A,0.74,0.08999999999999997,0.08999999999999997,0.8,9.0,0.07000000000000006,-0.021479713603818618,0.7947494033412887,0.15,0.6416666666666666
106,Frequency,6,A,0.35,-0.30000000000000004,0.30000000000000004,0.55,1.0,0.21999999999999997,0.7655860349127183,0.08728179551122195,0.8,0.6
107,Baseline,6,A,1.0,0.35,0.35,0.7,8.0,0.0,0.0,0.7843137254901962,0.05,0.6666666666666666
107,Frequency,6,A,0.7,0.04999999999999993,0.04999999999999993,0.7,8.0,0.30000000000000004,0.3116883116883117,0.7272727272727272,0.2,0.6416666666666666
108,Baseline,6,A,0.7,0.04999999999999993,0.04999999999999993,0.85,6.0,-0.09999999999999998,-0.2857142857142856,1.0,1.0,0.925
108,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.9,6.0,-0.10000000000000009,-0.26262626262626276,0.9696969696969698,0.0,0.8666666666666667
109,Baseline,6,A,1.0,0.35,0.35,0.8,9.0,0.0,0.0,1.2413793103448276,1.0,0.8999999999999999
109,Frequency,6,A,0.75,0.09999999999999998,0.09999999999999998,1.0,9.0,0.0,,,0.95,0.8666666666666666
111,Baseline,6,A,0.9,0.25,0.25,0.4,4.0,-0.55,-0.09625668449197866,0.770053475935829,0.0,0.475
111,Frequency,6,A,0.56,-0.08999999999999997,0.08999999999999997,0.55,3.0,-0.13000000000000006,-0.1547169811320755,0.3169811320754717,0.95,0.5833333333333334
113,Baseline,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.75,4.0,0.9,0.42228739002932547,0.281524926686217,0.3,0.7416666666666667
113,Frequency,6,A,1.5,0.85,0.85,0.25,4.0,-1.1,-0.6128133704735377,0.8356545961002786,0.05,0.2499999999999999
114,Baseline,6,A,0.9,0.25,0.25,0.5,1.0,-0.5,-0.36900369003690037,0.6642066420664207,0.45,0.425
114,Frequency,6,A,1.15,0.4999999999999999,0.4999999999999999,0.6,1.0,0.08000000000000007,0.05280528052805289,0.759075907590759,0.25,0.6333333333333333
116,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.6,5.0,0.19999999999999996,0.41095890410958913,0.547945205479452,0.5,0.6
116,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.4,2.0,-0.20000000000000007,0.04705882352941171,0.3764705882352941,0.65,0.5333333333333333
117,Baseline,6,A,0.25,-0.4,0.4,0.65,3.0,0.65,1.617391304347826,0.26086956521739124,1.0,0.6583333333333333
117,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,1.0,7.0,-0.30000000000000004,-0.5810055865921788,1.2513966480446927,0.2,0.9333333333333332
118,Baseline,6,A,0.3,-0.35000000000000003,0.35000000000000003,1.0,2.0,0.12,0.27586206896551724,0.689655172413793,0.8,0.9083333333333332
118,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.9,1.0,0.09999999999999998,0.09999999999999998,0.6,0.2,0.9166666666666666
119,Baseline,6,A,1.0,0.35,0.35,0.75,9.0,-0.19999999999999996,-0.18181818181818177,0.9090909090909091,0.0,0.6583333333333333
119,Frequency,6,A,0.7,0.04999999999999993,0.04999999999999993,0.2,8.0,0.0,-0.45161290322580633,0.9032258064516127,0.0,0.5166666666666667
120,Baseline,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.4,2.0,0.39999999999999997,0.09999999999999998,0.6,0.05,0.3666666666666666
120,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.55,2.0,-0.10000000000000009,-0.07142857142857151,0.5714285714285715,0.55,0.5666666666666667
121,Baseline,6,A,1.12,0.4700000000000001,0.4700000000000001,0.45,5.0,-0.45000000000000007,-0.8517200474495847,1.32858837485172,0.75,0.5166666666666666
121,Frequency,6,A,1.23,0.58,0.58,0.35,3.0,-0.25,-0.17261219792865368,0.8492520138089759,0.15,0.4499999999999999
123,Baseline,6,A,0.95,0.29999999999999993,0.29999999999999993,0.65,6.0,-0.07999999999999996,-0.05882352941176472,0.698529411764706,0.15,0.475
123,Frequency,6,A,0.78,0.13,0.13,0.3,5.0,-0.10999999999999999,-0.09128630705394192,0.6473029045643154,0.05,0.4833333333333333
124,Baseline,6,A,1.0,0.35,0.35,0.85,4.0,0.0,0.0,0.9411764705882353,0.4,0.75
124,Frequency,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.7,4.0,0.7,0.7999999999999999,0.34285714285714286,0.4,0.8416666666666666
125,Baseline,6,A,0.03,-0.62,0.62,0.35,1.0,0.89,0.7035573122529644,0.023715415019762844,0.3,0.4
125,Frequency,6,A,0.69,0.039999999999999925,0.039999999999999925,0.55,1.0,-0.17999999999999994,-0.09473684210526312,0.36315789473684207,0.6,0.5916666666666667
126,Baseline,6,A,0.66,0.010000000000000009,0.010000000000000009,0.7,6.0,0.5499999999999999,0.30825958702064893,0.584070796460177,0.6,0.9333333333333332
126,Frequency,6,A,0.63,-0.020000000000000018,0.020000000000000018,0.8,3.0,-0.35,-0.2903930131004367,0.4126637554585153,0.45,0.5666666666666667
128,Baseline,6,A,1.2,0.5499999999999999,0.5499999999999999,0.7,9.0,-0.19999999999999996,-0.1333333333333333,0.7999999999999999,0.0,0.6166666666666667
128,Frequency,6,A,1.25,0.6,0.6,0.85,10.0,-0.35,-0.23728813559322026,0.847457627118644,0.95,0.6
129,Baseline,6,A,0.65,0.0,0.0,0.75,9.0,0.04999999999999993,0.0576923076923076,0.75,0.4,0.7416666666666667
129,Frequency,6,A,0.47,-0.18000000000000005,0.18000000000000005,0.75,4.0,0.39,0.1032448377581121,0.2772861356932153,0.55,0.5333333333333332
130,Frequency,6,A,1.2,0.5499999999999999,0.5499999999999999,0.45,3.0,-1.2,-1.0909090909090908,1.0909090909090908,0.1,0.6333333333333333
131,Baseline,6,A,0.86,0.20999999999999996,0.20999999999999996,0.5,4.0,0.22000000000000008,-0.19176029962546814,0.5153558052434457,0.4,0.5333333333333333
131,Frequency,6,A,0.45,-0.2,0.2,0.55,5.0,0.39999999999999997,0.6909090909090909,0.5454545454545454,0.6,0.5
132,Baseline,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.45,6.0,0.45,0.5142857142857142,0.3428571428571428,0.55,0.4666666666666667
132,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.4,5.0,-0.6000000000000001,-0.5213613323678493,0.5792903692976104,0.35,0.55
136,Frequency,6,A,0.0,-0.65,0.65,0.0,10.0,0.0,0.0,0.0,0.0,0.1833333333333333
137,Baseline,6,A,1.22,0.57,0.57,0.6,7.0,-0.10999999999999988,-0.6545226130653266,1.0728643216080402,0.2,0.5999999999999999
137,Frequency,6,A,0.45,-0.2,0.2,0.0,5.0,-0.34,-0.30685920577617326,0.40613718411552346,1.0,0.0583333333333333
138,Baseline,6,A,1.0,0.35,0.35,0.7,5.0,-0.4,-0.29850746268656714,0.746268656716418,0.45,0.6499999999999999
138,Frequency,6,A,1.0,0.35,0.35,0.8,5.0,0.0,0.0,0.7518796992481203,0.45,0.5583333333333333
139,Baseline,6,A,0.45,-0.2,0.2,0.65,4.0,0.33,0.29596412556053814,0.40358744394618834,0.45,0.65
139,Frequency,6,A,0.34,-0.31,0.31,0.4,2.0,0.0,0.08122312470138557,0.16244624940277116,0.55,0.3833333333333333
140,Baseline,6,A,1.0,0.35,0.35,0.3,2.0,-0.5,-0.20833333333333337,0.8333333333333334,0.5,0.4666666666666667
140,Frequency,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.65,3.0,0.5,0.6211180124223601,0.37267080745341613,1.0,0.5416666666666666
141,Baseline,6,A,0.02,-0.63,0.63,0.35,7.0,0.12000000000000001,0.0,0.25,0.6,0.4166666666666666
142,Baseline,6,A,0.2,-0.45,0.45,0.45,7.0,0.78,1.0738060781476122,0.20260492040520986,0.45,0.3833333333333333
142,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.5,7.0,-0.4,-0.8247422680412371,1.1546391752577319,0.4,0.5166666666666666
144,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.65,1.0,-0.6000000000000001,-0.35294117647058826,0.4705882352941177,0.8,0.5416666666666666
144,Frequency,6,A,1.0,0.35,0.35,0.95,4.0,-0.5,-0.588235294117647,1.176470588235294,0.05,0.7749999999999999
145,Baseline,6,A,1.3,0.65,0.65,1.0,5.0,-0.10000000000000009,0.23899371069182396,0.8176100628930817,0.15,0.8166666666666667
145,Frequency,6,A,1.0,0.35,0.35,1.0,5.0,0.0,0.0,0.9090909090909091,0.85,0.8416666666666666
146,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.5,5.0,-0.3,-0.39999999999999997,0.6666666666666666,0.4,0.675
