Subnum,Condition,Phase,Option,Value,err,abs_err,BestOption,Confidence,CA_diff,CA_diff_normalized,Value_normalized,BestOption_CA,training_accuracy
469,Frequency,6,A,0.88,0.22999999999999998,0.22999999999999998,0.65,8.0,-0.5800000000000001,-1.3643724696356276,1.425101214574899,0.05,0.6083333333333334
470,Baseline,6,A,0.53,-0.12,0.12,0.55,3.0,0.06999999999999995,0.03148425787106443,0.2383808095952024,0.9,0.4833333333333333
470,Frequency,6,A,0.89,0.24,0.24,0.5,7.0,-0.10999999999999999,-0.32361111111111107,0.8652777777777778,0.1,0.5416666666666666
472,Baseline,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.95,8.0,0.0,0.0,1.0549450549450547,1.0,0.7333333333333334
472,Frequency,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.45,7.0,-0.3,-0.8266666666666667,0.9333333333333333,0.05,0.5833333333333333
473,Baseline,6,A,0.5,-0.15000000000000002,0.15000000000000002,0.7,6.0,0.30000000000000004,0.42975206611570255,0.4958677685950413,0.8,0.7083333333333333
473,Frequency,6,A,1.0,0.35,0.35,0.7,9.0,-0.5,-0.6037321624588363,0.9879253567508232,0.35,0.6499999999999999
474,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.65,4.0,-0.63,-0.7424960505529228,1.0110584518167458,0.6,0.6083333333333334
474,Frequency,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.65,7.0,-0.09999999999999998,-0.39583333333333326,0.43749999999999994,0.5,0.6
475,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.45,8.0,0.0,0.07843137254901955,0.6274509803921569,0.0,0.4583333333333332
475,Frequency,6,A,0.85,0.19999999999999996,0.19999999999999996,0.6,9.0,-0.29999999999999993,-0.389454763331336,0.9167165967645295,0.15,0.6166666666666667
476,Baseline,6,A,1.16,0.5099999999999999,0.5099999999999999,0.55,5.0,-0.15999999999999992,0.2588996763754045,0.46925566343042063,1.0,0.525
476,Frequency,6,A,0.0,-0.65,0.65,0.55,3.0,0.49,0.36981132075471695,0.0,0.55,0.6
481,Frequency,6,A,0.9,0.25,0.25,1.0,1.0,0.29999999999999993,0.14319809069212402,0.4295942720763723,0.05,0.85
482,Baseline,6,A,0.4,-0.25,0.25,0.55,6.0,-0.050000000000000044,-0.09737827715355807,0.35955056179775285,0.65,0.4666666666666667
482,Frequency,6,A,1.0,0.35,0.35,0.45,4.0,-0.6,-0.45714285714285724,0.7619047619047621,0.55,0.4333333333333333
483,Baseline,6,A,0.8,0.15000000000000002,0.15000000000000002,0.75,4.0,0.09999999999999998,0.0625,0.5,0.7,0.5833333333333333
483,Frequency,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.5,2.0,0.10000000000000003,0.13333333333333336,0.39999999999999997,0.5,0.5083333333333333
484,Baseline,6,A,1.0,0.35,0.35,0.55,2.0,-0.6,-0.2580645161290322,0.6451612903225806,0.2,0.5583333333333333
485,Baseline,6,A,0.4,-0.25,0.25,0.65,3.0,0.09999999999999998,0.1777777777777777,0.2666666666666667,1.0,0.475
485,Frequency,6,A,1.2,0.5499999999999999,0.5499999999999999,0.65,8.0,-0.19999999999999996,-0.3170731707317074,1.1707317073170733,0.25,0.5833333333333333
486,Baseline,6,A,1.4,0.7499999999999999,0.7499999999999999,1.0,9.0,-0.3999999999999999,-0.4107142857142857,1.125,0.2,0.975
486,Frequency,6,A,1.0,0.35,0.35,1.0,9.0,0.10000000000000009,-0.02083333333333326,0.9374999999999999,0.25,0.6749999999999999
487,Baseline,6,A,0.93,0.28,0.28,0.55,3.0,-0.06000000000000005,-0.26151930261519296,0.6948941469489414,0.35,0.5416666666666667
487,Frequency,6,A,0.67,0.020000000000000018,0.020000000000000018,0.55,3.0,0.0,-0.3080459770114943,0.9241379310344827,0.5,0.5583333333333333
489,Baseline,6,A,0.67,0.020000000000000018,0.020000000000000018,0.75,5.0,-0.27,-0.445859872611465,0.8535031847133758,0.45,0.6583333333333333
489,Frequency,6,A,0.72,0.06999999999999995,0.06999999999999995,0.4,5.0,0.030000000000000027,0.24122807017543868,0.5263157894736842,0.25,0.6
490,Baseline,6,A,0.78,0.13,0.13,0.8,8.0,-0.10999999999999999,-0.10999999999999999,0.78,0.9,0.8083333333333333
490,Frequency,6,A,0.83,0.17999999999999994,0.17999999999999994,0.95,8.0,-0.12,-0.2092731829573935,0.8320802005012531,0.3,0.85
491,Baseline,6,A,0.75,0.09999999999999998,0.09999999999999998,0.85,4.0,0.050000000000000044,0.2272727272727273,0.6818181818181818,0.8,0.7083333333333333
491,Frequency,6,A,0.75,0.09999999999999998,0.09999999999999998,0.9,4.0,0.050000000000000044,0.05714285714285727,0.8571428571428571,1.0,0.7666666666666666
492,Baseline,6,A,0.18,-0.47000000000000003,0.47000000000000003,0.65,10.0,-0.009999999999999981,-0.009345794392523338,0.16822429906542055,0.7,0.5416666666666666
492,Frequency,6,A,1.56,0.91,0.91,0.65,10.0,-1.4000000000000001,-0.8588957055214724,0.9570552147239264,0.45,0.6416666666666666
493,Baseline,6,A,0.4,-0.25,0.25,0.75,1.0,0.19999999999999996,0.13793103448275862,0.27586206896551724,0.8,0.7166666666666667
493,Frequency,6,A,0.7,0.04999999999999993,0.04999999999999993,0.55,4.0,-0.39999999999999997,-1.1111111111111114,1.2444444444444447,0.5,0.4583333333333332
495,Baseline,6,A,0.64,-0.010000000000000009,0.010000000000000009,0.65,5.0,0.4600000000000001,-0.75,1.1428571428571428,0.65,0.5916666666666667
495,Frequency,6,A,0.3,-0.35000000000000003,0.35000000000000003,0.35,1.0,0.10000000000000003,0.11627906976744189,0.06976744186046512,0.5,0.5416666666666666
500,Baseline,6,A,0.7,0.04999999999999993,0.04999999999999993,0.65,7.0,-0.09999999999999998,-0.009174311926605505,0.44954128440366975,0.55,0.5833333333333333
500,Frequency,6,A,0.67,0.020000000000000018,0.020000000000000018,0.35,1.0,-0.20000000000000007,-0.170940170940171,0.5726495726495727,0.1,0.375
2,Baseline,6,B,0.6,0.25,0.25,0.5,8.0,0.8,0.5333333333333333,0.3999999999999999,1.0,0.5083333333333333
2,Frequency,6,B,0.5,0.15000000000000002,0.15000000000000002,0.5,9.0,0.0,0.0,0.4128440366972477,0.1,0.5916666666666667
5,Baseline,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.65,4.0,0.09999999999999998,0.44999999999999996,0.20000000000000004,1.0,0.5583333333333333
5,Frequency,6,B,0.65,0.30000000000000004,0.30000000000000004,0.7,5.0,-0.39999999999999997,-0.597285067873303,0.588235294117647,0.05,0.625
9,Baseline,6,B,0.15,-0.19999999999999998,0.19999999999999998,0.2,2.0,0.5299999999999999,1.5158501440922192,0.1729106628242075,1.0,0.5249999999999999
9,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.55,1.0,0.6,0.5,0.16666666666666669,0.55,0.525
10,Baseline,6,B,-0.1,-0.44999999999999996,0.44999999999999996,0.55,2.0,0.0,-0.8,-0.13333333333333336,0.9,0.725
10,Frequency,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.95,2.0,-0.3,-0.6666666666666667,0.4444444444444445,0.8,0.8166666666666665
11,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.8,6.0,0.20000000000000007,0.47398843930635837,0.20809248554913293,0.65,0.6916666666666667
11,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.75,9.0,0.09999999999999998,0.16748768472906395,0.17733990147783252,0.85,0.725
13,Baseline,6,B,-0.44,-0.79,0.79,0.75,4.0,0.71,0.7678160919540229,-0.1618390804597701,0.7,0.7916666666666667
13,Frequency,6,B,-0.11,-0.45999999999999996,0.45999999999999996,0.35,1.0,-0.16999999999999998,-0.5257142857142857,-0.12571428571428572,0.9,0.5416666666666666
17,Baseline,6,B,0.1,-0.24999999999999997,0.24999999999999997,0.75,6.0,-0.87,-1.0668563300142249,0.085348506401138,0.35,0.575
17,Frequency,6,B,1.04,0.6900000000000001,0.6900000000000001,0.6,5.0,-0.010000000000000009,-0.005785920925747368,0.5014464802314368,0.35,0.5083333333333333
18,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.7,3.0,-1.1,-1.3154960981047938,0.1003344481605351,0.3,0.6000000000000001
19,Baseline,6,B,0.32,-0.02999999999999997,0.02999999999999997,0.55,1.0,0.0,0.0,0.28070175438596495,0.65,0.5416666666666667
21,Frequency,6,B,1.9,1.5499999999999998,1.5499999999999998,0.5,3.0,-1.08,-0.2285714285714286,0.9047619047619047,0.7,0.4916666666666666
23,Baseline,6,B,0.75,0.4,0.4,0.5,6.0,0.0,0.6896551724137931,1.0344827586206897,0.0,0.5833333333333333
23,Frequency,6,B,0.0,-0.35,0.35,0.5,5.0,-0.30000000000000004,-1.4285714285714284,0.0,0.3,0.4166666666666666
24,Baseline,6,B,0.63,0.28,0.28,0.7,6.0,0.58,0.04621848739495804,0.3970588235294118,0.95,0.575
24,Frequency,6,B,0.63,0.28,0.28,0.55,5.0,0.10000000000000009,-0.24733475479744127,0.4477611940298507,0.85,0.4999999999999999
26,Baseline,6,B,0.15,-0.19999999999999998,0.19999999999999998,1.0,10.0,0.30000000000000004,0.25531914893617025,0.1276595744680851,0.95,0.625
26,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,1.0,10.0,0.19999999999999996,0.16000000000000003,0.16,0.15,0.6416666666666666
27,Baseline,6,B,0.6,0.25,0.25,0.4,2.0,0.0,0.1578947368421052,0.15789473684210525,0.05,0.3333333333333333
27,Frequency,6,B,0.5,0.15000000000000002,0.15000000000000002,0.8,2.0,-0.19999999999999996,0.25396825396825395,0.15873015873015872,0.05,0.7416666666666667
28,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.55,3.0,0.0,-0.28301886792452835,0.16981132075471697,0.05,0.675
29,Baseline,6,B,0.78,0.43000000000000005,0.43000000000000005,0.65,6.0,0.63,0.296849087893864,0.3880597014925373,0.3,0.4083333333333333
29,Frequency,6,B,0.47,0.12,0.12,0.4,3.0,0.21999999999999997,0.3109919571045576,0.18900804289544235,0.65,0.1999999999999999
30,Baseline,6,B,0.63,0.28,0.28,0.7,2.0,0.27999999999999997,0.20143884892086322,0.4532374100719424,0.6,0.7333333333333334
30,Frequency,6,B,-0.06,-0.41,0.41,0.55,2.0,0.44000000000000006,0.37130801687763715,-0.05063291139240506,0.3,0.625
31,Baseline,6,B,-0.4,-0.75,0.75,1.0,1.0,-0.3999999999999999,-0.42328042328042326,-0.042328042328042326,0.9,0.9333333333333332
31,Frequency,6,B,0.32,-0.02999999999999997,0.02999999999999997,0.4,10.0,0.98,1.5076923076923079,0.49230769230769234,0.85,0.3333333333333333
32,Baseline,6,B,0.6,0.25,0.25,0.6,6.0,-0.050000000000000044,-0.03314917127071826,0.26519337016574585,0.2,0.55
32,Frequency,6,B,0.8,0.45000000000000007,0.45000000000000007,0.65,5.0,0.19999999999999996,0.22748815165876768,0.3791469194312796,0.4,0.65
33,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.45,3.0,0.30000000000000004,0.2608695652173914,0.26086956521739124,0.75,0.4583333333333333
34,Baseline,6,B,0.45,0.10000000000000003,0.10000000000000003,0.55,6.0,0.25,0.24630541871921185,0.5320197044334977,0.75,0.75
34,Frequency,6,B,0.0,-0.35,0.35,0.8,5.0,-0.25,-0.6378378378378378,0.0,0.15,0.7999999999999999
35,Frequency,6,B,0.56,0.21000000000000008,0.21000000000000008,0.5,2.0,-0.09999999999999998,,,0.1,0.5416666666666666
36,Baseline,6,B,0.47,0.12,0.12,0.5,1.0,0.24,0.1428571428571428,0.27976190476190477,0.2,0.5083333333333333
37,Baseline,6,B,1.5,1.15,1.15,0.6,5.0,1.7999999999999998,1.0776361529548089,0.869061413673233,0.95,0.5416666666666667
37,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.35,2.0,0.6,1.3125,0.125,0.2,0.5666666666666667
41,Baseline,6,B,0.66,0.31000000000000005,0.31000000000000005,0.7,1.0,-0.14999999999999997,-0.21276595744680848,0.9361702127659576,1.0,0.6916666666666667
41,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.6,1.0,-0.25,-0.5494505494505495,0.8791208791208791,0.95,0.5583333333333333
42,Baseline,6,B,0.32,-0.02999999999999997,0.02999999999999997,0.3,5.0,0.05000000000000002,,,0.0,0.525
42,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.55,1.0,-0.14999999999999997,-0.6666666666666664,0.888888888888889,0.0,0.6083333333333334
44,Baseline,6,B,0.4,0.050000000000000044,0.050000000000000044,0.45,7.0,-0.2,-0.336283185840708,0.49557522123893805,0.0,0.6499999999999999
44,Frequency,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.45,8.0,0.09999999999999998,0.10526315789473673,0.3609022556390977,1.0,0.4916666666666666
45,Baseline,6,B,0.24,-0.10999999999999999,0.10999999999999999,0.5,3.0,0.88,2.138801261829653,0.45425867507886436,0.65,0.5166666666666666
45,Frequency,6,B,-0.44,-0.79,0.79,0.65,4.0,-0.5199999999999999,-0.7938931297709924,-0.6717557251908397,0.4,0.5333333333333333
46,Baseline,6,B,0.35,0.0,0.0,0.45,5.0,0.25,0.14563106796116498,0.3398058252427184,0.85,0.4916666666666667
46,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.6,4.0,0.09999999999999998,0.2608695652173913,0.2318840579710145,0.4,0.5083333333333333
47,Baseline,6,B,0.89,0.54,0.54,0.9,5.0,-0.43999999999999995,-0.2677096914385051,0.38678835289004787,0.6,0.65
47,Frequency,6,B,1.4,1.0499999999999998,1.0499999999999998,0.45,3.0,-1.1099999999999999,-1.7114568599717113,1.1881188118811878,0.55,0.7416666666666667
49,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.75,3.0,-1.2,-0.47777777777777775,0.13333333333333336,0.0,0.5583333333333333
51,Baseline,6,B,0.44,0.09000000000000002,0.09000000000000002,0.55,1.0,-0.21000000000000002,-0.20192307692307693,0.4230769230769231,0.6,0.2333333333333333
51,Frequency,6,B,0.45,0.10000000000000003,0.10000000000000003,0.55,1.0,-0.32,-0.2735042735042736,0.38461538461538464,0.6,0.5333333333333333
52,Baseline,6,B,0.33,-0.019999999999999962,0.019999999999999962,0.55,7.0,0.19999999999999996,0.5330102967898241,0.2798304058146578,0.95,0.5583333333333333
53,Baseline,6,B,1.09,0.7400000000000001,0.7400000000000001,0.5,1.0,0.22999999999999998,0.9185520361990949,0.4932126696832579,0.2,0.3833333333333333
54,Baseline,6,B,0.45,0.10000000000000003,0.10000000000000003,0.9,4.0,-0.5,-0.7021276595744682,0.1914893617021277,0.45,0.7916666666666667
54,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.15,3.0,-0.39999999999999997,-0.59375,0.37500000000000006,0.2,0.2083333333333333
55,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.5,4.0,-0.09999999999999998,-0.2541436464088397,0.13259668508287292,0.1,0.5083333333333333
55,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.5,3.0,-0.30000000000000004,-0.13043478260869568,0.13043478260869568,0.05,0.5
57,Frequency,6,B,0.0,-0.35,0.35,0.55,7.0,0.0,0.0,0.0,0.15,0.5916666666666666
58,Baseline,6,B,0.45,0.10000000000000003,0.10000000000000003,0.1,2.0,0.09999999999999998,0.1951219512195122,0.4390243902439025,0.6,0.225
58,Frequency,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.5,1.0,0.09999999999999998,0.16000000000000003,0.48,0.25,0.525
59,Baseline,6,B,1.32,0.9700000000000001,0.9700000000000001,0.9,3.0,-1.22,-0.4258289703315882,1.3821989528795813,0.9,0.875
59,Frequency,6,B,0.42,0.07,0.07,1.0,2.0,-0.8400000000000001,-0.7219917012448133,0.34854771784232363,0.0,0.975
60,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.85,6.0,0.21000000000000008,0.27129337539432186,0.22712933753943212,0.8,0.7749999999999999
60,Frequency,6,B,0.78,0.43000000000000005,0.43000000000000005,0.85,5.0,-0.6599999999999999,-0.5247813411078716,0.45481049562682213,0.25,0.7083333333333333
62,Baseline,6,B,0.0,-0.35,0.35,0.4,1.0,0.0,0.0,0.0,0.9,0.5583333333333333
62,Frequency,6,B,0.8,0.45000000000000007,0.45000000000000007,0.8,1.0,-0.29999999999999993,-0.9230769230769229,0.27350427350427353,0.05,0.6583333333333333
63,Baseline,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.6,1.0,-0.21999999999999997,-0.16176470588235292,0.1470588235294118,0.15,0.575
64,Frequency,6,B,0.12,-0.22999999999999998,0.22999999999999998,0.65,3.0,-0.14,-0.16666666666666685,0.14285714285714285,0.15,0.5583333333333333
65,Baseline,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.4,1.0,1.0,0.6060606060606062,0.040404040404040414,0.9,0.4166666666666666
65,Frequency,6,B,1.0,0.65,0.65,0.55,1.0,0.4,0.2857142857142857,0.7142857142857142,1.0,0.6333333333333333
66,Baseline,6,B,0.4,0.050000000000000044,0.050000000000000044,0.9,4.0,0.050000000000000044,0.0449438202247191,0.1797752808988764,0.95,0.7916666666666667
66,Frequency,6,B,0.73,0.38,0.38,0.45,7.0,-0.26,-0.3236641221374046,0.5201017811704833,0.2,0.4833333333333333
67,Baseline,6,B,1.08,0.7300000000000001,0.7300000000000001,0.65,6.0,-0.15000000000000002,-0.8745247148288974,0.8212927756653994,0.35,0.5333333333333333
67,Frequency,6,B,0.1,-0.24999999999999997,0.24999999999999997,0.65,10.0,0.33,1.1179564237415478,0.15026296018031557,0.85,0.5583333333333333
68,Baseline,6,B,0.22,-0.12999999999999998,0.12999999999999998,0.5,8.0,-0.05999999999999994,-0.04123711340206182,0.15120274914089346,0.6,0.3999999999999999
68,Frequency,6,B,0.67,0.32000000000000006,0.32000000000000006,0.45,6.0,-0.66,-0.5505535055350554,0.5933579335793359,0.15,0.5
70,Baseline,6,B,0.4,0.050000000000000044,0.050000000000000044,1.0,8.0,0.0,-0.07936507936507942,0.253968253968254,0.0,0.975
71,Baseline,6,B,1.0,0.65,0.65,0.45,8.0,0.30000000000000004,0.1875000000000001,0.625,0.5,0.6000000000000001
71,Frequency,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.45,1.0,-0.4,-0.2857142857142857,0.2142857142857143,0.35,0.3333333333333333
72,Baseline,6,B,0.7,0.35,0.35,0.55,5.0,0.6000000000000001,0.808080808080808,0.707070707070707,0.8,0.4666666666666667
72,Frequency,6,B,0.25,-0.09999999999999998,0.09999999999999998,0.6,6.0,-0.47,-0.9522700814901048,0.3492433061699651,0.1,0.6749999999999999
73,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.1,7.0,0.75,0.7075471698113206,0.1981132075471698,0.7,0.425
73,Frequency,6,B,0.5,0.15000000000000002,0.15000000000000002,0.65,5.0,-0.19999999999999996,-0.6593406593406592,0.5494505494505494,0.4,0.7083333333333334
75,Baseline,6,B,0.67,0.32000000000000006,0.32000000000000006,0.5,2.0,0.039999999999999925,0.01851851851851849,0.3101851851851852,0.0,0.4416666666666666
75,Frequency,6,B,1.03,0.68,0.68,0.5,1.0,0.09999999999999998,-0.28693790149892934,0.4411134903640257,0.15,0.4916666666666666
77,Baseline,6,B,0.5,0.15000000000000002,0.15000000000000002,0.6,2.0,-0.24,-0.13186813186813195,0.2747252747252747,0.6,0.5333333333333334
77,Frequency,6,B,0.87,0.52,0.52,0.45,1.0,-0.72,-0.45714285714285713,0.5523809523809523,0.2,0.5083333333333333
78,Baseline,6,B,0.05,-0.3,0.3,0.65,8.0,0.030000000000000027,-0.47263681592039775,0.09950248756218905,0.4,0.6000000000000001
78,Frequency,6,B,0.1,-0.24999999999999997,0.24999999999999997,0.6,7.0,-0.5499999999999999,-0.451948051948052,0.07272727272727275,0.3,0.5166666666666666
79,Baseline,6,B,0.85,0.5,0.5,0.5,9.0,0.9000000000000001,0.6904109589041096,0.8383561643835615,0.5,0.5083333333333333
79,Frequency,6,B,0.1,-0.24999999999999997,0.24999999999999997,0.7,2.0,0.20000000000000007,0.05797101449275366,0.028985507246376812,0.45,0.525
80,Baseline,6,B,0.03,-0.31999999999999995,0.31999999999999995,0.8,8.0,-0.30000000000000004,-0.2410848819688599,0.024108488196885988,0.2,0.525
80,Frequency,6,B,0.0,-0.35,0.35,0.25,9.0,0.22999999999999998,0.1749049429657794,0.0,0.6,0.4333333333333333
82,Baseline,6,B,0.35,0.0,0.0,0.55,7.0,-0.7000000000000001,-0.6903553299492388,0.4974619289340102,0.25,0.5916666666666667
82,Frequency,6,B,0.8,0.45000000000000007,0.45000000000000007,0.35,6.0,0.2,0.38167938931297707,0.732824427480916,0.95,0.4333333333333333
84,Baseline,6,B,0.6,0.25,0.25,0.45,2.0,0.30000000000000004,0.8354430379746837,0.30379746835443033,0.45,0.4499999999999999
84,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.65,8.0,-0.09999999999999998,0.23931623931623935,0.5470085470085471,0.2,0.5583333333333333
85,Frequency,6,B,0.6,0.25,0.25,0.4,8.0,-0.4,,,0.0,0.4833333333333333
88,Baseline,6,B,0.45,0.10000000000000003,0.10000000000000003,0.45,4.0,0.32999999999999996,-0.061962134251290824,0.3098106712564544,0.2,0.3749999999999999
88,Frequency,6,B,0.43,0.08000000000000002,0.08000000000000002,0.8,4.0,0.33000000000000007,0.6686088856518573,0.25054624908958484,0.05,0.6583333333333332
89,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.65,1.0,0.0,0.0,0.5454545454545455,1.0,0.5583333333333333
90,Baseline,6,B,0.7,0.35,0.35,0.45,6.0,0.20000000000000007,0.14814814814814825,0.5185185185185185,0.55,0.5166666666666667
90,Frequency,6,B,0.7,0.35,0.35,0.5,6.0,-0.09999999999999998,-0.09090909090909088,0.6363636363636362,0.65,0.3999999999999999
91,Baseline,6,B,0.5,0.15000000000000002,0.15000000000000002,1.0,1.0,0.39999999999999997,1.0,0.1923076923076923,0.0,0.875
93,Baseline,6,B,0.4,0.050000000000000044,0.050000000000000044,0.65,4.0,0.5,0.6666666666666666,0.4266666666666667,0.85,0.7583333333333333
93,Frequency,6,B,2.0,1.65,1.65,0.55,2.0,0.6399999999999999,0.6018808777429467,1.2539184952978057,0.45,0.6083333333333334
94,Baseline,6,B,0.0,-0.35,0.35,0.55,1.0,-0.5,-0.4,0.0,0.6,0.525
94,Frequency,6,B,0.9,0.55,0.55,0.65,3.0,0.9,,,0.4,0.65
96,Baseline,6,B,0.17,-0.17999999999999997,0.17999999999999997,0.7,1.0,0.8600000000000001,-0.4451313755795982,0.05255023183925811,0.1,0.6
97,Baseline,6,B,0.54,0.19000000000000006,0.19000000000000006,0.7,3.0,0.44999999999999996,-0.1582150101419878,0.21906693711967545,0.0,0.5833333333333333
97,Frequency,6,B,0.75,0.4,0.4,0.6,4.0,0.48000000000000004,0.6693227091633466,0.597609561752988,0.3,0.625
100,Baseline,6,B,1.1,0.7500000000000001,0.7500000000000001,0.85,1.0,-1.52,-1.5353535353535355,1.1111111111111112,0.55,0.8833333333333333
100,Frequency,6,B,0.8,0.45000000000000007,0.45000000000000007,0.65,1.0,1.8,1.7142857142857144,0.7619047619047619,0.35,0.5916666666666667
101,Baseline,6,B,0.9,0.55,0.55,0.4,2.0,1.3,1.7948717948717952,0.46153846153846156,0.8,0.5333333333333333
101,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.45,1.0,0.0,0.0,0.3478260869565218,0.3,0.4833333333333333
102,Baseline,6,B,1.11,0.7600000000000001,0.7600000000000001,0.6,3.0,0.42000000000000004,0.8847926267281105,0.6138248847926268,0.95,0.6416666666666666
102,Frequency,6,B,1.02,0.67,0.67,0.4,4.0,0.06000000000000005,0.037854889589905405,1.2870662460567823,1.0,0.3583333333333333
103,Baseline,6,B,0.0,-0.35,0.35,0.45,5.0,0.26,-0.2550930026572187,0.0,0.75,0.5
103,Frequency,6,B,0.53,0.18000000000000005,0.18000000000000005,0.65,5.0,0.33000000000000007,0.21657095980311736,0.43478260869565216,0.25,0.625
104,Baseline,6,B,1.2,0.85,0.85,0.55,3.0,0.20000000000000007,0.16438356164383566,0.3287671232876712,0.2,0.5916666666666667
104,Frequency,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.65,8.0,-0.30000000000000004,-0.38848920863309355,0.34532374100719426,0.95,0.4333333333333333
105,Baseline,6,B,1.0,0.65,0.65,0.7,6.0,0.31,0.20945945945945943,0.8108108108108107,0.95,0.6416666666666666
105,Frequency,6,B,0.63,0.28,0.28,0.6,5.0,0.15999999999999998,0.32630098452883266,0.8860759493670886,0.3,0.4833333333333333
106,Baseline,6,B,0.1,-0.24999999999999997,0.24999999999999997,0.8,9.0,0.07000000000000006,-0.021479713603818618,0.10739856801909307,0.15,0.6416666666666666
106,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.55,5.0,0.21999999999999997,0.7655860349127183,0.24937655860349128,0.8,0.6
107,Baseline,6,B,0.7,0.35,0.35,0.7,5.0,0.0,0.0,0.3431372549019608,0.05,0.6666666666666666
107,Frequency,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.7,3.0,0.30000000000000004,0.3116883116883117,0.11688311688311687,0.2,0.6416666666666666
108,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.85,2.0,-0.09999999999999998,-0.2857142857142856,0.14285714285714288,1.0,0.925
108,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.9,4.0,-0.10000000000000009,-0.26262626262626276,0.32323232323232326,0.0,0.8666666666666667
109,Baseline,6,B,-0.25,-0.6,0.6,0.8,7.0,0.0,0.0,-0.2413793103448276,1.0,0.8999999999999999
109,Frequency,6,B,0.5,0.15000000000000002,0.15000000000000002,1.0,5.0,0.0,,,0.95,0.8666666666666666
111,Baseline,6,B,1.0,0.65,0.65,0.4,2.0,-0.55,-0.09625668449197866,0.42780748663101603,0.0,0.475
111,Frequency,6,B,1.53,1.1800000000000002,1.1800000000000002,0.55,2.0,-0.13000000000000006,-0.1547169811320755,0.5773584905660377,0.95,0.5833333333333334
113,Baseline,6,B,0.73,0.38,0.38,0.75,7.0,0.9,0.42228739002932547,0.5994134897360703,0.3,0.7416666666666667
113,Frequency,6,B,1.0,0.65,0.65,0.25,4.0,-1.1,-0.6128133704735377,0.5571030640668524,0.05,0.2499999999999999
114,Baseline,6,B,1.2,0.85,0.85,0.5,1.0,-0.5,-0.36900369003690037,0.8856088560885609,0.45,0.425
114,Frequency,6,B,0.31,-0.03999999999999998,0.03999999999999998,0.6,1.0,0.08000000000000007,0.05280528052805289,0.20462046204620463,0.25,0.6333333333333333
116,Baseline,6,B,0.6,0.25,0.25,0.6,5.0,0.19999999999999996,0.41095890410958913,0.4109589041095891,0.5,0.6
116,Frequency,6,B,0.9,0.55,0.55,0.4,5.0,-0.20000000000000007,0.04705882352941171,1.0588235294117647,0.65,0.5333333333333333
117,Baseline,6,B,-0.2,-0.55,0.55,0.65,4.0,0.65,1.617391304347826,-0.27826086956521734,1.0,0.6583333333333333
117,Frequency,6,B,-0.05,-0.39999999999999997,0.39999999999999997,1.0,1.0,-0.30000000000000004,-0.5810055865921788,-0.011173184357541898,0.2,0.9333333333333332
118,Baseline,6,B,0.1,-0.24999999999999997,0.24999999999999997,1.0,1.0,0.12,0.27586206896551724,0.1149425287356322,0.8,0.9083333333333332
118,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.9,1.0,0.09999999999999998,0.09999999999999998,0.4,0.2,0.9166666666666666
