Subnum,Condition,Phase,Option,Value,err,abs_err,BestOption,Confidence,CA_diff,CA_diff_normalized,Value_normalized,BestOption_CA,training_accuracy,CA_diff_abs
5,Frequency,1,A,0.8,0.15000000000000002,0.15000000000000002,0.6,3.0,-0.39999999999999997,-0.597285067873303,,0.05,0.625,0.39999999999999997
5,Frequency,1,C,0.3,-0.45,0.45,0.6,,-0.39999999999999997,-0.597285067873303,,0.05,0.625,0.39999999999999997
5,Baseline,2,A,0.6,-0.050000000000000044,0.050000000000000044,0.45,4.0,0.09999999999999998,0.44999999999999996,0.41450777202072536,1.0,0.5583333333333333,0.09999999999999998
5,Baseline,2,C,0.85,0.09999999999999998,0.09999999999999998,0.45,6.0,0.09999999999999998,0.44999999999999996,0.8808290155440414,1.0,0.5583333333333333,0.09999999999999998
5,Frequency,2,A,0.4,-0.25,0.25,0.3,6.0,-0.39999999999999997,-0.597285067873303,0.5106382978723405,0.05,0.625,0.39999999999999997
5,Frequency,2,C,0.8,0.050000000000000044,0.050000000000000044,0.3,5.0,-0.39999999999999997,-0.597285067873303,0.851063829787234,0.05,0.625,0.39999999999999997
5,Baseline,3,A,0.32,-0.33,0.33,0.55,2.0,0.09999999999999998,0.44999999999999996,0.14611872146118718,1.0,0.5583333333333333,0.09999999999999998
5,Baseline,3,C,0.8,0.050000000000000044,0.050000000000000044,0.55,6.0,0.09999999999999998,0.44999999999999996,1.095890410958904,1.0,0.5583333333333333,0.09999999999999998
5,Frequency,3,A,0.2,-0.45,0.45,0.7,3.0,-0.39999999999999997,-0.597285067873303,0.16216216216216217,0.05,0.625,0.39999999999999997
5,Frequency,3,C,0.8,0.050000000000000044,0.050000000000000044,0.7,4.0,-0.39999999999999997,-0.597285067873303,0.8648648648648649,0.05,0.625,0.39999999999999997
5,Baseline,4,A,0.4,-0.25,0.25,0.5,4.0,0.09999999999999998,0.44999999999999996,0.4266666666666667,1.0,0.5583333333333333,0.09999999999999998
5,Baseline,4,C,0.7,-0.050000000000000044,0.050000000000000044,0.5,5.0,0.09999999999999998,0.44999999999999996,0.9333333333333333,1.0,0.5583333333333333,0.09999999999999998
5,Frequency,4,A,0.4,-0.25,0.25,0.8,5.0,-0.39999999999999997,-0.597285067873303,,0.05,0.625,0.39999999999999997
5,Frequency,4,C,0.7,-0.050000000000000044,0.050000000000000044,0.8,5.0,-0.39999999999999997,-0.597285067873303,,0.05,0.625,0.39999999999999997
5,Baseline,5,A,0.4,-0.25,0.25,0.55,4.0,0.09999999999999998,0.44999999999999996,0.5734767025089605,1.0,0.5583333333333333,0.09999999999999998
5,Baseline,5,C,0.7,-0.050000000000000044,0.050000000000000044,0.55,4.0,0.09999999999999998,0.44999999999999996,1.003584229390681,1.0,0.5583333333333333,0.09999999999999998
5,Frequency,5,A,0.84,0.18999999999999995,0.18999999999999995,0.65,6.0,-0.39999999999999997,-0.597285067873303,1.0349075975359343,0.05,0.625,0.39999999999999997
5,Frequency,5,C,0.7,-0.050000000000000044,0.050000000000000044,0.65,3.0,-0.39999999999999997,-0.597285067873303,0.43121149897330585,0.05,0.625,0.39999999999999997
5,Baseline,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.65,4.0,0.09999999999999998,0.44999999999999996,0.6000000000000001,1.0,0.5583333333333333,0.09999999999999998
5,Baseline,6,C,0.7,-0.050000000000000044,0.050000000000000044,0.65,6.0,0.09999999999999998,0.44999999999999996,1.05,1.0,0.5583333333333333,0.09999999999999998
5,Frequency,6,A,0.85,0.19999999999999996,0.19999999999999996,0.7,6.0,-0.39999999999999997,-0.597285067873303,0.9230769230769229,0.05,0.625,0.39999999999999997
5,Frequency,6,C,0.45,-0.3,0.3,0.7,4.0,-0.39999999999999997,-0.597285067873303,0.3257918552036199,0.05,0.625,0.39999999999999997
6,Baseline,1,A,0.86,0.20999999999999996,0.20999999999999996,0.65,1.0,,,0.5548387096774194,0.15,0.6083333333333334,
6,Baseline,1,C,1.13,0.3799999999999999,0.3799999999999999,0.65,1.0,,,0.7290322580645161,0.15,0.6083333333333334,
6,Baseline,2,A,1.52,0.87,0.87,0.5,1.0,,,0.4727838258164852,0.15,0.6083333333333334,
6,Baseline,2,C,1.75,1.0,1.0,0.5,1.0,,,0.5443234836702955,0.15,0.6083333333333334,
7,Baseline,1,A,0.86,0.20999999999999996,0.20999999999999996,0.6,1.0,,,0.5119047619047619,0.75,0.825,
7,Baseline,1,C,1.47,0.72,0.72,0.6,1.0,,,0.875,0.75,0.825,
9,Baseline,1,A,-0.02,-0.67,0.67,0.55,1.0,0.5299999999999999,1.5158501440922192,-0.01619433198380567,1.0,0.5249999999999999,0.5299999999999999
9,Baseline,1,C,0.8,0.050000000000000044,0.050000000000000044,0.55,2.0,0.5299999999999999,1.5158501440922192,1.2955465587044537,1.0,0.5249999999999999,0.5299999999999999
9,Frequency,1,A,0.7,0.04999999999999993,0.04999999999999993,0.75,1.0,0.6,0.5,0.3783783783783784,0.55,0.525,0.6
9,Frequency,1,C,1.2,0.44999999999999996,0.44999999999999996,0.75,2.0,0.6,0.5,1.2972972972972974,0.55,0.525,0.6
9,Baseline,2,A,0.5,-0.15000000000000002,0.15000000000000002,0.45,1.0,0.5299999999999999,1.5158501440922192,0.16666666666666666,1.0,0.5249999999999999,0.5299999999999999
9,Baseline,2,C,1.5,0.75,0.75,0.45,3.0,0.5299999999999999,1.5158501440922192,1.5,1.0,0.5249999999999999,0.5299999999999999
9,Frequency,2,A,0.6,-0.050000000000000044,0.050000000000000044,0.45,2.0,0.6,0.5,0.8275862068965517,0.55,0.525,0.6
9,Frequency,2,C,1.0,0.25,0.25,0.45,1.0,0.6,0.5,0.6896551724137931,0.55,0.525,0.6
9,Baseline,3,A,0.8,0.15000000000000002,0.15000000000000002,0.6,1.0,0.5299999999999999,1.5158501440922192,0.4705882352941177,1.0,0.5249999999999999,0.5299999999999999
9,Baseline,3,C,0.7,-0.050000000000000044,0.050000000000000044,0.6,3.0,0.5299999999999999,1.5158501440922192,1.2352941176470587,1.0,0.5249999999999999,0.5299999999999999
9,Frequency,3,A,0.7,0.04999999999999993,0.04999999999999993,0.55,1.0,0.6,0.5,0.7368421052631579,0.55,0.525,0.6
9,Frequency,3,C,0.7,-0.050000000000000044,0.050000000000000044,0.55,1.0,0.6,0.5,0.7368421052631579,0.55,0.525,0.6
9,Baseline,4,A,1.0,0.35,0.35,0.8,1.0,0.5299999999999999,1.5158501440922192,0.27027027027027023,1.0,0.5249999999999999,0.5299999999999999
9,Baseline,4,C,1.3,0.55,0.55,0.8,4.0,0.5299999999999999,1.5158501440922192,1.4054054054054055,1.0,0.5249999999999999,0.5299999999999999
9,Frequency,4,A,1.1,0.45000000000000007,0.45000000000000007,0.4,3.0,0.6,0.5,1.1186440677966103,0.55,0.525,0.6
9,Frequency,4,C,0.8,0.050000000000000044,0.050000000000000044,0.4,1.0,0.6,0.5,0.2711864406779661,0.55,0.525,0.6
9,Baseline,5,A,0.8,0.15000000000000002,0.15000000000000002,0.55,1.0,0.5299999999999999,1.5158501440922192,0.7619047619047619,1.0,0.5249999999999999,0.5299999999999999
9,Baseline,5,C,0.7,-0.050000000000000044,0.050000000000000044,0.55,1.0,0.5299999999999999,1.5158501440922192,0.6666666666666666,1.0,0.5249999999999999,0.5299999999999999
9,Frequency,5,A,0.4,-0.25,0.25,0.45,1.0,0.6,0.5,0.42105263157894735,0.55,0.525,0.6
9,Frequency,5,C,0.8,0.050000000000000044,0.050000000000000044,0.45,1.0,0.6,0.5,0.8421052631578947,0.55,0.525,0.6
9,Baseline,6,A,0.17,-0.48,0.48,0.2,1.0,0.5299999999999999,1.5158501440922192,0.09798270893371759,1.0,0.5249999999999999,0.5299999999999999
9,Baseline,6,C,0.7,-0.050000000000000044,0.050000000000000044,0.2,4.0,0.5299999999999999,1.5158501440922192,1.6138328530259367,1.0,0.5249999999999999,0.5299999999999999
9,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.55,1.0,0.6,0.5,0.5,0.55,0.525,0.6
9,Frequency,6,C,1.2,0.44999999999999996,0.44999999999999996,0.55,1.0,0.6,0.5,1.0,0.55,0.525,0.6
10,Baseline,1,A,0.6,-0.050000000000000044,0.050000000000000044,0.85,6.0,0.0,-0.8,0.7717041800643086,0.9,0.725,0.0
10,Baseline,1,C,1.0,0.25,0.25,0.85,5.0,0.0,-0.8,1.0718113612004287,0.9,0.725,0.0
10,Frequency,1,A,0.9,0.25,0.25,0.65,3.0,-0.3,-0.6666666666666667,1.542857142857143,0.8,0.8166666666666665,0.3
10,Frequency,1,C,-0.1,-0.85,0.85,0.65,2.0,-0.3,-0.6666666666666667,-0.1142857142857143,0.8,0.8166666666666665,0.3
10,Baseline,2,A,0.6,-0.050000000000000044,0.050000000000000044,0.9,5.0,0.0,-0.8,0.9375000000000001,0.9,0.725,0.0
10,Baseline,2,C,0.7,-0.050000000000000044,0.050000000000000044,0.9,4.0,0.0,-0.8,0.875,0.9,0.725,0.0
10,Frequency,2,A,0.8,0.15000000000000002,0.15000000000000002,0.75,2.0,-0.3,-0.6666666666666667,1.0,0.8,0.8166666666666665,0.3
10,Frequency,2,C,0.6,-0.15000000000000002,0.15000000000000002,0.75,2.0,-0.3,-0.6666666666666667,0.7499999999999999,0.8,0.8166666666666665,0.3
10,Baseline,3,A,0.6,-0.050000000000000044,0.050000000000000044,1.0,5.0,0.0,-0.8,1.098901098901099,0.9,0.725,0.0
10,Baseline,3,C,0.6,-0.15000000000000002,0.15000000000000002,1.0,3.0,0.0,-0.8,0.6593406593406594,0.9,0.725,0.0
10,Frequency,3,A,0.8,0.15000000000000002,0.15000000000000002,0.65,2.0,-0.3,-0.6666666666666667,5.333333333333333,0.8,0.8166666666666665,0.3
10,Frequency,3,C,0.6,-0.15000000000000002,0.15000000000000002,0.65,2.0,-0.3,-0.6666666666666667,3.999999999999999,0.8,0.8166666666666665,0.3
10,Baseline,4,A,0.2,-0.45,0.45,0.6,3.0,0.0,-0.8,0.23076923076923078,0.9,0.725,0.0
10,Baseline,4,C,0.7,-0.050000000000000044,0.050000000000000044,0.6,3.0,0.0,-0.8,0.8076923076923075,0.9,0.725,0.0
10,Frequency,4,A,0.8,0.15000000000000002,0.15000000000000002,0.95,2.0,-0.3,-0.6666666666666667,0.7881773399014778,0.8,0.8166666666666665,0.3
10,Frequency,4,C,0.33,-0.42,0.42,0.95,2.0,-0.3,-0.6666666666666667,0.3251231527093596,0.8,0.8166666666666665,0.3
10,Baseline,5,A,0.6,-0.050000000000000044,0.050000000000000044,0.45,3.0,0.0,-0.8,1.2,0.9,0.725,0.0
10,Baseline,5,C,0.4,-0.35,0.35,0.45,3.0,0.0,-0.8,0.8000000000000002,0.9,0.725,0.0
10,Frequency,5,A,0.3,-0.35000000000000003,0.35000000000000003,0.95,2.0,-0.3,-0.6666666666666667,0.25,0.8,0.8166666666666665,0.3
10,Frequency,5,C,0.9,0.15000000000000002,0.15000000000000002,0.95,2.0,-0.3,-0.6666666666666667,0.75,0.8,0.8166666666666665,0.3
10,Baseline,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.55,4.0,0.0,-0.8,1.6,0.9,0.725,0.0
10,Baseline,6,C,0.6,-0.15000000000000002,0.15000000000000002,0.55,2.0,0.0,-0.8,0.8,0.9,0.725,0.0
10,Frequency,6,A,0.6,-0.050000000000000044,0.050000000000000044,0.95,2.0,-0.3,-0.6666666666666667,0.888888888888889,0.8,0.8166666666666665,0.3
10,Frequency,6,C,0.3,-0.45,0.45,0.95,1.0,-0.3,-0.6666666666666667,0.22222222222222224,0.8,0.8166666666666665,0.3
11,Baseline,1,A,0.9,0.25,0.25,0.65,8.0,0.20000000000000007,0.47398843930635837,1.035971223021583,0.65,0.6916666666666667,0.20000000000000007
11,Baseline,1,C,0.6,-0.15000000000000002,0.15000000000000002,0.65,6.0,0.20000000000000007,0.47398843930635837,0.5179856115107914,0.65,0.6916666666666667,0.20000000000000007
11,Frequency,1,A,0.6,-0.050000000000000044,0.050000000000000044,0.55,7.0,0.09999999999999998,0.16748768472906395,0.8235294117647058,0.85,0.725,0.09999999999999998
11,Frequency,1,C,0.3,-0.45,0.45,0.55,4.0,0.09999999999999998,0.16748768472906395,0.2352941176470588,0.85,0.725,0.09999999999999998
11,Baseline,2,A,0.6,-0.050000000000000044,0.050000000000000044,0.75,8.0,0.20000000000000007,0.47398843930635837,0.7741935483870968,0.65,0.6916666666666667,0.20000000000000007
11,Baseline,2,C,0.8,0.050000000000000044,0.050000000000000044,0.75,7.0,0.20000000000000007,0.47398843930635837,0.903225806451613,0.65,0.6916666666666667,0.20000000000000007
11,Frequency,2,A,0.8,0.15000000000000002,0.15000000000000002,0.65,6.0,0.09999999999999998,0.16748768472906395,0.7111111111111111,0.85,0.725,0.09999999999999998
11,Frequency,2,C,0.8,0.050000000000000044,0.050000000000000044,0.65,7.0,0.09999999999999998,0.16748768472906395,0.8296296296296296,0.85,0.725,0.09999999999999998
11,Baseline,3,A,0.8,0.15000000000000002,0.15000000000000002,0.7,8.0,0.20000000000000007,0.47398843930635837,0.7619047619047619,0.65,0.6916666666666667,0.20000000000000007
11,Baseline,3,C,0.9,0.15000000000000002,0.15000000000000002,0.7,9.0,0.20000000000000007,0.47398843930635837,0.9642857142857142,0.65,0.6916666666666667,0.20000000000000007
11,Frequency,3,A,0.6,-0.050000000000000044,0.050000000000000044,0.65,6.0,0.09999999999999998,0.16748768472906395,0.6486486486486487,0.85,0.725,0.09999999999999998
11,Frequency,3,C,0.7,-0.050000000000000044,0.050000000000000044,0.65,6.0,0.09999999999999998,0.16748768472906395,0.7567567567567568,0.85,0.725,0.09999999999999998
11,Baseline,4,A,0.4,-0.25,0.25,0.55,4.0,0.20000000000000007,0.47398843930635837,0.23880597014925373,0.65,0.6916666666666667,0.20000000000000007
11,Baseline,4,C,1.0,0.25,0.25,0.55,7.0,0.20000000000000007,0.47398843930635837,1.044776119402985,0.65,0.6916666666666667,0.20000000000000007
11,Frequency,4,A,0.7,0.04999999999999993,0.04999999999999993,0.8,7.0,0.09999999999999998,0.16748768472906395,0.6621621621621621,0.85,0.725,0.09999999999999998
11,Frequency,4,C,0.9,0.15000000000000002,0.15000000000000002,0.8,7.0,0.09999999999999998,0.16748768472906395,0.8513513513513513,0.85,0.725,0.09999999999999998
11,Baseline,5,A,0.98,0.32999999999999996,0.32999999999999996,0.7,8.0,0.20000000000000007,0.47398843930635837,1.6610169491525422,0.65,0.6916666666666667,0.20000000000000007
11,Baseline,5,C,0.4,-0.35,0.35,0.7,7.0,0.20000000000000007,0.47398843930635837,0.5932203389830508,0.65,0.6916666666666667,0.20000000000000007
11,Frequency,5,A,0.8,0.15000000000000002,0.15000000000000002,0.95,8.0,0.09999999999999998,0.16748768472906395,0.7150837988826817,0.85,0.725,0.09999999999999998
11,Frequency,5,C,0.9,0.15000000000000002,0.15000000000000002,0.95,9.0,0.09999999999999998,0.16748768472906395,0.9050279329608939,0.85,0.725,0.09999999999999998
11,Baseline,6,A,0.7,0.04999999999999993,0.04999999999999993,0.8,7.0,0.20000000000000007,0.47398843930635837,0.5664739884393063,0.65,0.6916666666666667,0.20000000000000007
11,Baseline,6,C,0.9,0.15000000000000002,0.15000000000000002,0.8,10.0,0.20000000000000007,0.47398843930635837,1.0404624277456647,0.65,0.6916666666666667,0.20000000000000007
11,Frequency,6,A,0.8,0.15000000000000002,0.15000000000000002,0.75,8.0,0.09999999999999998,0.16748768472906395,0.6305418719211823,0.85,0.725,0.09999999999999998
11,Frequency,6,C,0.9,0.15000000000000002,0.15000000000000002,0.75,9.0,0.09999999999999998,0.16748768472906395,0.7980295566502462,0.85,0.725,0.09999999999999998
13,Baseline,1,A,1.34,0.6900000000000001,0.6900000000000001,0.7,6.0,0.71,0.7678160919540229,1.2681388012618295,0.7,0.7916666666666667,0.71
13,Baseline,1,C,0.44,-0.31,0.31,0.7,4.0,0.71,0.7678160919540229,0.277602523659306,0.7,0.7916666666666667,0.71
13,Frequency,1,A,0.59,-0.06000000000000005,0.06000000000000005,0.5,3.0,-0.16999999999999998,-0.5257142857142857,0.6616822429906543,0.9,0.5416666666666666,0.16999999999999998
13,Frequency,1,C,0.58,-0.17000000000000004,0.17000000000000004,0.5,4.0,-0.16999999999999998,-0.5257142857142857,0.8672897196261682,0.9,0.5416666666666666,0.16999999999999998
13,Baseline,2,A,0.64,-0.010000000000000009,0.010000000000000009,0.75,4.0,0.71,0.7678160919540229,0.40992794235388313,0.7,0.7916666666666667,0.71
13,Baseline,2,C,1.44,0.69,0.69,0.75,6.0,0.71,0.7678160919540229,1.3835068054443556,0.7,0.7916666666666667,0.71
13,Frequency,2,A,1.34,0.6900000000000001,0.6900000000000001,0.8,2.0,-0.16999999999999998,-0.5257142857142857,1.5402298850574712,0.9,0.5416666666666666,0.16999999999999998
13,Frequency,2,C,0.56,-0.18999999999999995,0.18999999999999995,0.8,2.0,-0.16999999999999998,-0.5257142857142857,0.6436781609195402,0.9,0.5416666666666666,0.16999999999999998
13,Baseline,3,A,0.88,0.22999999999999998,0.22999999999999998,0.9,6.0,0.71,0.7678160919540229,0.7462897526501767,0.7,0.7916666666666667,0.71
13,Baseline,3,C,1.22,0.47,0.47,0.9,7.0,0.71,0.7678160919540229,1.207067137809187,0.7,0.7916666666666667,0.71
13,Frequency,3,A,0.77,0.12,0.12,0.6,2.0,-0.16999999999999998,-0.5257142857142857,0.7623762376237624,0.9,0.5416666666666666,0.16999999999999998
13,Frequency,3,C,0.56,-0.18999999999999995,0.18999999999999995,0.6,1.0,-0.16999999999999998,-0.5257142857142857,0.27722772277227725,0.9,0.5416666666666666,0.16999999999999998
13,Baseline,4,A,1.27,0.62,0.62,1.0,8.0,0.71,0.7678160919540229,0.8407116259826232,0.7,0.7916666666666667,0.71
13,Baseline,4,C,1.56,0.81,0.81,1.0,8.0,0.71,0.7678160919540229,1.032685146876293,0.7,0.7916666666666667,0.71
13,Frequency,4,A,0.19,-0.46,0.46,0.55,2.0,-0.16999999999999998,-0.5257142857142857,0.336283185840708,0.9,0.5416666666666666,0.16999999999999998
13,Frequency,4,C,0.23,-0.52,0.52,0.55,1.0,-0.16999999999999998,-0.5257142857142857,0.2035398230088496,0.9,0.5416666666666666,0.16999999999999998
13,Baseline,5,A,0.89,0.24,0.24,0.65,8.0,0.71,0.7678160919540229,0.8516746411483255,0.7,0.7916666666666667,0.71
13,Baseline,5,C,0.74,-0.010000000000000009,0.010000000000000009,0.65,8.0,0.71,0.7678160919540229,0.7081339712918661,0.7,0.7916666666666667,0.71
13,Frequency,5,A,0.39,-0.26,0.26,0.45,2.0,-0.16999999999999998,-0.5257142857142857,0.6995515695067265,0.9,0.5416666666666666,0.16999999999999998
13,Frequency,5,C,0.23,-0.52,0.52,0.45,2.0,-0.16999999999999998,-0.5257142857142857,0.4125560538116592,0.9,0.5416666666666666,0.16999999999999998
13,Baseline,6,A,0.98,0.32999999999999996,0.32999999999999996,0.75,7.0,0.71,0.7678160919540229,0.6308045977011494,0.7,0.7916666666666667,0.71
13,Baseline,6,C,1.69,0.94,0.94,0.75,9.0,0.71,0.7678160919540229,1.3986206896551723,0.7,0.7916666666666667,0.71
13,Frequency,6,A,0.29,-0.36000000000000004,0.36000000000000004,0.35,2.0,-0.16999999999999998,-0.5257142857142857,0.6628571428571428,0.9,0.5416666666666666,0.16999999999999998
13,Frequency,6,C,0.12,-0.63,0.63,0.35,1.0,-0.16999999999999998,-0.5257142857142857,0.13714285714285715,0.9,0.5416666666666666,0.16999999999999998
15,Baseline,1,A,0.5,-0.15000000000000002,0.15000000000000002,0.6,1.0,,,0.5555555555555556,0.7,0.55,
15,Baseline,1,C,0.3,-0.45,0.45,0.6,1.0,,,0.33333333333333337,0.7,0.55,
15,Frequency,1,A,0.5,-0.15000000000000002,0.15000000000000002,0.3,2.0,,,0.45454545454545453,0.6,0.5166666666666666,
15,Frequency,1,C,0.3,-0.45,0.45,0.3,2.0,,,0.2727272727272727,0.6,0.5166666666666666,
15,Baseline,2,A,1.0,0.35,0.35,0.5,3.0,,,0.9090909090909091,0.7,0.55,
15,Baseline,2,C,0.3,-0.45,0.45,0.5,3.0,,,0.27272727272727265,0.7,0.55,
15,Frequency,2,A,1.0,0.35,0.35,0.7,2.0,,,0.8,0.6,0.5166666666666666,
15,Frequency,2,C,1.0,0.25,0.25,0.7,2.0,,,0.8,0.6,0.5166666666666666,
15,Baseline,3,A,0.5,-0.15000000000000002,0.15000000000000002,0.65,2.0,,,0.5,0.7,0.55,
15,Baseline,3,C,0.4,-0.35,0.35,0.65,2.0,,,0.4,0.7,0.55,
15,Frequency,3,A,0.75,0.09999999999999998,0.09999999999999998,0.6,2.0,,,0.6,0.6,0.5166666666666666,
15,Frequency,3,C,0.75,0.0,0.0,0.6,2.0,,,0.6,0.6,0.5166666666666666,
15,Frequency,4,A,0.75,0.09999999999999998,0.09999999999999998,0.65,2.0,,,0.5769230769230769,0.6,0.5166666666666666,
15,Frequency,4,C,0.75,0.0,0.0,0.65,2.0,,,0.5769230769230769,0.6,0.5166666666666666,
17,Baseline,1,A,-0.09,-0.74,0.74,0.25,6.0,-0.87,-1.0668563300142249,-0.13186813186813187,0.35,0.575,0.87
17,Baseline,1,C,0.18,-0.5700000000000001,0.5700000000000001,0.25,7.0,-0.87,-1.0668563300142249,0.3076923076923077,0.35,0.575,0.87
17,Frequency,1,A,0.69,0.039999999999999925,0.039999999999999925,0.5,9.0,-0.010000000000000009,-0.005785920925747368,0.46921042689837544,0.35,0.5083333333333333,0.010000000000000009
17,Frequency,1,C,1.72,0.97,0.97,0.5,7.0,-0.010000000000000009,-0.005785920925747368,0.9097091046467699,0.35,0.5083333333333333,0.010000000000000009
17,Baseline,2,A,0.18,-0.47000000000000003,0.47000000000000003,0.5,4.0,-0.87,-1.0668563300142249,0.07225288509784245,0.35,0.575,0.87
17,Baseline,2,C,0.55,-0.19999999999999996,0.19999999999999996,0.5,9.0,-0.87,-1.0668563300142249,0.4967385850476669,0.35,0.575,0.87
17,Frequency,2,A,1.56,0.91,0.91,0.6,2.0,-0.010000000000000009,-0.005785920925747368,0.45447924253459576,0.35,0.5083333333333333,0.010000000000000009
17,Frequency,2,C,0.47,-0.28,0.28,0.6,3.0,-0.010000000000000009,-0.005785920925747368,0.20538965768390385,0.35,0.5083333333333333,0.010000000000000009
17,Baseline,3,A,0.63,-0.020000000000000018,0.020000000000000018,0.5,4.0,-0.87,-1.0668563300142249,0.56,0.35,0.575,0.87
17,Baseline,3,C,0.78,0.030000000000000027,0.030000000000000027,0.5,6.0,-0.87,-1.0668563300142249,1.04,0.35,0.575,0.87
17,Frequency,3,A,0.35,-0.30000000000000004,0.30000000000000004,0.55,6.0,-0.010000000000000009,-0.005785920925747368,0.4233870967741935,0.35,0.5083333333333333,0.010000000000000009
17,Frequency,3,C,1.32,0.5700000000000001,0.5700000000000001,0.55,3.0,-0.010000000000000009,-0.005785920925747368,0.7983870967741935,0.35,0.5083333333333333,0.010000000000000009
17,Baseline,4,A,0.28,-0.37,0.37,0.6,1.0,-0.87,-1.0668563300142249,0.05318138651471985,0.35,0.575,0.87
17,Baseline,4,C,0.97,0.21999999999999997,0.21999999999999997,0.6,1.0,-0.87,-1.0668563300142249,0.18423551756885087,0.35,0.575,0.87
