mu1,mu2,mu3,sd1,sd2,sd3,ppi1,ppi2,ppi3,ll,ll_null,aic,aic_null,bic,bic_null,R2
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.600,0.558,0.094,0.000,0.283,0.077,0.017,0.644,0.340,119.869,-33.399,-223.738,70.797,-201.438,76.372,4.589
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.715,0.400,0.147,0.217,0.000,0.116,0.422,0.058,0.520,470.167,-33.399,-924.334,70.797,-902.034,76.372,15.077
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.863,0.400,0.226,0.107,0.000,0.183,0.260,0.058,0.682,469.598,-33.399,-923.197,70.797,-900.897,76.372,15.060
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.850,0.520,0.205,0.117,0.000,0.156,0.276,0.058,0.665,476.574,-33.399,-937.149,70.797,-914.849,76.372,15.269
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.850,0.520,0.205,0.117,0.000,0.156,0.276,0.058,0.665,476.574,-33.399,-937.149,70.797,-914.849,76.372,15.269
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.878,0.255,0.200,0.095,0.200,0.000,0.240,0.702,0.058,467.344,-33.399,-918.689,70.797,-896.389,76.372,14.993
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.980,0.828,0.245,0.021,0.085,0.187,0.070,0.180,0.750,-8.806,-33.399,33.612,70.797,55.912,76.372,0.736
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.850,0.520,0.205,0.117,0.000,0.156,0.276,0.058,0.665,476.574,-33.399,-937.149,70.797,-914.849,76.372,15.269
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.850,0.520,0.205,0.117,0.000,0.156,0.276,0.058,0.665,476.574,-33.399,-937.149,70.797,-914.849,76.372,15.269
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
0.877,0.333,0.049,0.095,0.165,0.041,0.243,0.534,0.224,-0.481,-33.399,16.963,70.797,39.263,76.372,0.986
