Subnum,Condition,Phase,Option,Value,err,abs_err,BestOption,Confidence,CA_diff,CA_diff_normalized,Value_normalized,BestOption_CA,training_accuracy
111,Baseline,7,B,0.9,0.55,0.55,0.5,2.0,-0.55,-0.09625668449197866,0.5504587155963302,0.0,0.475
111,Frequency,1,B,0.35,0.0,0.0,0.65,6.0,-0.13000000000000006,-0.1547169811320755,0.5607476635514018,0.95,0.5833333333333334
111,Frequency,2,B,0.23,-0.11999999999999997,0.11999999999999997,0.55,5.0,-0.13000000000000006,-0.1547169811320755,0.41894353369763215,0.95,0.5833333333333334
111,Frequency,3,B,0.45,0.10000000000000003,0.10000000000000003,0.6,3.0,-0.13000000000000006,-0.1547169811320755,0.3020134228187919,0.95,0.5833333333333334
111,Frequency,4,B,0.23,-0.11999999999999997,0.11999999999999997,0.4,4.0,-0.13000000000000006,-0.1547169811320755,0.2911392405063291,0.95,0.5833333333333334
111,Frequency,5,B,0.54,0.19000000000000006,0.19000000000000006,0.75,3.0,-0.13000000000000006,-0.1547169811320755,0.46418338108882523,0.95,0.5833333333333334
111,Frequency,6,B,1.53,1.1800000000000002,1.1800000000000002,0.55,2.0,-0.13000000000000006,-0.1547169811320755,0.5773584905660377,0.95,0.5833333333333334
112,Baseline,1,B,0.9,0.55,0.55,0.75,2.0,,,0.9473684210526316,0.95,0.75
112,Baseline,2,B,-0.1,-0.44999999999999996,0.44999999999999996,0.55,2.0,,,-0.0634920634920635,0.95,0.75
112,Baseline,3,B,0.82,0.47,0.47,0.55,6.0,,,0.7859424920127794,0.95,0.75
112,Baseline,7,B,-0.2,-0.55,0.55,0.6875,5.0,,,-0.18691588785046723,0.95,0.75
113,Baseline,1,B,1.11,0.7600000000000001,0.7600000000000001,0.5,8.0,0.9,0.42228739002932547,0.7329756500206356,0.3,0.7416666666666667
113,Baseline,2,B,-0.06,-0.41,0.41,0.7,4.0,0.9,0.42228739002932547,-0.038523274478330656,0.3,0.7416666666666667
113,Baseline,3,B,1.14,0.7899999999999999,0.7899999999999999,0.65,8.0,0.9,0.42228739002932547,0.7657430730478588,0.3,0.7416666666666667
113,Baseline,4,B,1.1,0.7500000000000001,0.7500000000000001,1.0,4.0,0.9,0.42228739002932547,0.7586206896551725,0.3,0.7416666666666667
113,Baseline,5,B,0.45,0.10000000000000003,0.10000000000000003,0.85,4.0,0.9,0.42228739002932547,0.225,0.3,0.7416666666666667
113,Baseline,6,B,0.73,0.38,0.38,0.75,7.0,0.9,0.42228739002932547,0.5994134897360703,0.3,0.7416666666666667
113,Baseline,7,B,1.5,1.15,1.15,0.6125,5.0,0.9,0.42228739002932547,0.6976744186046512,0.3,0.7416666666666667
113,Frequency,1,B,0.7,0.35,0.35,0.5,4.0,-1.1,-0.6128133704735377,0.6429391504018369,0.05,0.2499999999999999
113,Frequency,2,B,0.67,0.32000000000000006,0.32000000000000006,0.5,4.0,-1.1,-0.6128133704735377,0.37535014005602246,0.05,0.2499999999999999
113,Frequency,3,B,0.5,0.15000000000000002,0.15000000000000002,0.0,4.0,-1.1,-0.6128133704735377,0.29850746268656714,0.05,0.2499999999999999
113,Frequency,4,B,1.0,0.65,0.65,0.0,4.0,-1.1,-0.6128133704735377,0.5714285714285714,0.05,0.2499999999999999
113,Frequency,5,B,1.11,0.7600000000000001,0.7600000000000001,0.25,4.0,-1.1,-0.6128133704735377,0.5162790697674419,0.05,0.2499999999999999
113,Frequency,6,B,1.0,0.65,0.65,0.25,4.0,-1.1,-0.6128133704735377,0.5571030640668524,0.05,0.2499999999999999
114,Baseline,1,B,0.75,0.4,0.4,0.45,1.0,-0.5,-0.36900369003690037,0.75,0.45,0.425
114,Baseline,2,B,0.8,0.45000000000000007,0.45000000000000007,0.45,2.0,-0.5,-0.36900369003690037,0.48484848484848486,0.45,0.425
114,Baseline,3,B,-0.01,-0.36,0.36,0.5,1.0,-0.5,-0.36900369003690037,-0.010416666666666668,0.45,0.425
114,Baseline,4,B,0.6,0.25,0.25,0.35,1.0,-0.5,-0.36900369003690037,0.5429864253393665,0.45,0.425
114,Baseline,5,B,1.11,0.7600000000000001,0.7600000000000001,0.3,1.0,-0.5,-0.36900369003690037,2.055555555555556,0.45,0.425
114,Baseline,6,B,1.2,0.85,0.85,0.5,1.0,-0.5,-0.36900369003690037,0.8856088560885609,0.45,0.425
114,Baseline,7,B,0.63,0.28,0.28,0.4375,1.0,-0.5,-0.36900369003690037,0.7777777777777778,0.45,0.425
114,Frequency,1,B,0.05,-0.3,0.3,0.7,1.0,0.08000000000000007,0.05280528052805289,0.06451612903225808,0.25,0.6333333333333333
114,Frequency,2,B,0.73,0.38,0.38,0.55,1.0,0.08000000000000007,0.05280528052805289,0.7053140096618357,0.25,0.6333333333333333
114,Frequency,3,B,0.34,-0.009999999999999953,0.009999999999999953,0.7,1.0,0.08000000000000007,0.05280528052805289,0.24727272727272728,0.25,0.6333333333333333
114,Frequency,4,B,0.4,0.050000000000000044,0.050000000000000044,0.65,1.0,0.08000000000000007,0.05280528052805289,0.3137254901960785,0.25,0.6333333333333333
114,Frequency,5,B,0.43,0.08000000000000002,0.08000000000000002,0.6,1.0,0.08000000000000007,0.05280528052805289,0.33725490196078434,0.25,0.6333333333333333
114,Frequency,6,B,0.31,-0.03999999999999998,0.03999999999999998,0.6,1.0,0.08000000000000007,0.05280528052805289,0.20462046204620463,0.25,0.6333333333333333
114,Frequency,7,B,0.23,-0.11999999999999997,0.11999999999999997,0.5125,1.0,0.08000000000000007,0.05280528052805289,0.19327731092436976,0.25,0.6333333333333333
116,Baseline,1,B,0.65,0.30000000000000004,0.30000000000000004,0.7,7.0,0.19999999999999996,0.41095890410958913,1.087216248506571,0.5,0.6
116,Baseline,2,B,0.3,-0.04999999999999999,0.04999999999999999,0.6,8.0,0.19999999999999996,0.41095890410958913,0.6153846153846154,0.5,0.6
116,Baseline,3,B,0.6,0.25,0.25,0.55,5.0,0.19999999999999996,0.41095890410958913,0.7142857142857144,0.5,0.6
116,Baseline,4,B,0.3,-0.04999999999999999,0.04999999999999999,0.6,1.0,0.19999999999999996,0.41095890410958913,0.17142857142857143,0.5,0.6
116,Baseline,5,B,0.3,-0.04999999999999999,0.04999999999999999,0.55,7.0,0.19999999999999996,0.41095890410958913,0.3716814159292036,0.5,0.6
116,Baseline,6,B,0.6,0.25,0.25,0.6,5.0,0.19999999999999996,0.41095890410958913,0.4109589041095891,0.5,0.6
116,Frequency,1,B,1.0,0.65,0.65,0.55,7.0,-0.20000000000000007,0.04705882352941171,1.627906976744186,0.65,0.5333333333333333
116,Frequency,2,B,0.0,-0.35,0.35,0.65,5.0,-0.20000000000000007,0.04705882352941171,0.0,0.65,0.5333333333333333
116,Frequency,3,B,0.1,-0.24999999999999997,0.24999999999999997,0.55,7.0,-0.20000000000000007,0.04705882352941171,0.29166666666666663,0.65,0.5333333333333333
116,Frequency,4,B,0.9,0.55,0.55,0.55,8.0,-0.20000000000000007,0.04705882352941171,1.142857142857143,0.65,0.5333333333333333
116,Frequency,5,B,0.9,0.55,0.55,0.5,2.0,-0.20000000000000007,0.04705882352941171,0.25531914893617025,0.65,0.5333333333333333
116,Frequency,6,B,0.9,0.55,0.55,0.4,5.0,-0.20000000000000007,0.04705882352941171,1.0588235294117647,0.65,0.5333333333333333
117,Baseline,1,B,0.9,0.55,0.55,0.6,8.0,0.65,1.617391304347826,1.3445378151260505,1.0,0.6583333333333333
117,Baseline,2,B,-0.4,-0.75,0.75,0.7,6.0,0.65,1.617391304347826,-0.5079365079365079,1.0,0.6583333333333333
117,Baseline,3,B,0.1,-0.24999999999999997,0.24999999999999997,0.5,6.0,0.65,1.617391304347826,0.14814814814814814,1.0,0.6583333333333333
117,Baseline,4,B,0.4,0.050000000000000044,0.050000000000000044,0.7,3.0,0.65,1.617391304347826,0.18390804597701152,1.0,0.6583333333333333
117,Baseline,6,B,-0.2,-0.55,0.55,0.65,4.0,0.65,1.617391304347826,-0.27826086956521734,1.0,0.6583333333333333
117,Baseline,7,B,-0.4,-0.75,0.75,0.5625,5.0,0.65,1.617391304347826,-0.41025641025641024,1.0,0.6583333333333333
117,Frequency,1,B,-0.1,-0.44999999999999996,0.44999999999999996,0.7,7.0,-0.30000000000000004,-0.5810055865921788,-0.17948717948717952,0.2,0.9333333333333332
117,Frequency,2,B,-0.05,-0.39999999999999997,0.39999999999999997,0.95,2.0,-0.30000000000000004,-0.5810055865921788,-0.017467248908296942,0.2,0.9333333333333332
117,Frequency,3,B,-0.05,-0.39999999999999997,0.39999999999999997,1.0,2.0,-0.30000000000000004,-0.5810055865921788,-0.022857142857142857,0.2,0.9333333333333332
117,Frequency,4,B,-0.05,-0.39999999999999997,0.39999999999999997,0.95,1.0,-0.30000000000000004,-0.5810055865921788,-0.1111111111111111,0.2,0.9333333333333332
117,Frequency,5,B,-0.05,-0.39999999999999997,0.39999999999999997,1.0,1.0,-0.30000000000000004,-0.5810055865921788,-0.01149425287356322,0.2,0.9333333333333332
117,Frequency,6,B,-0.05,-0.39999999999999997,0.39999999999999997,1.0,1.0,-0.30000000000000004,-0.5810055865921788,-0.011173184357541898,0.2,0.9333333333333332
117,Frequency,7,B,-0.2,-0.55,0.55,0.525,2.0,-0.30000000000000004,-0.5810055865921788,-0.11267605633802819,0.2,0.9333333333333332
118,Baseline,1,B,0.4,0.050000000000000044,0.050000000000000044,0.75,5.0,0.12,0.27586206896551724,0.554016620498615,0.8,0.9083333333333332
118,Baseline,2,B,0.13,-0.21999999999999997,0.21999999999999997,0.8,1.0,0.12,0.27586206896551724,0.15028901734104047,0.8,0.9083333333333332
118,Baseline,3,B,0.5,0.15000000000000002,0.15000000000000002,1.0,1.0,0.12,0.27586206896551724,0.625,0.8,0.9083333333333332
118,Baseline,4,B,0.5,0.15000000000000002,0.15000000000000002,1.0,1.0,0.12,0.27586206896551724,0.24390243902439027,0.8,0.9083333333333332
118,Baseline,5,B,0.0,-0.35,0.35,0.9,1.0,0.12,0.27586206896551724,0.0,0.8,0.9083333333333332
118,Baseline,6,B,0.1,-0.24999999999999997,0.24999999999999997,1.0,1.0,0.12,0.27586206896551724,0.1149425287356322,0.8,0.9083333333333332
118,Baseline,7,B,0.4,0.050000000000000044,0.050000000000000044,0.8875,1.0,0.12,0.27586206896551724,0.4,0.8,0.9083333333333332
118,Frequency,1,B,0.3,-0.04999999999999999,0.04999999999999999,0.7,1.0,0.09999999999999998,0.09999999999999998,0.35294117647058826,0.2,0.9166666666666666
118,Frequency,2,B,0.4,0.050000000000000044,0.050000000000000044,0.9,1.0,0.09999999999999998,0.09999999999999998,0.3499562554680665,0.2,0.9166666666666666
118,Frequency,3,B,0.3,-0.04999999999999999,0.04999999999999999,1.0,1.0,0.09999999999999998,0.09999999999999998,0.33333333333333337,0.2,0.9166666666666666
118,Frequency,4,B,0.35,0.0,0.0,1.0,1.0,0.09999999999999998,0.09999999999999998,0.34146341463414637,0.2,0.9166666666666666
118,Frequency,5,B,0.4,0.050000000000000044,0.050000000000000044,1.0,1.0,0.09999999999999998,0.09999999999999998,0.4571428571428572,0.2,0.9166666666666666
118,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.9,1.0,0.09999999999999998,0.09999999999999998,0.4,0.2,0.9166666666666666
118,Frequency,7,B,0.5,0.15000000000000002,0.15000000000000002,0.5625,1.0,0.09999999999999998,0.09999999999999998,0.5,0.2,0.9166666666666666
119,Baseline,1,B,0.5,0.15000000000000002,0.15000000000000002,0.8,4.0,-0.19999999999999996,-0.18181818181818177,0.2877697841726618,0.0,0.6583333333333333
119,Baseline,2,B,0.5,0.15000000000000002,0.15000000000000002,0.65,3.0,-0.19999999999999996,-0.18181818181818177,0.24193548387096778,0.0,0.6583333333333333
119,Baseline,3,B,0.4,0.050000000000000044,0.050000000000000044,0.55,3.0,-0.19999999999999996,-0.18181818181818177,0.44444444444444453,0.0,0.6583333333333333
119,Baseline,4,B,0.5,0.15000000000000002,0.15000000000000002,0.55,4.0,-0.19999999999999996,-0.18181818181818177,0.5128205128205129,0.0,0.6583333333333333
119,Baseline,5,B,0.4,0.050000000000000044,0.050000000000000044,0.65,6.0,-0.19999999999999996,-0.18181818181818177,0.33566433566433573,0.0,0.6583333333333333
119,Baseline,6,B,0.6,0.25,0.25,0.75,4.0,-0.19999999999999996,-0.18181818181818177,0.2424242424242424,0.0,0.6583333333333333
119,Baseline,7,B,0.5,0.15000000000000002,0.15000000000000002,0.75,3.0,-0.19999999999999996,-0.18181818181818177,0.4166666666666667,0.0,0.6583333333333333
119,Frequency,1,B,0.0,-0.35,0.35,0.55,7.0,0.0,-0.45161290322580633,0.0,0.0,0.5166666666666667
119,Frequency,2,B,0.2,-0.14999999999999997,0.14999999999999997,0.7,6.0,0.0,-0.45161290322580633,0.16666666666666669,0.0,0.5166666666666667
119,Frequency,3,B,0.1,-0.24999999999999997,0.24999999999999997,0.7,7.0,0.0,-0.45161290322580633,0.10606060606060608,0.0,0.5166666666666667
119,Frequency,4,B,0.8,0.45000000000000007,0.45000000000000007,0.3,6.0,0.0,-0.45161290322580633,0.7111111111111111,0.0,0.5166666666666667
119,Frequency,5,B,0.3,-0.04999999999999999,0.04999999999999999,0.65,4.0,0.0,-0.45161290322580633,0.1643835616438356,0.0,0.5166666666666667
119,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.2,8.0,0.0,-0.45161290322580633,0.5161290322580645,0.0,0.5166666666666667
119,Frequency,7,B,0.5,0.15000000000000002,0.15000000000000002,0.675,6.0,0.0,-0.45161290322580633,0.4166666666666667,0.0,0.5166666666666667
120,Baseline,1,B,0.45,0.10000000000000003,0.10000000000000003,0.1,5.0,0.39999999999999997,0.09999999999999998,1.2295081967213115,0.05,0.3666666666666666
120,Baseline,2,B,0.5,0.15000000000000002,0.15000000000000002,0.4,1.0,0.39999999999999997,0.09999999999999998,0.22727272727272727,0.05,0.3666666666666666
120,Baseline,3,B,0.3,-0.04999999999999999,0.04999999999999999,0.35,2.0,0.39999999999999997,0.09999999999999998,0.35294117647058826,0.05,0.3666666666666666
120,Baseline,4,B,0.55,0.20000000000000007,0.20000000000000007,0.45,3.0,0.39999999999999997,0.09999999999999998,0.30985915492957744,0.05,0.3666666666666666
120,Baseline,6,B,0.1,-0.24999999999999997,0.24999999999999997,0.4,1.0,0.39999999999999997,0.09999999999999998,0.1,0.05,0.3666666666666666
120,Baseline,7,B,0.8,0.45000000000000007,0.45000000000000007,0.275,2.0,0.39999999999999997,0.09999999999999998,0.4383561643835617,0.05,0.3666666666666666
120,Frequency,1,B,0.6,0.25,0.25,0.55,2.0,-0.10000000000000009,-0.07142857142857151,0.3333333333333333,0.55,0.5666666666666667
120,Frequency,3,B,0.3,-0.04999999999999999,0.04999999999999999,0.6,1.0,-0.10000000000000009,-0.07142857142857151,0.19999999999999998,0.55,0.5666666666666667
120,Frequency,4,B,0.5,0.15000000000000002,0.15000000000000002,0.5,1.0,-0.10000000000000009,-0.07142857142857151,0.15151515151515152,0.55,0.5666666666666667
120,Frequency,5,B,0.6,0.25,0.25,0.6,2.0,-0.10000000000000009,-0.07142857142857151,0.5581395348837209,0.55,0.5666666666666667
120,Frequency,6,B,0.5,0.15000000000000002,0.15000000000000002,0.55,2.0,-0.10000000000000009,-0.07142857142857151,0.35714285714285715,0.55,0.5666666666666667
120,Frequency,7,B,0.7,0.35,0.35,0.4875,1.0,-0.10000000000000009,-0.07142857142857151,0.4117647058823529,0.55,0.5666666666666667
121,Baseline,2,B,0.69,0.33999999999999997,0.33999999999999997,0.45,1.0,-0.45000000000000007,-0.8517200474495847,0.33253012048192765,0.75,0.5166666666666666
121,Baseline,3,B,-0.17,-0.52,0.52,0.55,1.0,-0.45000000000000007,-0.8517200474495847,-0.1086261980830671,0.75,0.5166666666666666
121,Baseline,4,B,-0.11,-0.45999999999999996,0.45999999999999996,0.55,2.0,-0.45000000000000007,-0.8517200474495847,-0.08178438661710036,0.75,0.5166666666666666
121,Baseline,5,B,0.74,0.39,0.39,0.55,1.0,-0.45000000000000007,-0.8517200474495847,0.18137254901960784,0.75,0.5166666666666666
121,Baseline,6,B,0.67,0.32000000000000006,0.32000000000000006,0.45,1.0,-0.45000000000000007,-0.8517200474495847,0.15895610913404506,0.75,0.5166666666666666
121,Baseline,7,B,0.78,0.43000000000000005,0.43000000000000005,0.4625,2.0,-0.45000000000000007,-0.8517200474495847,0.9659442724458205,0.75,0.5166666666666666
121,Frequency,1,B,1.12,0.7700000000000001,0.7700000000000001,0.45,1.0,-0.25,-0.17261219792865368,0.6363636363636365,0.15,0.4499999999999999
121,Frequency,2,B,1.2,0.85,0.85,0.5,1.0,-0.25,-0.17261219792865368,1.2371134020618557,0.15,0.4499999999999999
121,Frequency,3,B,0.56,0.21000000000000008,0.21000000000000008,0.5,1.0,-0.25,-0.17261219792865368,0.17151607963246554,0.15,0.4499999999999999
121,Frequency,4,B,0.68,0.33000000000000007,0.33000000000000007,0.5,3.0,-0.25,-0.17261219792865368,0.6528,0.15,0.4499999999999999
121,Frequency,5,B,1.12,0.7700000000000001,0.7700000000000001,0.4,1.0,-0.25,-0.17261219792865368,0.693498452012384,0.15,0.4499999999999999
121,Frequency,6,B,0.48,0.13,0.13,0.35,2.0,-0.25,-0.17261219792865368,0.22094361334867665,0.15,0.4499999999999999
121,Frequency,7,B,1.12,0.7700000000000001,0.7700000000000001,0.425,1.0,-0.25,-0.17261219792865368,0.693498452012384,0.15,0.4499999999999999
122,Baseline,1,B,0.53,0.18000000000000005,0.18000000000000005,0.5,3.0,,,0.7378190255220418,0.9,0.6333333333333333
122,Baseline,2,B,0.24,-0.10999999999999999,0.10999999999999999,0.5,1.0,,,0.1,0.9,0.6333333333333333
122,Baseline,3,B,-0.23,-0.58,0.58,0.6,3.0,,,-0.7840909090909092,0.9,0.6333333333333333
123,Baseline,1,B,0.67,0.32000000000000006,0.32000000000000006,0.2,4.0,-0.07999999999999996,-0.05882352941176472,0.8673139158576053,0.15,0.475
123,Baseline,2,B,0.45,0.10000000000000003,0.10000000000000003,0.4,6.0,-0.07999999999999996,-0.05882352941176472,0.4936014625228519,0.15,0.475
123,Baseline,3,B,0.54,0.19000000000000006,0.19000000000000006,0.5,4.0,-0.07999999999999996,-0.05882352941176472,0.4302788844621514,0.15,0.475
123,Baseline,4,B,0.64,0.29000000000000004,0.29000000000000004,0.7,7.0,-0.07999999999999996,-0.05882352941176472,0.5871559633027523,0.15,0.475
123,Baseline,5,B,0.45,0.10000000000000003,0.10000000000000003,0.4,6.0,-0.07999999999999996,-0.05882352941176472,0.42586750788643535,0.15,0.475
123,Baseline,6,B,0.64,0.29000000000000004,0.29000000000000004,0.65,6.0,-0.07999999999999996,-0.05882352941176472,0.47058823529411775,0.15,0.475
123,Baseline,7,B,0.85,0.5,0.5,0.5375,7.0,-0.07999999999999996,-0.05882352941176472,0.8433734939759037,0.15,0.475
123,Frequency,1,B,0.89,0.54,0.54,0.5,6.0,-0.10999999999999999,-0.09128630705394192,0.9198966408268734,0.05,0.4833333333333333
123,Frequency,2,B,0.45,0.10000000000000003,0.10000000000000003,0.5,5.0,-0.10999999999999999,-0.09128630705394192,0.36855036855036855,0.05,0.4833333333333333
123,Frequency,3,B,0.45,0.10000000000000003,0.10000000000000003,0.95,5.0,-0.10999999999999999,-0.09128630705394192,0.379746835443038,0.05,0.4833333333333333
123,Frequency,4,B,0.45,0.10000000000000003,0.10000000000000003,0.2,5.0,-0.10999999999999999,-0.09128630705394192,0.41551246537396114,0.05,0.4833333333333333
123,Frequency,5,B,0.85,0.5,0.5,0.45,4.0,-0.10999999999999999,-0.09128630705394192,0.7981220657276995,0.05,0.4833333333333333
123,Frequency,6,B,0.46,0.11000000000000004,0.11000000000000004,0.3,6.0,-0.10999999999999999,-0.09128630705394192,0.458091286307054,0.05,0.4833333333333333
123,Frequency,7,B,0.65,0.30000000000000004,0.30000000000000004,0.7125,6.0,-0.10999999999999999,-0.09128630705394192,0.6483790523690774,0.05,0.4833333333333333
124,Baseline,2,B,0.5,0.15000000000000002,0.15000000000000002,0.7,3.0,0.0,0.0,0.17341040462427745,0.4,0.75
124,Baseline,3,B,0.5,0.15000000000000002,0.15000000000000002,0.8,4.0,0.0,0.0,0.2222222222222222,0.4,0.75
124,Baseline,4,B,1.0,0.65,0.65,0.65,4.0,0.0,0.0,1.0666666666666667,0.4,0.75
124,Baseline,5,B,0.3,-0.04999999999999999,0.04999999999999999,0.9,3.0,0.0,0.0,0.1978021978021978,0.4,0.75
124,Baseline,6,B,0.5,0.15000000000000002,0.15000000000000002,0.85,3.0,0.0,0.0,0.35294117647058826,0.4,0.75
124,Baseline,7,B,0.5,0.15000000000000002,0.15000000000000002,0.8375,4.0,0.0,0.0,0.4081632653061224,0.4,0.75
124,Frequency,1,B,0.5,0.15000000000000002,0.15000000000000002,0.8,2.0,0.7,0.7999999999999999,0.277623542476402,0.4,0.8416666666666666
124,Frequency,2,B,0.1,-0.24999999999999997,0.24999999999999997,0.85,4.0,0.7,0.7999999999999999,0.1,0.4,0.8416666666666666
124,Frequency,3,B,0.1,-0.24999999999999997,0.24999999999999997,0.9,3.0,0.7,0.7999999999999999,0.05084745762711865,0.4,0.8416666666666666
124,Frequency,4,B,0.1,-0.24999999999999997,0.24999999999999997,1.0,2.0,0.7,0.7999999999999999,0.048192771084337345,0.4,0.8416666666666666
124,Frequency,5,B,0.3,-0.04999999999999999,0.04999999999999999,0.8,1.0,0.7,0.7999999999999999,0.12765957446808512,0.4,0.8416666666666666
124,Frequency,6,B,0.4,0.050000000000000044,0.050000000000000044,0.7,3.0,0.7,0.7999999999999999,0.3428571428571429,0.4,0.8416666666666666
124,Frequency,7,B,1.0,0.65,0.65,0.6125,1.0,0.7,0.7999999999999999,0.5,0.4,0.8416666666666666
125,Baseline,1,B,0.92,0.5700000000000001,0.5700000000000001,0.45,1.0,0.89,0.7035573122529644,0.431924882629108,0.3,0.4
125,Baseline,2,B,0.6,0.25,0.25,0.35,1.0,0.89,0.7035573122529644,0.24390243902439024,0.3,0.4
125,Baseline,3,B,0.75,0.4,0.4,0.4,1.0,0.89,0.7035573122529644,0.30991735537190085,0.3,0.4
125,Baseline,4,B,0.82,0.47,0.47,0.4,1.0,0.89,0.7035573122529644,0.5503355704697986,0.3,0.4
125,Baseline,5,B,1.03,0.68,0.68,0.45,1.0,0.89,0.7035573122529644,0.5802816901408451,0.3,0.4
125,Baseline,6,B,1.11,0.7600000000000001,0.7600000000000001,0.35,1.0,0.89,0.7035573122529644,0.8774703557312253,0.3,0.4
125,Baseline,7,B,0.52,0.17000000000000004,0.17000000000000004,0.35,1.0,0.89,0.7035573122529644,0.28969359331476324,0.3,0.4
125,Frequency,1,B,0.64,0.29000000000000004,0.29000000000000004,0.6,1.0,-0.17999999999999994,-0.09473684210526312,0.4076433121019108,0.6,0.5916666666666667
125,Frequency,2,B,0.51,0.16000000000000003,0.16000000000000003,0.55,2.0,-0.17999999999999994,-0.09473684210526312,0.5244215938303342,0.6,0.5916666666666667
125,Frequency,3,B,0.55,0.20000000000000007,0.20000000000000007,0.55,1.0,-0.17999999999999994,-0.09473684210526312,0.4641350210970464,0.6,0.5916666666666667
125,Frequency,4,B,1.0,0.65,0.65,0.65,1.0,-0.17999999999999994,-0.09473684210526312,0.5882352941176471,0.6,0.5916666666666667
125,Frequency,5,B,0.69,0.33999999999999997,0.33999999999999997,0.65,1.0,-0.17999999999999994,-0.09473684210526312,0.4911032028469751,0.6,0.5916666666666667
125,Frequency,6,B,0.6,0.25,0.25,0.55,1.0,-0.17999999999999994,-0.09473684210526312,0.3157894736842105,0.6,0.5916666666666667
125,Frequency,7,B,0.85,0.5,0.5,0.525,1.0,-0.17999999999999994,-0.09473684210526312,0.4582210242587601,0.6,0.5916666666666667
126,Baseline,1,B,0.28,-0.06999999999999995,0.06999999999999995,0.9,3.0,0.5499999999999999,0.30825958702064893,0.43750000000000006,0.6,0.9333333333333332
126,Baseline,2,B,0.28,-0.06999999999999995,0.06999999999999995,1.0,3.0,0.5499999999999999,0.30825958702064893,0.35443037974683544,0.6,0.9333333333333332
126,Baseline,3,B,0.28,-0.06999999999999995,0.06999999999999995,1.0,3.0,0.5499999999999999,0.30825958702064893,0.48000000000000004,0.6,0.9333333333333332
126,Baseline,4,B,0.28,-0.06999999999999995,0.06999999999999995,1.0,3.0,0.5499999999999999,0.30825958702064893,0.48000000000000004,0.6,0.9333333333333332
126,Baseline,5,B,0.28,-0.06999999999999995,0.06999999999999995,1.0,3.0,0.5499999999999999,0.30825958702064893,0.48000000000000004,0.6,0.9333333333333332
126,Baseline,6,B,0.83,0.48,0.48,0.7,2.0,0.5499999999999999,0.30825958702064893,0.24483775811209438,0.6,0.9333333333333332
126,Baseline,7,B,0.28,-0.06999999999999995,0.06999999999999995,0.4875,3.0,0.5499999999999999,0.30825958702064893,0.48000000000000004,0.6,0.9333333333333332
126,Frequency,1,B,1.0,0.65,0.65,0.55,1.0,-0.35,-0.2903930131004367,0.5714285714285714,0.45,0.5666666666666667
126,Frequency,3,B,1.0,0.65,0.65,0.5,5.0,-0.35,-0.2903930131004367,0.99601593625498,0.45,0.5666666666666667
126,Frequency,4,B,1.21,0.86,0.86,0.5,1.0,-0.35,-0.2903930131004367,0.3595839524517087,0.45,0.5666666666666667
126,Frequency,6,B,1.21,0.86,0.86,0.8,5.0,-0.35,-0.2903930131004367,1.3209606986899562,0.45,0.5666666666666667
126,Frequency,7,B,1.0,0.65,0.65,0.625,5.0,-0.35,-0.2903930131004367,1.2330456226880393,0.45,0.5666666666666667
127,Baseline,1,B,0.7,0.35,0.35,0.5,4.0,,,0.48068669527897,1.0,0.5083333333333333
128,Baseline,1,B,0.3,-0.04999999999999999,0.04999999999999999,0.55,5.0,-0.19999999999999996,-0.1333333333333333,0.35294117647058826,0.0,0.6166666666666667
128,Baseline,2,B,0.1,-0.24999999999999997,0.24999999999999997,0.85,5.0,-0.19999999999999996,-0.1333333333333333,0.08130081300813008,0.0,0.6166666666666667
128,Baseline,3,B,0.9,0.55,0.55,0.5,5.0,-0.19999999999999996,-0.1333333333333333,0.6122448979591837,0.0,0.6166666666666667
128,Baseline,4,B,0.96,0.61,0.61,0.5,9.0,-0.19999999999999996,-0.1333333333333333,0.6620689655172414,0.0,0.6166666666666667
128,Baseline,5,B,1.2,0.85,0.85,0.6,9.0,-0.19999999999999996,-0.1333333333333333,0.7297297297297297,0.0,0.6166666666666667
128,Baseline,6,B,0.3,-0.04999999999999999,0.04999999999999999,0.7,9.0,-0.19999999999999996,-0.1333333333333333,0.19999999999999998,0.0,0.6166666666666667
128,Baseline,7,B,0.6,0.25,0.25,0.725,10.0,-0.19999999999999996,-0.1333333333333333,0.35294117647058826,0.0,0.6166666666666667
128,Frequency,1,B,0.9,0.55,0.55,0.5,9.0,-0.35,-0.23728813559322026,0.6,0.95,0.6
128,Frequency,2,B,0.7,0.35,0.35,0.55,10.0,-0.35,-0.23728813559322026,0.5185185185185185,0.95,0.6
128,Frequency,3,B,1.0,0.65,0.65,0.55,10.0,-0.35,-0.23728813559322026,0.6451612903225806,0.95,0.6
128,Frequency,4,B,0.9,0.55,0.55,0.45,10.0,-0.35,-0.23728813559322026,0.6,0.95,0.6
128,Frequency,5,B,0.5,0.15000000000000002,0.15000000000000002,0.7,10.0,-0.35,-0.23728813559322026,0.3333333333333333,0.95,0.6
128,Frequency,6,B,0.2,-0.14999999999999997,0.14999999999999997,0.85,10.0,-0.35,-0.23728813559322026,0.13559322033898305,0.95,0.6
128,Frequency,7,B,0.1,-0.24999999999999997,0.24999999999999997,0.725,10.0,-0.35,-0.23728813559322026,0.06666666666666667,0.95,0.6
