participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC
1,89.69276806790201,"[0.7696873010886818, 0.1440619976456553]",[0.11054227 0.        ],89.69276806790201,183.38553613580402,190.4284579715285
2,131.27461568228807,"[2.148229343428002, 0.8433516927814385]",[0.04812216 0.        ],220.9673837501901,266.54923136457614,273.59215320030063
3,173.28305412482663,"[1.2606290650542284, 0.9588835637563377]",[2.48929256 0.99896476],394.2504378750167,350.56610824965327,357.60903008537775
4,123.83712818487363,"[1.1842736431808514, 0.32399875464780126]",[0.28634805 0.07007161],518.0875660598904,251.67425636974727,258.7171782054718
5,168.81348032261928,"[0.3213167228349978, 0.913507630826454]",[0.04959034 0.03810933],686.9010463825097,341.62696064523857,348.66988248096305
6,173.28679513998665,"[3.7152203309191774, 0.7443131035638834]",[3.71522033 0.7443131 ],860.1878415224963,350.5735902799733,357.6165121156978
7,140.01178423549803,"[1.6370877121890925, 0.6389197530096241]",[0.03376899 0.        ],1000.1996257579943,284.02356847099605,291.06649030672054
8,154.88514354630365,"[0.18143064044522872, 0.2001477213451862]",[0.07352006 0.01666152],1155.0847693042979,313.7702870926073,320.8132089283318
9,131.34422029318526,"[1.5729456104129003, 0.7238101675063169]",[0.20520558 0.04927158],1286.4289895974832,266.6884405863705,273.731362422095
10,111.55650082254046,"[0.10087386857466296, 0.995816835955758]",[0.05032533 0.        ],1397.9854904200238,227.1130016450809,234.1559234808054
11,134.40020187656557,"[0.6866422289503754, 0.3421913393366528]",[0.0509446  0.00212126],1532.3856922965892,272.80040375313115,279.84332558885563
12,126.7196223365407,"[2.211686953115397, 0.915133859718539]",[0.05924311 0.00215264],1659.1053146331299,257.43924467308136,264.4821665088059
13,135.9032844594929,"[0.537934067140835, 0.11470291976843305]",[0.21227055 0.06986886],1795.0085990926227,275.8065689189858,282.8494907547103
14,126.82282168247615,"[1.2427945981383193, 0.544085106304605]",[0.48504515 0.12722608],1921.8314207750989,257.6456433649523,264.6885652006768
15,128.95152265410272,"[1.7086479500836722, 0.6704548333659549]",[0.29667107 0.10375787],2050.7829434292016,261.90304530820544,268.9459671439299
16,136.77839788570134,"[1.8448935393290034, 0.7693220424549105]",[0.28156987 0.10529578],2187.561341314903,277.5567957714027,284.59971760712716
17,171.62507828677442,"[0.815095978951762, 0.9224508850058571]",[3.35732826 0.9919742 ],2359.1864196016777,347.25015657354885,354.29307840927333
18,77.25683778036424,"[1.5650693757984917, 0.5669690911680781]",[0.17259698 0.02403359],2436.443257382042,158.51367556072847,165.55659739645296
19,173.28679513998665,"[3.1908889630454813, 0.6328245557710145]",[0. 1.],2609.7300525220285,350.5735902799733,357.6165121156978
20,169.04452096135324,"[0.19332398221615754, 0.3524766593661369]",[0.15198788 0.09746068],2778.7745734833816,342.0890419227065,349.13196375843097
21,172.88676807074827,"[1.5010326502322386, 0.9767595639958159]",[0.72722797 0.87507818],2951.6613415541296,349.77353614149655,356.81645797722103
22,134.85368410638839,"[0.06376567931321908, 0.921537162951189]",[0.36994718 0.12600119],3086.515025660518,273.70736821277677,280.75029004850126
23,108.29424875526095,"[1.0606763937267587, 0.25709289990951056]",[0.2637813  0.07304403],3194.809274415779,220.5884975105219,227.6314193462464
24,164.37834231609833,"[0.37558419239511975, 0.34264214518447456]",[0.02518583 0.        ],3359.1876167318774,332.75668463219665,339.79960646792114
25,93.11036464591967,"[2.770477610525349, 0.7259488624857203]",[1.96204934 0.59531072],3452.297981377797,190.22072929183935,197.26365112756383
26,168.1681365328574,"[0.16902862676359376, 0.09039836523952993]",[0.05425292 0.02560794],3620.4661179106542,340.3362730657148,347.3791949014393
27,69.57274453711261,"[0.951668802484183, 0.20693939451514032]",[0.54901592 0.10159968],3690.038862447767,143.14548907422522,150.1884109099497
28,173.28679513998665,"[1.9205772517165098, 0.23858760357717157]",[0. 1.],3863.3256575877535,350.5735902799733,357.6165121156978
29,146.22975106926177,"[0.8085240821380313, 0.3206432691401022]",[1.05121832 0.52248104],4009.5554086570155,296.45950213852353,303.502423974248
30,173.28679513998665,"[1.8802759431252158, 0.5068272862130602]",[0. 1.],4182.842203797002,350.5735902799733,357.6165121156978
31,126.67718451334206,"[0.2859069799282754, 0.070031075057295]",[0.19698757 0.05869352],4309.519388310344,257.35436902668414,264.3972908624086
32,173.28679513998665,"[4.800505137479072, 0.9680660343094587]",[4.80050514 0.96806603],4482.8061834503305,350.5735902799733,357.6165121156978
33,167.19826556089856,"[0.4615451244823743, 0.2855441224633436]",[0.0821071  0.05892358],4650.004449011229,338.3965311217971,345.4394529575216
34,79.4946703025438,"[2.4693789009178957, 0.8027245307676536]",[0.12288487 0.0142592 ],4729.499119313772,162.9893406050876,170.03226244081208
35,173.28679513998665,"[3.8010022810462187, 0.6226590950141415]",[3.80100228 0.6226591 ],4902.785914453759,350.5735902799733,357.6165121156978
36,155.07547383253558,"[0.6906130353488293, 0.5268915915133607]",[0.10187724 0.04593517],5057.861388286295,314.15094766507116,321.19386950079564
37,149.11877372663136,"[0.2697683269218598, 0.06414171716133232]",[0.0783595  0.01863947],5206.980162012926,302.2375474532627,309.2804692889872
38,155.51536272485583,"[0.7481948059383597, 0.4385313701603958]",[0.11640076 0.03886223],5362.495524737781,315.03072544971167,322.07364728543615
39,170.69721866213848,"[0.514361687473297, 0.5630368260640212]",[0.25289422 0.32592915],5533.19274339992,345.39443732427696,352.43735916000145
40,145.42967909541244,"[0.5534835975400754, 0.23502922899227452]",[0.2795847  0.05022179],5678.622422495332,294.8593581908249,301.90228002654936
41,169.5454105182141,"[0.888326483814112, 0.8103736876666773]",[3.5050502  0.98979488],5848.167833013546,343.0908210364282,350.1337428721527
42,173.28679513998665,"[4.408445479404008, 0.17429072720761407]",[4.40844548 0.17429073],6021.454628153533,350.5735902799733,357.6165121156978
43,79.16888773857913,"[2.601418998406727, 0.7763478280634019]",[0.99277384 0.24061987],6100.623515892113,162.33777547715826,169.38069731288275
44,135.230438953097,"[1.5639573139838219, 0.6112051526390881]",[0.16340259 0.05785193],6235.85395484521,274.460877906194,281.5037997419185
45,166.16357548367625,"[0.2925840117634476, 0.2811565423378939]",[0.05742048 0.02333553],6402.017530328886,336.3271509673525,343.370072803077
46,170.28448194977577,"[0.17040324170144894, 0.3411403275059728]",[0.02735113 0.00953713],6572.302012278662,344.56896389955153,351.611885735276
47,173.28679513998665,"[2.4631048073088206, 0.4323289520540814]",[0. 1.],6745.588807418649,350.5735902799733,357.6165121156978
48,159.0597266499969,"[3.1408566417053225, 0.01082118966255563]",[0.03603593 0.00240535],6904.648534068646,322.1194532999938,329.16237513571826
49,160.40092055066884,"[0.42849296308868967, 0.0921715708032832]",[0.03418685 0.        ],7065.049454619315,324.8018411013377,331.84476293706217
50,162.54581638623912,"[0.27554228113761015, 0.636907204493195]",[0.16306405 0.07793369],7227.595271005554,329.09163277247825,336.13455460820273
51,153.64361676210655,"[0.9450276807108082, 0.29238982543964886]",[1.12999235 0.55279231],7381.238887767661,311.2872335242131,318.3301553599376
52,102.6955992249167,"[1.1913748259656731, 0.2687013927607318]",[0.05964772 0.00172982],7483.934486992578,209.3911984498334,216.4341202855579
53,131.822820057718,"[1.2312446234244097, 0.3136344069136514]",[0.56676164 0.23734643],7615.757307050296,267.645640115436,274.68856195116047
