Subnum,Condition,TrialType,BestOption,Sex,Race,Ethnicity,Big5O,Big5C,Big5E,Big5A,Big5N,Bis11Score,CESD,ESIBF_Disinhibition,ESIBF_SubstanceUse,NPI,PSWQ,STAIS,STAIT,TPM_Boldness,TPM_Disinhibition,TPM_Meanness,prob1,prob2,prob3,assignments,training_accuracy,group_training,t,alpha,subj_weight
65,GainsEF,CA,0.4,Female,White,Not Hispanic or Latino,27,39,26,32,32,50,41,7,6,20,69,58,54,24,7,7,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.4599999999999999,Low,0.238268437,0.117226127,0.0001
65,GainsEF,CB,0.84,Female,White,Not Hispanic or Latino,27,39,26,32,32,50,41,7,6,20,69,58,54,24,7,7,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.4599999999999999,Low,0.238268437,0.117226127,0.0001
65,GainsEF,AD,0.68,Female,White,Not Hispanic or Latino,27,39,26,32,32,50,41,7,6,20,69,58,54,24,7,7,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.4599999999999999,Low,0.238268437,0.117226127,0.0001
65,GainsEF,BD,0.08,Female,White,Not Hispanic or Latino,27,39,26,32,32,50,41,7,6,20,69,58,54,24,7,7,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.4599999999999999,Low,0.238268437,0.117226127,0.0001
66,GainsEF,AB,0.8666666666666667,Female,White,Not Hispanic or Latino,28,36,14,31,32,56,26,10,0,8,77,50,58,19,11,4,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.8533333333333333,High,1.65291327,0.09397082,0.9999
66,GainsEF,CD,0.84,Female,White,Not Hispanic or Latino,28,36,14,31,32,56,26,10,0,8,77,50,58,19,11,4,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.8533333333333333,High,1.65291327,0.09397082,0.9999
66,GainsEF,CA,0.32,Female,White,Not Hispanic or Latino,28,36,14,31,32,56,26,10,0,8,77,50,58,19,11,4,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.8533333333333333,High,1.65291327,0.09397082,0.9999
66,GainsEF,CB,1.0,Female,White,Not Hispanic or Latino,28,36,14,31,32,56,26,10,0,8,77,50,58,19,11,4,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.8533333333333333,High,1.65291327,0.09397082,0.9999
66,GainsEF,AD,0.88,Female,White,Not Hispanic or Latino,28,36,14,31,32,56,26,10,0,8,77,50,58,19,11,4,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.8533333333333333,High,1.65291327,0.09397082,0.9999
66,GainsEF,BD,0.0,Female,White,Not Hispanic or Latino,28,36,14,31,32,56,26,10,0,8,77,50,58,19,11,4,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.8533333333333333,High,1.65291327,0.09397082,0.9999
67,Gains,AB,0.6,Female,White,Not Hispanic or Latino,41,40,38,36,23,56,18,8,10,20,38,24,31,49,9,8,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.6,Average,3.6820104,0.000305368455,0.976348001
67,Gains,CD,0.6,Female,White,Not Hispanic or Latino,41,40,38,36,23,56,18,8,10,20,38,24,31,49,9,8,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.6,Average,3.6820104,0.000305368455,0.976348001
67,Gains,CA,0.08,Female,White,Not Hispanic or Latino,41,40,38,36,23,56,18,8,10,20,38,24,31,49,9,8,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.6,Average,3.6820104,0.000305368455,0.976348001
67,Gains,CB,0.92,Female,White,Not Hispanic or Latino,41,40,38,36,23,56,18,8,10,20,38,24,31,49,9,8,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.6,Average,3.6820104,0.000305368455,0.976348001
67,Gains,AD,1.0,Female,White,Not Hispanic or Latino,41,40,38,36,23,56,18,8,10,20,38,24,31,49,9,8,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.6,Average,3.6820104,0.000305368455,0.976348001
67,Gains,BD,1.0,Female,White,Not Hispanic or Latino,41,40,38,36,23,56,18,8,10,20,38,24,31,49,9,8,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.6,Average,3.6820104,0.000305368455,0.976348001
68,Gains,AB,0.74,Female,White,Not Hispanic or Latino,43,38,36,36,25,56,5,6,8,14,68,30,34,26,8,13,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.6266666666666666,Average,4.34283208,0.000281514154,0.918423111
68,Gains,CD,0.4,Female,White,Not Hispanic or Latino,43,38,36,36,25,56,5,6,8,14,68,30,34,26,8,13,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.6266666666666666,Average,4.34283208,0.000281514154,0.918423111
68,Gains,CA,0.0,Female,White,Not Hispanic or Latino,43,38,36,36,25,56,5,6,8,14,68,30,34,26,8,13,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.6266666666666666,Average,4.34283208,0.000281514154,0.918423111
68,Gains,CB,0.04,Female,White,Not Hispanic or Latino,43,38,36,36,25,56,5,6,8,14,68,30,34,26,8,13,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.6266666666666666,Average,4.34283208,0.000281514154,0.918423111
68,Gains,AD,1.0,Female,White,Not Hispanic or Latino,43,38,36,36,25,56,5,6,8,14,68,30,34,26,8,13,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.6266666666666666,Average,4.34283208,0.000281514154,0.918423111
68,Gains,BD,1.0,Female,White,Not Hispanic or Latino,43,38,36,36,25,56,5,6,8,14,68,30,34,26,8,13,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.6266666666666666,Average,4.34283208,0.000281514154,0.918423111
69,GainsEF,AB,0.44,Male,Asian,Hispanic or Latino,32,26,31,37,23,61,11,16,10,11,44,26,34,32,13,9,1.542616815452612e-143,0.3548850717705352,0.6451149282294648,3,0.3666666666666666,Low,1.27064077,0.15251628,0.9999
69,GainsEF,CD,0.2933333333333333,Male,Asian,Hispanic or Latino,32,26,31,37,23,61,11,16,10,11,44,26,34,32,13,9,1.542616815452612e-143,0.3548850717705352,0.6451149282294648,3,0.3666666666666666,Low,1.27064077,0.15251628,0.9999
69,GainsEF,CA,0.12,Male,Asian,Hispanic or Latino,32,26,31,37,23,61,11,16,10,11,44,26,34,32,13,9,1.542616815452612e-143,0.3548850717705352,0.6451149282294648,3,0.3666666666666666,Low,1.27064077,0.15251628,0.9999
69,GainsEF,CB,1.0,Male,Asian,Hispanic or Latino,32,26,31,37,23,61,11,16,10,11,44,26,34,32,13,9,1.542616815452612e-143,0.3548850717705352,0.6451149282294648,3,0.3666666666666666,Low,1.27064077,0.15251628,0.9999
69,GainsEF,AD,1.0,Male,Asian,Hispanic or Latino,32,26,31,37,23,61,11,16,10,11,44,26,34,32,13,9,1.542616815452612e-143,0.3548850717705352,0.6451149282294648,3,0.3666666666666666,Low,1.27064077,0.15251628,0.9999
69,GainsEF,BD,0.72,Male,Asian,Hispanic or Latino,32,26,31,37,23,61,11,16,10,11,44,26,34,32,13,9,1.542616815452612e-143,0.3548850717705352,0.6451149282294648,3,0.3666666666666666,Low,1.27064077,0.15251628,0.9999
70,Gains,AB,0.5,Female,Black or African American,Not Hispanic or Latino,42,34,24,34,32,57,34,8,0,16,68,45,64,14,8,9,1.0234742456670434e-11,0.9973577653778408,0.0026422346119246,2,0.5933333333333333,Average,3.63144952,0.0001,0.909976187
70,Gains,CD,0.78,Female,Black or African American,Not Hispanic or Latino,42,34,24,34,32,57,34,8,0,16,68,45,64,14,8,9,1.0234742456670434e-11,0.9973577653778408,0.0026422346119246,2,0.5933333333333333,Average,3.63144952,0.0001,0.909976187
70,Gains,CA,0.2,Female,Black or African American,Not Hispanic or Latino,42,34,24,34,32,57,34,8,0,16,68,45,64,14,8,9,1.0234742456670434e-11,0.9973577653778408,0.0026422346119246,2,0.5933333333333333,Average,3.63144952,0.0001,0.909976187
70,Gains,CB,0.16,Female,Black or African American,Not Hispanic or Latino,42,34,24,34,32,57,34,8,0,16,68,45,64,14,8,9,1.0234742456670434e-11,0.9973577653778408,0.0026422346119246,2,0.5933333333333333,Average,3.63144952,0.0001,0.909976187
70,Gains,AD,0.68,Female,Black or African American,Not Hispanic or Latino,42,34,24,34,32,57,34,8,0,16,68,45,64,14,8,9,1.0234742456670434e-11,0.9973577653778408,0.0026422346119246,2,0.5933333333333333,Average,3.63144952,0.0001,0.909976187
70,Gains,BD,0.4,Female,Black or African American,Not Hispanic or Latino,42,34,24,34,32,57,34,8,0,16,68,45,64,14,8,9,1.0234742456670434e-11,0.9973577653778408,0.0026422346119246,2,0.5933333333333333,Average,3.63144952,0.0001,0.909976187
71,Gains,AB,0.74,Female,Asian,Not Hispanic or Latino,35,43,21,41,32,52,26,4,0,12,72,52,65,16,8,1,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.6799999999999999,Average,1.180128,0.1007945,0.99763515
71,Gains,CD,0.56,Female,Asian,Not Hispanic or Latino,35,43,21,41,32,52,26,4,0,12,72,52,65,16,8,1,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.6799999999999999,Average,1.180128,0.1007945,0.99763515
71,Gains,CA,0.36,Female,Asian,Not Hispanic or Latino,35,43,21,41,32,52,26,4,0,12,72,52,65,16,8,1,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.6799999999999999,Average,1.180128,0.1007945,0.99763515
71,Gains,CB,0.44,Female,Asian,Not Hispanic or Latino,35,43,21,41,32,52,26,4,0,12,72,52,65,16,8,1,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.6799999999999999,Average,1.180128,0.1007945,0.99763515
71,Gains,AD,0.76,Female,Asian,Not Hispanic or Latino,35,43,21,41,32,52,26,4,0,12,72,52,65,16,8,1,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.6799999999999999,Average,1.180128,0.1007945,0.99763515
71,Gains,BD,0.84,Female,Asian,Not Hispanic or Latino,35,43,21,41,32,52,26,4,0,12,72,52,65,16,8,1,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.6799999999999999,Average,1.180128,0.1007945,0.99763515
72,GainsEF,AB,0.4666666666666667,Male,White,Not Hispanic or Latino,27,30,20,36,20,65,5,9,11,10,42,21,35,19,9,17,8.500762169158931e-106,0.999944430684259,5.556931574102447e-05,2,0.4866666666666667,Low,0.0001,0.0001,0.0001
72,GainsEF,CD,0.5066666666666667,Male,White,Not Hispanic or Latino,27,30,20,36,20,65,5,9,11,10,42,21,35,19,9,17,8.500762169158931e-106,0.999944430684259,5.556931574102447e-05,2,0.4866666666666667,Low,0.0001,0.0001,0.0001
72,GainsEF,CA,0.24,Male,White,Not Hispanic or Latino,27,30,20,36,20,65,5,9,11,10,42,21,35,19,9,17,8.500762169158931e-106,0.999944430684259,5.556931574102447e-05,2,0.4866666666666667,Low,0.0001,0.0001,0.0001
72,GainsEF,CB,0.12,Male,White,Not Hispanic or Latino,27,30,20,36,20,65,5,9,11,10,42,21,35,19,9,17,8.500762169158931e-106,0.999944430684259,5.556931574102447e-05,2,0.4866666666666667,Low,0.0001,0.0001,0.0001
72,GainsEF,AD,0.24,Male,White,Not Hispanic or Latino,27,30,20,36,20,65,5,9,11,10,42,21,35,19,9,17,8.500762169158931e-106,0.999944430684259,5.556931574102447e-05,2,0.4866666666666667,Low,0.0001,0.0001,0.0001
72,GainsEF,BD,0.24,Male,White,Not Hispanic or Latino,27,30,20,36,20,65,5,9,11,10,42,21,35,19,9,17,8.500762169158931e-106,0.999944430684259,5.556931574102447e-05,2,0.4866666666666667,Low,0.0001,0.0001,0.0001
73,Gains,AB,0.7,Female,White,Not Hispanic or Latino,36,40,29,41,20,58,24,7,11,10,65,29,45,32,6,12,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7266666666666666,Average,2.90113927,0.01157604,0.98287708
73,Gains,CD,0.78,Female,White,Not Hispanic or Latino,36,40,29,41,20,58,24,7,11,10,65,29,45,32,6,12,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7266666666666666,Average,2.90113927,0.01157604,0.98287708
73,Gains,CA,0.0,Female,White,Not Hispanic or Latino,36,40,29,41,20,58,24,7,11,10,65,29,45,32,6,12,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7266666666666666,Average,2.90113927,0.01157604,0.98287708
73,Gains,CB,1.0,Female,White,Not Hispanic or Latino,36,40,29,41,20,58,24,7,11,10,65,29,45,32,6,12,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7266666666666666,Average,2.90113927,0.01157604,0.98287708
73,Gains,AD,0.92,Female,White,Not Hispanic or Latino,36,40,29,41,20,58,24,7,11,10,65,29,45,32,6,12,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7266666666666666,Average,2.90113927,0.01157604,0.98287708
73,Gains,BD,0.04,Female,White,Not Hispanic or Latino,36,40,29,41,20,58,24,7,11,10,65,29,45,32,6,12,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7266666666666666,Average,2.90113927,0.01157604,0.98287708
74,Gains,AB,0.71,Female,White,Not Hispanic or Latino,26,36,31,27,27,81,16,12,12,13,59,29,41,19,16,19,0.913322850734724,0.0866771492652759,2.078135928437476e-65,1,0.6866666666666665,Average,2.92905841,0.01302362,0.71701348
74,Gains,CD,0.64,Female,White,Not Hispanic or Latino,26,36,31,27,27,81,16,12,12,13,59,29,41,19,16,19,0.913322850734724,0.0866771492652759,2.078135928437476e-65,1,0.6866666666666665,Average,2.92905841,0.01302362,0.71701348
74,Gains,CA,0.76,Female,White,Not Hispanic or Latino,26,36,31,27,27,81,16,12,12,13,59,29,41,19,16,19,0.913322850734724,0.0866771492652759,2.078135928437476e-65,1,0.6866666666666665,Average,2.92905841,0.01302362,0.71701348
74,Gains,CB,1.0,Female,White,Not Hispanic or Latino,26,36,31,27,27,81,16,12,12,13,59,29,41,19,16,19,0.913322850734724,0.0866771492652759,2.078135928437476e-65,1,0.6866666666666665,Average,2.92905841,0.01302362,0.71701348
74,Gains,AD,0.64,Female,White,Not Hispanic or Latino,26,36,31,27,27,81,16,12,12,13,59,29,41,19,16,19,0.913322850734724,0.0866771492652759,2.078135928437476e-65,1,0.6866666666666665,Average,2.92905841,0.01302362,0.71701348
74,Gains,BD,0.16,Female,White,Not Hispanic or Latino,26,36,31,27,27,81,16,12,12,13,59,29,41,19,16,19,0.913322850734724,0.0866771492652759,2.078135928437476e-65,1,0.6866666666666665,Average,2.92905841,0.01302362,0.71701348
75,Gains,AB,0.49,Female,More than one Race,Not Hispanic or Latino,30,30,30,39,23,68,32,17,19,18,56,35,45,31,15,3,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.5,Low,3.14374962,0.00176061069,0.869033737
75,Gains,CD,0.52,Female,More than one Race,Not Hispanic or Latino,30,30,30,39,23,68,32,17,19,18,56,35,45,31,15,3,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.5,Low,3.14374962,0.00176061069,0.869033737
75,Gains,CA,0.08,Female,More than one Race,Not Hispanic or Latino,30,30,30,39,23,68,32,17,19,18,56,35,45,31,15,3,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.5,Low,3.14374962,0.00176061069,0.869033737
75,Gains,CB,0.32,Female,More than one Race,Not Hispanic or Latino,30,30,30,39,23,68,32,17,19,18,56,35,45,31,15,3,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.5,Low,3.14374962,0.00176061069,0.869033737
75,Gains,AD,0.76,Female,More than one Race,Not Hispanic or Latino,30,30,30,39,23,68,32,17,19,18,56,35,45,31,15,3,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.5,Low,3.14374962,0.00176061069,0.869033737
75,Gains,BD,0.84,Female,More than one Race,Not Hispanic or Latino,30,30,30,39,23,68,32,17,19,18,56,35,45,31,15,3,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.5,Low,3.14374962,0.00176061069,0.869033737
76,Gains,AB,0.74,Female,White,Not Hispanic or Latino,45,43,32,41,23,50,4,2,0,14,59,25,27,34,2,3,0.9991732319958848,0.0008267680041153,7.329071106192083e-117,1,0.7866666666666666,Average,4.42420083,0.00420169696,0.945819805
76,Gains,CD,0.88,Female,White,Not Hispanic or Latino,45,43,32,41,23,50,4,2,0,14,59,25,27,34,2,3,0.9991732319958848,0.0008267680041153,7.329071106192083e-117,1,0.7866666666666666,Average,4.42420083,0.00420169696,0.945819805
76,Gains,CA,1.0,Female,White,Not Hispanic or Latino,45,43,32,41,23,50,4,2,0,14,59,25,27,34,2,3,0.9991732319958848,0.0008267680041153,7.329071106192083e-117,1,0.7866666666666666,Average,4.42420083,0.00420169696,0.945819805
76,Gains,CB,1.0,Female,White,Not Hispanic or Latino,45,43,32,41,23,50,4,2,0,14,59,25,27,34,2,3,0.9991732319958848,0.0008267680041153,7.329071106192083e-117,1,0.7866666666666666,Average,4.42420083,0.00420169696,0.945819805
76,Gains,AD,0.76,Female,White,Not Hispanic or Latino,45,43,32,41,23,50,4,2,0,14,59,25,27,34,2,3,0.9991732319958848,0.0008267680041153,7.329071106192083e-117,1,0.7866666666666666,Average,4.42420083,0.00420169696,0.945819805
76,Gains,BD,0.0,Female,White,Not Hispanic or Latino,45,43,32,41,23,50,4,2,0,14,59,25,27,34,2,3,0.9991732319958848,0.0008267680041153,7.329071106192083e-117,1,0.7866666666666666,Average,4.42420083,0.00420169696,0.945819805
77,GainsEF,AB,0.6933333333333334,Female,White,Not Hispanic or Latino,31,38,22,40,15,70,10,6,30,17,51,31,37,32,14,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.7066666666666667,Average,1.43991534,0.50582006,0.9999
77,GainsEF,CD,0.72,Female,White,Not Hispanic or Latino,31,38,22,40,15,70,10,6,30,17,51,31,37,32,14,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.7066666666666667,Average,1.43991534,0.50582006,0.9999
77,GainsEF,CA,0.04,Female,White,Not Hispanic or Latino,31,38,22,40,15,70,10,6,30,17,51,31,37,32,14,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.7066666666666667,Average,1.43991534,0.50582006,0.9999
77,GainsEF,CB,1.0,Female,White,Not Hispanic or Latino,31,38,22,40,15,70,10,6,30,17,51,31,37,32,14,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.7066666666666667,Average,1.43991534,0.50582006,0.9999
77,GainsEF,AD,0.96,Female,White,Not Hispanic or Latino,31,38,22,40,15,70,10,6,30,17,51,31,37,32,14,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.7066666666666667,Average,1.43991534,0.50582006,0.9999
77,GainsEF,BD,0.2,Female,White,Not Hispanic or Latino,31,38,22,40,15,70,10,6,30,17,51,31,37,32,14,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.7066666666666667,Average,1.43991534,0.50582006,0.9999
78,Gains,AB,0.7,Female,White,Hispanic or Latino,37,28,29,33,31,71,22,9,10,10,48,28,52,26,11,8,1.5985751877420554e-10,0.9999616420654958,3.835777464676367e-05,2,0.6199999999999999,Average,4.9999,0.000485736913,0.0001
78,Gains,CD,0.46,Female,White,Hispanic or Latino,37,28,29,33,31,71,22,9,10,10,48,28,52,26,11,8,1.5985751877420554e-10,0.9999616420654958,3.835777464676367e-05,2,0.6199999999999999,Average,4.9999,0.000485736913,0.0001
78,Gains,CA,0.24,Female,White,Hispanic or Latino,37,28,29,33,31,71,22,9,10,10,48,28,52,26,11,8,1.5985751877420554e-10,0.9999616420654958,3.835777464676367e-05,2,0.6199999999999999,Average,4.9999,0.000485736913,0.0001
78,Gains,CB,0.96,Female,White,Hispanic or Latino,37,28,29,33,31,71,22,9,10,10,48,28,52,26,11,8,1.5985751877420554e-10,0.9999616420654958,3.835777464676367e-05,2,0.6199999999999999,Average,4.9999,0.000485736913,0.0001
78,Gains,AD,1.0,Female,White,Hispanic or Latino,37,28,29,33,31,71,22,9,10,10,48,28,52,26,11,8,1.5985751877420554e-10,0.9999616420654958,3.835777464676367e-05,2,0.6199999999999999,Average,4.9999,0.000485736913,0.0001
78,Gains,BD,0.8,Female,White,Hispanic or Latino,37,28,29,33,31,71,22,9,10,10,48,28,52,26,11,8,1.5985751877420554e-10,0.9999616420654958,3.835777464676367e-05,2,0.6199999999999999,Average,4.9999,0.000485736913,0.0001
79,Gains,AB,0.61,Female,More than one Race,Not Hispanic or Latino,39,32,34,31,27,71,16,13,6,16,63,44,49,23,14,5,2.479113804849036e-05,0.9999752088619516,3.7148443061529204e-20,2,0.5666666666666667,Low,4.04717096,0.000228760413,0.931419028
79,Gains,CD,0.48,Female,More than one Race,Not Hispanic or Latino,39,32,34,31,27,71,16,13,6,16,63,44,49,23,14,5,2.479113804849036e-05,0.9999752088619516,3.7148443061529204e-20,2,0.5666666666666667,Low,4.04717096,0.000228760413,0.931419028
79,Gains,CA,0.44,Female,More than one Race,Not Hispanic or Latino,39,32,34,31,27,71,16,13,6,16,63,44,49,23,14,5,2.479113804849036e-05,0.9999752088619516,3.7148443061529204e-20,2,0.5666666666666667,Low,4.04717096,0.000228760413,0.931419028
79,Gains,CB,0.72,Female,More than one Race,Not Hispanic or Latino,39,32,34,31,27,71,16,13,6,16,63,44,49,23,14,5,2.479113804849036e-05,0.9999752088619516,3.7148443061529204e-20,2,0.5666666666666667,Low,4.04717096,0.000228760413,0.931419028
79,Gains,AD,0.84,Female,More than one Race,Not Hispanic or Latino,39,32,34,31,27,71,16,13,6,16,63,44,49,23,14,5,2.479113804849036e-05,0.9999752088619516,3.7148443061529204e-20,2,0.5666666666666667,Low,4.04717096,0.000228760413,0.931419028
79,Gains,BD,0.64,Female,More than one Race,Not Hispanic or Latino,39,32,34,31,27,71,16,13,6,16,63,44,49,23,14,5,2.479113804849036e-05,0.9999752088619516,3.7148443061529204e-20,2,0.5666666666666667,Low,4.04717096,0.000228760413,0.931419028
80,Gains,AB,0.48,Male,White,Not Hispanic or Latino,17,31,16,32,18,57,22,4,1,18,36,37,40,31,8,17,2.8782996189348666e-06,0.9999971217003808,2.230605653667086e-16,2,0.4999999999999999,Low,0.279423425,0.261596702,0.0001
80,Gains,CD,0.54,Male,White,Not Hispanic or Latino,17,31,16,32,18,57,22,4,1,18,36,37,40,31,8,17,2.8782996189348666e-06,0.9999971217003808,2.230605653667086e-16,2,0.4999999999999999,Low,0.279423425,0.261596702,0.0001
80,Gains,CA,0.4,Male,White,Not Hispanic or Latino,17,31,16,32,18,57,22,4,1,18,36,37,40,31,8,17,2.8782996189348666e-06,0.9999971217003808,2.230605653667086e-16,2,0.4999999999999999,Low,0.279423425,0.261596702,0.0001
80,Gains,CB,0.56,Male,White,Not Hispanic or Latino,17,31,16,32,18,57,22,4,1,18,36,37,40,31,8,17,2.8782996189348666e-06,0.9999971217003808,2.230605653667086e-16,2,0.4999999999999999,Low,0.279423425,0.261596702,0.0001
80,Gains,AD,0.64,Male,White,Not Hispanic or Latino,17,31,16,32,18,57,22,4,1,18,36,37,40,31,8,17,2.8782996189348666e-06,0.9999971217003808,2.230605653667086e-16,2,0.4999999999999999,Low,0.279423425,0.261596702,0.0001
80,Gains,BD,0.48,Male,White,Not Hispanic or Latino,17,31,16,32,18,57,22,4,1,18,36,37,40,31,8,17,2.8782996189348666e-06,0.9999971217003808,2.230605653667086e-16,2,0.4999999999999999,Low,0.279423425,0.261596702,0.0001
81,GainsEF,AB,0.2933333333333333,Male,Asian,Not Hispanic or Latino,32,32,22,35,23,72,15,12,2,10,54,34,34,26,16,13,0.9613919740928302,0.0386080259071698,1.2860561946906884e-104,1,0.6333333333333333,Average,1.48095879,0.21959279,0.9999
81,GainsEF,CD,0.9733333333333334,Male,Asian,Not Hispanic or Latino,32,32,22,35,23,72,15,12,2,10,54,34,34,26,16,13,0.9613919740928302,0.0386080259071698,1.2860561946906884e-104,1,0.6333333333333333,Average,1.48095879,0.21959279,0.9999
81,GainsEF,CA,0.96,Male,Asian,Not Hispanic or Latino,32,32,22,35,23,72,15,12,2,10,54,34,34,26,16,13,0.9613919740928302,0.0386080259071698,1.2860561946906884e-104,1,0.6333333333333333,Average,1.48095879,0.21959279,0.9999
81,GainsEF,CB,1.0,Male,Asian,Not Hispanic or Latino,32,32,22,35,23,72,15,12,2,10,54,34,34,26,16,13,0.9613919740928302,0.0386080259071698,1.2860561946906884e-104,1,0.6333333333333333,Average,1.48095879,0.21959279,0.9999
81,GainsEF,AD,0.92,Male,Asian,Not Hispanic or Latino,32,32,22,35,23,72,15,12,2,10,54,34,34,26,16,13,0.9613919740928302,0.0386080259071698,1.2860561946906884e-104,1,0.6333333333333333,Average,1.48095879,0.21959279,0.9999
81,GainsEF,BD,0.0,Male,Asian,Not Hispanic or Latino,32,32,22,35,23,72,15,12,2,10,54,34,34,26,16,13,0.9613919740928302,0.0386080259071698,1.2860561946906884e-104,1,0.6333333333333333,Average,1.48095879,0.21959279,0.9999
82,GainsEF,AB,0.8533333333333334,Female,Asian,Not Hispanic or Latino,35,28,12,33,34,63,24,19,6,14,75,47,67,21,14,11,1.173374102067987e-33,1.0,1.3975182013090885e-33,2,0.8733333333333333,High,1.6246498,0.16770817,0.28214631
82,GainsEF,CD,0.8933333333333333,Female,Asian,Not Hispanic or Latino,35,28,12,33,34,63,24,19,6,14,75,47,67,21,14,11,1.173374102067987e-33,1.0,1.3975182013090885e-33,2,0.8733333333333333,High,1.6246498,0.16770817,0.28214631
82,GainsEF,CA,0.56,Female,Asian,Not Hispanic or Latino,35,28,12,33,34,63,24,19,6,14,75,47,67,21,14,11,1.173374102067987e-33,1.0,1.3975182013090885e-33,2,0.8733333333333333,High,1.6246498,0.16770817,0.28214631
82,GainsEF,CB,0.92,Female,Asian,Not Hispanic or Latino,35,28,12,33,34,63,24,19,6,14,75,47,67,21,14,11,1.173374102067987e-33,1.0,1.3975182013090885e-33,2,0.8733333333333333,High,1.6246498,0.16770817,0.28214631
82,GainsEF,AD,0.76,Female,Asian,Not Hispanic or Latino,35,28,12,33,34,63,24,19,6,14,75,47,67,21,14,11,1.173374102067987e-33,1.0,1.3975182013090885e-33,2,0.8733333333333333,High,1.6246498,0.16770817,0.28214631
82,GainsEF,BD,0.52,Female,Asian,Not Hispanic or Latino,35,28,12,33,34,63,24,19,6,14,75,47,67,21,14,11,1.173374102067987e-33,1.0,1.3975182013090885e-33,2,0.8733333333333333,High,1.6246498,0.16770817,0.28214631
83,GainsEF,AB,0.4933333333333333,Female,White,Not Hispanic or Latino,39,29,22,44,30,69,43,11,0,4,69,57,70,18,17,8,1.6742293373338751e-40,1.0,1.0904204736625184e-28,2,0.4933333333333333,Low,0.18925505,0.169111755,0.000188464536
83,GainsEF,CD,0.4933333333333333,Female,White,Not Hispanic or Latino,39,29,22,44,30,69,43,11,0,4,69,57,70,18,17,8,1.6742293373338751e-40,1.0,1.0904204736625184e-28,2,0.4933333333333333,Low,0.18925505,0.169111755,0.000188464536
83,GainsEF,CA,0.52,Female,White,Not Hispanic or Latino,39,29,22,44,30,69,43,11,0,4,69,57,70,18,17,8,1.6742293373338751e-40,1.0,1.0904204736625184e-28,2,0.4933333333333333,Low,0.18925505,0.169111755,0.000188464536
83,GainsEF,CB,0.52,Female,White,Not Hispanic or Latino,39,29,22,44,30,69,43,11,0,4,69,57,70,18,17,8,1.6742293373338751e-40,1.0,1.0904204736625184e-28,2,0.4933333333333333,Low,0.18925505,0.169111755,0.000188464536
