"Value","Condition","fit","lower","upper","Parameter","Model"
1.13070804020101,"Baseline",0.541464124902641,0.520940628380819,0.561987621424463,"t",NA
1.15583266331658,"Baseline",0.54209829164131,0.521574664474173,0.562621918808447,"t",NA
1.18095728643216,"Baseline",0.542732458379979,0.522207406814948,0.56325750994501,"t",NA
1.20608190954774,"Baseline",0.543366625118648,0.522838855672461,0.563894394564835,"t",NA
1.23120653266332,"Baseline",0.544000791857317,0.523469011560383,0.564532572154251,"t",NA
1.25633115577889,"Baseline",0.544634958595986,0.524097875236257,0.565172041955714,"t",NA
1.28145577889447,"Baseline",0.545269125334655,0.524725447700784,0.565812802968526,"t",NA
1.30658040201005,"Baseline",0.545903292073324,0.525351730196875,0.566454853949773,"t",NA
1.33170502512563,"Baseline",0.546537458811993,0.52597672420849,0.567098193415496,"t",NA
1.35682964824121,"Baseline",0.547171625550662,0.526600431459239,0.567742819642085,"t",NA
1.38195427135678,"Baseline",0.547805792289331,0.527222853910775,0.568388730667887,"t",NA
1.40707889447236,"Baseline",0.548439959028,0.527843993760963,0.569035924295036,"t",NA
1.43220351758794,"Baseline",0.549074125766669,0.52846385344184,0.569684398091498,"t",NA
1.45732814070352,"Baseline",0.549708292505338,0.529082435617359,0.570334149393317,"t",NA
1.4824527638191,"Baseline",0.550342459244007,0.529699743180944,0.57098517530707,"t",NA
1.50757738693467,"Baseline",0.550976625982676,0.530315779252829,0.571637472712523,"t",NA
1.53270201005025,"Baseline",0.551610792721345,0.530930547177219,0.57229103826547,"t",NA
1.55782663316583,"Baseline",0.552244959460014,0.531544050519256,0.572945868400771,"t",NA
1.58295125628141,"Baseline",0.552879126198683,0.532156293061806,0.57360195933556,"t",NA
1.60807587939699,"Baseline",0.553513292937352,0.532767278802071,0.574259307072633,"t",NA
1.63320050251256,"Baseline",0.55414745967602,0.533377011948039,0.574917907404002,"t",NA
1.65832512562814,"Baseline",0.554781626414689,0.533985496914769,0.57557775591461,"t",NA
1.68344974874372,"Baseline",0.555415793153358,0.534592738320524,0.576238847986193,"t",NA
1.7085743718593,"Baseline",0.556049959892027,0.535198740982762,0.576901178801293,"t",NA
1.73369899497487,"Baseline",0.556684126630696,0.535803509913987,0.577564743347405,"t",NA
1.75882361809045,"Baseline",0.557318293369365,0.536407050317475,0.578229536421255,"t",NA
1.78394824120603,"Baseline",0.557952460108034,0.537009367582874,0.578895552633195,"t",NA
1.80907286432161,"Baseline",0.558586626846703,0.537610467281693,0.579562786411713,"t",NA
1.83419748743719,"Baseline",0.559220793585372,0.538210355162693,0.580231232008052,"t",NA
1.85932211055276,"Baseline",0.559854960324041,0.53880903714717,0.580900883500912,"t",NA
1.88444673366834,"Baseline",0.56048912706271,0.539406519324164,0.581571734801256,"t",NA
1.90957135678392,"Baseline",0.561123293801379,0.540002807945576,0.582243779657182,"t",NA
1.9346959798995,"Baseline",0.561757460540048,0.540597909421225,0.582917011658871,"t",NA
1.95982060301508,"Baseline",0.562391627278717,0.541191830313839,0.583591424243596,"t",NA
1.98494522613065,"Baseline",0.563025794017386,0.541784577333985,0.584267010700787,"t",NA
2.01006984924623,"Baseline",0.563659960756055,0.54237615733497,0.58494376417714,"t",NA
2.03519447236181,"Baseline",0.564294127494724,0.542966577307683,0.585621677681765,"t",NA
2.06031909547739,"Baseline",0.564928294233393,0.543555844375429,0.586300744091357,"t",NA
2.08544371859297,"Baseline",0.565562460972062,0.544143965788722,0.586980956155402,"t",NA
2.11056834170854,"Baseline",0.566196627710731,0.54473094892008,0.587662306501382,"t",NA
2.13569296482412,"Baseline",0.5668307944494,0.5453168012588,0.58834478764,"t",NA
2.1608175879397,"Baseline",0.567464961188069,0.545901530405745,0.589028391970393,"t",NA
2.18594221105528,"Baseline",0.568099127926738,0.546485144068132,0.589713111785344,"t",NA
2.21106683417085,"Baseline",0.568733294665407,0.547067650054336,0.590398939276477,"t",NA
2.23619145728643,"Baseline",0.569367461404076,0.54764905626872,0.591085866539431,"t",NA
2.26131608040201,"Baseline",0.570001628142745,0.548229370706485,0.591773885579005,"t",NA
2.28644070351759,"Baseline",0.570635794881414,0.548808601448559,0.592462988314268,"t",NA
2.31156532663317,"Baseline",0.571269961620083,0.549386756656531,0.593153166583634,"t",NA
2.33668994974874,"Baseline",0.571904128358751,0.549963844567618,0.593844412149885,"t",NA
2.36181457286432,"Baseline",0.57253829509742,0.550539873489694,0.594536716705147,"t",NA
2.3869391959799,"Baseline",0.573172461836089,0.551114851796374,0.595230071875805,"t",NA
2.41206381909548,"Baseline",0.573806628574759,0.55168878792215,0.595924469227367,"t",NA
2.43718844221106,"Baseline",0.574440795313428,0.552261690357607,0.596619900269248,"t",NA
2.46231306532663,"Baseline",0.575074962052096,0.552833567644696,0.597316356459497,"t",NA
2.48743768844221,"Baseline",0.575709128790765,0.553404428372089,0.598013829209442,"t",NA
2.51256231155779,"Baseline",0.576343295529434,0.553974281170608,0.59871230988826,"t",NA
2.53768693467337,"Baseline",0.576977462268103,0.554543134708737,0.59941178982747,"t",NA
2.56281155778895,"Baseline",0.577611629006772,0.555110997688215,0.600112260325329,"t",NA
2.58793618090452,"Baseline",0.578245795745441,0.555677878839723,0.60081371265116,"t",NA
2.6130608040201,"Baseline",0.57887996248411,0.55624378691865,0.60151613804957,"t",NA
2.63818542713568,"Baseline",0.579514129222779,0.556808730700966,0.602219527744592,"t",NA
2.66331005025126,"Baseline",0.580148295961448,0.557372718979174,0.602923872943722,"t",NA
2.68843467336683,"Baseline",0.580782462700117,0.557935760558369,0.603629164841864,"t",NA
2.71355929648241,"Baseline",0.581416629438786,0.558497864252391,0.604335394625181,"t",NA
2.73868391959799,"Baseline",0.582050796177455,0.559059038880076,0.605042553474834,"t",NA
2.76380854271357,"Baseline",0.582684962916124,0.559619293261611,0.605750632570637,"t",NA
2.78893316582915,"Baseline",0.583319129654793,0.560178636214984,0.606459623094602,"t",NA
2.81405778894472,"Baseline",0.583953296393462,0.560737076552548,0.607169516234376,"t",NA
2.8391824120603,"Baseline",0.584587463132131,0.561294623077673,0.607880303186589,"t",NA
2.86430703517588,"Baseline",0.5852216298708,0.561851284581511,0.608591975160089,"t",NA
2.88943165829146,"Baseline",0.585855796609469,0.562407069839861,0.609304523379077,"t",NA
2.91455628140704,"Baseline",0.586489963348138,0.562961987610136,0.610017939086139,"t",NA
2.93968090452261,"Baseline",0.587124130086807,0.563516046628437,0.610732213545176,"t",NA
2.96480552763819,"Baseline",0.587758296825476,0.564069255606722,0.61144733804423,"t",NA
2.98993015075377,"Baseline",0.588392463564145,0.564621623230084,0.612163303898206,"t",NA
3.01505477386935,"Baseline",0.589026630302814,0.565173158154128,0.612880102451499,"t",NA
3.04017939698493,"Baseline",0.589660797041483,0.565723869002448,0.613597725080518,"t",NA
3.0653040201005,"Baseline",0.590294963780151,0.566273764364201,0.614316163196102,"t",NA
3.09042864321608,"Baseline",0.590929130518821,0.566822852791787,0.615035408245854,"t",NA
3.11555326633166,"Baseline",0.59156329725749,0.567371142798615,0.615755451716364,"t",NA
3.14067788944724,"Baseline",0.592197463996159,0.567918642856978,0.616476285135339,"t",NA
3.16580251256281,"Baseline",0.592831630734827,0.568465361396012,0.617197900073642,"t",NA
3.19092713567839,"Baseline",0.593465797473496,0.569011306799754,0.617920288147239,"t",NA
3.21605175879397,"Baseline",0.594099964212165,0.569556487405287,0.618643441019043,"t",NA
3.24117638190955,"Baseline",0.594734130950834,0.570100911500984,0.619367350400684,"t",NA
3.26630100502513,"Baseline",0.595368297689503,0.570644587324829,0.620092008054177,"t",NA
3.2914256281407,"Baseline",0.596002464428172,0.571187523062833,0.620817405793511,"t",NA
3.31655025125628,"Baseline",0.596636631166841,0.571729726847531,0.621543535486151,"t",NA
3.34167487437186,"Baseline",0.59727079790551,0.572271206756565,0.622270389054455,"t",NA
3.36679949748744,"Baseline",0.597904964644179,0.572811970811344,0.622997958477014,"t",NA
3.39192412060302,"Baseline",0.598539131382848,0.57335202697579,0.623726235789907,"t",NA
3.41704874371859,"Baseline",0.599173298121517,0.573891383155151,0.624455213087883,"t",NA
3.44217336683417,"Baseline",0.599807464860186,0.574430047194904,0.625184882525468,"t",NA
3.46729798994975,"Baseline",0.600441631598855,0.574968026879717,0.625915236317993,"t",NA
3.49242261306533,"Baseline",0.601075798337524,0.575505329932492,0.626646266742556,"t",NA
3.51754723618091,"Baseline",0.601709965076193,0.576041964013476,0.627377966138911,"t",NA
3.54267185929648,"Baseline",0.602344131814862,0.576577936719433,0.628110326910291,"t",NA
3.56779648241206,"Baseline",0.602978298553531,0.577113255582894,0.628843341524167,"t",NA
3.59292110552764,"Baseline",0.6036124652922,0.577647928071461,0.629577002512939,"t",NA
3.61804572864322,"Baseline",0.604246632030869,0.578181961587172,0.630311302474566,"t",NA
3.64317035175879,"Baseline",0.604880798769538,0.578715363465935,0.631046234073141,"t",NA
3.66829497487437,"Baseline",0.605514965508207,0.57924814097701,0.631781790039403,"t",NA
3.69341959798995,"Baseline",0.606149132246876,0.579780301322556,0.632517963171196,"t",NA
3.71854422110553,"Baseline",0.606783298985545,0.580311851637218,0.633254746333871,"t",NA
3.74366884422111,"Baseline",0.607417465724214,0.580842798987787,0.633992132460641,"t",NA
3.76879346733668,"Baseline",0.608051632462883,0.581373150372887,0.634730114552878,"t",NA
3.79391809045226,"Baseline",0.608685799201552,0.581902912722731,0.635468685680372,"t",NA
3.81904271356784,"Baseline",0.609319965940221,0.582432092898909,0.636207838981532,"t",NA
3.84416733668342,"Baseline",0.60995413267889,0.582960697694229,0.63694756766355,"t",NA
3.869291959799,"Baseline",0.610588299417559,0.583488733832598,0.637687865002519,"t",NA
3.89441658291457,"Baseline",0.611222466156227,0.584016207968942,0.638428724343512,"t",NA
3.91954120603015,"Baseline",0.611856632894896,0.584543126689176,0.639170139100617,"t",NA
3.94466582914573,"Baseline",0.612490799633565,0.585069496510195,0.639912102756936,"t",NA
3.96979045226131,"Baseline",0.613124966372234,0.585595323879918,0.640654608864551,"t",NA
3.99491507537689,"Baseline",0.613759133110903,0.58612061517736,0.641397651044447,"t",NA
4.02003969849246,"Baseline",0.614393299849572,0.586645376712732,0.642141222986412,"t",NA
4.04516432160804,"Baseline",0.615027466588241,0.587169614727585,0.642885318448898,"t",NA
4.07028894472362,"Baseline",0.61566163332691,0.587693335394972,0.643629931258849,"t",NA
4.0954135678392,"Baseline",0.616295800065579,0.588216544819647,0.644375055311511,"t",NA
4.12053819095477,"Baseline",0.616929966804248,0.588739249038291,0.645120684570205,"t",NA
4.14566281407035,"Baseline",0.617564133542917,0.589261454019759,0.645866813066075,"t",NA
4.17078743718593,"Baseline",0.618198300281586,0.589783165665357,0.646613434897815,"t",NA
4.19591206030151,"Baseline",0.618832467020255,0.590304389809139,0.647360544231371,"t",NA
4.22103668341709,"Baseline",0.619466633758924,0.590825132218232,0.648108135299616,"t",NA
4.24616130653266,"Baseline",0.620100800497593,0.591345398593174,0.648856202402012,"t",NA
4.27128592964824,"Baseline",0.620734967236262,0.59186519456828,0.649604739904244,"t",NA
4.29641055276382,"Baseline",0.621369133974931,0.592384525712021,0.650353742237841,"t",NA
4.3215351758794,"Baseline",0.6220033007136,0.592903397527423,0.651103203899777,"t",NA
4.34665979899497,"Baseline",0.622637467452269,0.593421815452484,0.651853119452053,"t",NA
4.37178442211055,"Baseline",0.623271634190938,0.593939784860606,0.652603483521269,"t",NA
4.39690904522613,"Baseline",0.623905800929607,0.594457311061039,0.653354290798174,"t",NA
4.42203366834171,"Baseline",0.624539967668276,0.594974399299342,0.65410553603721,"t",NA
4.44715829145729,"Baseline",0.625174134406945,0.595491054757855,0.654857214056034,"t",NA
4.47228291457286,"Baseline",0.625808301145614,0.596007282556186,0.655609319735041,"t",NA
4.49740753768844,"Baseline",0.626442467884283,0.596523087751705,0.65636184801686,"t",NA
4.52253216080402,"Baseline",0.627076634622952,0.597038475340048,0.657114793905856,"t",NA
4.5476567839196,"Baseline",0.627710801361621,0.597553450255636,0.657868152467605,"t",NA
4.57278140703518,"Baseline",0.62834496810029,0.598068017372198,0.658621918828381,"t",NA
4.59790603015075,"Baseline",0.628979134838958,0.598582181503303,0.659376088174614,"t",NA
4.62303065326633,"Baseline",0.629613301577627,0.599095947402897,0.660130655752357,"t",NA
4.64815527638191,"Baseline",0.630247468316296,0.599609319765855,0.660885616866737,"t",NA
4.67327989949749,"Baseline",0.630881635054965,0.600122303228526,0.661640966881404,"t",NA
4.69840452261307,"Baseline",0.631515801793634,0.600634902369295,0.662396701217974,"t",NA
4.72352914572864,"Baseline",0.632149968532303,0.60114712170914,0.663152815355466,"t",NA
4.74865376884422,"Baseline",0.632784135270972,0.601658965712206,0.663909304829738,"t",NA
4.7737783919598,"Baseline",0.633418302009641,0.602170438786367,0.664666165232916,"t",NA
4.79890301507538,"Baseline",0.63405246874831,0.602681545283801,0.66542339221282,"t",NA
4.82402763819096,"Baseline",0.634686635486979,0.603192289501566,0.666180981472392,"t",NA
4.84915226130653,"Baseline",0.635320802225648,0.60370267568218,0.666938928769116,"t",NA
4.87427688442211,"Baseline",0.635954968964317,0.604212708014193,0.667697229914441,"t",NA
4.89940150753769,"Baseline",0.636589135702986,0.604722390632775,0.668455880773198,"t",NA
4.92452613065327,"Baseline",0.637223302441655,0.605231727620289,0.669214877263021,"t",NA
4.94965075376884,"Baseline",0.637857469180324,0.605740723006881,0.669974215353767,"t",NA
4.97477537688442,"Baseline",0.638491635918993,0.606249380771054,0.670733891066932,"t",NA
4.9999,"Baseline",0.639125802657662,0.606757704840253,0.671493900475071,"t",NA
1e-04,"Frequency",0.422247520813819,0.400444545710926,0.444050495916713,"t",NA
0.0252246231155779,"Frequency",0.42209537741583,0.400345155314512,0.443845599517148,"t",NA
0.0503492462311558,"Frequency",0.421943234017841,0.400244745712076,0.443641722323606,"t",NA
0.0754738693467337,"Frequency",0.421791090619852,0.400143309596531,0.443438871643173,"t",NA
0.100598492462312,"Frequency",0.421638947221862,0.40004083973784,0.443237054705884,"t",NA
0.125723115577889,"Frequency",0.421486803823873,0.399937328987382,0.443036278660364,"t",NA
0.150847738693467,"Frequency",0.421334660425884,0.399832770282335,0.442836550569432,"t",NA
0.175972361809045,"Frequency",0.421182517027895,0.399727156650092,0.442637877405697,"t",NA
0.201096984924623,"Frequency",0.421030373629905,0.399620481212684,0.442440266047127,"t",NA
0.226221608040201,"Frequency",0.420878230231916,0.399512737191219,0.442243723272614,"t",NA
0.251346231155779,"Frequency",0.420726086833927,0.399403917910324,0.44204825575753,"t",NA
0.276470854271357,"Frequency",0.420573943435938,0.399294016802588,0.441853870069287,"t",NA
0.301595477386935,"Frequency",0.420421800037948,0.399183027413,0.441660572662897,"t",NA
0.326720100502513,"Frequency",0.420269656639959,0.399070943403367,0.441468369876551,"t",NA
0.35184472361809,"Frequency",0.42011751324197,0.398957758556725,0.441277267927215,"t",NA
0.376969346733668,"Frequency",0.419965369843981,0.398843466781716,0.441087272906245,"t",NA
0.402093969849246,"Frequency",0.419813226445991,0.398728062116939,0.440898390775044,"t",NA
0.427218592964824,"Frequency",0.419661083048002,0.398611538735261,0.440710627360743,"t",NA
0.452343216080402,"Frequency",0.419508939650013,0.398493890948084,0.440523988351942,"t",NA
0.47746783919598,"Frequency",0.419356796252024,0.398375113209562,0.440338479294485,"t",NA
0.502592462311558,"Frequency",0.419204652854034,0.39825520012076,0.440154105587308,"t",NA
0.527717085427136,"Frequency",0.419052509456045,0.39813414643375,0.43997087247834,"t",NA
0.552841708542714,"Frequency",0.418900366058056,0.398011947055632,0.439788785060479,"t",NA
0.577966331658291,"Frequency",0.418748222660067,0.397888597052482,0.439607848267651,"t",NA
0.603090954773869,"Frequency",0.418596079262077,0.397764091653214,0.439428066870941,"t",NA
0.628215577889447,"Frequency",0.418443935864088,0.397638426253348,0.439249445474828,"t",NA
0.653340201005025,"Frequency",0.418291792466099,0.397511596418689,0.439071988513509,"t",NA
0.678464824120603,"Frequency",0.41813964906811,0.397383597888888,0.438895700247331,"t",NA
0.703589447236181,"Frequency",0.41798750567012,0.397254426580905,0.438720584759335,"t",NA
0.728714070351759,"Frequency",0.417835362272131,0.397124078592352,0.43854664595191,"t",NA
0.753838693467337,"Frequency",0.417683218874142,0.396992550204705,0.438373887543578,"t",NA
0.778963316582915,"Frequency",0.417531075476152,0.3968598378864,0.438202313065905,"t",NA
0.804087939698493,"Frequency",0.417378932078163,0.396725938295782,0.438031925860544,"t",NA
0.829212562814071,"Frequency",0.417226788680174,0.396590848283923,0.437862729076425,"t",NA
0.854337185929648,"Frequency",0.417074645282185,0.396454564897287,0.437694725667083,"t",NA
0.879461809045226,"Frequency",0.416922501884195,0.396317085380248,0.437527918388143,"t",NA
0.904586432160804,"Frequency",0.416770358486206,0.396178407177451,0.437362309794961,"t",NA
0.929711055276382,"Frequency",0.416618215088217,0.396038527936012,0.437197902240421,"t",NA
0.95483567839196,"Frequency",0.416466071690228,0.395897445507555,0.437034697872901,"t",NA
0.979960301507538,"Frequency",0.416313928292238,0.395755157950071,0.436872698634405,"t",NA
1.00508492462312,"Frequency",0.416161784894249,0.395611663529623,0.436711906258875,"t",NA
1.03020954773869,"Frequency",0.41600964149626,0.395466960721852,0.436552322270668,"t",NA
1.05533417085427,"Frequency",0.415857498098271,0.39532104821332,0.436393947983221,"t",NA
1.08045879396985,"Frequency",0.415705354700281,0.395173924902666,0.436236784497896,"t",NA
1.10558341708543,"Frequency",0.415553211302292,0.395025589901574,0.43608083270301,"t",NA
1.13070804020101,"Frequency",0.415401067904303,0.394876042535561,0.435926093273044,"t",NA
1.15583266331658,"Frequency",0.415248924506314,0.394725282344572,0.435772566668056,"t",NA
1.18095728643216,"Frequency",0.415096781108324,0.394573309083385,0.435620253133264,"t",NA
1.20608190954774,"Frequency",0.414944637710335,0.394420122721835,0.435469152698835,"t",NA
1.23120653266332,"Frequency",0.414792494312346,0.394265723444833,0.435319265179858,"t",NA
1.25633115577889,"Frequency",0.414640350914357,0.394110111652209,0.435170590176504,"t",NA
1.28145577889447,"Frequency",0.414488207516367,0.393953287958352,0.435023127074383,"t",NA
1.30658040201005,"Frequency",0.414336064118378,0.393795253191669,0.434876875045086,"t",NA
1.33170502512563,"Frequency",0.414183920720389,0.393636008393856,0.434731833046922,"t",NA
1.35682964824121,"Frequency",0.4140317773224,0.393475554818971,0.434587999825828,"t",NA
1.38195427135678,"Frequency",0.41387963392441,0.393313893932338,0.434445373916482,"t",NA
1.40707889447236,"Frequency",0.413727490526421,0.393151027409256,0.434303953643586,"t",NA
1.43220351758794,"Frequency",0.413575347128432,0.392986957133533,0.43416373712333,"t",NA
1.45732814070352,"Frequency",0.413423203730443,0.392821685195841,0.434024722265044,"t",NA
1.4824527638191,"Frequency",0.413271060332453,0.3926552138919,0.433886906773007,"t",NA
1.50757738693467,"Frequency",0.413118916934464,0.392487545720487,0.433750288148441,"t",NA
1.53270201005025,"Frequency",0.412966773536475,0.392318683381285,0.433614863691664,"t",NA
1.55782663316583,"Frequency",0.412814630138485,0.392148629772565,0.433480630504406,"t",NA
1.58295125628141,"Frequency",0.412662486740496,0.391977387988711,0.433347585492281,"t",NA
1.60807587939699,"Frequency",0.412510343342507,0.391804961317598,0.433215725367416,"t",NA
1.63320050251256,"Frequency",0.412358199944518,0.391631353237812,0.433085046651223,"t",NA
1.65832512562814,"Frequency",0.412206056546528,0.391456567415744,0.432955545677313,"t",NA
1.68344974874372,"Frequency",0.412053913148539,0.391280607702526,0.432827218594552,"t",NA
1.7085743718593,"Frequency",0.41190176975055,0.391103478130862,0.432700061370238,"t",NA
1.73369899497487,"Frequency",0.411749626352561,0.390925182911707,0.432574069793415,"t",NA
1.75882361809045,"Frequency",0.411597482954571,0.390745726430851,0.432449239478292,"t",NA
1.78394824120603,"Frequency",0.411445339556582,0.390565113245375,0.432325565867789,"t",NA
1.80907286432161,"Frequency",0.411293196158593,0.390383348080011,0.432203044237175,"t",NA
1.83419748743719,"Frequency",0.411141052760604,0.390200435823392,0.432081669697815,"t",NA
1.85932211055276,"Frequency",0.410988909362614,0.390016381524222,0.431961437201007,"t",NA
1.88444673366834,"Frequency",0.410836765964625,0.389831190387347,0.431842341541903,"t",NA
1.90957135678392,"Frequency",0.410684622566636,0.389644867769756,0.431724377363515,"t",NA
1.9346959798995,"Frequency",0.410532479168647,0.389457419176505,0.431607539160788,"t",NA
1.95982060301508,"Frequency",0.410380335770657,0.389268850256573,0.431491821284741,"t",NA
1.98494522613065,"Frequency",0.410228192372668,0.389079166798664,0.431377217946672,"t",NA
2.01006984924623,"Frequency",0.410076048974679,0.38888837472695,0.431263723222408,"t",NA
2.03519447236181,"Frequency",0.40992390557669,0.388696480096775,0.431151331056604,"t",NA
2.06031909547739,"Frequency",0.4097717621787,0.388503489090312,0.431040035267089,"t",NA
2.08544371859297,"Frequency",0.409619618780711,0.388309408012193,0.430929829549229,"t",NA
2.11056834170854,"Frequency",0.409467475382722,0.388114243285108,0.430820707480336,"t",NA
2.13569296482412,"Frequency",0.409315331984733,0.387918001445389,0.430712662524076,"t",NA
2.1608175879397,"Frequency",0.409163188586743,0.387720689138573,0.430605688034913,"t",NA
2.18594221105528,"Frequency",0.409011045188754,0.387522313114965,0.430499777262543,"t",NA
2.21106683417085,"Frequency",0.408858901790765,0.38732288022519,0.430394923356339,"t",NA
2.23619145728643,"Frequency",0.408706758392775,0.387122397415759,0.430291119369792,"t",NA
2.26131608040201,"Frequency",0.408554614994786,0.386920871724633,0.43018835826494,"t",NA
2.28644070351759,"Frequency",0.408402471596797,0.386718310276811,0.430086632916783,"t",NA
2.31156532663317,"Frequency",0.408250328198808,0.386514720279937,0.429985936117678,"t",NA
2.33668994974874,"Frequency",0.408098184800819,0.386310109019923,0.429886260581714,"t",NA
2.36181457286432,"Frequency",0.407946041402829,0.386104483856612,0.429787598949046,"t",NA
2.3869391959799,"Frequency",0.40779389800484,0.385897852219474,0.429689943790206,"t",NA
2.41206381909548,"Frequency",0.407641754606851,0.385690221603334,0.429593287610367,"t",NA
2.43718844221106,"Frequency",0.407489611208861,0.385481599564154,0.429497622853568,"t",NA
2.46231306532663,"Frequency",0.407337467810872,0.385271993714852,0.429402941906892,"t",NA
2.48743768844221,"Frequency",0.407185324412883,0.385061411721178,0.429309237104588,"t",NA
2.51256231155779,"Frequency",0.407033181014894,0.384849861297644,0.429216500732143,"t",NA
2.53768693467337,"Frequency",0.406881037616904,0.384637350203512,0.429124725030297,"t",NA
2.56281155778895,"Frequency",0.406728894218915,0.384423886238841,0.42903390219899,"t",NA
2.58793618090452,"Frequency",0.406576750820926,0.3842094772406,0.428944024401252,"t",NA
2.6130608040201,"Frequency",0.406424607422937,0.383994131078851,0.428855083767022,"t",NA
2.63818542713568,"Frequency",0.406272464024947,0.383777855652995,0.428767072396899,"t",NA
2.66331005025126,"Frequency",0.406120320626958,0.383560658888096,0.42867998236582,"t",NA
2.68843467336683,"Frequency",0.405968177228969,0.383342548731273,0.428593805726665,"t",NA
2.71355929648241,"Frequency",0.40581603383098,0.383123533148175,0.428508534513784,"t",NA
2.73868391959799,"Frequency",0.40566389043299,0.382903620119527,0.428424160746453,"t",NA
2.76380854271357,"Frequency",0.405511747035001,0.38268281763776,0.428340676432242,"t",NA
2.78893316582915,"Frequency",0.405359603637012,0.382461133703718,0.428258073570306,"t",NA
2.81405778894472,"Frequency",0.405207460239023,0.382238576323446,0.428176344154599,"t",NA
2.8391824120603,"Frequency",0.405055316841033,0.382015153505068,0.428095480176999,"t",NA
2.86430703517588,"Frequency",0.404903173443044,0.381790873255738,0.428015473630351,"t",NA
2.88943165829146,"Frequency",0.404751030045055,0.38156574357868,0.427936316511429,"t",NA
2.91455628140704,"Frequency",0.404598886647066,0.381339772470317,0.427858000823814,"t",NA
