Subnum,AIC,BIC,model,Condition,t,alpha,scale,la,alpha_neg,weight
21,279.79713918952774,286.39377392262384,decay,Frequency,0.00363457,0.0001,,,,
21,280.96119130789003,294.15446077408217,decay_PVL,Frequency,0.16076183,0.9999,0.0001,4.9999,,
21,279.0617228372616,285.6583575703577,decay_win,Frequency,0.04930987,0.0025027,,,,
21,282.8838617941994,296.0771312603915,delta_asymmetric_decay_win,Frequency,2.03606571,0.0001,,,0.0145878921,0.9999
22,228.3999077778763,234.9965425109724,delta,Baseline,1.73336183,0.05292435,,,,
22,226.3258335435276,239.51910300971971,delta_PVL,Baseline,1.73966349,0.13650743,0.143527684,0.0001,,
22,227.4745924258609,237.36954452550503,delta_asymmetric,Baseline,1.78920247,0.02536305,,,0.0843717,
22,241.3333620800952,247.92999681319125,decay,Baseline,0.0985053,0.01709706,,,,
22,229.65648226644632,242.84975173263845,decay_PVL,Baseline,0.112326729,0.0384037454,0.0001,4.9999,,
22,231.14464829639536,237.74128302949143,decay_win,Baseline,0.56466258,0.13317784,,,,
22,226.14718748279589,239.340456948988,delta_asymmetric_decay_win,Baseline,1.20697915,0.01362678,,,0.04199543,0.57138286
22,279.5548530394684,286.1514877725645,delta,Frequency,0.13699753,0.47220977,,,,
22,282.5878909855905,295.7811604517826,delta_PVL,Frequency,0.11282099,0.39754793,0.42016819,4.9999,,
22,280.80838508656245,290.70333718620657,delta_asymmetric,Frequency,0.24375724,0.06973115,,,0.9999,
22,279.8731905747288,286.46982530782486,decay,Frequency,0.0001,0.123931387,,,,
22,283.1549051333308,296.3481745995229,decay_PVL,Frequency,0.04347238,0.81536072,0.06438385,4.9999,,
22,279.87290858030497,286.46954331340106,decay_win,Frequency,0.0001,0.10872754,,,,
22,283.24204734461824,296.4353168108104,delta_asymmetric_decay_win,Frequency,0.19510153,0.10204143,,,0.9999,0.9999
23,279.87258675233755,286.46922148543365,delta,Baseline,0.0001,0.0001,,,,
23,279.5940261378068,292.7872956039989,delta_PVL,Baseline,0.65005791,0.124999845,0.0001,0.809050274,,
23,281.87258675233755,291.76753885198167,delta_asymmetric,Baseline,0.0001,0.0001,,,0.0001,
23,275.68829883323247,282.28493356632856,decay,Baseline,0.10247826,0.09824418,,,,
23,254.39320341754825,267.5864728837404,decay_PVL,Baseline,0.362085048,0.207501308,0.0001,0.0001,,
23,278.2950574471067,284.8916921802028,decay_win,Baseline,0.05002368,0.06007783,,,,
23,250.2985376056489,263.49180707184104,delta_asymmetric_decay_win,Baseline,1.1117898,0.507672105,,,0.141914674,0.0001
23,258.3128144443143,264.9094491774104,delta,Frequency,0.76898564,0.37417648,,,,
23,248.25519609426252,261.4484655604547,delta_PVL,Frequency,1.09388857,0.359383473,0.0001,0.0001,,
23,244.0858620312616,253.9808141309057,delta_asymmetric,Frequency,0.83679084,0.9999,,,0.13386905,
23,242.56993052988625,249.1665652629823,decay,Frequency,0.59570161,0.17917582,,,,
23,244.4862412292987,257.6795106954909,decay_PVL,Frequency,0.649928974,0.1908493,0.9999,0.0001,,
23,219.95766558224483,226.5543003153409,decay_win,Frequency,0.69259589,0.1399024,,,,
23,221.21735654639076,234.41062601258287,delta_asymmetric_decay_win,Frequency,4.99497403,0.0103382,,,0.9999,0.41005512
24,253.7786186456204,260.3752533787165,delta,Baseline,0.91534821,0.4240314,,,,
24,250.5618137732704,263.7550832394625,delta_PVL,Baseline,1.03362792,0.676791688,0.368278026,0.0001,,
24,255.32305548637592,265.21800758602,delta_asymmetric,Baseline,0.91145966,0.51713589,,,0.37136417,
24,272.81141768651327,279.40805241960936,decay,Baseline,0.18629132,0.09265499,,,,
24,276.61729355806483,289.81056302425696,decay_PVL,Baseline,0.188176686,0.0895136008,0.9999,0.0001,,
24,261.4828822224041,268.0795169555002,decay_win,Baseline,0.61121188,0.27935216,,,,
24,257.19448687991985,270.38775634611204,delta_asymmetric_decay_win,Baseline,0.91400075,0.52937568,,,0.37005633,0.9999
24,278.5611272715951,285.1577620046912,delta,Frequency,0.42548038,0.13702442,,,,
24,282.01921477243457,295.2124842386267,delta_PVL,Frequency,0.530965512,0.138152781,0.9999,0.0001,,
24,279.1678722853886,289.06282438503274,delta_asymmetric,Frequency,0.51416276,0.03399721,,,0.9999,
24,279.2073966084712,285.8040313415673,decay,Frequency,0.06248537,0.07803544,,,,
24,282.9961425483221,296.18941201451423,decay_PVL,Frequency,0.0750599387,0.0817829219,0.774357654,0.0001,,
24,278.7767054807967,285.3733402138928,decay_win,Frequency,0.07397749,0.06860801,,,,
24,281.0248160318978,294.2180854980899,delta_asymmetric_decay_win,Frequency,0.43989797,0.09342016,,,0.32514234,0.85799005
25,279.87258936287094,286.46922409596704,delta,Baseline,0.0001,0.0001,,,,
25,283.87258502161006,297.0658544878022,delta_PVL,Baseline,0.0001,0.0001,0.9999,0.0001,,
25,57.47619149439219,67.3711435940363,delta_asymmetric,Baseline,2.86394565,0.9999,,,0.0001,
25,64.98444382010851,71.58107855320459,decay,Baseline,1.19478779,0.02623046,,,,
25,36.48293143072637,49.67620089691851,decay_PVL,Baseline,0.982803353,0.0001,0.0001,0.0001,,
25,50.79907727634494,57.39571200944101,decay_win,Baseline,2.52660377,0.17316039,,,,
25,36.49078526184032,49.684054728032464,delta_asymmetric_decay_win,Baseline,0.983384014,0.0001,,,0.0001,0.0001
25,193.8352584437409,200.431893176837,delta,Frequency,4.9999,0.000793892097,,,,
25,197.1287778854414,210.32204735163356,delta_PVL,Frequency,4.9999,0.00105969102,0.543758326,0.0001,,
25,194.34960916355303,204.24456126319717,delta_asymmetric,Frequency,4.9999,0.000627777369,,,0.00115251176,
25,207.2498164568177,213.84645118991375,decay,Frequency,0.0703708,0.0001,,,,
25,202.3855617234533,215.57883118964543,decay_PVL,Frequency,0.0324998448,0.0001,0.0001,4.9999,,
25,206.9748317091008,213.57146644219685,decay_win,Frequency,0.18276958,0.00876451,,,,
25,194.54351097429657,207.7367804404887,delta_asymmetric_decay_win,Frequency,4.9999,0.000442038295,,,0.00784725527,0.828766237
26,204.2784254258902,210.87506015898623,delta,Baseline,1.77605593,0.04643735,,,,
26,205.8744309213591,219.06770038755124,delta_PVL,Baseline,1.89228285,0.0433651462,0.9999,0.0001,,
26,204.88654163865476,214.78149373829885,delta_asymmetric,Baseline,1.77505379,0.0532210257,,,0.0001,
26,196.76797473615025,203.3646094692463,decay,Baseline,0.44260864,0.07897413,,,,
26,200.3364552289406,213.52972469513276,decay_PVL,Baseline,0.42099853,0.0704202623,0.9999,0.0001,,
26,202.9790610759511,209.5756958090472,decay_win,Baseline,0.43617908,0.06091262,,,,
26,190.8585332198246,204.05180268601677,delta_asymmetric_decay_win,Baseline,1.69123182,0.03852752,,,0.03052677,0.57880793
26,190.0007192300333,196.59735396312936,delta,Frequency,3.17951464,0.00561801,,,,
26,189.17917605170663,202.3724455178988,delta_PVL,Frequency,4.9999,0.00120147404,0.24204324,0.0001,,
26,190.9096297514023,200.8045818510464,delta_asymmetric,Frequency,4.9999,0.000566516598,,,0.00128073288,
26,188.86315348301477,195.4597882161108,decay,Frequency,0.34827518,0.05077469,,,,
26,189.2033904897466,202.39665995593876,decay_PVL,Frequency,0.382056996,0.0579123889,0.604426158,0.0001,,
26,177.537348053839,184.13398278693504,decay_win,Frequency,0.30142711,0.00306411,,,,
26,190.04081145213115,203.2340809183233,delta_asymmetric_decay_win,Frequency,0.37060607,0.0511992962,,,0.000134249191,0.00312940029
27,274.4005476463813,280.9971823794774,delta,Baseline,4.9999,0.0001107568,,,,
27,277.3719028939482,290.5651723601403,delta_PVL,Baseline,4.13616459,0.0001,0.0001,4.9999,,
27,275.9181362179331,285.81308831757724,delta_asymmetric,Baseline,3.40357434,0.0001,,,0.000744010172,
27,277.12532860297216,283.72196333606826,decay,Baseline,0.42969973,0.9999,,,,
27,279.5407830589133,292.7340525251054,decay_PVL,Baseline,0.010231349,0.0001,0.0001,4.9999,,
27,278.95718793647944,285.55382266957554,decay_win,Baseline,0.1880379,0.9999,,,,
27,241.85972707129173,255.05299653748384,delta_asymmetric_decay_win,Baseline,3.52087156,0.000101009331,,,0.9999,0.333867224
27,180.4262121859385,187.02284691903455,delta,Frequency,2.33725509,0.00983636,,,,
27,183.88353088856385,197.076800354756,delta_PVL,Frequency,2.79878549,0.00713113781,0.9999,0.0001,,
27,177.55841428239492,187.45336638203904,delta_asymmetric,Frequency,4.9999,0.000472730303,,,0.00398442304,
27,179.27190648104707,185.86854121414316,decay,Frequency,0.11198978,0.00198387,,,,
27,176.04434067142472,189.23761013761683,decay_PVL,Frequency,0.0667777547,0.0001,0.0001,4.35077673,,
27,181.27502375370776,187.87165848680385,decay_win,Frequency,0.08167814,0.00162692,,,,
27,177.02746793608992,190.22073740228203,delta_asymmetric_decay_win,Frequency,3.1959173,0.00279548912,,,0.00666954878,0.64780267
28,256.84449475448724,263.44112948758334,delta,Baseline,0.65125775,0.73077243,,,,
28,258.3941395095096,271.5874089757017,delta_PVL,Baseline,0.732266581,0.725371091,0.948180758,0.0001,,
28,253.1828754427459,263.07782754239,delta_asymmetric,Baseline,0.69730642,0.9999,,,0.39623938,
28,247.29752256273304,253.89415729582916,decay,Baseline,0.42970559,0.15575642,,,,
28,250.50453707423705,263.6978065404292,decay_PVL,Baseline,0.441131756,0.151188915,0.9999,0.0001,,
28,244.74790136572065,251.34453609881672,decay_win,Baseline,0.47050252,0.12285206,,,,
28,236.1430018688711,249.33627133506323,delta_asymmetric_decay_win,Baseline,1.14843654,0.69013224,,,0.00226546,0.16396911
28,269.0188240197234,275.6154587528195,delta,Frequency,1.0060553,0.08047394,,,,
28,269.4469999736919,282.64026943988404,delta_PVL,Frequency,4.9999,0.000126789529,0.0001,4.9999,,
28,266.33147899389195,276.22643109353606,delta_asymmetric,Frequency,3.33162115,0.0001,,,0.00481171275,
28,277.3461982442581,283.9428329773542,decay,Frequency,0.05670325,0.04211033,,,,
28,277.1914714686475,290.3847409348396,decay_PVL,Frequency,0.0287188387,0.0240130737,0.0001,4.9999,,
28,277.537630760095,284.1342654931911,decay_win,Frequency,0.0876274,0.05678184,,,,
28,269.73628617795583,282.929555644148,delta_asymmetric_decay_win,Frequency,0.857098112,0.000631762688,,,0.9999,0.929997392
29,266.66297657826163,273.25961131135773,delta,Baseline,0.68000493,0.13251309,,,,
29,255.1889873209092,268.38225678710137,delta_PVL,Baseline,0.213929247,0.153554884,0.0001,4.9999,,
29,239.33164981946447,249.2266019191086,delta_asymmetric,Baseline,0.96932522,0.64302363,,,0.00525532,
29,234.0098865270808,240.60652126017683,decay,Baseline,0.79313275,0.36433281,,,,
29,233.0613833824626,246.25465284865476,decay_PVL,Baseline,0.75093469,0.347182546,0.524394009,0.0001,,
29,226.89235159635635,233.4889863294524,decay_win,Baseline,1.09546659,0.45777713,,,,
29,221.33744923161157,234.53071869780368,delta_asymmetric_decay_win,Baseline,4.99989767,0.0001,,,0.9999,0.0935247116
29,279.87258559557614,286.46922032867224,delta,Frequency,0.0001,0.0001,,,,
29,283.87258192362515,297.0658513898173,delta_PVL,Frequency,0.0001,0.0001,0.0001,0.0001,,
29,281.87258559557614,291.76753769522026,delta_asymmetric,Frequency,0.0001,0.0001,,,0.0001,
29,278.5063451817598,285.1029799148559,decay,Frequency,0.06740407,0.03112161,,,,
29,268.4669716644746,281.66024113066675,decay_PVL,Frequency,0.133182133,0.0586573477,0.0001,0.0001,,
29,277.7173864308046,284.3140211639007,decay_win,Frequency,0.21018606,0.28407215,,,,
29,245.94769381543517,259.1409632816273,delta_asymmetric_decay_win,Frequency,3.5505156,0.00549041,,,0.9999,0.31173708
30,257.9671947200753,264.5638294531714,delta,Baseline,1.06842927,0.11718876,,,,
30,260.7474625105352,273.9407319767273,delta_PVL,Baseline,0.32638403,0.14164945,0.07431659,4.9999,,
30,259.7148019073738,269.6097540070179,delta_asymmetric,Baseline,1.05592395,0.09301282,,,0.1690402,
30,253.10896141561489,259.7055961487109,decay,Baseline,0.36989403,0.12766001,,,,
30,254.8576081007187,268.05087756691086,decay_PVL,Baseline,0.428506493,0.211936892,0.0001,0.261836294,,
30,258.12062248941857,264.7172572225146,decay_win,Baseline,0.1559011,0.03654205,,,,
30,253.51033472207425,266.70360418826635,delta_asymmetric_decay_win,Baseline,0.428556874,0.139529231,,,0.17152981,0.0001
30,261.1338939721364,267.7305287052325,delta,Frequency,0.48696958,0.9999,,,,
30,241.88496785421933,255.0782373204115,delta_PVL,Frequency,0.323798622,0.108170091,0.0001,4.9999,,
30,261.9309969214757,271.8259490211198,delta_asymmetric,Frequency,0.9523507,0.05602412,,,0.9999,
30,205.87021838312737,212.46685311622343,decay,Frequency,1.11212371,0.31095848,,,,
30,203.42667912841927,216.6199485946114,decay_PVL,Frequency,0.606380476,0.189587481,0.0001,0.0001,,
30,178.79900877630175,185.3956435093978,decay_win,Frequency,1.33435792,0.31429897,,,,
30,181.2189892513985,194.41225871759067,delta_asymmetric_decay_win,Frequency,1.23936407,0.313192142,,,0.9999,0.0001
31,161.04690890429495,167.64354363739102,delta,Baseline,1.48223636,0.14126399,,,,
31,139.45086665826037,152.6441361244525,delta_PVL,Baseline,1.42009536,0.14359631,0.9999,4.9999,,
31,100.79892081548456,110.69387291512868,delta_asymmetric,Baseline,4.9999,0.000855429294,,,0.0245042379,
31,187.3967960809698,193.99343081406587,decay,Baseline,0.19441493,0.03177755,,,,
31,166.90707940130034,180.10034886749247,decay_PVL,Baseline,0.3280473,0.04601525,0.9999,4.9999,,
31,178.88124034991233,185.4778750830084,decay_win,Baseline,0.22171959,0.03095813,,,,
31,86.93721752542722,100.13048699161936,delta_asymmetric_decay_win,Baseline,4.97714667,0.00135266878,,,0.0392585742,0.887692748
31,244.91442753709717,251.5110622701932,delta,Frequency,2.39759451,0.01043451,,,,
31,221.62498630520835,234.8182557714005,delta_PVL,Frequency,4.9999,0.00074480741,0.9999,0.0001,,
31,104.55647963738464,114.45143173702874,delta_asymmetric,Frequency,1.40890485,0.9999,,,0.000320627986,
31,115.3615339573207,121.95816869041676,decay,Frequency,0.40401194,0.03274742,,,,
31,102.62465779198097,115.8179272581731,decay_PVL,Frequency,0.512001205,0.0708747348,0.0174964673,0.0001,,
31,138.61244612162398,145.20908085472004,decay_win,Frequency,0.47208917,0.04790866,,,,
31,95.56122806587304,108.7544975320652,delta_asymmetric_decay_win,Frequency,4.9999,0.025313,,,0.9999,0.02556638
32,252.7353379151432,259.3319726482393,delta,Baseline,4.9999,0.000392254301,,,,
32,253.14692079300036,266.34019025919247,delta_PVL,Baseline,4.9999,0.000279400426,0.64340301,4.9999,,
32,253.54900751824667,263.44395961789075,delta_asymmetric,Baseline,3.96351933,0.0001,,,0.00159155402,
32,252.76357898392075,259.36021371701685,decay,Baseline,0.06703775,0.0001,,,,
32,254.50251931951365,267.6957887857058,decay_PVL,Baseline,0.046550208,0.0001,0.527003938,4.9999,,
32,252.78475477851973,259.38138951161585,decay_win,Baseline,0.16457975,0.02452213,,,,
32,252.18021850284055,265.37348796903274,delta_asymmetric_decay_win,Baseline,1.40802394,0.02303203,,,0.19696334,0.9999
32,257.49567732314995,264.09231205624604,delta,Frequency,1.54375948,0.070412,,,,
32,255.9103105375351,269.10358000372725,delta_PVL,Frequency,2.02879485,0.02760296,0.54131749,4.9999,,
32,257.31341920207666,267.2083713017208,delta_asymmetric,Frequency,1.50614335,0.02965482,,,0.1656651,
32,257.9033059228424,264.4999406559385,decay,Frequency,0.03482993,0.0001,,,,
32,261.0711728089865,274.2644422751786,decay_PVL,Frequency,0.0342368337,0.0001,0.9999,4.9999,,
32,257.9938594079068,264.59049414100286,decay_win,Frequency,0.07746504,0.00522108,,,,
32,257.2578259853377,270.45109545152985,delta_asymmetric_decay_win,Frequency,4.70903327,0.000155809246,,,0.00925682806,0.92195488
33,279.8725806839945,286.4692154170906,delta,Baseline,0.0001,0.0001,,,,
33,283.87257851117664,297.0658479773688,delta_PVL,Baseline,0.0001,0.9999,0.0001,0.0001,,
33,279.7725906116383,289.6675427112824,delta_asymmetric,Baseline,0.628420621,0.0001,,,0.9999,
33,279.8757227991491,286.4723575322452,decay,Baseline,0.0001,0.9999,,,,
33,283.8368873536475,297.03015681983965,decay_PVL,Baseline,0.00606279,0.0001,0.0001,0.0001,,
33,279.8736726136782,286.4703073467743,decay_win,Baseline,0.0001,0.948999777,,,,
33,277.9011831517431,291.09445261793525,delta_asymmetric_decay_win,Baseline,0.824299733,0.0001,,,0.9999,0.86307582
33,256.5691331669908,263.16576790008685,delta,Frequency,2.73012422,0.0027908,,,,
33,256.17039432384485,269.363663790037,delta_PVL,Frequency,0.389877403,0.0295316684,0.0001,4.9999,,
33,259.337331614665,269.2322837143091,delta_asymmetric,Frequency,2.93449172,0.00294090446,,,0.0001,
33,253.62753575644712,260.2241704895432,decay,Frequency,0.19665382,0.04110129,,,,
33,252.07471742437548,265.2679868905676,decay_PVL,Frequency,0.195708683,0.0540597594,0.312594419,0.0001,,
33,246.30287769359404,252.8995124266901,decay_win,Frequency,0.26082542,0.05423655,,,,
33,249.7947855317023,262.98805499789444,delta_asymmetric_decay_win,Frequency,0.652646084,0.0352286656,,,0.0001,0.596657153
34,209.7039347919563,216.3005695250524,delta,Baseline,1.53163131,0.11972458,,,,
34,203.53294184129192,216.72621130748405,delta_PVL,Baseline,3.92014859,0.00986323531,0.0001,0.000101273506,,
34,197.90753750954232,207.80248960918644,delta_asymmetric,Baseline,4.9999,0.000302087498,,,0.00680309139,
34,218.58297974108615,225.17961447418224,decay,Baseline,0.17087966,0.02925771,,,,
34,211.8115610019108,225.0048304681029,decay_PVL,Baseline,0.101016259,0.0240035063,0.0001,4.9999,,
34,221.22706874444572,227.8237034775418,decay_win,Baseline,0.20585711,0.02203328,,,,
34,202.5342698138892,215.72753928008132,delta_asymmetric_decay_win,Baseline,0.93247207,0.03460967,,,0.26082046,0.4208002
34,230.64899193974296,237.24562667283905,delta,Frequency,1.19117577,0.44896922,,,,
34,215.48999242139888,228.68326188759104,delta_PVL,Frequency,2.35297545,0.0890278039,0.0799622185,0.0001,,
34,218.18246070798293,228.07741280762704,delta_asymmetric,Frequency,1.43417864,0.64572068,,,0.03862969,
34,221.03352563165475,227.6301603647508,decay,Frequency,0.31833779,0.08549648,,,,
34,198.583001821244,211.77627128743612,decay_PVL,Frequency,0.353162675,0.129264434,0.0001,4.9999,,
34,223.3774062463452,229.97404097944127,decay_win,Frequency,1.01147062,0.42232381,,,,
34,187.2702616171453,200.46353108333744,delta_asymmetric_decay_win,Frequency,1.95909068,0.81426042,,,0.00455961,0.64462319
35,275.4940650788517,282.0906998119478,delta,Baseline,4.9999,0.000147342468,,,,
35,277.7279873621111,290.9212568283032,delta_PVL,Baseline,4.9999,0.000192148188,0.8936065,0.0001,,
35,274.8859869331604,284.7809390328045,delta_asymmetric,Baseline,2.89037731,0.0022754553,,,0.0001,
35,272.7417892068125,279.3384239399086,decay,Baseline,0.14158181,0.05139237,,,,
35,255.401783182493,268.5950526486852,decay_PVL,Baseline,0.07338847,0.0001,0.0001,0.0001,,
35,271.08078092568826,277.67741565878435,decay_win,Baseline,0.26308857,0.09140843,,,,
35,243.31439046222889,256.507659928421,delta_asymmetric_decay_win,Baseline,0.399131347,0.0001,,,0.813785585,0.46151194
35,279.8474852932893,286.4441200263854,delta,Frequency,0.15819154,0.01610553,,,,
35,281.5740989560364,294.7673684222285,delta_PVL,Frequency,4.9999,0.000111576128,0.9999,0.0001,,
35,264.8648225898624,274.7597746895065,delta_asymmetric,Frequency,0.866060398,0.158706931,,,0.0001,
35,252.9100157135825,259.50665044667863,decay,Frequency,0.63272781,0.26105011,,,,
35,209.7038299040073,222.89709937019944,decay_PVL,Frequency,0.210195736,0.0254112378,0.0001,0.0001,,
35,235.11027987495865,241.7069146080547,decay_win,Frequency,0.8733297,0.45476548,,,,
35,208.3427161023804,221.53598556857253,delta_asymmetric_decay_win,Frequency,1.11555798,0.04215551,,,0.51682333,0.28798503
36,279.8592491743423,286.4558839074384,delta,Baseline,2.72050202,0.0001,,,,
36,283.80844871357084,297.001718179763,delta_PVL,Baseline,2.87904789,0.00020158554,0.9999,0.0001,,
