participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC
6,142.32398209868578,"[1.0992876893457482, 0.275703031232278, 0.938686022242812]",[0.96232083 0.79577931 0.79158026],142.32398209868578,290.64796419737155,297.07736837654613
18,134.95380174782719,"[0.2521542849164421, 0.06392249742327594, 0.2744716999912925]",[0.24459433 0.         0.02706631],277.277783846513,275.90760349565437,282.33700767482895
20,102.88927376981584,"[3.4917758371831416, 0.3528657282102353, 0.2399500384645632]",[0.09560579 0.         0.        ],380.16705761632886,211.7785475396317,218.20795171880627
21,151.40363792609185,"[0.047899365159478346, 0.26259690471692954, 0.6363350169833295]",[0.86167696 1.         1.        ],531.5706955424207,308.8072758521837,315.2366800313583
22,172.06875279915116,"[0.5974240508901574, 0.814120115250265, 0.34828665616674837]",[0.27833786 1.         1.        ],703.6394483415719,350.1375055983023,356.5669097774769
27,44.62027356282267,"[2.2362528162767648, 0.6107375268216808, 0.45229877922505934]",[1.03520473 0.14935953 0.        ],748.2597219043946,95.24054712564534,101.66995130481993
32,102.10029520912964,"[2.3956157444966135, 0.9137717666094481, 0.3856451689497915]",[2.02582779 1.         0.02767535],850.3600171135242,210.20059041825928,216.6299945974339
34,171.89698155810407,"[0.006165745916573151, 0.3437186069076079, 0.6125955111179786]",[0.40574083 0.37052684 0.34334176],1022.2569986716283,349.79396311620815,356.22336729538273
37,166.10487172940307,"[0.47611400224216616, 0.24359395738208345, 0.6963873182235253]",[0.55521488 0.25229753 0.42062256],1188.3618704010314,338.20974345880614,344.6391476379807
45,170.9812206947475,"[0.659821930146417, 0.902523965073335, 0.847858357481056]",[0.49980356 1.         1.        ],1359.3430910957788,347.962441389495,354.39184556866957
46,173.28679513998665,"[0.8511605341955925, 0.1865294322520168, 0.5102673401353899]",[0. 1. 0.],1532.6298862357655,352.5735902799733,359.0029944591479
47,54.61455787084412,"[4.5305737051255335, 0.8174064063765375, 0.7554280382139735]",[3.98721954 1.         0.85404672],1587.2444441066095,115.22911574168825,121.65851992086284
48,136.79181485580972,"[0.43599332945128466, 0.9583604358701884, 0.8980620460782673]",[1.39907816 0.88066723 0.88065832],1724.0362589624192,279.58362971161944,286.013033890794
52,173.28679513998665,"[4.395981172028266, 0.47245319823496656, 0.5974266483088466]",[0. 1. 0.],1897.3230541024059,352.5735902799733,359.0029944591479
64,43.30200199899125,"[1.5964430699739824, 0.7196849699942997, 0.5911502288452792]",[0.41447094 0.02025725 0.        ],1940.6250561013971,92.6040039979825,99.0334081771571
66,95.61781204135164,"[0.4223357414486373, 0.37669875686135657, 0.29842080663633275]",[0.58246313 0.10277293 0.01705682],2036.2428681427489,197.23562408270328,203.66502826187786
