participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC
1,173.28679513998665,"[4.480891730538618, 0.30717302672770297]",[0.         0.48276662],173.28679513998665,350.5735902799733,357.6165121156978
2,171.0291133481469,"[4.7096143620166915, 0.9904752401473272]",[0.30757826 0.13207361],344.3159084881336,346.0582266962938,353.10114853201827
3,173.28679513998665,"[2.214012457239459, 0.8038283453997646]",[0.         0.92550961],517.6027036281203,350.5735902799733,357.6165121156978
4,169.64889444652883,"[1.4474873327241582, 0.1532584394620431]",[0.58793728 1.        ],687.2515980746491,343.29778889305766,350.34071072878214
5,151.40363792727646,"[2.1597961908830356, 0.985645767829154]",[0.86167688 1.        ],838.6552360019256,306.8072758545529,313.8501976902774
6,172.06875280070412,"[1.848261426046665, 0.5940810204343554]",[0.27833823 1.        ],1010.7239888026297,348.13750560140824,355.1804274371327
7,173.28679513998665,"[3.6495206645592155, 0.3744530819220896]",[0.        0.4676104],1184.0107839426164,350.5735902799733,357.6165121156978
8,171.81591661417508,"[0.4054448752670303, 0.032860622908427506]",[0.39248881 0.51339508],1355.8267005567914,347.63183322835016,354.67475506407465
9,168.8903483014671,"[2.537910875082531, 0.22674323864167656]",[0.7264125  0.75352351],1524.7170488582585,341.7806966029342,348.8236184386587
10,173.28679513998665,"[2.745265382076354, 0.40576215674623517]",[0.         0.55828868],1698.0038439982452,350.5735902799733,357.6165121156978
11,173.27420039050673,"[4.148937459874186, 0.6917674839769016]",[0.03046024 0.17188151],1871.2780443887518,350.54840078101347,357.59132261673795
12,173.28679513998665,"[2.1970468132152776, 0.40670337188230876]",[0.         0.72311884],2044.5648395287385,350.5735902799733,357.6165121156978
13,172.78595719910217,"[1.6136331271046567, 0.338355301310136]",[0.21246716 0.70873329],2217.3507967278406,349.57191439820434,356.6148362339288
14,173.28679513998665,"[3.9171811562075476, 0.439837010284028]",[0.         0.49955004],2390.6375918678273,350.5735902799733,357.6165121156978
15,151.74587997729003,"[2.1667448124523454, 0.9200276606023582]",[1.36021316 0.70233455],2542.383471845117,307.49175995458006,314.53468179030455
16,168.07469168943686,"[4.404006874456462, 0.750402561127363]",[0.03386718 0.        ],2710.458163534554,340.1493833788737,347.1923052145982
17,173.28679513998665,"[2.4158595013945714, 0.4771392944088656]",[0.         0.63666405],2883.7449586745406,350.5735902799733,357.6165121156978
18,169.37293584743833,"[0.321890439076124, 0.9985516811961448]",[0.26769927 0.08828697],3053.117894521979,342.74587169487666,349.78879353060114
