participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC
1,152.16417312624415,"[2.944676581654919, 0.5405455587715156]",[0.18593809 0.        ],152.16417312624415,308.3283462524883,314.79056348619747
2,173.2859155792815,"[1.3319516780534584, 0.9144178095222079]",[0.03595115 1.        ],325.4500887055257,350.571831158563,357.03404839227215
3,162.59428978461875,"[0.1912254314895545, 0.042730392876684786]",[0.24737143 0.        ],488.0443784901444,329.1885795692375,335.6507968029467
4,173.22238629739374,"[1.8596986910682134, 0.2944727206262545]",[0.26875776 1.        ],661.2667647875381,350.4447725947875,356.90698982849665
5,163.02743100280023,"[0.12649901070991454, 0.6071979602347991]",[1.37529253 0.1788153 ],824.2941957903383,330.05486200560046,336.5170792393096
6,164.8997510081723,"[3.2265438457978224, 0.20334225310797138]",[1.46184748 0.67786669],989.1939467985106,333.7995020163446,340.2617192500538
7,78.23568800150383,"[1.1773670142017811, 0.2001521040391281]",[0.94712856 0.        ],1067.4296348000144,160.47137600300766,166.93359323671683
8,165.23767641527817,"[3.547346650522166, 0.20848329182958636]",[1.23802409 0.40246534],1232.6673112152926,334.47535283055635,340.9375700642655
9,172.8645866166173,"[4.446516333147451, 0.10143906653457413]",[0.5092849  0.66646875],1405.5318978319099,349.7291732332346,356.19139046694374
10,133.21727353935051,"[0.8246831067317228, 0.5053372953380929]",[0.44194169 0.        ],1538.7491713712604,270.43454707870103,276.8967643124102
11,159.54125167237856,"[2.533177686611947, 0.7806222269804568]",[0.14900714 0.        ],1698.290423043639,323.08250334475713,329.5447205784663
12,171.80771788114154,"[2.530797613966304, 0.7031306982736336]",[0.81580786 0.28067856],1870.0981409247806,347.6154357622831,354.07765299599225
13,169.2328104979685,"[0.4645289121073515, 0.06766044252048564]",[0.95209646 0.08737647],2039.3309514227492,342.465620995937,348.92783822964617
14,161.61661342728286,"[0.5640022474355921, 0.6991162868059516]",[1.16562313 0.16048705],2200.947564850032,327.2332268545657,333.6954440882749
15,165.2358015078702,"[4.971678639448488, 0.3566346785053399]",[0.19555162 0.        ],2366.1833663579023,334.4716030157404,340.9338202494496
16,139.72555036635936,"[2.0202326872464607, 0.6439478879335324]",[1.58831319 0.15366676],2505.908916724262,283.4511007327187,289.9133179664279
17,172.91596934103364,"[4.011207400117357, 0.2177851842543863]",[0.55413162 0.9925709 ],2678.8248860652957,349.8319386820673,356.29415591577646
18,153.68649362463864,"[0.031141209172652617, 0.4261943601158762]",[0.41022578 0.        ],2832.5113796899345,311.3729872492773,317.83520448298646
19,162.30370383862473,"[3.4098439088798695, 0.17656085242165687]",[0.3979853  0.00198003],2994.815083528559,328.60740767724945,335.0696249109586
20,172.95673103298498,"[1.9734139221731506, 0.3376912694912426]",[0.52194238 1.        ],3167.771814561544,349.91346206596995,356.3756792996791
21,152.76893915974927,"[0.8473015731576511, 0.23159649590961906]",[0.89574028 0.02617717],3320.540753721293,309.53787831949853,316.0000955532077
22,170.10402131071044,"[4.34550392711274, 0.24374965129027337]",[1.19192245 0.19633005],3490.6447750320035,344.2080426214209,350.67025985513004
23,169.36641357130082,"[4.665150525979859, 0.33742373357076716]",[0.21677984 0.00637328],3660.011188603304,342.73282714260165,349.1950443763108
24,139.95854418174122,"[3.596292569442668, 0.5253538764616726]",[1.36465851 0.04078532],3799.9697327850454,283.91708836348243,290.3793055971916
25,171.264884376498,"[4.300373815179989, 0.06249364526730494]",[0.88358604 0.27512368],3971.2346171615436,346.529768752996,352.9919859867052
26,173.28679513998665,"[4.738972185619902, 0.44544279801058984]",[0. 0.],4144.52141230153,350.5735902799733,357.03580751368247
27,148.84343022970805,"[1.3814200119681541, 0.942100831843085]",[0.4292121 0.       ],4293.3648425312385,301.6868604594161,308.14907769312526
28,172.43635812486914,"[0.8430622985100689, 0.09646018277078272]",[0.60124073 0.12421595],4465.8012006561075,348.8727162497383,355.33493348344746
29,171.35274657906544,"[4.290082745209093, 0.21430781314836544]",[0.11955827 0.        ],4637.153947235173,346.7054931581309,353.16771039184005
30,155.48999355241287,"[1.2175029950317695, 0.6122329568599928]",[1.27077041 0.19896887],4792.643940787586,314.97998710482574,321.4422043385349
31,172.34067763707702,"[4.734898905803933, 0.975356265517047]",[0.74051902 1.        ],4964.984618424663,348.68135527415404,355.1435725078632
32,173.25311217723254,"[3.2445711104606434, 0.4003344056079382]",[0.20420252 1.        ],5138.237730601895,350.5062243544651,356.96844158817424
33,171.8280186974729,"[0.7925909306917683, 0.06329132555509664]",[0.47516003 0.04840904],5310.065749299368,347.6560373949458,354.118254628655
34,172.9721883507756,"[0.5737158218052629, 0.2811500160193944]",[0.52397747 0.66466279],5483.037937650143,349.9443767015512,356.4065939352604
35,141.98220779893782,"[3.7800194452887514, 0.4723532916279036]",[0.28670715 0.        ],5625.020145449081,287.96441559787564,294.4266328315848
36,171.41208800233423,"[3.4189447184826074, 0.14819541407104941]",[0.18741898 0.        ],5796.4322334514145,346.82417600466846,353.2863932383776
37,161.30851723160208,"[3.3846983143795315, 0.38988595008313154]",[0.87190882 0.04030978],5957.740750683017,326.61703446320416,333.07925169691333
38,171.4894224446789,"[2.6116069547194822, 0.5293115535304409]",[0.09862047 0.        ],6129.230173127696,346.9788448893578,353.44106212306696
39,161.99885552807254,"[2.9293511525358777, 0.1148126794652814]",[0.77940219 0.0375415 ],6291.229028655768,327.9977110561451,334.45992828985425
40,173.2111147616388,"[0.9705345671259713, 0.5213829375945533]",[0.28243676 0.56958296],6464.440143417407,350.4222295232776,356.8844467569868
41,124.33092745101419,"[1.890684409140953, 0.6237460728046694]",[0.98413883 0.        ],6588.771070868421,252.66185490202838,259.12407213573755
42,157.55868671697695,"[4.912424304738788, 0.22884935652449223]",[0.29055205 0.        ],6746.329757585398,319.1173734339539,325.57959066766307
43,173.25530720332623,"[2.233934015093033, 0.134613660107733]",[0.0883599  0.05462336],6919.585064788724,350.51061440665245,356.9728316403616
44,160.06010315036423,"[2.8777887322090816, 0.391870676916625]",[0.1335061 0.       ],7079.6451679390875,324.12020630072846,330.5824235344376
45,155.95806070068303,"[2.7058750472291266, 0.29055112194996213]",[1.65786081 0.43706799],7235.60322863977,315.91612140136607,322.37833863507524
46,162.64750537096216,"[4.5474517703709285, 0.9944135455907112]",[0.63648181 0.03478591],7398.250734010732,329.29501074192433,335.7572279756335
47,165.52870349877577,"[0.13099773305994045, 0.14338191922063614]",[0.19439849 0.        ],7563.779437509508,335.05740699755154,341.5196242312607
