prob1,prob2,prob3,assignments
0.3093555366444905,0.19206181113925863,1.8446064098735659e-106,1
0.03024984980945188,0.26646176719098014,1.3513396547423546e-96,2
0.8225634269405959,0.05883203498925808,6.500042790926938e-139,1
1.6108080387342552,0.09019631921275977,1.237496362113223e-127,1
1.7878662923327118e-21,1.027047848935633,5.138471479761345e-41,2
1.2139159409316388e-113,0.15812552423411716,2.3621582392190095,3
1.2555665066392075e-10,0.7050106032938407,5.999023027732572e-62,2
1.4400263405595093e-05,0.46361580658161894,2.6112470946440636e-78,2
7.01055369558043e-08,0.581416940062218,6.887642712391909e-70,2
1.1638528694520398,0.1338522441690242,8.314386006502203e-117,1
1.7878662923327118e-21,1.027047848935633,5.138471479761345e-41,2
6.81356893232639e-55,0.8782148969866054,3.833516088286229e-12,2
3.082744908692407e-48,0.9805870277045118,9.429786777110197e-16,2
5.540095318609851e-62,0.7604908212211127,5.146120903654531e-09,2
1.1638528694520398,0.1338522441690242,8.314386006502203e-117,1
1.6108080387342552,0.09019631921275977,1.237496362113223e-127,1
7.01055369558043e-08,0.581416940062218,6.887642712391909e-70,2
9.55291980748156e-124,0.10828671422472763,1.36114425405138,3
5.864682572769313e-26,1.0884606391183573,5.320996576736574e-35,2
9.55291980748156e-124,0.10828671422472763,1.36114425405138,3
9.55291980748156e-124,0.10828671422472763,1.36114425405138,3
1.2139159409316388e-113,0.15812552423411716,2.3621582392190095,3
1.0993671344795778e-94,0.3053879481584389,0.2575630401508548,2
7.077167969120422e-31,1.1153554687749514,1.819446485103867e-29,2
1.8235553801358426e-77,0.5154848351822529,0.00033389291882746,2
5.1310475866319975e-42,1.058644165878583,7.659382054533591e-20,2
6.023000830118745e-104,0.223479492127186,1.357383688883562,3
1.0993671344795778e-94,0.3053879481584389,0.2575630401508548,2
1.7878662923327118e-21,1.027047848935633,5.138471479761345e-41,2
1.4400263405595093e-05,0.46361580658161894,2.6112470946440636e-78,2
3.141810695357512e-36,1.1050766291965708,2.054342594200445e-24,2
1.2139159409316388e-113,0.15812552423411716,2.3621582392190095,3
3.082744908692407e-48,0.9805870277045118,9.429786777110197e-16,2
1.2139159409316388e-113,0.15812552423411716,2.3621582392190095,3
5.1310475866319975e-42,1.058644165878583,7.659382054533591e-20,2
5.1310475866319975e-42,1.058644165878583,7.659382054533591e-20,2
