Subnum,Condition,EstA,EstB,EstC,EstD,A_Confidence,B_Confidence,C_Confidence,D_Confidence,Phase
253,Baseline,5.0,6.0,4.0,5.0,9.0,9.0,9.0,9.0,3
253,Baseline,6.0,5.0,5.0,4.0,9.0,8.0,8.0,9.0,4
253,Baseline,6.0,5.0,5.0,4.0,9.0,8.0,9.0,8.0,5
253,Baseline,4.0,3.0,6.0,5.0,7.0,4.0,6.0,7.0,6
253,Baseline,21.0,20.0,19.0,19.0,6.0,4.0,5.0,6.0,7
253,Frequency,6.0,7.0,3.0,2.0,5.0,5.0,8.0,8.0,1
253,Frequency,2.0,10.0,5.0,2.0,10.0,7.0,8.0,9.0,2
253,Frequency,8.0,3.0,6.0,2.0,7.0,9.0,6.0,9.0,3
253,Frequency,7.0,7.0,3.0,3.0,10.0,9.0,10.0,9.0,4
253,Frequency,6.0,6.0,5.0,3.0,8.0,8.0,7.0,7.0,5
253,Frequency,5.0,10.0,4.0,1.0,5.0,9.0,6.0,10.0,6
253,Frequency,7.0,16.0,27.0,21.0,7.0,5.0,5.0,4.0,7
254,Baseline,3.3,5.2,4.8,6.8,1.0,2.0,2.0,2.0,1
254,Baseline,2.1,2.7,8.8,6.9,1.0,2.0,2.0,3.0,2
254,Baseline,9.8,9.9,5.9,6.9,2.0,2.0,2.0,2.0,3
254,Baseline,6.9,7.4,8.9,2.07,1.0,1.0,1.0,1.0,4
254,Baseline,6.2,8.4,8.2,7.5,1.0,1.0,1.0,1.0,5
254,Baseline,4.5,5.2,6.8,8.4,1.0,1.0,1.0,1.0,6
254,Baseline,5.8,6.9,7.6,8.4,1.0,1.0,1.0,2.0,7
254,Frequency,4.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1
254,Frequency,5.8,4.45,6.4,7.0,1.0,3.0,1.0,1.0,2
254,Frequency,4.2,4.7,0.0,4.0,3.0,2.0,5.0,3.0,3
254,Frequency,5.8,4.1,2.5,1.4,1.0,1.0,1.0,1.0,4
254,Frequency,8.2,7.3,6.7,8.2,2.0,3.0,3.0,2.0,5
254,Frequency,6.9,4.4,7.7,6.2,2.0,2.0,2.0,2.0,6
254,Frequency,5.9,6.07,8.7,7.6,1.0,1.0,1.0,1.0,7
255,Baseline,,,,,6.0,7.0,7.0,3.0,1
255,Baseline,,,,,8.0,3.0,8.0,4.0,2
255,Baseline,,,,,8.0,6.0,6.0,3.0,3
255,Baseline,,,,,8.0,7.0,6.0,4.0,4
255,Baseline,,,,,6.0,4.0,6.0,5.0,5
255,Baseline,,,,,4.0,8.0,7.0,6.0,6
255,Baseline,,,,,5.0,7.0,4.0,6.0,7
255,Frequency,,,,,4.0,3.0,3.0,4.0,1
255,Frequency,,,,,6.0,5.0,5.0,6.0,2
255,Frequency,,,,,6.0,5.0,3.0,5.0,3
255,Frequency,,,,,5.0,3.0,3.0,5.0,4
255,Frequency,,,,,6.0,2.0,2.0,6.0,5
255,Frequency,,,,,7.0,2.0,2.0,7.0,6
255,Frequency,,,,,5.0,6.0,4.0,7.0,7
256,Baseline,6.0,2.0,6.0,5.0,6.0,7.0,7.0,8.0,1
256,Baseline,5.0,4.0,6.0,8.0,5.0,5.0,7.0,10.0,2
256,Baseline,4.0,0.0,8.0,3.0,5.0,10.0,9.0,9.0,3
256,Baseline,3.0,0.0,8.0,5.0,2.0,10.0,5.0,7.0,4
256,Baseline,5.0,0.0,10.0,10.0,7.0,10.0,5.0,10.0,5
256,Baseline,5.0,0.0,6.0,8.0,6.0,10.0,5.0,7.0,6
256,Baseline,5.0,8.0,9.0,10.0,8.0,8.0,8.0,5.0,7
256,Frequency,30.0,-0.5,5.0,10.0,5.0,4.0,6.0,6.0,1
256,Frequency,10.0,2.0,2.0,2.0,7.0,5.0,6.0,5.0,2
256,Frequency,3.0,6.0,2.3,5.0,5.0,6.0,8.0,7.0,3
256,Frequency,8.0,8.0,0.0,2.0,6.0,5.0,9.0,8.0,4
256,Frequency,5.0,6.0,4.0,4.0,6.0,7.0,3.0,6.0,5
256,Frequency,7.0,7.0,6.0,6.0,5.0,5.0,3.0,6.0,6
256,Frequency,15.0,20.0,5.0,10.0,5.0,5.0,6.0,9.0,7
257,Baseline,0.8,0.3,0.9,0.4,7.0,7.0,8.0,7.0,1
257,Baseline,0.4,0.8,1.2,0.5,8.0,7.0,8.0,7.0,2
257,Baseline,0.8,0.6,1.0,0.4,7.0,6.0,8.0,6.0,3
257,Baseline,0.3,0.7,1.0,0.5,6.0,6.0,8.0,6.0,4
257,Baseline,0.2,0.8,0.9,0.5,7.0,7.0,8.0,7.0,5
257,Baseline,0.0,1.0,1.2,0.0,5.0,8.0,8.0,5.0,6
257,Baseline,0.8,0.7,1.2,0.4,8.0,8.0,8.0,7.0,7
257,Frequency,0.32,1.29,0.03,-0.89,5.0,7.0,3.0,5.0,1
257,Frequency,0.03,1.01,-0.01,0.8,5.0,5.0,5.0,3.0,2
257,Frequency,0.89,-0.03,0.88,-0.03,5.0,5.0,6.0,5.0,3
257,Frequency,-0.02,0.88,0.85,-0.03,4.0,4.0,5.0,5.0,4
257,Frequency,0.0,0.04,0.87,0.0,1.0,5.0,5.0,1.0,5
257,Frequency,0.07,0.77,0.87,1.0,4.0,4.0,6.0,4.0,6
257,Frequency,1.23,0.78,0.64,1.0,6.0,5.0,6.0,5.0,7
258,Baseline,0.3,0.6,1.2,0.1,5.0,5.0,5.0,3.0,1
258,Baseline,0.05,0.2,0.75,0.3,1.0,2.0,4.0,1.0,2
258,Baseline,0.45,0.2,0.76,0.3,4.0,1.0,7.0,2.0,3
258,Baseline,0.35,0.1,0.56,0.3,2.0,1.0,4.0,1.0,4
258,Baseline,0.45,0.2,0.78,0.1,6.0,1.0,6.0,1.0,5
258,Baseline,0.4,0.2,0.54,0.2,6.0,1.0,5.0,1.0,6
258,Baseline,0.5,0.21,0.78,0.3,3.0,1.0,4.0,1.0,7
258,Frequency,1.05,0.25,1.7,0.48,1.0,6.0,6.0,1.0,1
258,Frequency,0.5,0.75,0.68,1.32,2.0,7.0,5.0,1.0,2
258,Frequency,0.82,0.75,0.5,0.2,10.0,5.0,1.0,1.0,3
258,Frequency,1.1,0.8,1.05,0.78,3.0,2.0,2.0,4.0,4
258,Frequency,0.95,0.45,0.3,1.2,6.0,6.0,1.0,1.0,5
258,Frequency,0.5,0.3,1.12,1.01,2.0,7.0,5.0,2.0,6
258,Frequency,0.5,1.0,0.4,0.56,2.0,3.0,2.0,1.0,7
259,Baseline,0.88,0.76,0.78,0.3,2.0,2.0,2.0,2.0,1
259,Baseline,1.4,0.98,1.2,2.0,2.0,2.0,3.0,3.0,2
259,Baseline,1.1,0.49,0.78,1.0,3.0,4.0,2.0,3.0,3
259,Baseline,1.06,0.92,0.87,1.0,3.0,3.0,2.0,4.0,4
259,Baseline,0.88,1.04,1.33,0.69,3.0,3.0,2.0,2.0,5
259,Baseline,1.03,0.76,1.2,1.0,3.0,2.0,3.0,2.0,6
259,Baseline,0.97,1.5,1.4,2.0,4.0,3.0,2.0,3.0,7
259,Frequency,1.1,1.3,0.95,0.33,2.0,3.0,2.0,3.0,1
259,Frequency,0.97,0.56,0.85,0.43,3.0,2.0,3.0,3.0,2
259,Frequency,1.1,0.73,1.05,0.5,2.0,2.0,2.0,3.0,3
259,Frequency,0.84,0.78,0.96,0.54,7.0,6.0,8.0,6.0,4
259,Frequency,1.32,-0.34,-0.14,0.0,7.0,7.0,8.0,9.0,5
259,Frequency,0.89,0.16,0.76,0.1,5.0,5.0,5.0,3.0,6
259,Frequency,1.05,0.58,1.2,0.44,3.0,3.0,3.0,2.0,7
260,Baseline,0.67,0.55,,0.13,10.0,3.0,8.0,1.0,1
260,Baseline,,,,,,,,,2
260,Baseline,,,,,,,,,3
260,Baseline,,,,,,,,,4
260,Baseline,,,,,,,,,5
260,Baseline,,,,,,,,,6
260,Baseline,,,,,,,,,7
260,Frequency,,,,,5.0,8.0,5.0,5.0,1
260,Frequency,0.62,0.35,,,5.0,7.0,6.0,4.0,2
260,Frequency,1.0,,,,8.0,5.0,6.0,4.0,3
260,Frequency,0.75,0.18,1.0,,8.0,3.0,8.0,3.0,4
260,Frequency,0.63,0.05,,,9.0,2.0,8.0,3.0,5
260,Frequency,0.67,0.1,1.35,,10.0,2.0,9.0,1.0,6
260,Frequency,1.67,1.0,,0.13,10.0,5.0,8.0,1.0,7
261,Baseline,5.5,2.0,2.3,1.1,6.0,5.0,4.0,5.0,1
261,Baseline,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2
261,Baseline,2.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,3
261,Baseline,4.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,4
261,Baseline,7.6,3.0,4.0,2.0,7.0,3.0,4.0,1.0,5
261,Baseline,5.0,1.0,7.0,1.0,5.0,1.0,5.0,1.0,6
261,Baseline,11.0,5.0,15.0,8.0,6.0,3.0,5.0,2.0,7
261,Frequency,1.0,0.35,0.6,0.2,5.0,5.0,2.0,1.0,1
261,Frequency,2.56,3.58,0.68,0.33,6.0,7.0,4.0,8.0,2
261,Frequency,2.0,3.0,2.75,0.85,2.0,2.0,3.0,6.0,3
261,Frequency,3.45,4.56,3.32,0.0,5.0,5.0,4.0,6.0,4
261,Frequency,2.38,1.55,4.35,0.34,4.0,3.0,5.0,4.0,5
261,Frequency,4.03,2.76,1.01,0.13,8.0,7.0,3.0,4.0,6
261,Frequency,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,7
262,Baseline,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1
262,Baseline,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2
262,Baseline,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3
262,Baseline,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
262,Baseline,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5
262,Baseline,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6
262,Baseline,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7
262,Frequency,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1
262,Frequency,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2
262,Frequency,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3
262,Frequency,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
262,Frequency,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
262,Frequency,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6
262,Frequency,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7
263,Baseline,0.11,0.97,1.34,0.07,5.0,5.0,5.0,5.0,1
263,Baseline,0.34,0.86,0.97,0.0,5.0,5.0,5.0,5.0,2
263,Baseline,0.0,0.88,1.12,0.0,5.0,5.0,5.0,5.0,3
263,Baseline,0.46,0.34,0.87,0.0,5.0,5.0,5.0,5.0,4
263,Baseline,0.44,0.63,0.46,0.38,4.0,4.0,4.0,4.0,5
263,Baseline,0.23,0.54,0.55,0.32,4.0,4.0,4.0,4.0,6
263,Baseline,0.81,0.63,0.98,0.58,4.0,4.0,4.0,4.0,7
263,Frequency,0.68,-0.15,0.82,0.03,6.0,5.0,6.0,5.0,1
263,Frequency,0.84,0.0,0.73,0.0,4.0,4.0,5.0,5.0,2
263,Frequency,0.98,0.0,0.0,0.0,8.0,7.0,7.0,8.0,3
263,Frequency,1.1,0.0,1.05,0.0,6.0,6.0,7.0,6.0,4
263,Frequency,1.14,0.0,0.95,0.0,6.0,7.0,6.0,7.0,5
263,Frequency,0.96,0.0,1.0,0.0,6.0,6.0,6.0,7.0,6
263,Frequency,0.97,0.31,0.97,0.2,5.0,5.0,5.0,5.0,7
264,Baseline,3.0,6.0,8.0,1.0,5.0,7.0,7.0,6.0,1
264,Baseline,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,2
264,Baseline,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3
264,Baseline,2.0,3.0,4.0,3.0,6.0,6.0,7.0,5.0,4
264,Baseline,10.0,3.0,9.0,4.0,8.0,6.0,7.0,5.0,5
264,Baseline,7.0,4.0,8.0,5.0,4.0,5.0,5.0,3.0,6
264,Baseline,7.0,4.0,9.0,5.0,5.0,3.0,5.0,4.0,7
264,Frequency,0.87,0.43,0.46,0.54,7.0,3.0,6.0,5.0,1
264,Frequency,0.34,0.45,0.7,0.12,4.0,5.0,8.0,5.0,2
264,Frequency,0.72,0.85,0.46,0.07,8.0,8.0,7.0,8.0,3
264,Frequency,0.64,-0.01,0.46,32.0,5.0,7.0,5.0,5.0,4
264,Frequency,0.89,0.34,0.54,0.76,8.0,4.0,6.0,7.0,5
264,Frequency,9.0,2.0,10.0,6.0,6.0,3.0,4.0,4.0,6
264,Frequency,10.0,1.0,6.0,4.0,3.0,2.0,3.0,2.0,7
265,Baseline,7.0,5.0,10.0,5.0,5.0,5.0,6.0,5.0,1
265,Baseline,7.0,10.0,4.0,5.0,5.0,5.0,5.0,6.0,2
265,Baseline,4.0,8.0,15.0,7.0,6.0,7.0,4.0,5.0,3
265,Baseline,15.0,7.0,16.0,12.0,7.0,8.0,5.0,5.0,4
265,Baseline,10.0,6.0,9.0,8.0,5.0,8.0,5.0,6.0,5
265,Baseline,9.0,10.0,14.0,9.0,5.0,5.0,3.0,6.0,6
265,Baseline,27.0,36.0,35.0,40.0,4.0,5.0,5.0,5.0,7
265,Frequency,8.0,6.0,20.0,3.0,4.0,5.0,5.0,6.0,1
265,Frequency,9.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,2
265,Frequency,12.0,8.0,7.0,5.0,5.0,4.0,3.0,6.0,3
265,Frequency,5.0,9.0,7.0,4.0,4.0,7.0,4.0,7.0,4
265,Frequency,9.0,12.0,5.0,2.0,5.0,7.0,7.0,8.0,5
265,Frequency,12.0,13.0,6.0,3.0,5.0,6.0,5.0,8.0,6
265,Frequency,29.0,24.0,15.0,24.0,6.0,5.0,5.0,5.0,7
266,Baseline,2.3,4.3,3.4,0.8,1.0,3.0,3.0,4.0,1
266,Baseline,3.2,4.0,3.0,2.3,1.0,1.0,1.0,1.0,2
266,Baseline,0.7,2.7,2.1,1.3,1.0,1.0,1.0,1.0,3
266,Baseline,0.9,3.4,2.1,2.7,1.0,1.0,1.0,2.0,4
266,Baseline,4.0,2.2,3.2,1.2,1.0,1.0,1.0,1.0,5
266,Baseline,4.2,3.2,4.7,1.2,1.0,1.0,1.0,1.0,6
266,Baseline,5.4,2.3,2.5,5.4,1.0,1.0,1.0,1.0,7
266,Frequency,2.1,0.6,0.8,1.4,3.0,2.0,2.0,3.0,1
266,Frequency,2.5,1.2,1.4,2.6,4.0,3.0,3.0,4.0,2
266,Frequency,5.4,2.5,6.1,5.6,3.0,2.0,3.0,3.0,3
266,Frequency,7.0,4.5,3.2,4.5,3.0,2.0,2.0,2.0,4
266,Frequency,2.3,1.2,0.5,0.7,2.0,3.0,3.0,3.0,5
266,Frequency,4.3,2.7,4.1,3.2,1.0,1.0,1.0,1.0,6
266,Frequency,9.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,7
267,Baseline,0.51,0.76,0.5,0.82,3.0,5.0,4.0,5.0,1
267,Baseline,0.7,-0.19,1.2,-0.2,4.0,2.0,5.0,3.0,2
267,Baseline,0.79,0.4,1.0,0.5,4.0,3.0,4.0,3.0,3
267,Baseline,0.79,0.76,1.0,0.5,4.0,3.0,4.0,2.0,4
267,Baseline,0.8,0.6,1.0,0.5,4.0,3.0,5.0,3.0,5
267,Baseline,0.6,0.4,1.0,0.5,5.0,4.0,5.0,4.0,6
267,Baseline,0.8,0.7,1.0,0.5,5.0,4.0,5.0,3.0,7
267,Frequency,0.64,-0.15,0.74,0.54,4.0,2.0,2.0,3.0,1
267,Frequency,0.54,0.0,0.57,0.24,4.0,4.0,3.0,4.0,2
267,Frequency,0.3,0.03,0.55,0.2,2.0,4.0,3.0,2.0,3
267,Frequency,0.5,0.0,0.4,0.4,2.0,4.0,3.0,3.0,4
267,Frequency,0.6,0.0,0.36,-0.2,3.0,2.0,2.0,3.0,5
267,Frequency,0.7,0.2,0.3,-0.2,3.0,3.0,3.0,2.0,6
267,Frequency,0.7,0.0,0.5,0.2,1.0,1.0,1.0,1.0,7
268,Baseline,0.2,0.12,0.5,1.0,1.0,1.0,1.0,1.0,1
268,Baseline,0.2,0.25,0.4,-0.5,1.0,1.0,1.0,1.0,2
268,Baseline,-0.5,0.12,1.0,-4.0,1.0,1.0,1.0,1.0,3
268,Baseline,0.57,0.4,1.2,0.8,1.0,1.0,1.0,1.0,4
268,Baseline,0.77,-0.0,0.3,1.02,1.0,1.0,1.0,1.0,5
268,Baseline,0.45,0.8,1.04,0.9,1.0,1.0,1.0,5.0,6
268,Baseline,1.57,0.66,0.29,0.63,1.0,1.0,1.0,1.0,7
268,Frequency,0.76,0.5,0.7,0.5,5.0,7.0,3.0,4.0,1
268,Frequency,0.81,-0.3,30.0,1.2,5.0,4.0,3.0,6.0,2
268,Frequency,0.92,-0.2,-0.34,0.82,5.0,4.0,2.0,2.0,3
268,Frequency,0.52,-0.49,0.82,0.66,1.0,1.0,5.0,2.0,4
268,Frequency,0.68,-0.28,0.12,0.24,9.0,3.0,1.0,5.0,5
268,Frequency,0.34,0.45,1.1,0.24,7.0,7.0,9.0,5.0,6
268,Frequency,0.45,0.12,1.2,0.86,1.0,1.0,1.0,1.0,7
269,Baseline,1.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,1
269,Baseline,-0.24,0.62,0.51,1.0,5.0,2.0,4.0,4.0,2
269,Baseline,0.01,-0.51,0.61,0.41,4.0,1.0,3.0,2.0,3
269,Baseline,1.45,-0.36,0.04,0.145,6.0,7.0,1.0,3.0,4
269,Baseline,0.59,-0.01,-0.33,0.41,1.0,5.0,6.0,4.0,5
269,Baseline,0.9,1.58,0.91,0.51,2.0,4.0,3.0,4.0,6
269,Baseline,0.52,0.14,2.0,1.0,7.0,1.0,2.0,4.0,7
269,Frequency,0.24,0.52,0.12,1.0,9.0,4.0,4.0,4.0,1
269,Frequency,1.0,0.59,0.954,0.124,4.0,4.0,2.0,5.0,2
269,Frequency,0.76,0.23,-0.24,0.456,4.0,3.0,2.0,5.0,3
269,Frequency,1.24,-0.01,0.9,0.5,5.0,2.0,5.0,3.0,4
269,Frequency,0.67,0.91,-0.19,0.52,2.0,2.0,2.0,10.0,5
269,Frequency,2.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,6
269,Frequency,1.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,7
270,Baseline,0.33,0.95,0.39,0.66,3.0,6.0,7.0,6.0,1
270,Baseline,0.3,-0.16,-0.07,0.67,8.0,1.0,8.0,5.0,2
270,Baseline,0.55,-1.2,0.3,1.14,6.0,6.0,4.0,5.0,3
270,Baseline,0.69,1.01,0.2,1.16,4.0,8.0,5.0,4.0,4
270,Baseline,1.29,0.55,0.33,0.88,7.0,5.0,5.0,5.0,5
270,Baseline,1.29,0.55,0.48,0.76,4.0,3.0,8.0,4.0,6
270,Baseline,1.12,0.55,0.15,0.29,4.0,6.0,1.0,7.0,7
270,Frequency,0.19,0.65,0.85,-0.09,5.0,5.0,3.0,4.0,1
270,Frequency,0.55,0.33,1.69,-0.55,5.0,6.0,8.0,2.0,2
270,Frequency,0.88,0.19,0.19,0.55,6.0,5.0,5.0,6.0,3
270,Frequency,0.95,1.69,1.69,0.12,3.0,4.0,8.0,3.0,4
270,Frequency,1.12,-0.55,0.3,1.69,5.0,3.0,6.0,6.0,5
270,Frequency,0.63,1.15,0.85,0.3,6.0,4.0,6.0,3.0,6
270,Frequency,0.95,0.67,1.25,-0.12,4.0,5.0,5.0,6.0,7
271,Baseline,0.9,-0.19,0.8,-0.34,8.0,3.0,2.0,5.0,1
271,Baseline,0.34,-0.11,1.22,0.47,10.0,10.0,7.0,6.0,2
271,Baseline,0.4,-0.34,0.8,-0.74,5.0,6.0,8.0,9.0,3
271,Baseline,0.4,1.01,0.4,0.02,7.0,7.0,5.0,5.0,4
271,Baseline,0.19,1.42,0.12,-0.74,7.0,7.0,5.0,5.0,5
271,Baseline,0.4,1.25,0.9,-0.37,2.0,5.0,7.0,2.0,6
271,Baseline,1.25,0.8,0.34,-0.74,5.0,6.0,5.0,6.0,7
271,Frequency,0.73,-0.34,1.01,0.07,1.0,3.0,2.0,2.0,1
271,Frequency,1.34,0.3,-0.09,1.01,2.0,8.0,3.0,1.0,2
271,Frequency,0.49,0.3,0.69,1.0,1.0,8.0,7.0,5.0,3
271,Frequency,0.8,0.3,0.45,1.0,7.0,8.0,5.0,4.0,4
271,Frequency,0.8,0.3,1.0,0.4,5.0,5.0,5.0,5.0,5
271,Frequency,0.8,0.4,1.12,-0.34,6.0,5.0,4.0,2.0,6
271,Frequency,0.8,0.3,1.0,-0.34,5.0,5.0,5.0,3.0,7
272,Baseline,1.27,-0.09,0.8,0.26,6.0,5.0,3.0,4.0,1
272,Baseline,0.5,0.2,1.5,0.4,2.0,5.0,6.0,3.0,2
272,Baseline,0.6,1.01,1.23,0.9,3.0,2.0,5.0,6.0,3
272,Baseline,0.34,1.1,1.34,0.67,3.0,5.0,5.0,5.0,4
272,Baseline,1.0,0.6,0.78,0.56,4.0,4.0,3.0,3.0,5
272,Baseline,0.88,0.57,0.67,-0.2,2.0,2.0,3.0,4.0,6
272,Baseline,1.09,0.43,1.3,0.23,2.0,5.0,4.0,4.0,7
272,Frequency,0.5,1.0,0.2,0.7,4.0,6.0,2.0,5.0,1
272,Frequency,1.0,0.3,0.4,0.6,3.0,2.0,2.0,5.0,2
272,Frequency,1.3,0.11,1.75,0.8,6.0,5.0,2.0,4.0,3
272,Frequency,0.8,0.45,1.6,0.78,2.0,6.0,3.0,3.0,4
272,Frequency,0.9,0.45,0.92,1.0,5.0,2.0,7.0,7.0,5
272,Frequency,0.56,-0.1,1.0,0.43,6.0,2.0,5.0,5.0,6
272,Frequency,0.7,0.43,1.0,0.78,2.0,4.0,4.0,5.0,7
273,Baseline,1.13,0.82,0.54,0.87,7.0,7.0,6.0,7.0,1
273,Baseline,0.64,0.36,1.21,0.53,7.0,7.0,9.0,8.0,2
273,Baseline,1.19,0.63,0.57,-0.1,7.0,7.0,9.0,9.0,3
273,Baseline,0.83,0.48,0.91,0.38,9.0,9.0,9.0,9.0,4
273,Baseline,1.28,0.25,0.63,0.45,9.0,8.0,9.0,9.0,5
273,Baseline,0.66,0.58,0.73,0.41,9.0,9.0,9.0,9.0,6
273,Baseline,0.8,0.58,0.59,0.41,7.0,7.0,7.0,7.0,7
273,Frequency,0.49,0.61,0.53,0.37,5.0,6.0,4.0,3.0,1
273,Frequency,1.23,0.59,0.55,1.23,7.0,7.0,5.0,5.0,2
273,Frequency,0.8,0.73,0.46,-0.32,7.0,7.0,5.0,6.0,3
273,Frequency,0.47,0.39,0.34,0.13,8.0,8.0,7.0,7.0,4
273,Frequency,1.03,0.46,0.48,0.21,9.0,9.0,6.0,7.0,5
273,Frequency,0.61,0.14,0.55,0.29,8.0,8.0,9.0,8.0,6
273,Frequency,0.79,0.55,0.82,0.29,5.0,5.0,4.0,4.0,7
274,Baseline,0.3,0.6,0.8,0.5,3.0,7.0,9.0,6.0,1
274,Baseline,0.3,0.7,0.9,0.4,2.0,8.0,9.0,6.0,2
274,Baseline,0.3,0.8,0.9,0.5,2.0,10.0,10.0,5.0,3
274,Baseline,0.6,0.6,0.9,0.5,7.0,6.0,9.0,6.0,4
274,Baseline,0.8,0.6,0.8,0.5,9.0,4.0,9.0,5.0,5
274,Baseline,0.9,0.6,0.9,0.5,9.0,5.0,9.0,5.0,6
274,Baseline,1.0,0.7,0.8,0.5,10.0,7.0,8.0,4.0,7
274,Frequency,0.6,1.0,0.3,0.8,7.0,6.0,3.0,7.0,1
274,Frequency,1.0,0.4,0.9,0.3,9.0,4.0,8.0,2.0,2
274,Frequency,0.7,0.5,0.6,0.6,8.0,6.0,5.0,4.0,3
274,Frequency,0.7,0.6,0.8,0.3,8.0,6.0,7.0,2.0,4
274,Frequency,0.7,0.7,1.0,0.0,9.0,8.0,9.0,2.0,5
274,Frequency,1.0,0.5,1.0,0.0,9.0,8.0,9.0,1.0,6
274,Frequency,0.7,0.5,1.0,0.0,7.0,7.0,8.0,1.0,7
275,Baseline,0.71,0.9,0.91,0.59,7.0,3.0,9.0,8.0,1
275,Baseline,0.45,1.15,0.88,0.66,2.0,4.0,2.0,1.0,2
275,Baseline,0.69,0.11,0.45,1.23,3.0,1.0,1.0,1.0,3
275,Baseline,0.33,0.02,1.12,0.76,1.0,4.0,4.0,3.0,4
275,Baseline,0.77,0.67,-0.08,1.1,3.0,3.0,,3.0,5
275,Baseline,1.48,0.98,0.09,0.99,3.0,1.0,2.0,2.0,6
275,Baseline,0.33,1.12,0.98,-0.12,2.0,2.0,3.0,4.0,7
275,Frequency,0.9,-0.5,0.28,0.4,3.0,1.0,5.0,4.0,1
275,Frequency,-0.38,0.8,1.09,0.65,6.0,3.0,5.0,1.0,2
275,Frequency,1.09,0.88,-0.9,0.33,4.0,7.0,9.0,4.0,3
275,Frequency,-0.18,0.44,0.56,0.77,5.0,7.0,3.0,1.0,4
275,Frequency,0.23,1.48,1.15,0.11,2.0,5.0,4.0,6.0,5
275,Frequency,1.1,0.87,0.11,0.07,4.0,1.0,7.0,3.0,6
275,Frequency,0.88,1.1,0.15,0.11,5.0,3.0,4.0,3.0,7
276,Baseline,0.5,0.7,0.3,0.6,6.0,8.0,6.0,7.0,1
276,Baseline,0.5,0.6,0.7,0.4,6.0,5.0,7.0,7.0,2
276,Baseline,0.6,0.3,1.0,0.7,5.0,7.0,6.0,7.0,3
276,Baseline,1.0,6.0,0.7,1.0,5.0,,5.0,5.0,4
276,Baseline,0.6,0.5,0.5,0.1,6.0,4.0,7.0,9.0,5
276,Baseline,0.3,0.1,0.6,0.5,6.0,6.0,6.0,4.0,6
276,Baseline,0.7,0.4,0.7,0.6,6.0,6.0,5.0,5.0,7
276,Frequency,0.3,0.5,0.7,0.4,5.0,5.0,6.0,5.0,1
276,Frequency,0.8,0.7,0.6,0.5,8.0,8.0,7.0,7.0,2
276,Frequency,1.1,0.3,0.7,0.5,9.0,7.0,7.0,7.0,3
276,Frequency,1.0,0.2,0.7,0.3,8.0,8.0,6.0,6.0,4
276,Frequency,0.8,0.2,0.6,0.2,8.0,8.0,5.0,5.0,5
276,Frequency,0.7,0.4,0.6,0.3,8.0,6.0,5.0,4.0,6
276,Frequency,0.8,0.3,0.6,0.5,7.0,7.0,6.0,6.0,7
277,Baseline,2.01,3.09,6.5,1.91,3.0,6.0,9.0,7.0,1
277,Baseline,5.09,7.41,10.67,6.4,5.0,8.0,9.0,6.0,2
277,Baseline,9.05,7.95,8.09,3.48,9.0,6.0,8.0,4.0,3
277,Baseline,3.99,2.09,5.5,4.1,7.0,9.0,7.0,3.0,4
277,Baseline,8.2,2.1,8.0,3.04,7.0,8.0,8.0,6.0,5
277,Baseline,9.0,4.0,9.0,4.0,8.0,6.0,8.0,7.0,6
277,Baseline,9.0,5.0,10.0,4.0,10.0,8.0,8.0,7.0,7
277,Frequency,0.59,0.13,1.07,1.62,7.0,4.0,6.0,8.0,1
277,Frequency,3.3,2.68,3.8,4.1,8.0,7.0,4.0,6.0,2
277,Frequency,2.6,6.87,5.4,1.03,6.0,7.0,7.0,8.0,3
277,Frequency,5.9,7.04,5.23,3.08,8.0,8.0,5.0,6.0,4
277,Frequency,2.06,3.45,1.3,3.8,5.0,4.0,6.0,9.0,5
277,Frequency,3.65,7.01,6.07,4.7,7.0,8.0,7.0,3.0,6
