Subnum,Condition,EstA,EstB,EstC,EstD,A_Confidence,B_Confidence,C_Confidence,D_Confidence,Phase
136,Frequency,0.0,2.5,0.0,2.5,10.0,1.0,10.0,1.0,5
136,Frequency,0.0,0.8,0.0,1.2,10.0,1.0,10.0,1.0,6
136,Frequency,3.5,3.5,0.0,0.0,1.0,1.0,10.0,10.0,7
137,Baseline,1.12,-0.32,0.56,0.15,5.0,3.0,7.0,5.0,1
137,Baseline,-0.25,0.38,1.12,-0.2,4.0,7.0,6.0,4.0,2
137,Baseline,1.14,0.3,0.12,0.3,4.0,4.0,4.0,5.0,3
137,Baseline,1.3,0.12,0.87,0.01,4.0,4.0,5.0,2.0,4
137,Baseline,0.85,1.26,0.75,0.11,5.0,4.0,6.0,6.0,5
137,Baseline,1.22,0.54,1.11,0.45,7.0,5.0,3.0,3.0,6
137,Baseline,0.11,0.76,1.12,0.45,5.0,5.0,4.0,5.0,7
137,Frequency,0.085,0.11,0.34,1.12,4.0,4.0,3.0,3.0,1
137,Frequency,0.11,0.34,0.11,1.12,3.0,1.0,5.0,,2
137,Frequency,0.45,1.12,0.11,0.76,2.0,3.0,4.0,4.0,3
137,Frequency,0.45,1.12,0.11,0.76,5.0,4.0,5.0,5.0,4
137,Frequency,0.45,1.12,0.11,0.76,5.0,4.0,5.0,5.0,5
137,Frequency,0.45,1.12,0.11,0.76,5.0,4.0,5.0,5.0,6
137,Frequency,0.45,1.12,0.11,0.76,5.0,4.0,5.0,5.0,7
138,Baseline,1.1,1.2,0.96,0.3,6.0,4.0,5.0,5.0,1
138,Baseline,0.66,0.78,0.88,0.25,4.0,5.0,5.0,4.0,2
138,Baseline,0.84,0.16,0.33,0.67,5.0,5.0,5.0,5.0,3
138,Baseline,0.69,0.22,1.09,0.44,5.0,5.0,5.0,2.0,4
138,Baseline,0.69,0.44,0.22,0.55,5.0,5.0,5.0,5.0,5
138,Baseline,1.0,0.99,0.6,0.45,5.0,5.0,5.0,1.0,6
138,Baseline,0.44,0.2,0.33,0.1,5.0,5.0,5.0,4.0,7
138,Frequency,0.0,0.5,0.99,0.22,5.0,5.0,5.0,5.0,1
138,Frequency,0.94,0.5,0.84,0.22,5.0,5.0,5.0,5.0,2
138,Frequency,0.66,0.44,0.66,0.44,5.0,5.0,5.0,5.0,3
138,Frequency,0.22,0.33,0.44,0.67,5.0,4.0,5.0,5.0,4
138,Frequency,0.4,0.2,1.09,0.44,5.0,5.0,5.0,5.0,5
138,Frequency,1.0,0.22,1.0,0.44,5.0,5.0,5.0,5.0,6
138,Frequency,0.25,0.25,0.25,0.25,5.0,5.0,5.0,5.0,7
139,Baseline,0.23,0.45,1.2,0.45,2.0,1.0,2.0,3.0,1
139,Baseline,0.438,0.34,1.23,0.34,4.0,2.0,4.0,2.0,2
139,Baseline,0.2,0.58,1.23,0.34,4.0,2.0,4.0,,3
139,Baseline,0.438,0.34,1.23,0.34,4.0,2.0,4.0,,4
139,Baseline,1.2,0.34,1.0,0.34,4.0,2.0,4.0,,5
139,Baseline,0.45,0.75,0.78,1.25,4.0,2.0,4.0,2.0,6
139,Baseline,0.438,0.34,1.23,0.34,4.0,2.0,4.0,3.0,7
139,Frequency,0.9,0.5,0.45,1.25,2.0,4.0,3.0,4.0,1
139,Frequency,1.1,0.438,0.34,1.23,2.0,4.0,3.0,4.0,2
139,Frequency,,,,,,,,,3
139,Frequency,,,,,,,,,4
139,Frequency,0.34,0.438,0.34,1.23,2.0,4.0,3.0,4.0,5
139,Frequency,0.34,0.438,0.34,1.23,2.0,4.0,3.0,4.0,6
139,Frequency,0.34,0.438,0.34,1.23,2.0,4.0,3.0,4.0,7
140,Baseline,0.7,0.4,0.45,0.04,5.0,4.0,4.0,5.0,1
140,Baseline,0.75,0.5,0.25,0.0,5.0,4.0,4.0,3.0,2
140,Baseline,1.0,2.0,0.5,0.0,4.0,3.0,6.0,3.0,3
140,Baseline,1.0,0.5,0.5,0.2,3.0,4.0,4.0,3.0,4
140,Baseline,1.0,0.5,0.5,0.0,4.0,3.0,5.0,2.0,5
140,Baseline,1.0,0.5,0.5,0.1,2.0,2.0,3.0,3.0,6
140,Baseline,0.8,0.3,0.0,0.6,3.0,2.0,2.0,1.0,7
140,Frequency,1.0,0.5,0.75,0.0,4.0,4.0,3.0,2.0,1
140,Frequency,0.5,0.3,0.75,0.0,2.0,2.0,2.0,2.0,2
140,Frequency,0.25,0.5,1.0,0.75,3.0,4.0,4.0,4.0,3
140,Frequency,0.0,0.5,1.0,0.75,3.0,3.0,5.0,3.0,4
140,Frequency,0.3,0.4,1.2,0.4,2.0,3.0,5.0,3.0,5
140,Frequency,0.5,0.4,1.0,0.45,3.0,3.0,4.0,3.0,6
140,Frequency,0.5,0.3,1.0,0.4,3.0,2.0,5.0,3.0,7
141,Baseline,0.02,0.3,0.36,0.07,8.0,2.0,3.0,3.0,1
141,Baseline,0.32,0.24,0.36,0.05,1.0,5.0,9.0,9.0,2
141,Baseline,0.96,0.02,1.11,-0.04,8.0,8.0,10.0,4.0,3
141,Baseline,0.41,-0.43,0.35,0.2,5.0,3.0,7.0,7.0,4
141,Baseline,0.77,-0.22,0.93,0.2,9.0,8.0,8.0,8.0,5
141,Baseline,0.02,0.01,0.14,0.4,7.0,4.0,1.0,2.0,6
141,Baseline,0.25,1.4,2.3,0.55,1.0,1.0,2.0,1.0,7
141,Frequency,1.9,0.77,1.21,0.27,1.0,3.0,4.0,1.0,1
141,Frequency,1.02,1.2,0.5,0.02,2.0,3.0,1.0,1.0,2
141,Frequency,2.3,1.6,1.3,0.56,3.0,2.0,2.0,2.0,3
141,Frequency,1.78,2.03,1.03,1.53,1.0,2.0,2.0,3.0,4
141,Frequency,4.6,3.2,2.3,0.8,7.0,4.0,2.0,1.0,5
141,Frequency,5.6,3.9,1.8,3.4,5.0,4.0,2.0,4.0,6
141,Frequency,8.9,5.4,1.02,3.95,5.0,4.0,2.0,3.0,7
142,Baseline,0.8,0.6,1.0,0.7,3.0,5.0,6.0,3.0,1
142,Baseline,0.6,0.2,1.0,0.6,5.0,7.0,5.0,9.0,2
142,Baseline,0.3,0.3,1.0,0.2,5.0,7.0,3.0,6.0,3
142,Baseline,0.3,0.2,0.8,0.4,6.0,6.0,8.0,5.0,4
142,Baseline,0.6,0.45,0.8,-0.05,8.0,5.0,4.0,8.0,5
142,Baseline,0.2,0.25,0.98,0.3,7.0,6.0,9.0,7.0,6
142,Baseline,0.3,0.6,1.0,0.5,1.0,1.0,1.0,1.0,7
142,Frequency,0.5,0.3,0.6,0.5,6.0,5.0,2.0,2.0,1
142,Frequency,0.6,0.5,0.8,0.3,7.0,6.0,5.0,2.0,2
142,Frequency,-0.1,0.5,0.6,0.7,6.0,3.0,3.0,3.0,3
142,Frequency,0.75,0.5,0.6,0.8,7.0,7.0,4.0,4.0,4
142,Frequency,0.55,0.4,0.7,0.67,7.0,6.0,3.0,4.0,5
142,Frequency,0.8,0.5,0.4,0.0,7.0,5.0,4.0,4.0,6
142,Frequency,1.0,0.8,0.6,0.3,3.0,2.0,1.0,1.0,7
143,Baseline,5.0,0.5,4.0,1.0,7.0,8.0,5.0,6.0,1
143,Baseline,4.0,1.0,4.0,2.0,3.0,6.0,5.0,8.0,2
143,Baseline,5.0,1.0,5.0,2.0,6.0,8.0,7.0,8.0,3
143,Baseline,8.0,0.0,7.0,0.0,7.0,10.0,8.0,10.0,4
143,Baseline,6.0,0.0,7.0,0.0,8.0,10.0,8.0,10.0,5
143,Baseline,7.0,0.0,7.0,0.0,7.0,10.0,9.0,10.0,6
143,Baseline,6.0,0.0,8.0,4.0,5.0,10.0,4.0,7.0,7
143,Frequency,3.0,0.0,0.0,1.5,8.0,10.0,10.0,7.0,1
143,Frequency,6.0,0.0,0.0,3.0,7.0,10.0,10.0,8.0,2
143,Frequency,5.0,0.0,0.0,5.0,5.0,10.0,10.0,5.0,3
143,Frequency,0.0,7.0,4.0,0.0,10.0,8.0,8.0,10.0,4
143,Frequency,4.0,0.0,0.0,3.0,,10.0,10.0,6.0,5
143,Frequency,7.0,0.0,0.0,3.0,8.0,10.0,10.0,8.0,6
143,Frequency,10.0,5.0,2.0,10.0,2.0,4.0,2.0,2.0,7
144,Baseline,0.7,-0.5,1.2,-0.7,6.0,4.0,10.0,2.0,1
144,Baseline,1.4,0.7,0.5,0.0,2.0,3.0,1.0,5.0,2
144,Baseline,1.4,0.7,0.9,0.0,1.0,1.0,1.0,1.0,3
144,Baseline,0.7,0.4,1.0,0.9,1.0,5.0,5.0,1.0,4
144,Baseline,0.7,0.9,-0.1,0.5,1.0,1.0,1.0,1.0,5
144,Baseline,0.8,0.25,0.2,0.4,1.0,8.0,1.0,1.0,6
144,Baseline,0.2,0.3,1.0,-0.5,4.0,3.0,1.0,1.0,7
144,Frequency,0.2,-0.5,0.7,0.0,7.0,6.0,6.0,5.0,1
144,Frequency,0.8,0.0,0.0,0.7,9.0,2.0,2.0,7.0,2
144,Frequency,1.0,0.0,1.0,0.0,5.0,5.0,5.0,,3
144,Frequency,-0.1,0.9,0.0,-0.2,3.0,8.0,2.0,4.0,4
144,Frequency,0.7,-0.1,0.4,-0.1,8.0,2.0,5.0,2.0,5
144,Frequency,1.0,0.1,0.5,0.1,4.0,4.0,4.0,4.0,6
144,Frequency,0.6,0.8,0.2,0.4,5.0,4.0,2.0,2.0,7
145,Baseline,1.0,0.8,0.9,0.1,5.0,5.0,2.0,5.0,1
145,Baseline,0.4,1.0,0.3,0.1,5.0,3.0,3.0,4.0,2
145,Baseline,0.8,0.1,1.0,0.1,5.0,4.0,4.0,4.0,3
145,Baseline,1.0,0.4,1.0,0.3,6.0,5.0,6.0,3.0,4
145,Baseline,1.0,0.1,1.0,0.1,7.0,5.0,6.0,5.0,5
145,Baseline,1.3,0.1,1.2,0.1,5.0,5.0,7.0,5.0,6
145,Baseline,1.0,0.1,1.0,-1.0,5.0,3.0,2.0,2.0,7
145,Frequency,1.0,-1.0,0.1,1.0,2.0,2.0,3.0,5.0,1
145,Frequency,1.0,-1.0,0.1,1.0,2.0,2.0,3.0,5.0,2
145,Frequency,1.0,-1.0,1.0,0.5,4.0,5.0,5.0,5.0,3
145,Frequency,1.0,-1.0,1.0,-0.5,5.0,2.0,4.0,5.0,4
145,Frequency,1.0,0.1,1.0,0.4,7.0,7.0,7.0,5.0,5
145,Frequency,1.0,0.1,1.0,0.1,5.0,5.0,5.0,5.0,6
145,Frequency,1.0,-1.0,0.1,1.0,2.0,2.0,3.0,5.0,7
146,Baseline,0.8,0.5,0.6,0.2,7.0,5.0,6.0,5.0,1
146,Baseline,0.7,0.3,0.4,0.2,5.0,5.0,5.0,5.0,2
146,Baseline,0.6,0.6,0.8,0.2,5.0,5.0,5.0,5.0,3
146,Baseline,0.7,0.1,0.4,0.2,5.0,5.0,5.0,5.0,4
146,Baseline,0.6,0.5,0.5,0.5,5.0,5.0,5.0,5.0,5
146,Baseline,0.5,0.4,0.2,0.4,5.0,5.0,5.0,5.0,6
146,Baseline,0.7,0.5,0.6,0.2,3.0,3.0,3.0,3.0,7
146,Frequency,0.5,0.4,0.2,0.5,3.0,3.0,3.0,3.0,1
146,Frequency,0.6,0.2,0.3,0.2,3.0,3.0,3.0,3.0,2
146,Frequency,0.5,0.7,0.4,0.5,4.0,4.0,4.0,4.0,3
146,Frequency,0.2,0.6,0.5,0.7,3.0,3.0,3.0,3.0,4
146,Frequency,0.4,0.6,0.6,0.4,3.0,3.0,3.0,3.0,5
146,Frequency,0.7,0.2,0.4,0.6,3.0,3.0,3.0,3.0,6
146,Frequency,0.7,0.5,0.5,0.7,3.0,3.0,3.0,3.0,7
147,Baseline,1.1,0.3,1.0,0.27,8.0,4.0,8.0,4.0,1
147,Baseline,1.0,0.3,0.65,0.0,8.0,9.0,7.0,6.0,2
147,Baseline,0.85,0.5,0.8,0.15,3.0,2.0,3.0,6.0,3
147,Baseline,0.75,0.0,0.5,-0.1,9.0,7.0,6.0,5.0,4
147,Baseline,0.85,0.1,0.5,0.25,7.0,8.0,3.0,7.0,5
147,Baseline,0.8,0.1,0.7,-0.2,8.0,6.0,4.0,7.0,6
147,Baseline,0.85,0.3,0.6,-0.1,1.0,1.0,1.0,1.0,7
147,Frequency,0.5,0.4,0.65,-0.1,4.0,3.0,7.0,4.0,1
147,Frequency,0.5,0.65,0.8,0.3,6.0,7.0,8.0,2.0,2
147,Frequency,0.85,0.3,0.9,0.0,5.0,6.0,7.0,6.0,3
147,Frequency,0.45,0.2,0.9,0.2,8.0,2.0,9.0,1.0,4
147,Frequency,0.7,-0.1,0.85,0.25,6.0,7.0,9.0,8.0,5
147,Frequency,0.5,0.1,0.75,0.3,7.0,8.0,7.0,4.0,6
147,Frequency,0.6,0.1,0.85,0.3,2.0,2.0,2.0,2.0,7
148,Baseline,0.62,1.34,0.9,-0.05,3.0,2.0,2.0,1.0,1
148,Baseline,1.2,0.45,1.56,0.98,2.0,3.0,2.0,1.0,2
148,Baseline,1.3,0.2,1.3,0.4,1.0,1.0,1.0,1.0,3
148,Baseline,1.2,0.8,1.8,0.98,1.0,1.0,1.0,1.0,4
148,Baseline,0.67,0.24,1.8,0.91,1.0,1.0,1.0,1.0,5
148,Baseline,0.27,1.1,0.29,1.39,1.0,1.0,1.0,1.0,6
148,Baseline,0.24,2.0,0.8,1.98,2.0,1.0,1.0,1.0,7
148,Frequency,1.0,0.2,2.0,0.45,1.0,1.0,1.0,1.0,1
148,Frequency,1.3,0.09,1.9,0.9,3.0,2.0,1.0,2.0,2
148,Frequency,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3
148,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
148,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
148,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
148,Frequency,1.0,1.0,1.98,1.0,1.0,1.0,1.0,1.0,7
149,Baseline,1.0,0.1,1.12,-0.07,1.0,2.0,1.0,2.0,1
149,Baseline,1.01,1.0,1.02,1.02,2.0,5.0,1.0,2.0,2
149,Baseline,7.0,0.01,0.02,3.0,6.0,6.0,5.0,5.0,3
149,Baseline,0.12,0.07,0.12,0.1,4.0,6.0,4.0,2.0,4
149,Baseline,1.1,0.9,1.1,-0.07,2.0,4.0,3.0,2.0,5
149,Baseline,1.1,0.07,0.3,0.5,2.0,2.0,2.0,4.0,6
149,Baseline,1.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,7
149,Frequency,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,1
149,Frequency,1.0,4.0,2.0,3.0,2.0,5.0,1.0,1.0,2
149,Frequency,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3
149,Frequency,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,4
149,Frequency,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,5
149,Frequency,1.49,1.12,1.23,1.0,2.0,2.0,1.0,1.0,6
149,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
150,Baseline,0.8,1.98,0.24,1.0,1.0,1.0,1.0,1.0,1
150,Baseline,0.8,1.98,0.24,1.0,1.0,1.0,1.0,1.0,2
150,Baseline,0.8,1.98,0.24,0.9,1.0,1.0,1.0,1.0,3
150,Baseline,0.8,1.98,0.24,1.0,1.0,1.0,1.0,1.0,4
150,Baseline,0.8,1.98,0.24,1.0,1.0,1.0,1.0,1.0,5
150,Baseline,0.8,1.98,0.24,1.0,1.0,1.0,1.0,1.0,6
150,Baseline,0.8,1.98,0.24,1.0,1.0,1.0,1.0,1.0,7
150,Frequency,0.8,1.09,0.9,0.24,1.0,1.0,1.0,1.0,1
150,Frequency,0.8,1.09,0.9,0.24,1.0,1.0,1.0,1.0,2
150,Frequency,0.8,1.98,0.9,0.24,1.0,1.0,1.0,1.0,3
150,Frequency,1.0,1.98,0.9,0.24,1.0,1.0,1.0,1.0,4
150,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
150,Frequency,0.8,1.98,0.9,0.24,2.0,2.0,2.0,2.0,6
150,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
151,Baseline,0.7,0.8,0.7,0.5,9.0,1.0,5.0,1.0,1
151,Baseline,0.9,0.4,0.8,0.5,5.0,5.0,6.0,5.0,2
151,Baseline,0.5,0.5,0.5,0.4,7.0,7.0,7.0,6.0,3
151,Baseline,0.5,0.5,1.25,0.0,5.0,5.0,8.0,8.0,4
151,Baseline,0.3,0.5,0.5,0.0,8.0,8.0,8.0,8.0,5
151,Baseline,0.75,1.0,1.0,0.0,7.0,9.0,9.0,9.0,6
151,Baseline,0.5,1.0,1.0,0.0,7.0,8.0,9.0,9.0,7
151,Frequency,1.0,0.6,-0.25,0.0,8.0,6.0,7.0,7.0,1
151,Frequency,1.0,0.25,0.5,0.0,10.0,7.0,7.0,7.0,2
151,Frequency,1.0,0.5,0.5,0.0,9.0,9.0,1.0,7.0,3
151,Frequency,1.0,0.25,1.0,0.0,10.0,10.0,10.0,10.0,4
151,Frequency,1.0,0.5,0.5,0.0,10.0,10.0,10.0,10.0,5
151,Frequency,1.0,0.5,1.0,0.0,9.0,9.0,9.0,9.0,6
151,Frequency,1.0,0.5,1.0,0.0,10.0,10.0,10.0,10.0,7
152,Baseline,2.7,1.2,1.0,2.0,5.0,2.0,5.0,5.0,1
152,Baseline,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
152,Baseline,9.0,6.0,5.0,8.0,1.0,1.0,1.0,1.0,3
152,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
152,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
152,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
152,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
152,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
152,Frequency,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2
152,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
152,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
152,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
152,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
152,Frequency,3.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,7
153,Baseline,0.7,-0.3,0.6,-0.3,4.0,2.0,5.0,3.0,1
153,Baseline,0.6,0.7,0.7,0.3,2.0,2.0,2.0,1.0,2
153,Baseline,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3
153,Baseline,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,4
153,Baseline,0.5,1.0,1.0,2.0,4.0,4.0,4.0,2.0,5
153,Baseline,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,6
153,Baseline,0.5,0.5,1.0,2.0,2.0,2.0,3.0,3.0,7
153,Frequency,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1
153,Frequency,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2
153,Frequency,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3
153,Frequency,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4
153,Frequency,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5
153,Frequency,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6
153,Frequency,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7
154,Baseline,1.0,0.5,1.0,0.55,9.0,2.0,,8.0,1
154,Baseline,0.8,0.4,0.4,0.8,9.0,7.0,4.0,8.0,2
154,Baseline,0.5,0.9,0.7,-0.2,10.0,10.0,8.0,10.0,3
154,Baseline,0.3,0.7,0.4,-0.2,1.0,10.0,10.0,9.0,4
154,Baseline,0.55,0.25,0.6,1.0,5.0,5.0,6.0,10.0,5
154,Baseline,0.6,0.2,0.8,0.3,10.0,10.0,10.0,9.0,6
154,Baseline,1.0,0.2,1.0,0.3,10.0,5.0,10.0,5.0,7
154,Frequency,0.4,0.7,0.2,0.6,9.0,5.0,7.0,8.0,1
154,Frequency,0.3,0.5,0.9,0.65,1.5,4.0,9.0,5.0,2
154,Frequency,0.5,0.9,0.4,0.2,7.0,6.0,4.0,2.0,3
154,Frequency,0.6,0.3,0.2,0.7,10.0,3.0,3.0,5.0,4
154,Frequency,0.65,0.8,0.5,-0.14,6.0,5.0,3.0,4.0,5
154,Frequency,0.6,1.0,0.8,0.38,5.0,4.0,9.0,5.0,6
154,Frequency,0.7,1.0,0.3,1.0,10.0,10.0,10.0,10.0,7
155,Baseline,0.4,0.7,0.75,0.3,6.0,7.0,8.0,6.0,1
155,Baseline,0.6,0.1,0.7,0.4,9.0,5.0,9.0,8.0,2
155,Baseline,0.75,0.4,0.65,0.5,6.0,9.0,8.0,4.0,3
155,Baseline,0.7,0.4,0.75,0.5,9.0,8.0,9.0,8.0,4
155,Baseline,0.7,0.4,0.8,0.3,9.0,7.0,10.0,6.0,5
155,Baseline,0.5,0.4,0.8,0.45,9.0,8.0,9.0,7.0,6
155,Baseline,0.5,4.0,0.75,0.35,8.0,7.0,9.0,7.0,7
155,Frequency,0.4,0.3,0.7,0.6,3.0,2.0,4.0,3.0,1
155,Frequency,0.2,0.3,0.7,0.6,3.0,3.0,3.0,3.0,2
155,Frequency,1.0,-0.15,0.3,0.4,9.0,7.0,6.0,6.0,3
155,Frequency,0.6,-0.2,0.65,0.5,5.0,5.0,5.0,6.0,4
155,Frequency,0.5,0.3,0.4,0.4,5.0,5.0,5.0,5.0,5
155,Frequency,0.5,0.4,0.5,0.5,5.0,5.0,5.0,5.0,6
155,Frequency,0.5,0.5,0.5,0.5,5.0,5.0,5.0,5.0,7
156,Baseline,0.6,0.1,0.3,0.1,2.0,2.0,3.0,2.0,1
156,Baseline,0.5,0.9,0.2,0.5,3.0,3.0,3.0,3.0,2
156,Baseline,0.3,0.0,0.1,0.4,2.0,2.0,3.0,3.0,3
156,Baseline,0.6,0.5,1.2,0.2,2.0,2.0,3.0,2.0,4
156,Baseline,0.4,0.6,0.7,0.3,2.0,2.0,3.0,2.0,5
156,Baseline,0.4,0.5,1.0,0.1,2.0,2.0,2.0,2.0,6
156,Baseline,0.4,0.1,0.3,0.2,2.0,2.0,2.0,2.0,7
156,Frequency,0.4,0.6,1.0,0.2,2.0,2.0,2.0,2.0,1
156,Frequency,0.7,0.8,1.0,0.4,2.0,2.0,2.0,2.0,2
156,Frequency,0.7,0.4,0.5,0.5,2.0,2.0,2.0,2.0,3
156,Frequency,0.6,0.1,0.3,1.0,2.0,2.0,2.0,2.0,4
156,Frequency,0.7,0.9,0.3,1.0,2.0,2.0,2.0,2.0,5
156,Frequency,1.2,0.5,0.5,0.2,2.0,2.0,2.0,2.0,6
156,Frequency,1.0,0.4,0.6,0.5,2.0,2.0,2.0,2.0,7
157,Baseline,0.7,0.3,0.6,0.4,6.0,3.0,8.0,4.0,1
157,Baseline,0.8,0.4,0.9,0.3,8.0,4.0,8.0,5.0,2
157,Baseline,0.8,0.34,0.7,0.2,8.0,6.0,7.0,7.0,3
157,Baseline,0.8,0.67,1.04,0.04,5.0,6.0,7.0,7.0,4
157,Baseline,0.76,0.04,0.87,0.02,6.0,5.0,7.0,5.0,5
157,Baseline,0.8,0.4,0.5,0.3,1.0,2.0,5.0,3.0,6
157,Baseline,0.6,0.4,0.5,0.2,4.0,7.0,5.0,6.0,7
157,Frequency,0.5,0.5,0.5,0.5,5.0,5.0,5.0,5.0,1
157,Frequency,0.6,0.6,0.6,0.6,5.0,4.0,5.0,5.0,2
157,Frequency,0.7,0.5,0.3,0.8,4.0,5.0,4.0,3.0,3
157,Frequency,0.5,0.3,5.0,0.6,5.0,4.0,5.0,6.0,4
157,Frequency,0.5,0.7,0.9,0.3,5.0,5.0,7.0,4.0,5
157,Frequency,0.4,0.7,0.6,0.4,5.0,5.0,5.0,5.0,6
157,Frequency,0.6,0.4,0.2,0.5,4.0,7.0,6.0,5.0,7
158,Baseline,3.3,5.65,4.23,5.09,1.0,1.0,1.0,1.0,1
158,Baseline,0.62,0.24,6.48,2.68,4.0,2.0,5.0,3.0,2
158,Baseline,4.56,0.28,5.68,0.0,4.0,1.0,3.0,2.0,3
158,Baseline,3.98,0.0,6.35,0.0,6.0,10.0,2.0,10.0,4
158,Baseline,7.39,0.7,4.55,1.39,10.0,10.0,10.0,10.0,5
158,Baseline,2.59,-1.28,3.13,1.4,10.0,9.0,10.0,9.0,6
158,Baseline,3.34,-1.02,5.56,1.12,4.0,2.0,3.0,1.0,7
158,Frequency,3.56,-1.26,2.14,0.68,4.0,6.0,3.0,3.0,1
158,Frequency,2.1,3.41,3.58,-0.18,2.0,3.0,1.0,2.0,2
158,Frequency,6.03,0.0,0.0,0.45,5.0,10.0,8.0,2.0,3
158,Frequency,0.64,0.0,0.0,6.56,2.0,10.0,10.0,2.0,4
158,Frequency,7.25,0.0,0.0,2.36,3.0,10.0,2.0,2.0,5
158,Frequency,0.0,6.98,0.0,4.23,10.0,5.0,10.0,5.0,6
158,Frequency,6.56,2.05,9.8,2.56,3.0,5.0,1.0,1.0,7
159,Baseline,-0.12,0.01,1.0,0.3,2.0,2.0,5.0,2.0,1
159,Baseline,1.0,0.4,0.8,0.3,4.0,2.0,6.0,5.0,2
159,Baseline,1.0,0.7,0.7,0.3,5.0,6.0,5.0,5.0,3
159,Baseline,0.7,0.3,0.7,0.4,7.0,5.0,6.0,5.0,4
159,Baseline,1.2,0.2,1.0,0.3,4.0,2.0,6.0,4.0,5
159,Baseline,1.0,0.2,1.0,0.4,5.0,1.0,5.0,2.0,6
159,Baseline,1.0,0.2,0.7,0.3,2.0,1.0,1.0,4.0,7
159,Frequency,0.8,0.6,0.3,0.7,1.0,3.0,1.0,2.0,1
159,Frequency,0.5,0.4,0.7,0.4,4.0,1.0,3.0,3.0,2
159,Frequency,1.0,0.4,0.07,0.6,1.0,1.0,3.0,2.0,3
159,Frequency,1.0,0.4,0.6,0.3,6.0,5.0,4.0,1.0,4
159,Frequency,1.0,0.2,0.6,0.2,6.0,1.0,4.0,1.0,5
159,Frequency,1.0,0.2,0.7,0.2,7.0,7.0,6.0,3.0,6
159,Frequency,1.0,0.2,0.5,0.3,6.0,3.0,2.0,1.0,7
160,Baseline,0.5,0.5,5.0,5.0,5.0,5.0,5.0,5.0,1
160,Baseline,0.8,0.0,0.0,0.7,10.0,1.0,1.0,10.0,2
160,Baseline,0.8,0.0,0.0,0.4,10.0,1.0,1.0,10.0,3
160,Baseline,0.9,0.0,0.0,0.8,10.0,1.0,1.0,10.0,4
160,Baseline,0.8,0.16,0.06,0.5,10.0,2.0,1.0,10.0,5
160,Baseline,0.9,0.0,0.0,0.9,10.0,1.0,1.0,10.0,6
160,Baseline,0.0,1.0,1.0,0.0,,10.0,1.0,1.0,7
160,Frequency,10.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,1
160,Frequency,10.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,2
160,Frequency,10.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,3
160,Frequency,10.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,4
160,Frequency,10.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,5
160,Frequency,10.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,6
160,Frequency,10.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,7
161,Baseline,0.6,0.8,0.9,0.3,7.0,6.0,7.0,6.0,1
