"SubjID","ChoiceSet","Condition","PropOptimal","RT"
117,"AB","GainsEF",0.613333333333333,2046.88
117,"CD","GainsEF",0.613333333333333,1839.24
117,"CA","GainsEF",0.12,1291.12
117,"CB","GainsEF",0.96,1395.72
117,"AD","GainsEF",0.84,1225.32
117,"BD","GainsEF",0.04,1174.92
118,"AB","Losses",0.57,1940.08
118,"CD","Losses",0.48,2332.38
118,"CA","Losses",0.44,2612.56
118,"CB","Losses",0.48,2823.16
118,"AD","Losses",0.52,2870.72
118,"BD","Losses",0.6,2680.96
119,"AB","GainsEF",0.293333333333333,993.706666666667
119,"CD","GainsEF",0.626666666666667,838.226666666667
119,"CA","GainsEF",0.8,865.96
119,"CB","GainsEF",0.6,928.12
119,"AD","GainsEF",0.36,1071.92
119,"BD","GainsEF",0.8,740.8
120,"AB","Losses",0.85,2319.71
120,"CD","Losses",0.32,2464.86
120,"CA","Losses",0.48,1125.72
120,"CB","Losses",0.84,1425.36
120,"AD","Losses",0.44,832.12
120,"BD","Losses",0.32,1115.12
121,"AB","Losses",0.21,1994.97
121,"CD","Losses",0.26,1533
121,"CA","Losses",0.36,925.28
121,"CB","Losses",0.08,641.12
121,"AD","Losses",0.56,992.4
121,"BD","Losses",0.76,634.68
122,"AB","Losses",0.55,2109.06
122,"CD","Losses",0.52,2630.48
122,"CA","Losses",0.6,11304.12
122,"CB","Losses",0.36,4449.68
122,"AD","Losses",0.52,2339.52
122,"BD","Losses",0.32,2697.04
123,"AB","Gains",0.1,809.7
123,"CD","Gains",0.92,983.34
123,"CA","Gains",0.2,1176.44
123,"CB","Gains",0.2,843.96
123,"AD","Gains",0.76,1163.68
123,"BD","Gains",0.84,1243.28
124,"AB","LossesEF",0.57,1897.46
124,"CD","LossesEF",0.46,2257.36
124,"CA","LossesEF",0.6,2062.88
124,"CB","LossesEF",0.64,2431.2
124,"AD","LossesEF",0.4,2257.24
124,"BD","LossesEF",0.52,2776.12
125,"AB","Losses",0.62,1311.37
125,"CD","Losses",0.56,1580.24
125,"CA","Losses",0.08,1593.16
125,"CB","Losses",0.2,1416.04
125,"AD","Losses",0.48,2004.56
125,"BD","Losses",0.56,1429.76
126,"AB","Losses",0.58,1846.84
126,"CD","Losses",0.9,1995.02
126,"CA","Losses",0.88,952.76
126,"CB","Losses",1,1008.32
126,"AD","Losses",0.16,953.72
126,"BD","Losses",0,1002.68
127,"AB","GainsEF",0.866666666666667,1295.56
127,"CD","GainsEF",0.92,1197
127,"CA","GainsEF",0,1902
127,"CB","GainsEF",1,1635.04
127,"AD","GainsEF",1,1503.04
127,"BD","GainsEF",1,1759.64
128,"AB","Losses",0.6,2556.62
128,"CD","Losses",0.6,1310.6
128,"CA","Losses",0.08,991.96
128,"CB","Losses",1,1311.16
128,"AD","Losses",1,844.24
128,"BD","Losses",0,1529.64
129,"AB","Gains",0.73,991.5
129,"CD","Gains",0.66,1424.28
129,"CA","Gains",0.36,893.52
129,"CB","Gains",0.76,905.88
129,"AD","Gains",0.72,865.68
129,"BD","Gains",0.48,1029.44
130,"AB","LossesEF",0.67,1000.27
130,"CD","LossesEF",0.78,1375.46
130,"CA","LossesEF",0.28,781.72
130,"CB","LossesEF",0.44,1029.04
130,"AD","LossesEF",0.88,797.36
130,"BD","LossesEF",0.6,1003.68
131,"AB","Gains",0.92,753.6
131,"CD","Gains",0.94,880.66
131,"CA","Gains",0.08,717.36
131,"CB","Gains",0.84,1279.72
131,"AD","Gains",1,852.8
131,"BD","Gains",0.36,1363.56
132,"AB","Losses",0.2,1344.66
132,"CD","Losses",0.84,1534.1
132,"CA","Losses",0.28,1372
132,"CB","Losses",0.44,1616.12
132,"AD","Losses",0.76,1893.32
132,"BD","Losses",0.72,1133.04
133,"AB","LossesEF",0.7,908.84
133,"CD","LossesEF",0.2,914.62
133,"CA","LossesEF",0.08,556.68
133,"CB","LossesEF",0.24,734.56
133,"AD","LossesEF",0.8,711.28
133,"BD","LossesEF",0.68,810.96
134,"AB","Gains",0.61,1453.01
134,"CD","Gains",0.78,1574.9
134,"CA","Gains",0.32,1702.36
134,"CB","Gains",0.68,2040.24
134,"AD","Gains",0.8,1828.28
134,"BD","Gains",0.32,2205.76
135,"AB","LossesEF",0.79,962.73
135,"CD","LossesEF",0.76,1202.08
135,"CA","LossesEF",0.88,1019.6
135,"CB","LossesEF",0.92,1036.6
135,"AD","LossesEF",0.84,1234.56
135,"BD","LossesEF",0.16,1273.32
136,"AB","Losses",0.59,1983.69
136,"CD","Losses",0.38,1954.28
136,"CA","Losses",0.28,2147.76
136,"CB","Losses",0.68,2240.28
136,"AD","Losses",0.4,2085.04
136,"BD","Losses",0.04,2486.64
137,"AB","LossesEF",0.83,847.24
137,"CD","LossesEF",0.72,962.96
137,"CA","LossesEF",0.4,754.96
137,"CB","LossesEF",0.8,853.68
137,"AD","LossesEF",1,780.28
137,"BD","LossesEF",0.68,1157.76
138,"AB","GainsEF",0.413333333333333,3326.33333333333
138,"CD","GainsEF",0.68,2867.98666666667
138,"CA","GainsEF",0.32,2313.24
138,"CB","GainsEF",0.4,2695.76
138,"AD","GainsEF",0.84,2355.88
138,"BD","GainsEF",0.68,3140.64
139,"AB","Gains",0.89,1108.22
139,"CD","Gains",0.9,1212.2
139,"CA","Gains",0,1115.16
139,"CB","Gains",0.96,1549.72
139,"AD","Gains",0.96,1323.92
139,"BD","Gains",0,1475.56
140,"AB","LossesEF",0.36,999.76
140,"CD","LossesEF",0.44,1183.84
140,"CA","LossesEF",0.6,1128.96
140,"CB","LossesEF",0.48,1287
140,"AD","LossesEF",0.4,1280.92
140,"BD","LossesEF",0.72,1248.24
141,"AB","GainsEF",0.453333333333333,1288.54666666667
141,"CD","GainsEF",0.466666666666667,1167.93333333333
141,"CA","GainsEF",0.4,2064.08
141,"CB","GainsEF",0.84,2441.04
141,"AD","GainsEF",0.68,1423.96
141,"BD","GainsEF",0.08,1317.64
142,"AB","GainsEF",0.866666666666667,866.16
142,"CD","GainsEF",0.84,885.04
142,"CA","GainsEF",0.32,907.72
142,"CB","GainsEF",1,983.4
142,"AD","GainsEF",0.88,1015.08
142,"BD","GainsEF",0,755.76
143,"AB","Losses",0.32,1640.48
143,"CD","Losses",0.68,1942.42
143,"CA","Losses",0.56,906.84
143,"CB","Losses",0.68,881.12
143,"AD","Losses",0.44,1058.96
143,"BD","Losses",0.44,1617.92
144,"AB","LossesEF",0.42,1171.99
144,"CD","LossesEF",0.4,896.6
144,"CA","LossesEF",0.52,731.32
144,"CB","LossesEF",0.4,650.92
144,"AD","LossesEF",0.28,812.72
144,"BD","LossesEF",0.6,639.88
145,"AB","Losses",0.34,2485.04
145,"CD","Losses",0.7,2219.74
145,"CA","Losses",0.76,1171.04
145,"CB","Losses",0.56,997.24
145,"AD","Losses",0.52,1301.04
145,"BD","Losses",0.84,1648.8
146,"AB","Gains",0.6,1271.96
146,"CD","Gains",0.6,1523.86
146,"CA","Gains",0.08,952.36
146,"CB","Gains",0.92,1900.04
146,"AD","Gains",1,1150.84
146,"BD","Gains",1,1565.8
147,"AB","Losses",0.33,1706.53
147,"CD","Losses",0.28,1941.16
147,"CA","Losses",0.08,3879.2
147,"CB","Losses",0.16,2241.72
147,"AD","Losses",0.72,2968.08
147,"BD","Losses",0.44,2335.88
148,"AB","Gains",0.74,1070.78
148,"CD","Gains",0.4,1370.02
148,"CA","Gains",0,1021.12
148,"CB","Gains",0.04,861.64
148,"AD","Gains",1,891.8
148,"BD","Gains",1,707.84
149,"AB","GainsEF",0.44,1024.97333333333
149,"CD","GainsEF",0.293333333333333,1280.61333333333
149,"CA","GainsEF",0.12,1345.96
149,"CB","GainsEF",1,1370.44
149,"AD","GainsEF",1,1251.04
149,"BD","GainsEF",0.72,1826.96
150,"AB","Losses",0.2,1792.27
150,"CD","Losses",0.86,1596.94
150,"CA","Losses",0.96,1032.84
150,"CB","Losses",0.96,1674.72
150,"AD","Losses",0.24,1578.68
150,"BD","Losses",0.16,1616.84
151,"AB","Gains",0.5,1240
151,"CD","Gains",0.78,1136.52
151,"CA","Gains",0.2,1245.64
151,"CB","Gains",0.16,1265
151,"AD","Gains",0.68,1228.6
151,"BD","Gains",0.4,1231.6
152,"AB","Losses",0.39,1067.86
152,"CD","Losses",0.66,1106.28
152,"CA","Losses",0.92,1118.36
152,"CB","Losses",0.84,1593.6
152,"AD","Losses",0.2,1240.04
152,"BD","Losses",0.76,941.36
153,"AB","LossesEF",0.61,1334.58
153,"CD","LossesEF",0.54,1376.26
153,"CA","LossesEF",0.32,1878.24
153,"CB","LossesEF",0.2,1297.64
153,"AD","LossesEF",0.52,1613.6
153,"BD","LossesEF",0.52,1394
154,"AB","Losses",0.37,914.79
154,"CD","Losses",0.52,1060.06
154,"CA","Losses",0.2,934.84
154,"CB","Losses",0.76,1096.72
154,"AD","Losses",0.84,974.52
154,"BD","Losses",0.28,1037.8
155,"AB","Losses",0.7,1386.41
155,"CD","Losses",0.6,2114.7
155,"CA","Losses",0,1114.92
155,"CB","Losses",0.8,1921.92
155,"AD","Losses",0.96,1296.68
155,"BD","Losses",0.24,2792.84
156,"AB","Gains",0.74,727.69
156,"CD","Gains",0.56,910.9
156,"CA","Gains",0.36,918.92
156,"CB","Gains",0.44,866.72
156,"AD","Gains",0.76,1092.72
156,"BD","Gains",0.84,809.36
157,"AB","LossesEF",0.51,1120.98
157,"CD","LossesEF",0.46,1257.76
157,"CA","LossesEF",0.08,754.28
157,"CB","LossesEF",0.2,1073.16
157,"AD","LossesEF",0.96,904.52
157,"BD","LossesEF",0.72,1095
158,"AB","GainsEF",0.466666666666667,1117.53333333333
158,"CD","GainsEF",0.506666666666667,1084.69333333333
158,"CA","GainsEF",0.24,948.36
158,"CB","GainsEF",0.12,954.36
158,"AD","GainsEF",0.24,1077.16
158,"BD","GainsEF",0.24,902.92
159,"AB","Gains",0.7,1107.95
159,"CD","Gains",0.78,1102.28
159,"CA","Gains",0,1351.16
159,"CB","Gains",1,1410.6
159,"AD","Gains",0.92,1101
159,"BD","Gains",0.04,1629.44
160,"AB","LossesEF",0.75,1325.8
160,"CD","LossesEF",0.32,1326.48
160,"CA","LossesEF",0.44,1541.28
160,"CB","LossesEF",0.48,1504.4
160,"AD","LossesEF",0.28,915.24
160,"BD","LossesEF",0.32,1106.92
161,"AB","Gains",0.71,866.2
161,"CD","Gains",0.64,943
161,"CA","Gains",0.76,1692.52
161,"CB","Gains",1,1183.2
161,"AD","Gains",0.64,1089.4
161,"BD","Gains",0.16,1764.32
162,"AB","Gains",0.49,1565.86
162,"CD","Gains",0.52,1583.44
162,"CA","Gains",0.08,1434.64
162,"CB","Gains",0.32,1362.76
162,"AD","Gains",0.76,1575.24
162,"BD","Gains",0.84,1371.36
163,"AB","LossesEF",0,878.08
163,"CD","LossesEF",0,1105.44
163,"CA","LossesEF",0,1226.04
163,"CB","LossesEF",0,779.16
163,"AD","LossesEF",0,1511.8
163,"BD","LossesEF",1,842.08
164,"AB","Losses",0.71,1417.06
164,"CD","Losses",0.66,1504.44
164,"CA","Losses",0.48,1294.48
164,"CB","Losses",0.56,1473.88
164,"AD","Losses",0.68,950.48
164,"BD","Losses",0.4,1323.36
165,"AB","Losses",0.72,1385.08
165,"CD","Losses",0.58,1518.84
165,"CA","Losses",0.08,1294.84
165,"CB","Losses",0.92,1471.68
165,"AD","Losses",0.92,1415.76
165,"BD","Losses",0,1609.12
166,"AB","Gains",0.74,1259.23
166,"CD","Gains",0.88,1226.24
166,"CA","Gains",1,1535.64
166,"CB","Gains",1,1398.68
166,"AD","Gains",0.76,2052.92
166,"BD","Gains",0,1664.2
167,"AB","Losses",0.7,1388.8
167,"CD","Losses",0.4,1403.24
167,"CA","Losses",0.8,1956.56
167,"CB","Losses",0.76,1962.8
167,"AD","Losses",0.88,1932.2
167,"BD","Losses",0.92,1501.2
168,"AB","LossesEF",0.61,1629.02
168,"CD","LossesEF",0.68,1746.98
168,"CA","LossesEF",0.28,772.6
168,"CB","LossesEF",0.76,846.96
168,"AD","LossesEF",0.96,629.28
168,"BD","LossesEF",0.48,1474.36
169,"AB","GainsEF",0.693333333333333,992.68
169,"CD","GainsEF",0.72,912.466666666667
169,"CA","GainsEF",0.04,1150.12
169,"CB","GainsEF",1,1312.36
169,"AD","GainsEF",0.96,1036.52
169,"BD","GainsEF",0.2,1234.8
170,"AB","Gains",0.7,1246.64
170,"CD","Gains",0.46,1137.8
170,"CA","Gains",0.24,2874.96
170,"CB","Gains",0.96,2868.8
170,"AD","Gains",1,2440.16
170,"BD","Gains",0.8,2885.2
171,"AB","LossesEF",0.45,1200.74
171,"CD","LossesEF",0.54,1220.76
171,"CA","LossesEF",0.32,1252.72
171,"CB","LossesEF",0.04,802.08
171,"AD","LossesEF",0.6,996.32
171,"BD","LossesEF",0.8,801.48
172,"AB","LossesEF",0.69,1010.61
172,"CD","LossesEF",0.26,1341.16
172,"CA","LossesEF",0,1311.68
172,"CB","LossesEF",0.2,2004.24
172,"AD","LossesEF",0.84,1820.08
172,"BD","LossesEF",0.12,1767.32
173,"AB","Losses",0.44,1628.44
173,"CD","Losses",0.32,1498.26
173,"CA","Losses",0.32,1626.92
173,"CB","Losses",0.92,2298.68
173,"AD","Losses",0.88,2212.44
173,"BD","Losses",0.08,2006.32
174,"AB","Gains",0.61,1257.69
174,"CD","Gains",0.48,1248.62
174,"CA","Gains",0.44,2222.64
174,"CB","Gains",0.72,1877.68
174,"AD","Gains",0.84,1323.56
174,"BD","Gains",0.64,1936.64
175,"AB","Losses",0.23,1214.31
175,"CD","Losses",0.18,1303.38
175,"CA","Losses",0.64,1850.96
175,"CB","Losses",0.8,1345.48
175,"AD","Losses",0.52,3236.4
175,"BD","Losses",0.56,1787
176,"AB","Losses",0.75,1299.85
176,"CD","Losses",0.74,1193.68
176,"CA","Losses",0,1131.16
176,"CB","Losses",0.92,1356.4
176,"AD","Losses",1,1005.36
176,"BD","Losses",1,1539.44
177,"AB","Losses",0.54,1872.73
177,"CD","Losses",0.58,1432.7
177,"CA","Losses",0.6,886.48
177,"CB","Losses",0.4,959.28
177,"AD","Losses",0.52,1628.12
177,"BD","Losses",0.36,916.16
178,"AB","LossesEF",0.56,1175.36
178,"CD","LossesEF",0.54,1405.24
178,"CA","LossesEF",0.68,1687.88
178,"CB","LossesEF",0.52,1663.8
178,"AD","LossesEF",0.56,1147.52
178,"BD","LossesEF",0.6,1613.44
179,"AB","LossesEF",0.49,1131.05
179,"CD","LossesEF",0.46,1143.36
179,"CA","LossesEF",0.28,749.56
179,"CB","LossesEF",0.48,753.6
179,"AD","LossesEF",0.64,763.32
179,"BD","LossesEF",0.52,857.96
180,"AB","Gains",0.48,1109.91
180,"CD","Gains",0.54,1432.6
180,"CA","Gains",0.4,1393.16
180,"CB","Gains",0.56,1781.2
180,"AD","Gains",0.64,1716.4
180,"BD","Gains",0.48,2031.16
181,"AB","GainsEF",0.293333333333333,1415.89333333333
181,"CD","GainsEF",0.973333333333333,2055.36
181,"CA","GainsEF",0.96,1502
181,"CB","GainsEF",1,1303.76
181,"AD","GainsEF",0.92,1952.48
181,"BD","GainsEF",0,1792.52
182,"AB","GainsEF",0.853333333333333,1095.28
182,"CD","GainsEF",0.893333333333333,1294.38666666667
182,"CA","GainsEF",0.56,863.84
182,"CB","GainsEF",0.92,1232.64
182,"AD","GainsEF",0.76,1083.36
182,"BD","GainsEF",0.52,1179.64
183,"AB","Losses",0.91,877.48
183,"CD","Losses",0.92,1201.9
183,"CA","Losses",0,866.08
183,"CB","Losses",1,1027.72
183,"AD","Losses",1,667.52
183,"BD","Losses",0,1192.64
184,"AB","Losses",0.29,1163.56
184,"CD","Losses",0.72,1822.44
184,"CA","Losses",0.08,919.72
184,"CB","Losses",1,1289.32
184,"AD","Losses",0.96,783.56
184,"BD","Losses",0,1098.32
185,"AB","GainsEF",0.493333333333333,1213.21333333333
185,"CD","GainsEF",0.493333333333333,1079.24
185,"CA","GainsEF",0.52,1130.44
185,"CB","GainsEF",0.52,906.16
185,"AD","GainsEF",0.6,859.28
185,"BD","GainsEF",0.48,962.28
186,"AB","LossesEF",0.61,1383.77
186,"CD","LossesEF",0.58,1472.74
186,"CA","LossesEF",0.68,2120.08
186,"CB","LossesEF",0.72,2033.2
186,"AD","LossesEF",0.96,1663.64
186,"BD","LossesEF",0.92,1438.88
187,"AB","LossesEF",0.45,1805.11
187,"CD","LossesEF",0.22,1822.96
187,"CA","LossesEF",0.24,2109.36
187,"CB","LossesEF",0.24,1692.56
187,"AD","LossesEF",0.52,1237.16
187,"BD","LossesEF",0.64,1166.92
188,"AB","GainsEF",0.546666666666667,1323.64
188,"CD","GainsEF",0.693333333333333,1030.74666666667
188,"CA","GainsEF",0.92,1171.72
188,"CB","GainsEF",1,1078.84
188,"AD","GainsEF",1,1535.6
188,"BD","GainsEF",0.16,1986.6
189,"AB","Gains",0.91,837.83
189,"CD","Gains",0.9,908.12
189,"CA","Gains",0.32,1335.52
189,"CB","Gains",1,962.36
189,"AD","Gains",1,1138.36
189,"BD","Gains",0.08,1632.88
190,"AB","Losses",0.36,1311.87
190,"CD","Losses",0.42,1042
190,"CA","Losses",0.88,1273.96
190,"CB","Losses",0.64,1307.64
190,"AD","Losses",0.56,1484.76
190,"BD","Losses",0.8,1051.68
191,"AB","GainsEF",0.933333333333333,1340.76
191,"CD","GainsEF",0.973333333333333,1053.37333333333
191,"CA","GainsEF",0.52,1282.4
191,"CB","GainsEF",0.44,1030.16
191,"AD","GainsEF",0.48,1036.88
191,"BD","GainsEF",0.36,907.64
192,"AB","GainsEF",0.8,1013.89333333333
192,"CD","GainsEF",0.746666666666667,1027.44
192,"CA","GainsEF",0.52,1125.68
192,"CB","GainsEF",0.92,1083.48
192,"AD","GainsEF",0.92,1120.52
192,"BD","GainsEF",0.6,1167.28
193,"AB","Gains",0.94,928.3
193,"CD","Gains",0.92,1029.84
193,"CA","Gains",0.4,1317.4
193,"CB","Gains",0.8,1036.68
193,"AD","Gains",1,790.04
193,"BD","Gains",0.92,1050
194,"AB","Gains",0.78,1270.83
194,"CD","Gains",0.8,1260.14
194,"CA","Gains",0.92,1308.2
194,"CB","Gains",0.96,1163.44
194,"AD","Gains",1,1324.6
194,"BD","Gains",0.96,1253.16
195,"AB","GainsEF",0.653333333333333,2118.25333333333
195,"CD","GainsEF",0.4,2726.44
195,"CA","GainsEF",0.24,2446.48
195,"CB","GainsEF",0.72,2231.72
195,"AD","GainsEF",0.72,1668.4
195,"BD","GainsEF",0.36,2616
196,"AB","LossesEF",0.5,1348.02
196,"CD","LossesEF",0.58,1530.86
196,"CA","LossesEF",0.52,2164.24
196,"CB","LossesEF",0.32,1719.76
196,"AD","LossesEF",0.56,1455.52
196,"BD","LossesEF",0.56,2090.28
197,"AB","Gains",0.66,1103.56
197,"CD","Gains",0.36,1217.7
197,"CA","Gains",0.24,1282.6
197,"CB","Gains",0.56,1228.48
197,"AD","Gains",0.64,1485.6
197,"BD","Gains",0.48,1615.44
198,"AB","GainsEF",0.72,1173.74666666667
198,"CD","GainsEF",0.626666666666667,1198.6
198,"CA","GainsEF",0.48,819.24
198,"CB","GainsEF",0.44,1046.8
198,"AD","GainsEF",0.68,772
198,"BD","GainsEF",0.44,1611.24
199,"AB","Gains",0.64,1382.28
199,"CD","Gains",0.86,1547.46
199,"CA","Gains",0.68,1117.96
199,"CB","Gains",0.84,1430.4
199,"AD","Gains",0.96,1154.28
199,"BD","Gains",0.96,1720.44
200,"AB","GainsEF",0.653333333333333,945.026666666667
200,"CD","GainsEF",0.64,962.293333333333
200,"CA","GainsEF",0.56,1807.28
200,"CB","GainsEF",0.96,1577.36
200,"AD","GainsEF",0.56,1321.08
200,"BD","GainsEF",0.16,2925.24
201,"AB","Losses",0.56,1568.35
201,"CD","Losses",0.7,1307.12
201,"CA","Losses",0.92,1124.96
201,"CB","Losses",0.96,1270.48
201,"AD","Losses",0.64,1653.48
201,"BD","Losses",0.72,1675.72
202,"AB","Losses",0.82,850.38
202,"CD","Losses",0.64,888.8
202,"CA","Losses",0.2,989.56
202,"CB","Losses",1,1134.28
202,"AD","Losses",1,714.52
202,"BD","Losses",0.52,1303.48
203,"AB","Gains",0.44,1127.44
203,"CD","Gains",0.66,1241.34
203,"CA","Gains",0.08,1434.92
203,"CB","Gains",0.92,1242.84
203,"AD","Gains",1,1335.32
203,"BD","Gains",0.68,1675.32
204,"AB","Losses",0.7,1488.34
204,"CD","Losses",0.46,1466.04
204,"CA","Losses",0.44,2177.84
204,"CB","Losses",0.6,3010.2
204,"AD","Losses",0.48,1593
204,"BD","Losses",0.44,2673.64
205,"AB","Gains",0.52,1221.82
205,"CD","Gains",0.66,1292.4
205,"CA","Gains",0.8,1205.4
205,"CB","Gains",0.36,1409.96
205,"AD","Gains",0.72,2785.16
205,"BD","Gains",0.44,1802.16
206,"AB","GainsEF",0.933333333333333,1011.68
206,"CD","GainsEF",0.88,1144.42666666667
206,"CA","GainsEF",0.84,1306.28
206,"CB","GainsEF",0.92,2026.72
206,"AD","GainsEF",0.6,1783.68
206,"BD","GainsEF",0.08,1501.76
207,"AB","LossesEF",0.94,1234.46
207,"CD","LossesEF",0.8,1421.58
207,"CA","LossesEF",0,1092.84
207,"CB","LossesEF",1,1162.76
207,"AD","LossesEF",1,1001.32
207,"BD","LossesEF",0,1965.32
208,"AB","LossesEF",0.45,1687.1
208,"CD","LossesEF",0.7,1598.62
208,"CA","LossesEF",1,1193.08
208,"CB","LossesEF",1,2071.64
208,"AD","LossesEF",0,1339.32
208,"BD","LossesEF",1,1353.16
209,"AB","LossesEF",0.54,973.49
209,"CD","LossesEF",0.44,908.52
209,"CA","LossesEF",0.24,926.92
209,"CB","LossesEF",0.28,975.28
209,"AD","LossesEF",0.76,808.96
209,"BD","LossesEF",0.72,969.92
210,"AB","Losses",0.89,1653.98
210,"CD","Losses",0.26,1570.64
210,"CA","Losses",0,1447.56
210,"CB","Losses",0.68,2458.12
210,"AD","Losses",0.92,1765.04
210,"BD","Losses",0,1825.64
211,"AB","Losses",0.51,1477.08
211,"CD","Losses",0.54,1693.94
211,"CA","Losses",0.44,1926
211,"CB","Losses",0.4,1583.36
211,"AD","Losses",0.64,1636.4
211,"BD","Losses",0.6,1579.8
212,"AB","Gains",0.47,1047.33
212,"CD","Gains",0.36,1352.18
212,"CA","Gains",0.48,1099.16
212,"CB","Gains",0.84,1383.12
212,"AD","Gains",0.84,1074.32
212,"BD","Gains",0.44,1097.28
213,"AB","Losses",0.5,1149.29
213,"CD","Losses",0.58,1325.48
213,"CA","Losses",0.08,1215.96
213,"CB","Losses",0.4,1268.64
213,"AD","Losses",0.8,1187.52
213,"BD","Losses",0.6,1217.48
214,"AB","Gains",0.34,1104
214,"CD","Gains",0.5,1318.06
214,"CA","Gains",1,1329.68
214,"CB","Gains",1,1570.08
214,"AD","Gains",0.92,2293.68
214,"BD","Gains",0,2729.16
215,"AB","LossesEF",0.37,1141.12
215,"CD","LossesEF",0.48,1267.82
215,"CA","LossesEF",0.52,1372
215,"CB","LossesEF",0.68,1707.04
215,"AD","LossesEF",0.56,1476.16
215,"BD","LossesEF",0.4,1112.84
216,"AB","Gains",0.45,1302.33
216,"CD","Gains",0.72,1429.78
216,"CA","Gains",1,1330.04
216,"CB","Gains",0,1306.48
216,"AD","Gains",0,1465.96
216,"BD","Gains",0.96,1276.36
217,"AB","Losses",0.46,1540.03
217,"CD","Losses",0.64,1765.42
217,"CA","Losses",0.96,1438.48
217,"CB","Losses",0.96,1547.36
217,"AD","Losses",0.76,2109.12
217,"BD","Losses",0,1788.84
218,"AB","Gains",0.55,1489.38
218,"CD","Gains",0.72,1337.8
218,"CA","Gains",0.44,1025.24
218,"CB","Gains",0.28,948.48
218,"AD","Gains",0.72,1142.92
218,"BD","Gains",0.76,1229.76
219,"AB","Gains",0.58,1713.1
219,"CD","Gains",0.5,1896.44
219,"CA","Gains",0.52,1488.44
219,"CB","Gains",0.52,1270.4
219,"AD","Gains",0.48,1490.96
219,"BD","Gains",0.48,1408.84
220,"AB","Losses",0.77,1143.98
220,"CD","Losses",0.76,1463.72
220,"CA","Losses",0,1536.88
220,"CB","Losses",0.88,1628.68
220,"AD","Losses",1,1628.88
220,"BD","Losses",0,1790
221,"AB","Losses",0.8,1034.06
221,"CD","Losses",0.76,1494.56
221,"CA","Losses",0,1118.88
221,"CB","Losses",0.88,1306.44
221,"AD","Losses",1,1000.8
221,"BD","Losses",1,1367.88
222,"AB","Losses",0.7,1130.3
222,"CD","Losses",0.82,1854.42
222,"CA","Losses",0.04,1449.16
222,"CB","Losses",1,1018.44
222,"AD","Losses",0.92,1044.56
222,"BD","Losses",0,1562
223,"AB","Losses",0.58,1244.56
223,"CD","Losses",0.44,1325.48
223,"CA","Losses",0.36,1506.16
223,"CB","Losses",0.64,1395.16
223,"AD","Losses",0.4,1416.16
223,"BD","Losses",0.56,1296.48
224,"AB","GainsEF",0.493333333333333,1452.90666666667
224,"CD","GainsEF",0.48,2095.85333333333
224,"CA","GainsEF",0.08,2049.4
224,"CB","GainsEF",0.2,1997.84
224,"AD","GainsEF",0.44,1205.08
224,"BD","GainsEF",0.68,1352.44
225,"AB","Losses",0.49,1160.31
225,"CD","Losses",0.66,1248.46
225,"CA","Losses",0.44,939.16
225,"CB","Losses",0.56,795.24
225,"AD","Losses",0.88,947.56
225,"BD","Losses",0.96,911.12
226,"AB","GainsEF",0.853333333333333,1092.10666666667
226,"CD","GainsEF",0.12,1059.54666666667
226,"CA","GainsEF",0.8,843.32
226,"CB","GainsEF",0.88,993
226,"AD","GainsEF",0.04,874.64
226,"BD","GainsEF",0.08,1176.84
227,"AB","Gains",0.89,988.4
227,"CD","Gains",0.88,1188.96
227,"CA","Gains",0.16,1387.6
227,"CB","Gains",1,1612.56
227,"AD","Gains",1,1120.64
227,"BD","Gains",0.16,1833.4
228,"AB","LossesEF",0.23,965.05
228,"CD","LossesEF",0.76,1088.2
228,"CA","LossesEF",0.68,644.76
228,"CB","LossesEF",0.6,684.6
228,"AD","LossesEF",0.36,853.88
228,"BD","LossesEF",0.36,850.64
229,"AB","GainsEF",0.666666666666667,1090.6
229,"CD","GainsEF",0.92,1029.86666666667
229,"CA","GainsEF",1,829
229,"CB","GainsEF",1,874
229,"AD","GainsEF",0.96,986.16
229,"BD","GainsEF",1,1279.44
230,"AB","Losses",0.38,1071.53
230,"CD","Losses",0.48,1995.42
230,"CA","Losses",0.2,881.4
230,"CB","Losses",0.48,1762
230,"AD","Losses",0.68,852.12
230,"BD","Losses",0.4,923.2
231,"AB","LossesEF",0.65,2673.98
231,"CD","LossesEF",0.62,2501.36
231,"CA","LossesEF",0.52,4905.08
231,"CB","LossesEF",0.72,2230.24
231,"AD","LossesEF",0.6,2747
231,"BD","LossesEF",0.28,3067.76
232,"AB","GainsEF",0.76,1086.93333333333
232,"CD","GainsEF",0.72,1207.94666666667
232,"CA","GainsEF",1,2088.92
232,"CB","GainsEF",0.96,1084.88
232,"AD","GainsEF",1,1855.48
232,"BD","GainsEF",1,2075.56
233,"AB","GainsEF",0.866666666666667,1041.41333333333
233,"CD","GainsEF",0.906666666666667,1000.42666666667
233,"CA","GainsEF",0,1238.48
233,"CB","GainsEF",0.92,1136.12
233,"AD","GainsEF",1,988.84
233,"BD","GainsEF",0.96,1411.72
234,"AB","GainsEF",0.773333333333333,1353.37333333333
234,"CD","GainsEF",0.906666666666667,1176.41333333333
234,"CA","GainsEF",0.96,2269.24
234,"CB","GainsEF",0.6,1103.36
234,"AD","GainsEF",0,3410.2
234,"BD","GainsEF",0.2,854.32
235,"AB","GainsEF",0.613333333333333,1137.05333333333
235,"CD","GainsEF",0.613333333333333,1274.25333333333
