participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC
1,173.28679513998665,"[0.036344729757725736, 0.010311374600901035]",[0. 1.],173.28679513998665,350.5735902799733,357.6165121156978
2,173.28679513998665,"[3.1360120717011335, 0.9269131478888375]",[0. 1.],346.5735902799733,350.5735902799733,357.6165121156978
3,173.28679513998665,"[3.6219361260916716, 0.17246580191690286]",[3.62193613 0.1724658 ],519.8603854199599,350.5735902799733,357.6165121156978
4,173.28679513998665,"[4.692052691046871, 0.30009687332481805]",[4.69205269 0.30009687],693.1471805599466,350.5735902799733,357.6165121156978
5,173.28679513998665,"[1.0475434753585162, 0.20285333688868468]",[0. 1.],866.4339756999333,350.5735902799733,357.6165121156978
6,167.81986506130062,"[0.26232256877837534, 0.861835336875851]",[0.06930736 0.55306326],1034.253840761234,339.63973012260124,346.6826519583257
7,173.28679513998665,"[1.0320709276786977, 0.1418021578720099]",[0. 1.],1207.5406359012206,350.5735902799733,357.6165121156978
8,170.50279398307532,"[0.3719263636749498, 0.9231095982114317]",[0.04099125 0.54473586],1378.043429884296,345.00558796615064,352.0485098018751
9,173.28679513998665,"[1.0394578524310272, 0.4931389619442903]",[0. 1.],1551.3302250242828,350.5735902799733,357.6165121156978
10,173.28679513998665,"[0.5968063426156872, 0.22482513692816775]",[0. 1.],1724.6170201642694,350.5735902799733,357.6165121156978
11,173.28679513998665,"[1.511293840362945, 0.3312932540851906]",[0. 1.],1897.903815304256,350.5735902799733,357.6165121156978
12,173.28679513998665,"[3.3182250196385987, 0.17282794637830212]",[3.31822502 0.17282795],2071.190610444243,350.5735902799733,357.6165121156978
13,173.28679513998665,"[4.0513766049108355, 0.3437964297752336]",[4.0513766  0.34379643],2244.4774055842295,350.5735902799733,357.6165121156978
14,173.28679513998665,"[1.1445898039084295, 0.5637288088706328]",[0. 1.],2417.764200724216,350.5735902799733,357.6165121156978
15,173.28679513998665,"[4.077569917924825, 0.9744522646352138]",[4.07756992 0.97445226],2591.050995864203,350.5735902799733,357.6165121156978
16,173.28679513998665,"[0.05554715994533832, 0.7282230219285407]",[0. 1.],2764.3377910041895,350.5735902799733,357.6165121156978
17,173.28679513998665,"[4.093887712885786, 0.9304033605081866]",[4.09388771 0.93040336],2937.624586144176,350.5735902799733,357.6165121156978
18,173.28679513998665,"[1.2169936988287589, 0.330069893607714]",[0. 1.],3110.911381284163,350.5735902799733,357.6165121156978
19,125.36183599423072,"[0.009464841549967629, 0.029625164491109413]",[0.00532977 0.        ],3236.2732172783935,254.72367198846143,261.7665938241859
20,173.28679513998665,"[1.9882503043329358, 0.06826304447224851]",[1.9882503  0.06826304],3409.56001241838,350.5735902799733,357.6165121156978
21,173.28679513998665,"[3.6326747341916352, 0.2023822148317429]",[3.63267473 0.20238221],3582.846807558367,350.5735902799733,357.6165121156978
