0,AB,Baseline,6.349677652949566,4.895433427719754e-10,0.5669023569023569,8.392171590376721e-10
1,AB,Frequency,7.732262978793058,5.970190198228997e-14,0.5773737373737373,1.1940380396457994e-13
2,AD,Baseline,8.995020107959611,5.067357302252638e-18,0.6308080808080808,1.5202071906757915e-17
3,AD,Frequency,14.054462747588925,5.525094539729189e-38,0.6888888888888889,6.630113447675027e-37
4,BD,Baseline,1.729461599857044,0.08435118313320115,0.526060606060606,0.08435118313320115
5,BD,Frequency,3.775611461395942,0.00017903416331025812,0.5573737373737373,0.00021484099597230972
6,CA,Baseline,2.8240266232826894,0.004934079247848966,0.5417171717171717,0.005382631906744327
7,CA,Frequency,-5.903290087842124,6.62916598299344e-09,0.41515151515151516,9.94374897449016e-09
8,CB,Baseline,10.5124670457833,1.834724266655118e-23,0.6502020202020202,1.100834559993071e-22
9,CB,Frequency,4.5149411007288665,7.927828628898877e-06,0.5656565656565656,1.0570438171865169e-05
10,CD,Baseline,9.928903715425538,2.639558319452352e-21,0.6053872053872054,1.0558233277809408e-20
11,CD,Frequency,8.393045883273071,5.025294805773836e-16,0.5868181818181819,1.2060707533857206e-15
