Subnum,AIC,BIC,model,Condition,t,alpha,weight,scale,la,alpha_neg
26,198.77027678342785,208.66522888307196,delta_decay,Baseline,0.442505804,0.0789210366,0.0001,,,
26,200.6594038984149,217.15099073115505,delta_decay_PVL,Baseline,1.0983807,0.0897368199,0.786949239,0.702705409,0.0001,
26,188.8924238246058,198.78737592424991,delta_decay_win,Baseline,1.67574866,0.03974504,0.57722072,,,
26,192.5281379110805,209.0197247438207,delta_decay_PVL_win,Baseline,1.70965606,0.038179588,0.587482761,0.9999,0.0001,
26,190.8585332198246,204.05180268601677,delta_asymmetric_decay_win,Baseline,1.69123182,0.03852752,0.57880793,,,0.03052677
26,190.66405781408625,200.5590099137304,delta_decay,Frequency,0.36552648,0.04077476,0.11691305,,,
26,188.7064199808848,205.19800681362497,delta_decay_PVL,Frequency,1.79230218,0.0415920305,0.959024124,0.111904734,0.0001,
26,189.59596584758503,199.4909179472292,delta_decay_win,Frequency,0.33805977,0.04945413,0.01906201,,,
26,192.15032078646732,208.64190761920756,delta_decay_PVL_win,Frequency,0.341025891,0.0545549571,0.0001,0.9999,0.0146038607,
26,190.04081145213115,203.2340809183233,delta_asymmetric_decay_win,Frequency,0.37060607,0.0511992962,0.00312940029,,,0.000134249191
27,276.87601434898727,286.7709664486314,delta_decay,Baseline,2.44265122,0.00192602738,0.9999,,,
27,279.6566804860966,296.1482673188368,delta_decay_PVL,Baseline,2.14642936,0.000900219478,0.9999,0.0001,4.9999,
27,271.73080507139247,281.6257571710366,delta_decay_win,Baseline,3.52224247,0.0001,0.714440808,,,
27,259.7154634360755,276.2070502688157,delta_decay_PVL_win,Baseline,3.59688797,0.000861268159,0.522172004,0.0001,4.9999,
27,241.85972707129173,255.05299653748384,delta_asymmetric_decay_win,Baseline,3.52087156,0.000101009331,0.333867224,,,0.9999
27,181.13747172577564,191.03242382541976,delta_decay,Frequency,0.49729411,0.00242548,0.80880587,,,
27,178.04434067196695,194.53592750470716,delta_decay_PVL,Frequency,0.0667842333,0.0001,0.0001,0.0001,4.35076193,
27,175.0926741597784,184.9876262594225,delta_decay_win,Frequency,3.19322738,0.00275019881,0.630369154,,,
27,177.38648899648203,193.8780758292222,delta_decay_PVL_win,Frequency,3.16335108,0.00214050672,0.750078615,0.0001,3.14178708,
27,177.02746793608992,190.22073740228203,delta_asymmetric_decay_win,Frequency,3.1959173,0.00279548912,0.64780267,,,0.00666954878
28,249.29900616586716,259.19395826551124,delta_decay,Baseline,0.429717965,0.155712065,0.0001,,,
28,252.504653842762,268.9962406755022,delta_decay_PVL,Baseline,0.441162603,0.15119236,0.0001,0.9999,0.0001,
28,239.530557063402,249.4255091630461,delta_decay_win,Baseline,0.530925709,0.176431991,0.0001,,,
28,243.7146791570084,260.20626598974854,delta_decay_PVL_win,Baseline,0.509372223,0.170167042,0.0001,0.87086514,0.000128778821,
28,236.1430018688711,249.33627133506323,delta_asymmetric_decay_win,Baseline,1.14843654,0.69013224,0.16396911,,,0.00226546
28,271.0220782094125,280.9170303090566,delta_decay,Frequency,1.0059824,0.08043771,0.9999,,,
28,271.71725655597345,288.2088433887136,delta_decay_PVL,Frequency,1.63143369,0.00629009541,0.9999,0.0001,4.9999,
28,274.3417378599844,284.2366899596285,delta_decay_win,Frequency,0.7186157,0.14694076,0.9999,,,
28,275.71989832154094,292.21148515428115,delta_decay_PVL_win,Frequency,0.60577028,0.13093664,0.9999,0.9999,4.9999,
28,269.73628617795583,282.929555644148,delta_asymmetric_decay_win,Frequency,0.857098112,0.000631762688,0.929997392,,,0.9999
29,235.8211411066672,245.7160932063113,delta_decay,Baseline,0.80611292,0.34593078,0.02052467,,,
29,235.0626947931304,251.5542816258706,delta_decay_PVL,Baseline,0.750879133,0.347164854,0.0001,0.52397459,0.0001,
29,219.70908446422945,229.6040365638736,delta_decay_win,Baseline,4.97019706,0.0001,0.191257395,,,
29,223.6685048838253,240.16009171656552,delta_decay_PVL_win,Baseline,4.97019706,0.0001,0.193745338,0.647045897,1.07760909,
29,221.33744923161157,234.53071869780368,delta_asymmetric_decay_win,Baseline,4.99989767,0.0001,0.0935247116,,,0.9999
29,280.5066633761574,290.4016154758015,delta_decay,Frequency,0.06739682,0.0311124,0.0001,,,
29,270.4670553626541,286.9586421953943,delta_decay_PVL,Frequency,0.133192565,0.0586563607,0.0001,0.0001,0.0001,
29,244.8677325252025,254.76268462484663,delta_decay_win,Frequency,4.50840122,0.0001,0.292345356,,,
29,255.74278460641463,272.2343714391548,delta_decay_PVL_win,Frequency,3.0356482,0.0001,0.587977163,0.02806288,1.63761676,
29,245.94769381543517,259.1409632816273,delta_asymmetric_decay_win,Frequency,3.5505156,0.00549041,0.31173708,,,0.9999
30,252.60093939798105,262.4958914976252,delta_decay,Baseline,0.96159435,0.11504966,0.73820656,,,
30,256.6612912446449,273.152878077385,delta_decay_PVL,Baseline,0.593668788,0.221403493,0.41120728,0.0001,0.148045763,
30,252.2778422893048,262.1727943889489,delta_decay_win,Baseline,0.42866403,0.136062618,0.0001,,,
30,255.47895725649815,271.9705440892384,delta_decay_PVL_win,Baseline,0.42646557,0.13537303,0.004783,0.99905137,1.63623375,
30,253.51033472207425,266.70360418826635,delta_asymmetric_decay_win,Baseline,0.428556874,0.139529231,0.0001,,,0.17152981
30,207.7694706384494,217.66442273809352,delta_decay,Frequency,1.10683373,0.30356128,0.00495335,,,
30,202.71186128428224,219.2034481170224,delta_decay_PVL,Frequency,0.949580111,0.179656241,0.563224141,0.0001,0.0001,
30,193.1233249488778,203.01827704852192,delta_decay_win,Frequency,1.26166595,0.323730317,0.0001,,,
30,182.03967585531169,198.53126268805187,delta_decay_PVL_win,Frequency,1.24751305,0.30565516,0.0001,0.432762912,0.000100370217,
30,181.2189892513985,194.41225871759067,delta_asymmetric_decay_win,Frequency,1.23936407,0.313192142,0.0001,,,0.9999
31,126.16362075214478,136.05857285178888,delta_decay,Baseline,1.78889084,0.9999,0.18429983,,,
31,141.46234996136192,157.9539367941021,delta_decay_PVL,Baseline,1.41994608,0.14359448,0.9999,0.9999,4.9999,
31,159.48799653535903,169.38294863500315,delta_decay_win,Baseline,0.99636012,0.0001,0.220062108,,,
31,139.70897900240237,156.20056583514256,delta_decay_PVL_win,Baseline,1.48800616,0.13467273,0.9999,0.9999,4.9999,
31,86.93721752542722,100.13048699161936,delta_asymmetric_decay_win,Baseline,4.97714667,0.00135266878,0.887692748,,,0.0392585742
31,117.36524248326036,127.26019458290446,delta_decay,Frequency,0.403958305,0.0327342048,0.0001,,,
31,104.6246996055483,121.11628643828848,delta_decay_PVL,Frequency,0.51203746,0.0708744586,0.0001,0.0174885997,0.0001,
31,95.32605436648872,105.22100646613283,delta_decay_win,Frequency,2.68283674,0.0001,0.0391272369,,,
31,99.28816913127068,115.77975596401087,delta_decay_PVL_win,Frequency,2.68455758,0.0001,0.0396793945,0.0001,0.0001,
31,95.56122806587304,108.7544975320652,delta_asymmetric_decay_win,Frequency,4.9999,0.025313,0.02556638,,,0.9999
32,253.167898671504,263.0628507711481,delta_decay,Baseline,4.9999,0.000206945866,0.999829906,,,
32,254.8951084707913,271.3866953035315,delta_decay_PVL,Baseline,4.80269694,0.000282104542,0.9999,0.610557038,3.6231552,
32,252.7151348845536,262.6100869841977,delta_decay_win,Baseline,1.20904066,0.0526191,0.98910621,,,
32,255.26924278337023,271.7608296161104,delta_decay_PVL_win,Baseline,1.04487147,0.05025608,0.9999,0.85276771,4.9999,
32,252.18021850284055,265.37348796903274,delta_asymmetric_decay_win,Baseline,1.40802394,0.02303203,0.9999,,,0.19696334
32,252.6709323439727,262.5658844436168,delta_decay,Frequency,4.9999,0.000333335601,0.999784257,,,
32,254.5217616878836,271.01334852062377,delta_decay_PVL,Frequency,4.9999,0.000418496481,0.99983527,0.644679576,4.9999,
32,257.95627192414776,267.8512240237919,delta_decay_win,Frequency,1.15619513,0.01637169,0.86430997,,,
32,261.6811143287684,278.1727011615085,delta_decay_PVL_win,Frequency,4.47296968,0.000343068998,0.824173283,0.9999,4.9999,
32,257.2578259853377,270.45109545152985,delta_asymmetric_decay_win,Frequency,4.70903327,0.000155809246,0.92195488,,,0.00925682806
33,281.87258332058474,291.76753542022885,delta_decay,Baseline,0.0001,0.0001,0.9999,,,
33,285.83688736054546,302.3284741932856,delta_decay_PVL,Baseline,0.00606342,0.0001,0.0001,0.0001,0.0001,
33,275.28666714277693,285.18161924242105,delta_decay_win,Baseline,3.01313554,0.000438074177,0.768273129,,,
33,277.3569087233169,293.84849555605706,delta_decay_PVL_win,Baseline,2.27839911,0.00176336165,0.780946208,0.0001,0.0001,
33,277.9011831517431,291.09445261793525,delta_asymmetric_decay_win,Baseline,0.824299733,0.0001,0.86307582,,,0.9999
33,255.62835467940272,265.52330677904683,delta_decay,Frequency,0.196651444,0.0410912348,0.0001,,,
33,252.90045668081157,269.3920435135517,delta_decay_PVL,Frequency,0.673982599,0.0652899035,0.842872248,0.0001,0.0001,
33,247.95734675163555,257.85229885127967,delta_decay_win,Frequency,0.38930377,0.02961134,0.50951281,,,
33,249.6292235530121,266.1208103857523,delta_decay_PVL_win,Frequency,0.759795685,0.0585336183,0.616775702,0.158852926,0.0001,
33,249.7947855317023,262.98805499789444,delta_asymmetric_decay_win,Frequency,0.652646084,0.0352286656,0.596657153,,,0.0001
34,211.70522932266192,221.60018142230604,delta_decay,Baseline,1.53192059,0.11957291,0.9999,,,
34,205.60397460730843,222.0955614400486,delta_decay_PVL,Baseline,1.94639461,0.0165197829,0.9999,0.0001,4.9999,
34,198.86120401320784,208.75615611285195,delta_decay_win,Baseline,1.46109122,0.00647474,0.40932921,,,
34,202.66108506461288,219.15267189735303,delta_decay_PVL_win,Baseline,1.46358949,0.00631285098,0.400792814,0.9999,0.0001,
34,202.5342698138892,215.72753928008132,delta_asymmetric_decay_win,Baseline,0.93247207,0.03460967,0.4208002,,,0.26082046
34,186.2674562182901,196.16240831793425,delta_decay,Frequency,2.64671676,0.02953704,0.95806064,,,
34,199.8678148963569,216.35940172909704,delta_decay_PVL,Frequency,0.472556322,0.128810386,0.400655791,0.0001,4.9999,
34,195.55624111570063,205.4511932153448,delta_decay_win,Frequency,1.31378342,0.33858797,0.9999,,,
34,197.63847203050116,214.1300588632413,delta_decay_PVL_win,Frequency,1.40485739,0.379967286,0.9999,0.907891055,0.0001,
34,187.2702616171453,200.46353108333744,delta_asymmetric_decay_win,Frequency,1.95909068,0.81426042,0.64462319,,,0.00455961
35,274.7426316343203,284.6375837339644,delta_decay,Baseline,0.141553495,0.0513729677,0.0001,,,
35,257.40178329398015,273.8933701267204,delta_decay_PVL,Baseline,0.07339552,0.0001,0.0001,0.0001,0.0001,
35,246.14902752959603,256.04397962924014,delta_decay_win,Baseline,3.45982181,0.00052519984,0.528876469,,,
35,245.98743868624496,262.4790255189852,delta_decay_PVL_win,Baseline,3.48742668,0.00139163329,0.641678259,0.0001,0.0001,
35,243.31439046222889,256.507659928421,delta_asymmetric_decay_win,Baseline,0.399131347,0.0001,0.46151194,,,0.813785585
35,254.92807705318427,264.8230291528284,delta_decay,Frequency,0.632263501,0.26073011,0.0001,,,
35,211.4302397163577,227.9218265490979,delta_decay_PVL,Frequency,0.991790294,0.0178212383,0.887654295,0.0001,0.0001,
35,207.6325761019524,217.5275282015965,delta_decay_win,Frequency,4.9669314,0.0001,0.1503624,,,
35,196.38312436546528,212.87471119820543,delta_decay_PVL_win,Frequency,1.53219331,0.0468829726,0.551347052,0.0001,0.225442377,
35,208.3427161023804,221.53598556857253,delta_asymmetric_decay_win,Frequency,1.11555798,0.04215551,0.28798503,,,0.51682333
36,281.7909032564934,291.6858553561375,delta_decay,Baseline,0.072568336,0.9999,0.0001,,,
36,285.23598215054346,301.7275689832836,delta_decay_PVL,Baseline,0.0364793,0.00869857,0.0001,0.0001,0.0001,
36,276.8972890065901,286.7922411062342,delta_decay_win,Baseline,1.55861434,0.0001,0.838665485,,,
36,280.8512205773968,297.34280741013697,delta_decay_PVL_win,Baseline,1.70396499,0.0001,0.838313117,0.0001,0.0001,
36,278.8972890076762,292.0905584738683,delta_asymmetric_decay_win,Baseline,1.55865841,0.0001,0.83866552,,,0.0001
36,248.16312066268569,258.05807276232974,delta_decay,Frequency,0.08442762,0.0001,0.0001,,,
36,251.46860046611948,267.96018729885964,delta_decay_PVL,Frequency,0.0829384939,0.0001,0.0001,0.948485264,0.0001,
36,245.70983540266303,255.6047875023072,delta_decay_win,Frequency,1.04087757,0.02321329,0.62426052,,,
36,248.14552527340007,264.6371121061403,delta_decay_PVL_win,Frequency,3.74696853,0.00111222446,0.781329304,0.409517305,0.0001,
36,246.8880508611564,260.0813203273486,delta_asymmetric_decay_win,Frequency,1.08538005,0.0338831394,0.667396542,,,0.0001
37,240.75287664058,250.6478287402241,delta_decay,Baseline,0.08030415,0.0001,0.0001,,,
37,244.72381683758985,261.21540367033003,delta_decay_PVL,Baseline,0.0891263329,0.0001,0.0172149068,0.802229204,0.0001,
37,237.1514356099127,247.04638770955685,delta_decay_win,Baseline,0.84628182,0.01871937,0.55750523,,,
37,240.87857010980863,257.3701569425489,delta_decay_PVL_win,Baseline,1.07804734,0.02291821,0.64762105,0.9999,3.47473577,
37,233.0040919644941,246.19736143068627,delta_asymmetric_decay_win,Baseline,1.09733993,0.03315835,0.88996356,,,0.9999
37,249.6151960786152,259.51014817825927,delta_decay,Frequency,0.76283077,0.85526093,0.55329011,,,
37,245.87673714327204,262.3683239760122,delta_decay_PVL,Frequency,0.63827749,0.49024663,0.58296779,0.95902372,4.9999,
37,251.54527283575035,261.44022493539444,delta_decay_win,Frequency,0.76153676,0.46951887,0.9999,,,
37,247.41137149440652,263.90295832714673,delta_decay_PVL_win,Frequency,0.56720042,0.45883957,0.9999,0.9999,4.9999,
37,246.82340223181092,260.0166716980031,delta_asymmetric_decay_win,Frequency,0.78332208,0.9999,0.9999,,,0.32538342
38,260.1954064789097,270.09035857855383,delta_decay,Baseline,0.48621873,0.13219363,0.38013884,,,
38,267.89316922143905,284.3847560541792,delta_decay_PVL,Baseline,0.34897286,0.215713816,0.0001,0.9999,2.16220574,
38,267.34702302207177,277.2419751217159,delta_decay_win,Baseline,0.53742315,0.9999,0.80579685,,,
38,267.34085660041893,283.83244343315914,delta_decay_PVL_win,Baseline,0.50116516,0.9999,0.51804186,0.9999,3.11222472,
38,266.55457964243726,279.7478491086294,delta_asymmetric_decay_win,Baseline,0.376327442,0.176546593,0.000192319447,,,0.000261222228
38,279.50140662565985,289.396358725304,delta_decay,Frequency,1.70106599,0.0057589,0.9999,,,
38,257.86169815634526,274.3532849890854,delta_decay_PVL,Frequency,3.04756927,0.00249853677,0.9999,0.178881873,4.9999,
38,281.2044905065316,291.09944260617567,delta_decay_win,Frequency,0.20625473,0.24054243,0.9999,,,
38,278.27783056203566,294.7694173947758,delta_decay_PVL_win,Frequency,0.4125413,0.23118492,0.9999,0.95907398,4.9999,
38,240.4953106672197,253.68858013341188,delta_asymmetric_decay_win,Frequency,2.22022797,0.0001,0.9999,,,0.111334009
39,279.5520063803483,289.4469584799924,delta_decay,Baseline,0.454025556,0.9999,0.0001,,,
39,281.3749009582985,297.8664877910387,delta_decay_PVL,Baseline,0.355679078,0.9999,0.0001,0.0001,0.0001,
39,278.22258274339555,288.11753484303966,delta_decay_win,Baseline,0.507871388,0.9999,0.0001,,,
39,281.7727933162285,298.2643801489687,delta_decay_PVL_win,Baseline,0.34949072,0.9999,0.0268220706,0.0001,4.9999,
39,280.2029941242033,293.39626359039545,delta_asymmetric_decay_win,Baseline,0.489556792,0.861990605,0.0001,,,0.960739917
39,281.07612321817703,290.97107531782115,delta_decay,Frequency,0.187367325,0.9999,0.0001,,,
39,283.1279206551786,299.6195074879188,delta_decay_PVL,Frequency,0.12202459,0.9999,0.58948879,0.15357507,4.9999,
39,281.5478361309444,291.4427882305885,delta_decay_win,Frequency,0.111271629,0.9999,0.0001,,,
39,283.3305229726853,299.8221098054255,delta_decay_PVL_win,Frequency,0.08816321,0.9999,0.81985026,0.0504482,4.9999,
39,281.51911751265,294.7123869788421,delta_asymmetric_decay_win,Frequency,0.34608599,0.06631823,0.67142283,,,0.97841712
40,274.028885355322,283.92383745496613,delta_decay,Baseline,1.73586713,0.01270244,0.9999,,,
40,277.71160559511816,294.2031924278583,delta_decay_PVL,Baseline,1.25552974,0.0393909764,0.9999,0.9999,0.0001,
40,272.6195418688748,282.5144939685189,delta_decay_win,Baseline,4.51669311,0.000672349995,0.788146519,,,
40,275.7417855570004,292.23337238974057,delta_decay_PVL_win,Baseline,4.68424203,0.000232138627,0.747972433,0.555230691,4.9999,
40,274.9396352935617,288.13290475975384,delta_asymmetric_decay_win,Baseline,1.52165697,0.0201709,0.94448953,,,0.01747706
40,226.39822381847029,236.2931759181144,delta_decay,Frequency,0.91015571,0.9999,0.9999,,,
40,205.61746446405903,222.10905129679924,delta_decay_PVL,Frequency,1.23336948,0.9999,0.763683565,0.181989485,0.0001,
40,224.4233033361746,234.3182554358187,delta_decay_win,Frequency,0.09605152,0.0001,0.07118322,,,
40,208.5793569882321,225.0709438209723,delta_decay_PVL_win,Frequency,0.97815879,0.9999,0.71706591,0.37954691,4.9999,
40,225.94067785745747,239.1339473236496,delta_asymmetric_decay_win,Frequency,0.090536678,0.0001,0.0423716758,,,0.107367884
41,213.6550818105893,223.55003391023345,delta_decay,Baseline,2.32066173,0.01225419,0.9999,,,
41,217.1861887053194,233.6777755380596,delta_decay_PVL,Baseline,2.24747746,0.0141662818,0.9999,0.9999,0.0001,
41,204.5964214263487,214.49137352599283,delta_decay_win,Baseline,1.14197617,0.04874566,0.59457525,,,
41,212.6889304038145,229.1805172365547,delta_decay_PVL_win,Baseline,1.16937044,0.07093218,0.59183977,0.96493443,1.70109619,
41,204.294868199128,217.48813766532007,delta_asymmetric_decay_win,Baseline,1.26161124,0.0362156295,0.640991035,,,0.0001
41,243.3663798535728,253.2613319532169,delta_decay,Frequency,3.24683976,0.0040668,0.9999,,,
41,231.8496813621045,248.3412681948447,delta_decay_PVL,Frequency,3.02254685,0.00195760562,0.9999,0.0001,4.9999,
41,272.54779054441406,282.44274264405817,delta_decay_win,Frequency,0.73548529,0.13756882,0.9999,,,
41,257.7364196444283,274.2280064771685,delta_decay_PVL_win,Frequency,0.64323427,0.47411757,0.4569445,0.43771031,4.9999,
41,237.4448033848088,250.6380728510009,delta_asymmetric_decay_win,Frequency,1.15929135,0.01829962,0.9999,,,0.9999
42,252.9476319800762,262.8425840797203,delta_decay,Baseline,0.74997119,0.31455162,0.40235495,,,
42,245.62247513531335,262.11406196805353,delta_decay_PVL,Baseline,0.603336863,0.697468981,0.0001,0.0001,1.73324129,
42,254.11827461864397,264.013226718288,delta_decay_win,Baseline,0.68325053,0.33741586,0.12123056,,,
42,255.5978663561036,272.0894531888438,delta_decay_PVL_win,Baseline,0.81884171,0.52335144,0.4419216,0.15174939,0.50369692,
42,253.7096030888084,266.9028725550005,delta_asymmetric_decay_win,Baseline,0.43520876,0.15214169,0.08415065,,,0.28207111
42,215.2984473266144,225.19339942625848,delta_decay,Frequency,0.68418262,0.23277278,0.0001,,,
42,216.9158301962808,233.40741702902096,delta_decay_PVL,Frequency,0.714760271,0.239394885,0.0001,0.9999,0.0001,
42,210.9573622893259,220.85231438897003,delta_decay_win,Frequency,0.83428878,0.1982162,0.14820529,,,
42,200.22543356985656,216.71702040259677,delta_decay_PVL_win,Frequency,0.95791853,0.431032706,0.0001,0.80818261,4.09112043,
42,205.4719787312603,218.66524819745243,delta_asymmetric_decay_win,Frequency,0.722576064,0.278354334,0.0001,,,0.996439853
43,215.4418357047732,225.33678780441733,delta_decay,Baseline,1.68979847,0.9999,0.03279631,,,
43,185.5436685720474,202.0352554047876,delta_decay_PVL,Baseline,1.41581409,0.965795332,0.0001,0.0001,0.0001,
